DISTRICT,D20GJ20R,D20GJ21R,D20GUA20R,D20GUA21R,D20GY20R,D20GY21R,D20GZ20R,D20GZ21R,D30GJ20R,D30GJ21R,D30GUA20R,D30GUA21R,D30GY20R,D30GY21R,D30GZ20R,D30GZ21R,D40GJ20R,D40GJ21R,D40GUA20R,D40GUA21R,D40GY20R,D40GY21R,D40GZ20R,D40GZ21R,DA0GJ20R,DA0GJ21R,DA0GUA20R,DA0GUA21R,DA0GY20R,DA0GY21R,DA0GZ20R,DA0GZ21R,DB0GJ20R,DB0GJ21R,DB0GUA20R,DB0GUA21R,DB0GY20R,DB0GY21R,DB0GZ20R,DB0GZ21R,DE0GJ20R,DE0GJ21R,DE0GUA20R,DE0GUA21R,DE0GY20R,DE0GY21R,DE0GZ20R,DE0GZ21R,DF0GJ20R,DF0GJ21R,DF0GUA20R,DF0GUA21R,DF0GY20R,DF0GY21R,DF0GZ20R,DF0GZ21R,DH0GJ20R,DH0GJ21R,DH0GUA20R,DH0GUA21R,DH0GY20R,DH0GY21R,DH0GZ20R,DH0GZ21R,DI0GJ20R,DI0GJ21R,DI0GUA20R,DI0GUA21R,DI0GY20R,DI0GY21R,DI0GZ20R,DI0GZ21R,DISTNAME,DL0GJ20R,DL0GJ21R,DL0GUA20R,DL0GUA21R,DL0GY20R,DL0GY21R,DL0GZ20R,DL0GZ21R,DM0GJ20R,DM0GJ21R,DM0GUA20R,DM0GUA21R,DM0GY20R,DM0GY21R,DM0GZ20R,DM0GZ21R,DR0GJ20R,DR0GJ21R,DR0GUA20R,DR0GUA21R,DR0GY20R,DR0GY21R,DR0GZ20R,DR0GZ21R,DS0GJ20R,DS0GJ21R,DS0GUA20R,DS0GUA21R,DS0GY20R,DS0GY21R,DS0GZ20R,DS0GZ21R,DW0GJ20R,DW0GJ21R,DW0GUA20R,DW0GUA21R,DW0GY20R,DW0GY21R,DW0GZ20R,DW0GZ21R
"'070901",-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.4,25,34.8,43.8,0,0,0,0,.,.,.,.,.,.,.,.,11.1,25,27.8,37.5,0,0,0,0,22.2,44.4,44.4,77.8,0,0,0,0,9.1,42.9,36.4,57.1,0,0,0,0,.,.,.,.,.,.,.,.,"AVALON ISD",-1,.,-1,.,-1,.,-1,.,14.3,0,28.6,0,0,0,0,0,0,.,0,.,0,.,0,.,0,0,0,0,0,0,0,0,27.3,11.1,36.4,33.3,0,0,0,0
"'070903",0,-1,20,-1,20,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,0.2,19.1,18,14.1,14.7,18.9,0.2,0,0,8.7,6.4,4.3,0,6.5,0,0,0,12.6,14.3,12.1,11.2,16.1,0.5,0.5,0.6,23.6,21.5,19.7,19.2,24.1,0,0,0,11.3,14,13.6,15.8,18.8,0.4,-1,.,-1,.,-1,.,-1,.,"ENNIS ISD",0,0,0,0,0,9.1,0,9.1,0.5,0,14.5,15.3,8.5,11.4,13.5,0.4,0,0,0.8,3.8,1.7,6.3,1.7,0.6,0,0,0,0,0,0,3.2,0,1.5,0.8,35.3,28.9,17.6,16.5,23.5,0
"'070905",0,-1,20,-1,20,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,0,0,16.1,25.3,9.7,7.1,4.8,19.4,0,0,0,40,0,0,0,20,0,0,12.2,22.2,7.2,8.7,4.3,16.7,0,0,26,28.6,11.5,7.7,5.2,23.1,0,0,11.5,21.3,8.5,9,5.4,19.7,-1,-1,-1,-1,-1,-1,-1,-1,"FERRIS ISD",0,0,8.3,5.9,4.2,5.9,4.2,0,0,0,5.6,21.5,7.8,6.3,4.4,15.2,0,0,8.2,17.1,6,5.7,3,10.6,0,0,0,0,0,0,0,0,0,0,28.9,31.3,13.2,3.1,2.6,18.8
"'070907",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,2.6,43.6,25.6,0,7.7,0,0,-1,0,-1,16.7,-1,0,-1,0,0,0,31.6,18.8,0,6.3,0,0,0,7.1,59.1,35.7,0,21.4,0,0,0,7.1,23.1,28.6,0,21.4,0,0,.,.,.,.,.,.,.,.,"ITALY ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,23.5,20,0,0,0,0,0,5.6,9.1,11.1,0,5.6,0,0,-1,0,-1,0,-1,0,-1,0,0,0,54.2,27.8,0,0,0,0
"'070908",0,0,16.7,17.2,16.7,24.1,0,0,10,12.5,20,37.5,30,62.5,0,0,.,.,.,.,.,.,.,.,4,2.6,31.6,29.2,19.2,20,0,0,3.4,4.5,23.7,30.3,10.2,12.1,0,0,2.8,2.4,14,19.2,7.7,12.8,0,0,5,3.2,36.8,36.2,19.5,23,0,0,3.3,1.3,24.5,24,18.5,16.2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"MIDLOTHIAN ISD",0,0,0,0,11.1,0,0,0,3.1,1.9,26.5,22.7,18.9,17.1,0,0,0.6,0,8.9,7.9,3.3,1.1,0,0,0,0,1.8,0,0,0,0,0,4.2,2.5,35.9,31.6,20.6,20.8,0,0
"'070909",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,30.4,36.4,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,25,27.8,0,0,0,0,0,0,55.6,50,0,0,0,0,0,0,28.6,37.5,0,0,0,0,.,-1,.,-1,.,-1,.,-1,"MILFORD ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,14.3,20,0,0,0,0,0,0,16.7,8.3,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,55.6,50,0,0,0,0
"'070910",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,5.3,21.5,49.1,50.6,0,0,0,0,.,-1,.,-1,.,-1,.,-1,4,10,36,30,0,0,0,0,5.6,32.3,55.6,64.5,0,0,0,0,4.2,3.7,41.7,25.9,0,0,0,0,.,.,.,.,.,.,.,.,"PALMER ISD",-1,-1,-1,-1,-1,-1,-1,-1,5.1,14.6,46.2,41.7,0,0,0,0,0,0,11.8,20,0,0,0,0,0,0,20,28.6,0,0,0,0,6.7,31.3,53.3,66.7,0,0,0,0
"'070911",0,0,22.2,0,0,12.5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,3.2,2.2,27.4,27.7,9.3,12.3,0,0,2.2,0.8,20.3,21,5.1,5,0,0,0.5,1.5,20.9,24.6,4.4,8.5,0,0,4.6,3.3,26.9,33.8,9.2,18.3,0,0,2.2,1.3,24.3,29.5,9.6,12.8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"RED OAK ISD",0,0,16.7,16.1,0,6.5,0,0,1.8,1,28,21.3,9.3,5.9,0,0,0.6,1.4,14.9,14.2,1.2,5.7,0,0,0,0,14,15.6,0,3.1,0,0,4,4.6,35.6,33.6,12.1,17.6,0,0
"'070912",14.3,0,35.7,26.3,7.1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.8,10.6,30.4,29.3,6.3,7.7,0,0,5.5,7.4,15.4,19.3,1.1,0.7,0,0,8.7,9,22,21.5,3.3,3.1,0,0,12.5,10.6,35.6,38.1,8.9,8.5,0,0,10.2,8.8,24.1,25.9,5.6,3.8,0,0,14.3,0,42.9,0,0,0,0,0,"WAXAHACHIE ISD",0,0,4.8,4.2,9.5,4.2,0,0,13.1,10.6,26.3,21.6,4.3,7,0,0,6.3,4.2,15.1,20.8,2.6,1.7,0,0,5,3.7,5,9.8,1.7,1.2,0,0,16.1,14,38.6,36.6,8.7,14,0,0
"'070915",.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,18.8,9.9,41.2,35.2,0,0,0,0,-1,.,-1,.,-1,.,-1,.,10.3,4.8,13.8,28.6,0,0,0,0,24.3,18.9,51.4,43.2,0,0,0,0,13.6,0,22.7,8.3,0,0,0,0,.,-1,.,-1,.,-1,.,-1,"MAYPEARL ISD",-1,-1,-1,-1,-1,-1,-1,-1,14.6,3.7,33.3,29.6,0,0,0,0,0,5.6,0,5.6,0,0,0,0,-1,0,-1,0,-1,0,-1,0,21.3,10.5,49.2,38.2,0,0,0,0
"'071801",-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,51.7,5.6,34.5,41.7,48.3,61.1,.,.,.,.,.,.,.,.,0,0,60,7.7,26.7,38.5,60,61.5,0,0,60,6.7,33.3,33.3,60,53.3,0,0,52,3.3,40,46.7,48,56.7,.,.,.,.,.,.,.,.,"BURNHAM WOOD CHARTER SCHOOL DISTRICT",0,0,28.6,0,14.3,53.8,42.9,15.4,0,0,42.9,4.8,35.7,47.6,35.7,66.7,0,0,41.2,5.3,29.4,36.8,35.3,31.6,-1,.,-1,.,-1,.,-1,.,-1,0,-1,16.7,-1,16.7,-1,83.3
"'071803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,5.7,17.5,5.7,2.5,0,0,.,.,.,.,.,.,.,.,0,0,5,17.1,6.7,2.9,0,0,0,0,3.2,22.2,3.2,4.4,0,0,0,0,5.7,16.9,5.7,2.6,0,0,.,.,.,.,.,.,.,.,"TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO",0,0,0,4.8,7.7,4.8,0,0,0,0,7.7,11.4,7.7,0,0,0,0,0,3.8,17.5,7.5,3.5,0,0,-1,0,-1,16.7,-1,0,-1,0,.,-1,.,-1,.,-1,.,-1
"'071804",.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,0,0,2.1,1.4,3.4,2.2,0,0,.,-1,.,-1,.,-1,.,-1,0,0,0.9,2,3.6,3.1,0,0,0,0,4.2,1.5,4.2,4.5,0,0,0,0,2.1,1.6,3.5,2.3,0,0,.,-1,.,-1,.,-1,.,-1,"EL PASO ACADEMY",0,0,0,0,7.1,6.7,0,0,0,0,0,1.4,2.7,0,0,0,0,0,0.9,1.7,4.6,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"'071806",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,0,0,47.2,60.2,39.6,44.1,13.9,41.5,-1,-1,-1,-1,-1,-1,-1,-1,0,0,41.9,51.8,40,40,10.5,36.5,0,0,53.4,61.1,37,48.1,15.1,42.6,0,0,48.9,58.1,41.2,43.8,12.2,40,-1,.,-1,.,-1,.,-1,.,"HARMONY PUBLIC SCHOOLS - WEST TEXAS",0,0,13.3,27.3,6.7,27.3,0,0,0,0,40.8,59.4,42.3,40.6,12.7,40.6,0,0,27.5,42.1,26.3,36.8,6.3,26.3,0,0,25,7.1,25,0,12.5,14.3,0,0,66.7,70,0,50,66.7,40
"'071807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LA FE PREPARATORY SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'071809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"VISTA DEL FUTURO CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'071810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EL PASO LEADERSHIP ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'071901",-1,0,-1,14.3,-1,0,-1,0,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,7.2,5.5,38.3,40.9,15,12.9,11.5,11.8,-1,-1,-1,-1,-1,-1,-1,-1,7.1,4.9,37.5,38,15.3,12.7,10.3,9.9,9.1,7,47.2,48.5,17.2,16.5,11.4,12.9,7.4,5.7,38.5,42,14.8,13,11.2,12.2,-1,-1,-1,-1,-1,-1,-1,-1,"CLINT ISD",0,0,5.9,5.6,12.9,7.9,3,2.4,5.3,4.1,29,33.4,12.7,9.4,11.6,10.7,1.1,1.5,14.2,20,5.4,6.7,1.9,4.2,0,0,0,3.2,0,0,0,1.6,3.7,0,44.4,23.3,22.2,10,22.2,3.3
"'071902",4.3,8.1,23.4,48.6,14.9,21.6,10.6,16.2,7.1,6.8,55.4,44.1,39.3,42.4,25,25.4,9.1,10,27.3,40,36.4,30,27.3,10,3.6,3.8,30.4,35,22.6,22.8,10,14.6,5.6,4.4,26.2,39.8,6.5,9.7,12.1,17.7,3.2,3.8,28.6,33,20.3,20.7,9,12.8,4.4,4.4,33.9,38.4,25.6,25.9,11,15,3.5,3.7,30.5,34.6,22.4,22.9,9.3,13.8,10,-1,50,-1,20,-1,10,-1,"EL PASO ISD",0,0,8.5,13.5,30.1,28.6,1.4,3.4,2.8,3.2,26.5,31.1,19.3,19.4,9,14.1,0.6,0.8,17.8,22.4,15.4,15.9,4.2,6.5,0.7,0.4,9.2,6.4,2.5,1.1,1.8,1.1,3.7,4.4,27.3,33.8,28.4,24,13.8,19.9
"'071903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24.7,18,46.8,44,8.2,5.3,0,0,.,.,.,.,.,.,.,.,21.5,14.5,44.4,36.3,8.9,5.6,0,0,35.4,24.1,57.3,44.6,7.3,7.2,0,0,24.2,16.9,46.5,43.2,8.3,5.4,0,0,.,.,.,.,.,.,.,.,"FABENS ISD",0,3.2,10.7,22.6,7.1,0,0,0,13.2,10.4,35.5,43.3,9.2,3,0,0,5.4,8.1,18.9,26.7,6.8,3.5,0,0,0,0,0,0,15.4,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
"'071904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,12.6,21.6,53.1,41.9,0,0,.,-1,.,-1,.,-1,.,-1,0,0,10.4,20.7,54.1,39.4,0,0,0,0,13.8,22.4,61.7,48,0,0,0,0,12.8,21.8,53.7,41.8,0,0,-1,.,-1,.,-1,.,-1,.,"SAN ELIZARIO ISD",0,0,0,2.1,57.1,39.6,0,0,0,0,11.5,21,46,37.1,0,0,0,0,2,11,35.7,36.4,0,0,0,0,0,10.5,8.3,5.3,0,0,-1,-1,-1,-1,-1,-1,-1,-1
"'071905",-1,0,-1,40,-1,0,-1,20,14.3,28.6,28.6,42.9,14.3,57.1,28.6,28.6,-1,-1,-1,-1,-1,-1,-1,-1,3.2,5.9,21,26.1,18.1,17.1,10.2,8.5,3.2,8.6,25.8,22.9,6.5,5.7,22.6,8.6,2.8,4.9,19.5,22.7,17.1,15.5,9.2,6.9,4.2,7.3,25.1,31.2,20.9,18.3,12,10.7,3.1,5.7,21,26.1,18.1,17.2,9.8,8.5,.,-1,.,-1,.,-1,.,-1,"YSLETA ISD",0.2,0.2,6.5,6.9,17.4,28.6,1.3,2.3,2.2,4.5,17,21.1,15.3,16,8.4,6.4,1.9,3,8.7,13.4,11.2,13.3,4.6,3.7,0.4,0,2.3,2.4,1.5,1.2,1.1,0.4,5,7.6,18.8,26.6,20,19,16.3,7.6
"'071906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,44.4,34.8,22.2,6.5,33.3,23.9,-1,.,-1,.,-1,.,-1,.,0,0,39,28,26.8,12,26.8,12,0,0,57.1,48.3,17.9,10.3,42.9,31,0,0,43.1,34.1,23.5,6.8,33.3,25,.,.,.,.,.,.,.,.,"ANTHONY ISD",0,0,10,14.3,50,14.3,0,0,0,0,30.8,11.8,26.9,0,23.1,11.8,0,0,9.5,23.3,33.3,6.7,0,13.3,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
"'071907",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,5.3,13.8,36.9,35.9,17.1,20.7,0,0,12.5,0,25,40,12.5,0,0,0,5.1,9.7,29.3,29.4,15.2,20.2,0,0,6.9,20.3,44.2,44.4,20.8,21.3,0,0,4.8,12.3,36.3,34.8,16.2,19.8,0,0,.,.,.,.,.,.,.,.,"CANUTILLO ISD",0,1.3,5.8,9.2,10.1,17.1,0,0,3.7,7.8,29.2,27.9,13.2,20.1,0,0,1.7,2.3,10.9,13.6,9.2,12.6,0,0,2.8,6.7,5.6,6.7,5.6,0,0,0,6.3,47.4,50,57.9,25,42.1,0,0
"'071908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,6.6,8.2,32.9,31.8,36.8,0,0,.,.,.,.,.,.,.,.,0,5.8,7.4,31.9,33.3,39.1,0,0,0,0,7.3,34.9,31.7,48.8,0,0,0,6.6,8.2,32.9,31.8,36.8,0,0,.,.,.,.,.,.,.,.,"TORNILLO ISD",0,0,0,4.2,23.1,33.3,0,0,0,15.2,9.1,30.3,31.8,21.2,0,0,0,4.4,0,15.6,24.1,26.7,0,0,0,-1,0,-1,11.1,-1,0,-1,.,.,.,.,.,.,.,.
"'071909",0,0,33.3,35.3,26.7,11.8,26.7,11.8,6.3,8.7,37.5,43.5,31.3,30.4,18.8,4.3,0,-1,0,-1,0,-1,0,-1,5.7,7.8,33.4,34.4,13.9,12.6,6.7,5.1,1.3,10.5,27.5,30.3,11.3,15.8,6.3,2.6,5.5,7.1,31.2,31.8,13.1,12,5.6,3.8,8.1,11,40.3,41.6,17.3,15.5,7.8,5.9,5.9,8,34,34.7,13.7,12.1,6.7,5.1,0,14.3,0,28.6,20,0,0,0,"SOCORRO ISD",0,1.3,5.9,9.4,17.8,14.5,1,1.3,3.2,4.5,26.3,26.8,10.3,9.5,5.6,4.2,1.6,2.3,14.4,18.4,8.5,7.2,2,2.9,0,0.4,1.4,3,0,1.7,0,0.4,2.9,1.1,22.5,26.3,17.6,20,4.9,4.2
"'072801",0,0,8,9.1,0,4.5,0,0,0,0,0,15.4,0,15.4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,5.7,5.6,2.4,2.9,0,0,0,0,5.7,2.1,0.6,0,0,0,0,0,5,5.1,2.4,2.7,0,0,0,0,6.4,6.7,2.8,3.2,0,0,0,0,4.8,5.1,2.9,3.9,0,0,0,0,10,0,0,0,0,0,"PREMIER HIGH SCHOOLS",0,0,2.6,2.2,5.7,3.7,0,0,0,0,4.5,4,1.8,2.5,0,0,0,0,4.7,3.9,1.8,1.8,0,0,0,0,0.5,0.5,0,0,0,0,0,0,6.7,6.8,2.5,2,0,0
"'072802",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,10.3,2.8,0,0,0,0,.,-1,.,-1,.,-1,.,-1,0,0,10.7,3.2,0,0,0,0,0,0,8.3,4.5,0,0,0,0,0,0,9.1,5.9,0,0,0,0,.,-1,.,-1,.,-1,.,-1,"ERATH EXCELS ACADEMY INC",.,.,.,.,.,.,.,.,0,0,20,0,0,0,0,0,0,0,5.9,4.2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,11.1,0,0,0,0,0
"'072901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,7.7,-1,38.5,-1,0,-1,0,.,.,.,.,.,.,.,.,-1,0,-1,33.3,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,.,0,.,28.6,.,0,.,0,.,.,.,.,.,.,.,.,"THREE WAY ISD",.,-1,.,-1,.,-1,.,-1,.,9.1,.,36.4,.,0,.,0,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,-1,16.7,-1,50,-1,0,-1,0
"'072902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.1,5.9,29.5,26.5,11.5,13.2,0,0,.,-1,.,-1,.,-1,.,-1,2.8,4.8,22.2,16.7,13.9,16.7,0,0,12.5,6.1,37.5,39.4,25,12.1,0,0,2.2,5.3,22.2,18.4,20,23.7,0,0,.,.,.,.,.,.,.,.,"DUBLIN ISD",0,-1,0,-1,16.7,-1,0,-1,0,5.7,23.9,14.3,2.2,14.3,0,0,0,0,15.8,11.8,5.3,0,0,0,-1,0,-1,0,-1,0,-1,0,9.1,7.1,39.4,39.3,0,0,0,0
"'072903",-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,33.3,-1,33.3,-1,0,.,.,.,.,.,.,.,.,0,0.9,33.6,36.4,12.6,12.4,0,0,-1,0,-1,20,-1,0,-1,0,0,0,19.6,17.7,17.5,12.7,0,0,0,1.7,40.3,42,15.3,16,0,0,0,1.3,24.2,22.7,19.8,17.3,0,0,-1,.,-1,.,-1,.,-1,.,"STEPHENVILLE ISD",-1,0,-1,0,-1,14.3,-1,0,0,0,24.8,30.2,9.2,8.5,0,0,0,0,8.6,10,11.4,3.3,0,0,0,0,14.3,0,14.3,0,0,0,0,0.7,38.4,44.9,7.9,9.6,0,0
"'072904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,30,29.4,0,0,0,0,.,.,.,.,.,.,.,.,-1,0,-1,16.7,-1,0,-1,0,0,0,20,25,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,"BLUFF DALE ISD",.,.,.,.,.,.,.,.,0,0,40,33.3,0,0,0,0,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,.,0,0,22.2,25,0,0,0,0
"'072908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,41.7,77.8,0,0,0,0,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,0,0,71.4,87.5,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,"HUCKABAY ISD",.,.,.,.,.,.,.,.,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,0,0,37.5,75,0,0,0,0
"'072909",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,93.8,57.9,0,0,0,0,.,.,.,.,.,.,.,.,0,0,92.3,66.7,0,0,0,0,0,0,100,87.5,0,0,0,0,0,0,92.3,60,0,0,0,0,.,.,.,.,.,.,.,.,"LINGLEVILLE ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,90,36.4,0,0,0,0,0,-1,100,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,57.1,-1,0,-1,0
"'072910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MORGAN MILL ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'073901",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,2.9,18.2,20,0,0,0,0,0,0,33.3,20,0,0,0,0,0,3.3,13.8,16.7,0,0,0,0,0,0,27.8,29.4,0,0,0,0,0,0,5,15,0,0,0,0,.,.,.,.,.,.,.,.,"CHILTON ISD",.,-1,.,-1,.,-1,.,-1,0,5.6,6.7,11.1,0,0,0,0,0,0,4,16.7,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,11.1,42.9,22.2,0,0,0,0
"'073903",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,7,6.8,0,0,0,0,0,0,4,6.7,0,0,0,0,0,0,3.2,7.1,0,0,0,0,0,0,11.1,13,0,0,0,0,0,0,13.3,10,0,0,0,0,-1,.,-1,.,-1,.,-1,.,"MARLIN ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,4,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
"'073904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WESTPHALIA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'073905",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,34.6,26.5,0,2,0,0,0,0,25,0,0,0,0,0,0,0,33.3,15.8,0,0,0,0,0,0,60.9,26.3,0,5.3,0,0,0,0,46.2,22.2,0,5.6,0,0,.,.,.,.,.,.,.,.,"ROSEBUD-LOTT ISD",.,.,.,.,.,.,.,.,0,0,13.8,26.7,0,0,0,0,0,0,6.7,11.1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,33.3,36,0,0,0,0
"'074903",.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,.,0,0,15.2,0,14.3,14,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,3.7,13.2,0,0,0,0,20.3,0,13.6,12.1,0,0,0,0,0,0,21.1,26.9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"BONHAM ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,9.4,0,15.1,16.3,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,0,14.3,11.4,0,0
"'074904",-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,16.7,16.7,0,0,0,0,.,.,.,.,.,.,.,.,0,0,14.3,40,0,0,0,0,0,0,16.7,20,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,"DODD CITY ISD",.,.,.,.,.,.,.,.,0,0,16.7,11.1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,15,14.3,0,0,0,0
