DISTRICT,DD000AA01222R,DD000AA01322R,DD000AA01S22R,DD000AA11222R,DD000AA11322R,DD000AA11S22R,DD000ABI1222R,DD000ABI1322R,DD000ABI1S22R,DD000AR11222R,DD000AR11322R,DD000AR11S22R,DD000AR21222R,DD000AR21322R,DD000AR21S22R,DD000AUS1222R,DD000AUS1322R,DD000AUS1S22R,DD200AA01222R,DD200AA01322R,DD200AA01S22R,DD200AA11222R,DD200AA11322R,DD200AA11S22R,DD200ABI1222R,DD200ABI1322R,DD200ABI1S22R,DD200AR11222R,DD200AR11322R,DD200AR11S22R,DD200AR21222R,DD200AR21322R,DD200AR21S22R,DD200AUS1222R,DD200AUS1322R,DD200AUS1S22R,DD300AA01222R,DD300AA01322R,DD300AA01S22R,DD300AA11222R,DD300AA11322R,DD300AA11S22R,DD300ABI1222R,DD300ABI1322R,DD300ABI1S22R,DD300AR11222R,DD300AR11322R,DD300AR11S22R,DD300AR21222R,DD300AR21322R,DD300AR21S22R,DD300AUS1222R,DD300AUS1322R,DD300AUS1S22R,DD400AA01222R,DD400AA01322R,DD400AA01S22R,DD400AA11222R,DD400AA11322R,DD400AA11S22R,DD400ABI1222R,DD400ABI1322R,DD400ABI1S22R,DD400AR11222R,DD400AR11322R,DD400AR11S22R,DD400AR21222R,DD400AR21322R,DD400AR21S22R,DD400AUS1222R,DD400AUS1322R,DD400AUS1S22R,DDA00AA01222R,DDA00AA01322R,DDA00AA01S22R,DDA00AA11222R,DDA00AA11322R,DDA00AA11S22R,DDA00ABI1222R,DDA00ABI1322R,DDA00ABI1S22R,DDA00AR11222R,DDA00AR11322R,DDA00AR11S22R,DDA00AR21222R,DDA00AR21322R,DDA00AR21S22R,DDA00AUS1222R,DDA00AUS1322R,DDA00AUS1S22R,DDB00AA01222R,DDB00AA01322R,DDB00AA01S22R,DDB00AA11222R,DDB00AA11322R,DDB00AA11S22R,DDB00ABI1222R,DDB00ABI1322R,DDB00ABI1S22R,DDB00AR11222R,DDB00AR11322R,DDB00AR11S22R,DDB00AR21222R,DDB00AR21322R,DDB00AR21S22R,DDB00AUS1222R,DDB00AUS1322R,DDB00AUS1S22R,DDE00AA01222R,DDE00AA01322R,DDE00AA01S22R,DDE00AA11222R,DDE00AA11322R,DDE00AA11S22R,DDE00ABI1222R,DDE00ABI1322R,DDE00ABI1S22R,DDE00AR11222R,DDE00AR11322R,DDE00AR11S22R,DDE00AR21222R,DDE00AR21322R,DDE00AR21S22R,DDE00AUS1222R,DDE00AUS1322R,DDE00AUS1S22R,DDF00AA01222R,DDF00AA01322R,DDF00AA01S22R,DDF00AA11222R,DDF00AA11322R,DDF00AA11S22R,DDF00ABI1222R,DDF00ABI1322R,DDF00ABI1S22R,DDF00AR11222R,DDF00AR11322R,DDF00AR11S22R,DDF00AR21222R,DDF00AR21322R,DDF00AR21S22R,DDF00AUS1222R,DDF00AUS1322R,DDF00AUS1S22R,DDH00AA01222R,DDH00AA01322R,DDH00AA01S22R,DDH00AA11222R,DDH00AA11322R,DDH00AA11S22R,DDH00ABI1222R,DDH00ABI1322R,DDH00ABI1S22R,DDH00AR11222R,DDH00AR11322R,DDH00AR11S22R,DDH00AR21222R,DDH00AR21322R,DDH00AR21S22R,DDH00AUS1222R,DDH00AUS1322R,DDH00AUS1S22R,DDI00AA01222R,DDI00AA01322R,DDI00AA01S22R,DDI00AA11222R,DDI00AA11322R,DDI00AA11S22R,DDI00ABI1222R,DDI00ABI1322R,DDI00ABI1S22R,DDI00AR11222R,DDI00AR11322R,DDI00AR11S22R,DDI00AR21222R,DDI00AR21322R,DDI00AR21S22R,DDI00AUS1222R,DDI00AUS1322R,DDI00AUS1S22R,DDL00AA01222R,DDL00AA01322R,DDL00AA01S22R,DDL00AA11222R,DDL00AA11322R,DDL00AA11S22R,DDL00ABI1222R,DDL00ABI1322R,DDL00ABI1S22R,DDL00AR11222R,DDL00AR11322R,DDL00AR11S22R,DDL00AR21222R,DDL00AR21322R,DDL00AR21S22R,DDL00AUS1222R,DDL00AUS1322R,DDL00AUS1S22R,DDM00AA01222R,DDM00AA01322R,DDM00AA01S22R,DDM00AA11222R,DDM00AA11322R,DDM00AA11S22R,DDM00ABI1222R,DDM00ABI1322R,DDM00ABI1S22R,DDM00AR11222R,DDM00AR11322R,DDM00AR11S22R,DDM00AR21222R,DDM00AR21322R,DDM00AR21S22R,DDM00AUS1222R,DDM00AUS1322R,DDM00AUS1S22R,DDR00AA01222R,DDR00AA01322R,DDR00AA01S22R,DDR00AA11222R,DDR00AA11322R,DDR00AA11S22R,DDR00ABI1222R,DDR00ABI1322R,DDR00ABI1S22R,DDR00AR11222R,DDR00AR11322R,DDR00AR11S22R,DDR00AR21222R,DDR00AR21322R,DDR00AR21S22R,DDR00AUS1222R,DDR00AUS1322R,DDR00AUS1S22R,DDS00AA01222R,DDS00AA01322R,DDS00AA01S22R,DDS00AA11222R,DDS00AA11322R,DDS00AA11S22R,DDS00ABI1222R,DDS00ABI1322R,DDS00ABI1S22R,DDS00AR11222R,DDS00AR11322R,DDS00AR11S22R,DDS00AR21222R,DDS00AR21322R,DDS00AR21S22R,DDS00AUS1222R,DDS00AUS1322R,DDS00AUS1S22R,DDW00AA01222R,DDW00AA01322R,DDW00AA01S22R,DDW00AA11222R,DDW00AA11322R,DDW00AA11S22R,DDW00ABI1222R,DDW00ABI1322R,DDW00ABI1S22R,DDW00AR11222R,DDW00AR11322R,DDW00AR11S22R,DDW00AR21222R,DDW00AR21322R,DDW00AR21S22R,DDW00AUS1222R,DDW00AUS1322R,DDW00AUS1S22R,DISTNAME,DNC00AA01222R,DNC00AA01322R,DNC00AA01S22R,DNC00AA11222R,DNC00AA11322R,DNC00AA11S22R,DNC00ABI1222R,DNC00ABI1322R,DNC00ABI1S22R,DNC00AR11222R,DNC00AR11322R,DNC00AR11S22R,DNC00AR21222R,DNC00AR21322R,DNC00AR21S22R,DNC00AUS1222R,DNC00AUS1322R,DNC00AUS1S22R,DNM00AA01222R,DNM00AA01322R,DNM00AA01S22R,DNM00AA11222R,DNM00AA11322R,DNM00AA11S22R,DNM00ABI1222R,DNM00ABI1322R,DNM00ABI1S22R,DNM00AR11222R,DNM00AR11322R,DNM00AR11S22R,DNM00AR21222R,DNM00AR21322R,DNM00AR21S22R,DNM00AUS1222R,DNM00AUS1322R,DNM00AUS1S22R,DNS00AA01222R,DNS00AA01322R,DNS00AA01S22R,DNS00AA11222R,DNS00AA11322R,DNS00AA11S22R,DNS00ABI1222R,DNS00ABI1322R,DNS00ABI1S22R,DNS00AR11222R,DNS00AR11322R,DNS00AR11S22R,DNS00AR21222R,DNS00AR21322R,DNS00AR21S22R,DNS00AUS1222R,DNS00AUS1322R,DNS00AUS1S22R
"'003903",.,.,.,35,18,69,34,6,73,13,1,37,16,0,25,14,4,59,-1,-1,-1,38,38,69,36,0,91,19,5,52,55,9,73,90,50,100,100,29,100,83,67,83,-1,-1,-1,-1,-1,-1,89,67,89,80,80,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,84,16,99,43,27,73,54,15,84,38,6,57,51,8,65,67,46,87,67,0,100,31,19,66,43,8,81,31,3,50,32,4,55,56,30,82,83,13,98,40,25,71,50,11,83,34,4,55,47,5,62,63,39,87,86,22,97,50,34,81,53,15,85,45,7,63,57,9,70,66,46,87,75,8,96,47,29,77,54,14,84,37,4,58,54,4,66,64,40,87,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,35,18,69,34,6,73,13,1,37,16,0,25,14,4,59,83,10,100,37,21,66,56,15,83,33,6,52,45,6,60,68,46,87,50,0,100,29,13,64,39,5,77,22,1,44,28,1,46,49,25,79,-1,-1,-1,22,11,45,12,3,48,22,7,30,18,3,19,33,18,59,92,22,100,53,34,78,73,27,87,54,15,68,64,17,74,83,71,92,"LUFKIN ISD",85,16,99,44,29,76,55,16,85,39,6,59,52,9,65,69,47,89,-1,-1,-1,41,21,65,54,11,80,34,5,52,45,3,65,58,38,80,.,.,.,56,33,67,29,0,57,11,0,33,50,10,70,88,88,88
"'003904",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,50,33,67,40,40,60,33,0,67,60,0,80,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,40,25,70,52,21,83,42,2,57,59,9,76,60,32,81,.,.,.,20,20,60,60,0,80,20,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,22,62,44,19,79,36,1,57,45,2,66,51,28,74,.,.,.,42,28,75,51,20,90,49,2,64,68,10,83,62,31,82,.,.,.,57,43,86,56,0,100,50,0,75,40,20,100,60,20,80,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,23,66,55,22,77,34,1,51,51,8,68,59,33,81,.,.,.,23,8,58,36,8,75,23,1,41,30,1,54,29,13,66,.,.,.,9,3,31,7,0,46,15,3,21,22,0,30,28,16,52,-1,-1,-1,40,24,70,53,23,84,43,2,57,62,9,76,62,35,81,"HUNTINGTON ISD",-1,-1,-1,45,27,75,56,21,81,41,2,56,60,10,71,60,35,78,.,.,.,29,21,58,45,21,89,43,0,59,58,6,94,61,25,93,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'003905",.,.,.,47,27,80,33,3,80,11,0,47,40,0,60,34,17,66,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,0,93,52,28,88,57,17,90,39,6,65,52,4,76,56,28,82,-1,-1,-1,35,15,75,37,11,95,33,0,52,37,0,74,29,12,71,57,0,86,47,22,85,49,13,88,32,5,58,47,1,74,48,26,76,63,0,100,57,29,90,58,18,92,48,9,69,61,8,88,60,26,90,38,0,88,48,26,88,53,11,86,29,3,58,51,1,72,51,25,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,28,80,30,4,78,6,0,43,37,0,58,33,15,64,33,0,83,49,27,87,56,16,89,34,4,62,46,1,68,53,30,76,-1,-1,-1,37,16,82,34,6,84,17,2,50,40,1,70,43,20,75,.,.,.,33,17,78,6,0,72,8,4,33,6,0,28,6,6,38,60,0,100,65,35,94,71,33,95,59,13,85,57,11,83,71,38,90,"DIBOLL ISD",50,0,93,53,30,89,59,16,90,41,6,65,55,4,78,55,27,83,.,.,.,46,18,86,48,19,89,25,4,64,39,4,68,59,31,75,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'003906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,22,11,63,22,0,67,33,4,52,82,24,88,59,41,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,19,0,56,28,0,67,28,6,50,78,11,89,55,27,100,-1,-1,-1,22,22,89,33,0,78,50,0,63,100,29,100,44,22,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,22,6,50,17,0,61,26,5,47,70,20,80,75,63,100,.,.,.,0,0,50,5,0,58,16,0,32,40,0,60,50,13,100,.,.,.,14,0,57,17,0,33,29,14,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,13,70,23,0,73,39,4,61,81,25,88,56,38,100,"ZAVALLA ISD",-1,-1,-1,26,16,63,25,0,75,26,0,47,81,25,88,63,50,100,-1,-1,-1,13,0,63,14,0,43,50,13,63,-1,-1,-1,56,33,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'003907",.,.,.,33,17,83,-1,-1,-1,13,13,38,17,0,33,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,8,100,30,21,68,60,16,92,44,6,60,52,9,65,72,49,96,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,0,33,40,20,100,40,0,100,19,12,58,48,8,88,30,5,45,39,2,53,49,26,97,33,0,100,38,27,81,52,11,89,56,4,73,58,8,74,62,38,97,-1,-1,-1,29,18,71,56,15,96,35,5,51,50,9,69,73,45,91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,0,0,33,17,0,33,-1,-1,-1,-1,-1,-1,23,16,57,66,21,94,36,8,51,47,10,58,79,58,96,-1,-1,-1,17,10,57,29,3,81,21,5,39,17,0,30,41,13,91,.,.,.,14,9,50,33,0,67,16,8,24,7,0,21,60,20,100,56,11,100,31,23,69,68,19,92,54,8,69,56,10,68,74,51,97,"CENTRAL ISD",38,8,100,34,24,72,64,19,94,48,8,63,55,11,65,75,52,96,.,.,.,20,13,57,38,6,81,31,0,52,38,0,63,56,38,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'004901",.,.,.,31,19,81,22,0,89,11,0,42,16,0,47,24,0,76,.,.,.,0,0,60,-1,-1,-1,33,0,67,57,14,71,80,60,80,-1,-1,-1,100,80,100,57,43,100,63,25,88,100,20,100,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,67,0,96,41,24,77,48,10,84,36,8,58,51,5,69,64,35,90,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,0,83,31,17,72,42,8,82,27,4,51,42,3,61,56,30,87,60,0,93,46,28,80,52,6,87,42,12,66,55,7,76,58,29,88,50,0,83,34,15,71,42,4,80,27,3,49,40,1,63,52,24,86,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,25,17,83,15,0,85,15,0,31,8,0,46,25,0,75,78,0,100,36,21,75,45,14,82,31,4,51,48,4,63,70,43,91,-1,-1,-1,30,14,70,39,6,82,25,4,49,32,2,56,45,19,82,-1,-1,-1,22,11,51,32,10,66,10,3,25,16,3,26,32,12,60,76,0,100,45,30,82,52,14,88,44,11,63,59,8,74,72,42,93,"ARANSAS COUNTY ISD",70,0,100,45,26,79,50,9,84,35,7,59,52,5,71,65,37,89,-1,-1,-1,30,20,72,44,12,84,37,8,54,49,8,64,60,30,92,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'005901",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,39,30,80,74,21,95,63,16,81,85,6,88,87,53,93,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,32,26,68,76,12,88,50,0,72,87,0,87,80,40,90,-1,-1,-1,38,29,86,80,10,100,68,16,89,95,0,95,89,53,95,.,.,.,20,20,70,64,9,91,50,0,80,83,0,83,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,39,30,74,70,30,91,58,17,75,73,13,80,82,55,91,-1,-1,-1,21,14,69,64,7,93,46,7,71,77,8,77,79,36,86,.,.,.,0,0,0,17,0,67,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,30,82,77,23,97,66,22,81,84,4,88,92,56,96,"ARCHER CITY ISD",-1,-1,-1,42,33,76,76,18,94,61,18,76,85,8,88,85,48,93,-1,-1,-1,27,18,91,70,30,100,70,10,100,88,0,88,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.
"'005902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,5,100,67,41,89,76,13,97,71,15,84,76,15,91,85,44,98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,23,68,47,12,88,48,9,65,50,8,75,75,56,94,100,7,100,60,29,88,67,18,92,71,21,81,85,21,88,89,31,100,-1,-1,-1,82,45,100,91,0,100,79,14,86,75,0,75,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,74,51,91,83,9,100,71,10,86,72,11,92,82,53,96,.,.,.,38,21,69,48,0,86,38,3,55,41,3,75,63,13,92,.,.,.,14,14,50,38,0,63,20,7,40,17,0,33,57,14,86,100,6,100,66,41,89,74,15,96,71,16,84,77,17,92,85,43,98,"HOLLIDAY ISD",100,5,100,66,43,90,80,14,97,73,20,83,81,14,91,86,45,97,.,.,.,70,37,89,56,6,94,67,4,85,56,17,89,75,42,100,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1
"'005904",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,100,67,50,92,69,19,97,59,7,85,64,10,85,72,40,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,70,50,70,56,0,89,33,0,58,40,10,80,60,20,90,-1,-1,-1,69,62,92,85,23,100,56,13,88,62,5,86,64,23,91,-1,-1,-1,73,64,73,82,9,91,47,0,73,57,14,100,57,29,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,43,91,61,17,96,60,4,84,67,17,83,81,57,100,.,.,.,46,23,77,33,0,92,18,0,65,25,0,67,38,8,85,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,44,100,64,24,100,65,12,92,68,10,84,77,43,94,"WINDTHORST ISD",100,0,100,65,52,94,73,20,100,57,9,89,61,11,86,71,39,93,.,.,.,80,40,80,50,17,83,67,0,67,73,9,82,73,40,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'006902",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,71,50,100,76,48,100,56,3,88,62,7,79,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,11,100,44,22,100,54,0,85,50,13,88,-1,-1,-1,-1,-1,-1,62,38,100,60,30,100,79,0,100,73,9,82,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,17,0,67,67,33,67,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,82,64,100,91,64,100,39,6,78,56,6,78,-1,-1,-1,.,.,.,71,36,100,62,15,100,50,5,80,31,8,62,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,56,100,87,53,100,63,4,92,64,0,82,-1,-1,-1,"CLAUDE ISD",.,.,.,74,58,100,82,59,100,56,4,88,64,0,71,.,.,.,-1,-1,-1,60,20,100,-1,-1,-1,57,0,86,60,13,87,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
"'007901",.,.,.,-1,-1,-1,-1,-1,-1,20,0,40,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,21,87,52,7,88,38,4,69,66,0,82,60,37,93,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,11,85,44,7,85,21,3,62,71,0,79,72,44,100,.,.,.,62,29,95,64,9,91,48,4,76,91,0,96,75,50,94,.,.,.,45,21,88,51,9,86,38,5,63,67,0,82,62,35,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,20,0,40,-1,-1,-1,-1,-1,-1,.,.,.,29,12,76,44,6,83,27,5,59,25,0,58,50,25,92,.,.,.,43,17,91,52,8,88,35,6,65,53,0,68,50,21,86,.,.,.,-1,-1,-1,20,0,80,20,20,40,33,0,67,40,40,80,.,.,.,-1,-1,-1,-1,-1,-1,33,0,100,-1,-1,-1,-1,-1,-1,"CHARLOTTE ISD",.,.,.,48,26,93,53,10,90,38,6,68,61,0,81,58,35,92,.,.,.,45,9,73,50,0,83,36,0,71,86,0,86,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'007902",.,.,.,-1,-1,-1,60,0,80,-1,-1,-1,40,0,60,20,20,80,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,66,53,88,56,21,87,62,14,72,68,7,86,83,61,94,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,34,78,42,15,82,54,5,67,61,5,88,81,60,93,-1,-1,-1,70,58,96,61,22,92,64,21,77,76,10,88,78,58,93,-1,-1,-1,57,42,86,47,9,84,58,11,72,64,7,84,74,49,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,60,0,80,-1,-1,-1,40,0,60,20,20,80,-1,-1,-1,65,49,82,52,22,85,61,9,68,61,4,85,87,64,96,.,.,.,35,18,76,36,6,81,45,3,59,45,2,75,66,41,90,.,.,.,27,7,40,7,7,67,15,0,31,40,10,40,43,29,71,-1,-1,-1,80,68,91,73,43,95,69,18,73,73,7,89,96,80,98,"JOURDANTON ISD",-1,-1,-1,72,59,93,61,24,89,65,17,76,70,8,86,84,60,96,-1,-1,-1,47,31,72,37,11,81,52,3,59,61,3,87,80,63,90,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'007904",.,.,.,17,6,56,25,0,69,19,3,30,50,0,75,50,7,79,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,50,13,100,25,15,67,35,5,78,35,4,57,49,6,70,51,19,84,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,20,9,65,32,5,75,31,3,56,47,3,72,43,14,82,-1,-1,-1,26,17,67,41,7,81,48,9,66,67,12,82,50,12,88,50,17,100,22,13,65,32,5,76,32,4,53,49,5,70,49,15,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,6,56,20,0,67,19,3,30,45,0,73,45,0,73,57,14,100,24,12,67,28,4,74,23,0,48,39,2,64,52,25,82,-1,-1,-1,12,5,59,18,3,70,23,2,49,34,2,61,41,8,75,.,.,.,0,0,27,13,0,27,0,0,0,12,0,12,27,7,47,-1,-1,-1,43,33,81,64,18,100,60,10,90,40,10,70,63,42,95,"LYTLE ISD",57,14,100,29,16,76,30,5,75,38,4,65,47,7,72,52,21,84,-1,-1,-1,19,13,52,46,7,83,31,5,43,53,3,65,48,15,85,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'007905",.,.,.,70,35,96,71,4,88,30,4,56,46,0,69,29,0,86,.,.,.,60,40,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,53,0,93,55,29,90,61,15,87,43,9,65,56,6,73,69,37,90,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,29,0,100,51,23,88,55,11,85,38,5,62,45,3,65,64,33,87,50,0,94,66,31,95,65,15,87,53,13,74,66,5,77,69,31,89,40,0,93,54,27,89,57,11,85,40,8,63,47,3,65,65,33,88,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,67,29,95,68,0,86,28,4,52,42,0,67,29,0,86,57,0,93,43,27,84,57,14,87,32,4,55,48,6,70,70,41,91,-1,-1,-1,44,17,85,48,7,82,29,3,53,28,0,55,46,18,82,.,.,.,16,8,73,24,5,63,15,5,15,26,0,33,39,14,57,67,0,93,58,31,92,76,26,94,55,13,72,79,11,94,79,46,97,"PLEASANTON ISD",54,0,93,57,29,90,63,14,88,44,9,66,59,7,74,71,38,92,-1,-1,-1,46,30,91,55,17,82,41,10,60,47,2,71,63,35,83,.,.,.,-1,-1,-1,-1,-1,-1,40,20,40,-1,-1,-1,-1,-1,-1
