DISTRICT,DD000AA01222R,DD000AA01322R,DD000AA01S22R,DD000AA11222R,DD000AA11322R,DD000AA11S22R,DD000ABI1222R,DD000ABI1322R,DD000ABI1S22R,DD000AR11222R,DD000AR11322R,DD000AR11S22R,DD000AR21222R,DD000AR21322R,DD000AR21S22R,DD000AUS1222R,DD000AUS1322R,DD000AUS1S22R,DD200AA01222R,DD200AA01322R,DD200AA01S22R,DD200AA11222R,DD200AA11322R,DD200AA11S22R,DD200ABI1222R,DD200ABI1322R,DD200ABI1S22R,DD200AR11222R,DD200AR11322R,DD200AR11S22R,DD200AR21222R,DD200AR21322R,DD200AR21S22R,DD200AUS1222R,DD200AUS1322R,DD200AUS1S22R,DD300AA01222R,DD300AA01322R,DD300AA01S22R,DD300AA11222R,DD300AA11322R,DD300AA11S22R,DD300ABI1222R,DD300ABI1322R,DD300ABI1S22R,DD300AR11222R,DD300AR11322R,DD300AR11S22R,DD300AR21222R,DD300AR21322R,DD300AR21S22R,DD300AUS1222R,DD300AUS1322R,DD300AUS1S22R,DD400AA01222R,DD400AA01322R,DD400AA01S22R,DD400AA11222R,DD400AA11322R,DD400AA11S22R,DD400ABI1222R,DD400ABI1322R,DD400ABI1S22R,DD400AR11222R,DD400AR11322R,DD400AR11S22R,DD400AR21222R,DD400AR21322R,DD400AR21S22R,DD400AUS1222R,DD400AUS1322R,DD400AUS1S22R,DDA00AA01222R,DDA00AA01322R,DDA00AA01S22R,DDA00AA11222R,DDA00AA11322R,DDA00AA11S22R,DDA00ABI1222R,DDA00ABI1322R,DDA00ABI1S22R,DDA00AR11222R,DDA00AR11322R,DDA00AR11S22R,DDA00AR21222R,DDA00AR21322R,DDA00AR21S22R,DDA00AUS1222R,DDA00AUS1322R,DDA00AUS1S22R,DDB00AA01222R,DDB00AA01322R,DDB00AA01S22R,DDB00AA11222R,DDB00AA11322R,DDB00AA11S22R,DDB00ABI1222R,DDB00ABI1322R,DDB00ABI1S22R,DDB00AR11222R,DDB00AR11322R,DDB00AR11S22R,DDB00AR21222R,DDB00AR21322R,DDB00AR21S22R,DDB00AUS1222R,DDB00AUS1322R,DDB00AUS1S22R,DDE00AA01222R,DDE00AA01322R,DDE00AA01S22R,DDE00AA11222R,DDE00AA11322R,DDE00AA11S22R,DDE00ABI1222R,DDE00ABI1322R,DDE00ABI1S22R,DDE00AR11222R,DDE00AR11322R,DDE00AR11S22R,DDE00AR21222R,DDE00AR21322R,DDE00AR21S22R,DDE00AUS1222R,DDE00AUS1322R,DDE00AUS1S22R,DDF00AA01222R,DDF00AA01322R,DDF00AA01S22R,DDF00AA11222R,DDF00AA11322R,DDF00AA11S22R,DDF00ABI1222R,DDF00ABI1322R,DDF00ABI1S22R,DDF00AR11222R,DDF00AR11322R,DDF00AR11S22R,DDF00AR21222R,DDF00AR21322R,DDF00AR21S22R,DDF00AUS1222R,DDF00AUS1322R,DDF00AUS1S22R,DDH00AA01222R,DDH00AA01322R,DDH00AA01S22R,DDH00AA11222R,DDH00AA11322R,DDH00AA11S22R,DDH00ABI1222R,DDH00ABI1322R,DDH00ABI1S22R,DDH00AR11222R,DDH00AR11322R,DDH00AR11S22R,DDH00AR21222R,DDH00AR21322R,DDH00AR21S22R,DDH00AUS1222R,DDH00AUS1322R,DDH00AUS1S22R,DDI00AA01222R,DDI00AA01322R,DDI00AA01S22R,DDI00AA11222R,DDI00AA11322R,DDI00AA11S22R,DDI00ABI1222R,DDI00ABI1322R,DDI00ABI1S22R,DDI00AR11222R,DDI00AR11322R,DDI00AR11S22R,DDI00AR21222R,DDI00AR21322R,DDI00AR21S22R,DDI00AUS1222R,DDI00AUS1322R,DDI00AUS1S22R,DDL00AA01222R,DDL00AA01322R,DDL00AA01S22R,DDL00AA11222R,DDL00AA11322R,DDL00AA11S22R,DDL00ABI1222R,DDL00ABI1322R,DDL00ABI1S22R,DDL00AR11222R,DDL00AR11322R,DDL00AR11S22R,DDL00AR21222R,DDL00AR21322R,DDL00AR21S22R,DDL00AUS1222R,DDL00AUS1322R,DDL00AUS1S22R,DDM00AA01222R,DDM00AA01322R,DDM00AA01S22R,DDM00AA11222R,DDM00AA11322R,DDM00AA11S22R,DDM00ABI1222R,DDM00ABI1322R,DDM00ABI1S22R,DDM00AR11222R,DDM00AR11322R,DDM00AR11S22R,DDM00AR21222R,DDM00AR21322R,DDM00AR21S22R,DDM00AUS1222R,DDM00AUS1322R,DDM00AUS1S22R,DDR00AA01222R,DDR00AA01322R,DDR00AA01S22R,DDR00AA11222R,DDR00AA11322R,DDR00AA11S22R,DDR00ABI1222R,DDR00ABI1322R,DDR00ABI1S22R,DDR00AR11222R,DDR00AR11322R,DDR00AR11S22R,DDR00AR21222R,DDR00AR21322R,DDR00AR21S22R,DDR00AUS1222R,DDR00AUS1322R,DDR00AUS1S22R,DDS00AA01222R,DDS00AA01322R,DDS00AA01S22R,DDS00AA11222R,DDS00AA11322R,DDS00AA11S22R,DDS00ABI1222R,DDS00ABI1322R,DDS00ABI1S22R,DDS00AR11222R,DDS00AR11322R,DDS00AR11S22R,DDS00AR21222R,DDS00AR21322R,DDS00AR21S22R,DDS00AUS1222R,DDS00AUS1322R,DDS00AUS1S22R,DDW00AA01222R,DDW00AA01322R,DDW00AA01S22R,DDW00AA11222R,DDW00AA11322R,DDW00AA11S22R,DDW00ABI1222R,DDW00ABI1322R,DDW00ABI1S22R,DDW00AR11222R,DDW00AR11322R,DDW00AR11S22R,DDW00AR21222R,DDW00AR21322R,DDW00AR21S22R,DDW00AUS1222R,DDW00AUS1322R,DDW00AUS1S22R,DISTNAME,DNC00AA01222R,DNC00AA01322R,DNC00AA01S22R,DNC00AA11222R,DNC00AA11322R,DNC00AA11S22R,DNC00ABI1222R,DNC00ABI1322R,DNC00ABI1S22R,DNC00AR11222R,DNC00AR11322R,DNC00AR11S22R,DNC00AR21222R,DNC00AR21322R,DNC00AR21S22R,DNC00AUS1222R,DNC00AUS1322R,DNC00AUS1S22R,DNM00AA01222R,DNM00AA01322R,DNM00AA01S22R,DNM00AA11222R,DNM00AA11322R,DNM00AA11S22R,DNM00ABI1222R,DNM00ABI1322R,DNM00ABI1S22R,DNM00AR11222R,DNM00AR11322R,DNM00AR11S22R,DNM00AR21222R,DNM00AR21322R,DNM00AR21S22R,DNM00AUS1222R,DNM00AUS1322R,DNM00AUS1S22R,DNS00AA01222R,DNS00AA01322R,DNS00AA01S22R,DNS00AA11222R,DNS00AA11322R,DNS00AA11S22R,DNS00ABI1222R,DNS00ABI1322R,DNS00ABI1S22R,DNS00AR11222R,DNS00AR11322R,DNS00AR11S22R,DNS00AR21222R,DNS00AR21322R,DNS00AR21S22R,DNS00AUS1222R,DNS00AUS1322R,DNS00AUS1S22R
"'133905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DIVIDE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'134901",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,28,11,61,58,21,90,51,11,67,53,5,71,68,44,90,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,19,2,56,54,15,90,46,7,68,39,0,65,58,31,88,-1,-1,-1,31,11,61,68,16,94,61,12,82,50,4,71,71,45,87,.,.,.,28,3,62,52,12,88,36,8,56,50,6,67,46,15,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,25,11,61,48,26,87,40,10,50,57,7,71,65,47,94,.,.,.,18,5,53,45,4,87,38,0,56,28,0,56,29,12,71,.,.,.,0,0,13,13,0,50,0,0,0,-1,-1,-1,0,0,33,-1,-1,-1,28,16,60,62,27,92,61,13,74,58,5,74,78,56,94,"JUNCTION ISD",.,.,.,29,11,60,55,20,90,52,10,68,48,7,69,71,46,93,-1,-1,-1,24,12,65,69,23,92,46,15,62,67,0,78,56,33,78,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.
"'135001",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86,71,100,100,43,100,100,50,100,86,0,100,77,23,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,33,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,100,60,100,-1,-1,-1,86,14,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,67,100,100,33,100,100,43,100,86,0,100,70,20,100,"GUTHRIE CSD",.,.,.,100,80,100,100,40,100,100,60,100,-1,-1,-1,75,38,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,0,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'136901",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,25,75,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88,0,100,26,8,87,52,7,90,67,10,88,70,8,90,75,50,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,15,7,81,42,4,88,60,4,84,60,3,89,68,44,96,-1,-1,-1,26,0,84,40,0,87,75,13,88,78,4,91,63,33,92,80,0,100,22,5,84,34,3,86,55,3,84,64,5,88,71,39,93,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,17,67,-1,-1,-1,26,12,88,59,11,93,62,8,88,63,11,89,94,75,100,.,.,.,17,4,78,22,0,78,35,0,71,50,0,77,63,32,89,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,0,60,80,60,80,-1,-1,-1,33,13,93,92,15,100,100,27,100,100,25,100,83,75,100,"BRACKETT ISD",88,0,100,28,10,85,45,6,90,58,6,87,69,7,88,78,53,97,.,.,.,23,0,92,73,9,91,91,18,91,75,13,100,63,38,88,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'137901",-1,-1,-1,20,0,67,7,0,57,12,6,35,8,0,42,14,0,57,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,53,0,94,24,10,58,21,6,57,28,6,42,32,2,59,46,20,80,.,.,.,14,0,57,18,0,45,29,7,43,31,0,62,56,33,89,75,0,100,22,8,57,18,5,52,27,5,41,30,1,58,42,17,77,67,0,100,24,8,60,18,4,59,36,5,50,40,2,67,47,18,82,62,0,92,22,10,57,20,5,57,28,5,42,32,2,59,45,19,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,0,60,9,0,55,0,0,23,11,0,33,14,0,57,38,0,88,24,12,56,24,8,56,23,6,38,26,1,53,46,22,79,-1,-1,-1,15,3,50,13,2,50,20,2,35,22,0,53,30,7,73,.,.,.,17,14,44,13,11,29,12,10,17,7,5,21,23,13,52,-1,-1,-1,35,16,58,26,12,56,35,10,48,33,0,60,53,29,65,"KINGSVILLE ISD",53,0,93,23,9,60,19,4,53,25,6,39,30,1,58,44,19,81,-1,-1,-1,26,13,54,26,9,63,36,6,50,37,3,61,51,23,79,.,.,.,-1,-1,-1,29,29,57,33,0,33,-1,-1,-1,.,.,.
"'137902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,"RICARDO ISD",.,.,.,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'137903",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,0,100,37,14,72,54,13,88,43,7,73,57,9,69,64,41,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,28,10,62,48,13,83,35,4,69,50,7,64,63,34,84,-1,-1,-1,43,27,87,59,9,84,45,8,76,67,15,74,68,37,79,-1,-1,-1,32,9,68,46,6,87,38,6,68,52,6,65,61,32,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,31,3,60,50,17,92,41,7,70,48,3,65,60,45,85,-1,-1,-1,16,4,56,37,4,70,18,0,60,28,0,45,50,36,82,.,.,.,17,0,33,0,0,29,0,0,27,11,0,11,-1,-1,-1,-1,-1,-1,64,36,91,85,46,92,71,14,93,88,25,88,73,64,91,"RIVIERA ISD",-1,-1,-1,32,9,77,59,9,77,38,6,72,56,8,72,73,41,91,-1,-1,-1,40,16,70,52,15,93,46,8,73,59,9,64,53,41,71,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"'137904",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,11,100,42,19,88,72,25,98,72,19,90,77,20,93,76,37,95,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,5,79,60,18,98,60,4,89,62,9,89,57,23,89,67,0,100,43,17,89,70,20,96,78,21,91,86,26,98,83,38,98,71,0,100,37,17,87,64,14,98,59,10,86,76,14,92,75,35,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,20,88,73,29,100,65,17,88,71,15,90,71,38,91,.,.,.,14,0,75,42,8,100,41,0,76,21,0,63,33,0,73,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,60,-1,-1,-1,54,23,92,85,41,97,94,36,97,86,43,100,88,50,100,"SANTA GERTRUDIS ISD",88,13,100,51,21,87,76,19,100,69,23,92,83,30,93,81,45,100,-1,-1,-1,34,17,89,69,28,97,73,17,89,73,11,93,72,30,91,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'138902",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,11,79,47,13,80,61,11,71,56,13,88,38,23,85,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,28,11,78,33,17,75,56,11,61,46,8,85,0,0,67,.,.,.,15,0,92,38,0,75,75,8,83,44,0,78,38,25,88,.,.,.,22,6,83,45,18,73,61,11,61,58,8,92,17,17,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,33,20,67,57,29,86,50,13,63,71,29,100,-1,-1,-1,.,.,.,15,0,69,11,0,67,31,8,46,30,0,80,13,0,75,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,22,11,67,-1,-1,-1,56,0,89,-1,-1,-1,67,33,83,"KNOX CITY-O'BRIEN CISD",.,.,.,24,8,80,46,15,77,63,13,75,62,15,92,45,27,82,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'138903",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,26,95,60,20,85,45,5,64,81,5,95,77,23,92,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,42,17,100,69,15,85,50,0,57,69,8,92,88,25,88,.,.,.,63,25,100,75,25,88,67,11,89,88,0,100,80,20,100,.,.,.,54,31,100,64,29,79,53,0,67,75,0,92,83,17,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,36,27,91,50,17,83,31,0,46,77,8,92,75,25,88,.,.,.,29,14,93,53,7,80,35,0,53,43,0,86,57,0,86,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,20,20,80,40,0,100,20,20,40,100,0,100,80,40,100,"MUNDAY CISD",.,.,.,47,24,94,61,17,89,47,5,58,80,5,95,70,10,90,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'138904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,69,92,86,0,100,62,8,69,80,10,90,47,40,93,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,56,89,80,0,100,44,11,56,71,14,86,33,33,89,.,.,.,88,88,100,80,0,100,75,0,75,100,20,100,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,60,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,40,80,-1,-1,-1,40,20,60,60,0,80,45,45,91,.,.,.,33,33,83,.,.,.,17,0,33,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,88,88,88,-1,-1,-1,75,13,75,-1,-1,-1,40,30,100,"BENJAMIN ISD",.,.,.,83,83,100,83,0,100,83,17,100,88,13,88,56,44,89,.,.,.,57,57,86,-1,-1,-1,43,0,43,-1,-1,-1,33,33,100,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.
"'139905",.,.,.,-1,-1,-1,60,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,80,60,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,69,13,100,61,45,83,64,18,91,61,18,71,64,10,82,67,43,94,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,50,-1,-1,-1,56,39,80,45,7,86,45,10,60,56,5,71,60,37,93,67,22,100,64,43,86,76,17,93,70,23,82,76,7,90,64,30,94,-1,-1,-1,83,67,83,73,27,91,83,17,83,50,0,80,78,44,100,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,0,100,58,47,79,50,19,89,50,13,58,55,12,76,71,53,96,.,.,.,29,9,62,23,4,73,22,0,41,36,0,54,38,19,81,.,.,.,38,23,54,27,0,73,36,0,36,8,0,17,30,20,80,67,13,100,58,42,82,66,17,95,63,19,72,69,13,85,75,47,98,"CHISUM ISD",62,15,100,59,46,83,63,20,93,65,17,78,63,13,81,71,47,97,-1,-1,-1,65,44,82,66,16,88,56,19,61,70,0,87,57,33,86,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'139909",.,.,.,67,33,92,54,13,92,35,3,65,33,0,60,45,9,76,-1,-1,-1,80,45,90,65,20,85,38,10,62,65,5,80,62,31,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,86,10,100,66,40,91,57,23,87,41,7,65,58,4,75,70,44,89,-1,-1,-1,54,28,87,40,9,78,24,2,50,39,4,65,70,35,86,67,0,100,59,31,89,49,15,83,36,5,59,49,4,70,65,34,86,80,0,100,71,44,93,60,22,91,50,9,71,54,4,75,69,41,90,-1,-1,-1,71,46,97,66,24,97,50,9,76,54,4,75,60,29,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,60,27,87,50,7,86,33,5,57,28,0,56,33,7,70,91,18,100,60,36,89,55,24,83,34,6,60,61,5,75,73,49,88,.,.,.,46,15,85,32,2,77,18,1,46,33,1,58,39,13,70,.,.,.,32,11,76,32,14,62,30,14,32,41,5,49,44,29,62,92,17,100,73,52,93,72,42,93,59,13,78,78,6,84,81,68,92,"PARIS ISD",85,10,100,68,43,92,58,24,87,42,7,65,59,5,78,72,46,90,-1,-1,-1,57,28,87,54,18,88,39,8,66,53,4,64,63,37,86,.,.,.,75,38,100,44,33,78,33,11,44,-1,-1,-1,-1,-1,-1
"'139911",.,.,.,-1,-1,-1,20,0,100,57,0,71,-1,-1,-1,50,13,75,-1,-1,-1,22,11,67,100,14,100,30,0,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,85,8,100,41,26,74,65,29,91,46,7,66,57,9,72,73,43,94,.,.,.,38,15,69,50,21,86,40,0,53,20,0,80,60,20,100,-1,-1,-1,28,13,64,55,21,89,40,4,59,45,5,64,66,30,90,71,0,100,48,30,79,63,31,92,57,11,75,66,11,81,67,41,95,-1,-1,-1,48,23,77,61,29,96,48,0,76,55,5,77,75,35,90,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,33,67,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,50,0,67,-1,-1,-1,50,13,75,100,17,100,35,22,70,67,27,89,36,3,58,49,6,65,78,44,93,.,.,.,8,3,46,35,10,68,21,2,43,19,3,47,60,23,86,.,.,.,19,8,38,41,11,56,24,8,40,27,9,45,43,13,78,89,11,100,41,30,75,65,30,90,47,9,65,59,9,72,74,44,95,"NORTH LAMAR ISD",85,8,100,44,28,77,71,29,93,49,6,68,57,8,71,71,41,94,.,.,.,34,23,68,51,30,85,38,8,59,58,11,78,81,52,93,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
