DISTRICT,DD800A001222R,DD800A001322R,DD800A001S22R,DD800AC01222R,DD800AC01322R,DD800AC01S22R,DD800AM01222R,DD800AM01322R,DD800AM01S22R,DD800AR01222R,DD800AR01322R,DD800AR01S22R,DD800AS01222R,DD800AS01322R,DD800AS01S22R,DDA00A001222R,DDA00A001322R,DDA00A001S22R,DDA00AC01222R,DDA00AC01322R,DDA00AC01S22R,DDA00AM01222R,DDA00AM01322R,DDA00AM01S22R,DDA00AR01222R,DDA00AR01322R,DDA00AR01S22R,DDA00AS01222R,DDA00AS01322R,DDA00AS01S22R,DDC00A001222R,DDC00A001322R,DDC00A001S22R,DDC00AC01222R,DDC00AC01322R,DDC00AC01S22R,DDC00AM01222R,DDC00AM01322R,DDC00AM01S22R,DDC00AR01222R,DDC00AR01322R,DDC00AR01S22R,DDC00AS01222R,DDC00AS01322R,DDC00AS01S22R,DDJ00A001222R,DDJ00A001322R,DDJ00A001S22R,DDJ00AC01222R,DDJ00AC01322R,DDJ00AC01S22R,DDJ00AM01222R,DDJ00AM01322R,DDJ00AM01S22R,DDJ00AR01222R,DDJ00AR01322R,DDJ00AR01S22R,DDJ00AS01222R,DDJ00AS01322R,DDJ00AS01S22R,DDK00A001222R,DDK00A001322R,DDK00A001S22R,DDK00AC01222R,DDK00AC01322R,DDK00AC01S22R,DDK00AM01222R,DDK00AM01322R,DDK00AM01S22R,DDK00AR01222R,DDK00AR01322R,DDK00AR01S22R,DDK00AS01222R,DDK00AS01322R,DDK00AS01S22R,DDL00A001222R,DDL00A001322R,DDL00A001S22R,DDL00AC01222R,DDL00AC01322R,DDL00AC01S22R,DDL00AM01222R,DDL00AM01322R,DDL00AM01S22R,DDL00AR01222R,DDL00AR01322R,DDL00AR01S22R,DDL00AS01222R,DDL00AS01322R,DDL00AS01S22R,DDQ00A001222R,DDQ00A001322R,DDQ00A001S22R,DDQ00AC01222R,DDQ00AC01322R,DDQ00AC01S22R,DDQ00AM01222R,DDQ00AM01322R,DDQ00AM01S22R,DDQ00AR01222R,DDQ00AR01322R,DDQ00AR01S22R,DDQ00AS01222R,DDQ00AS01322R,DDQ00AS01S22R,DDT00A001222R,DDT00A001322R,DDT00A001S22R,DDT00AC01222R,DDT00AC01322R,DDT00AC01S22R,DDT00AM01222R,DDT00AM01322R,DDT00AM01S22R,DDT00AR01222R,DDT00AR01322R,DDT00AR01S22R,DDT00AS01222R,DDT00AS01322R,DDT00AS01S22R,DDU00A001222R,DDU00A001322R,DDU00A001S22R,DDU00AC01222R,DDU00AC01322R,DDU00AC01S22R,DDU00AM01222R,DDU00AM01322R,DDU00AM01S22R,DDU00AR01222R,DDU00AR01322R,DDU00AR01S22R,DDU00AS01222R,DDU00AS01322R,DDU00AS01S22R,DDX00A001222R,DDX00A001322R,DDX00A001S22R,DDX00AC01222R,DDX00AC01322R,DDX00AC01S22R,DDX00AM01222R,DDX00AM01322R,DDX00AM01S22R,DDX00AR01222R,DDX00AR01322R,DDX00AR01S22R,DDX00AS01222R,DDX00AS01322R,DDX00AS01S22R,DDY00A001222R,DDY00A001322R,DDY00A001S22R,DDY00AC01222R,DDY00AC01322R,DDY00AC01S22R,DDY00AM01222R,DDY00AM01322R,DDY00AM01S22R,DDY00AR01222R,DDY00AR01322R,DDY00AR01S22R,DDY00AS01222R,DDY00AS01322R,DDY00AS01S22R,DDZ00A001222R,DDZ00A001322R,DDZ00A001S22R,DDZ00AC01222R,DDZ00AC01322R,DDZ00AC01S22R,DDZ00AM01222R,DDZ00AM01322R,DDZ00AM01S22R,DDZ00AR01222R,DDZ00AR01322R,DDZ00AR01S22R,DDZ00AS01222R,DDZ00AS01322R,DDZ00AS01S22R,DISTNAME,DNB00A001222R,DNB00A001322R,DNB00A001S22R,DNB00AC01222R,DNB00AC01322R,DNB00AC01S22R,DNB00AM01222R,DNB00AM01322R,DNB00AM01S22R,DNB00AR01222R,DNB00AR01322R,DNB00AR01S22R,DNB00AS01222R,DNB00AS01322R,DNB00AS01S22R,DNE00A001222R,DNE00A001322R,DNE00A001S22R,DNE00AC01222R,DNE00AC01322R,DNE00AC01S22R,DNE00AM01222R,DNE00AM01322R,DNE00AM01S22R,DNE00AR01222R,DNE00AR01322R,DNE00AR01S22R,DNE00AS01222R,DNE00AS01322R,DNE00AS01S22R,DNT00A001222R,DNT00A001322R,DNT00A001S22R,DNT00AC01222R,DNT00AC01322R,DNT00AC01S22R,DNT00AM01222R,DNT00AM01322R,DNT00AM01S22R,DNT00AR01222R,DNT00AR01322R,DNT00AR01S22R,DNT00AS01222R,DNT00AS01322R,DNT00AS01S22R
"'007906",31,12,60,28,10,63,21,7,53,41,16,66,31,10,59,31,11,60,29,10,63,21,7,52,40,15,65,31,10,59,17,2,49,28,4,52,14,0,40,16,3,60,9,0,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,5,56,37,6,60,20,3,51,23,7,61,8,0,33,37,9,67,55,9,82,29,4,68,39,14,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,9,67,55,9,82,29,4,68,39,14,61,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,17,2,51,28,4,52,14,0,41,17,3,63,9,0,27,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,"POTEET ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,39,100,40,20,100,60,40,100,90,50,100,-1,-1,-1
"'008901",46,20,75,45,18,76,37,15,70,53,22,78,52,30,82,43,18,73,41,17,72,35,14,68,50,21,76,49,28,79,11,2,44,9,0,39,11,5,39,13,2,50,8,0,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,3,46,5,0,34,10,3,42,19,5,54,8,0,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,7,51,0,0,23,11,2,46,28,13,65,.,.,.,100,33,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,8,1,43,5,0,36,8,0,38,9,2,51,8,0,38,13,0,44,-1,-1,-1,7,0,40,19,0,44,.,.,.,"BELLVILLE ISD",17,7,51,0,0,23,11,2,46,28,13,65,.,.,.,0,0,0,-1,-1,-1,0,0,0,0,0,0,.,.,.,46,19,80,25,0,75,53,19,78,53,28,89,22,11,56
"'008902",50,21,78,50,14,84,44,18,77,53,22,77,56,34,78,45,18,75,43,13,79,40,16,74,48,20,73,50,30,74,15,4,49,9,5,55,18,3,56,14,3,43,18,14,43,31,9,72,30,10,60,22,4,70,41,15,78,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,17,6,51,10,4,48,18,4,58,20,6,48,17,13,45,42,42,100,.,.,.,33,33,100,50,50,100,.,.,.,26,17,59,.,.,.,22,15,59,30,19,59,.,.,.,21,10,55,12,4,31,16,8,60,30,15,58,.,.,.,26,4,55,20,10,50,22,0,61,32,5,53,.,.,.,14,4,48,7,4,56,18,3,54,13,2,41,18,14,43,23,7,56,9,0,45,30,10,70,30,10,50,-1,-1,-1,"SEALY ISD",9,3,32,0,0,13,4,0,41,19,7,33,.,.,.,0,0,70,.,.,.,0,0,80,0,0,60,.,.,.,53,21,89,45,11,91,54,23,85,60,26,95,41,20,76
"'008903",57,25,83,59,22,90,53,26,82,58,23,80,61,34,90,54,23,82,53,19,86,52,24,82,55,21,79,56,30,86,35,9,69,24,4,60,41,15,78,33,6,66,31,6,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,11,69,23,4,58,40,17,77,37,9,67,32,11,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,0,92,-1,-1,-1,17,0,100,33,0,83,.,.,.,36,10,67,25,4,58,44,16,76,33,6,64,31,6,56,45,32,68,-1,-1,-1,33,33,67,67,33,78,-1,-1,-1,"BRAZOS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,24,99,56,17,100,80,20,100,77,30,100,47,24,94
"'009901",44,19,72,47,22,80,37,17,65,46,17,75,51,26,73,40,17,68,45,19,76,34,16,62,43,17,70,44,23,67,19,7,45,21,2,55,11,5,41,27,10,48,9,6,30,30,16,61,34,13,59,27,15,60,33,18,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,11,52,26,6,58,19,10,51,30,14,55,9,6,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,16,61,34,13,59,27,15,60,33,18,63,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,19,7,45,22,2,54,11,5,41,27,10,48,9,6,30,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,"MULESHOE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,30,88,71,29,92,72,33,89,72,28,93,47,31,75
"'010901",48,19,76,49,17,79,38,11,72,53,23,78,58,25,78,48,19,77,47,16,80,39,11,72,53,24,79,57,24,76,44,22,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,22,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,22,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MEDINA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'010902",38,16,68,37,13,75,29,11,62,46,20,71,42,20,70,38,15,67,36,12,73,28,11,61,45,19,70,42,20,71,24,10,50,27,3,53,18,7,47,26,14,48,36,14,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,10,50,23,3,48,20,7,49,27,15,49,33,8,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,13,61,33,5,67,27,12,61,33,15,54,60,20,100,15,8,37,14,0,14,7,0,31,20,14,46,29,14,43,44,11,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,"BANDERA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,0,45,-1,-1,-1,-1,-1,-1,11,0,22,40,0,100,53,22,84,43,0,100,25,25,67,62,19,81,78,44,100
"'011901",43,18,70,42,16,73,34,14,66,49,20,70,48,26,74,33,13,60,32,11,63,29,10,59,37,14,60,35,17,62,17,4,45,16,3,50,21,5,49,16,4,41,11,3,41,30,16,54,50,0,50,35,15,58,23,17,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,5,46,15,3,48,19,5,48,18,6,43,11,3,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,2,47,15,0,55,11,5,38,12,0,45,15,6,65,19,6,48,15,4,42,18,5,49,20,8,49,15,6,65,21,3,51,7,0,52,24,4,55,22,3,48,0,0,64,16,4,43,17,3,50,21,6,48,15,3,37,10,3,38,18,6,39,12,5,41,18,8,44,20,6,35,24,6,29,"BASTROP ISD",19,6,48,14,4,41,18,4,49,21,8,49,.,.,.,16,4,49,6,0,53,20,2,50,15,5,45,20,3,66,54,19,83,57,17,94,47,15,81,67,27,85,30,11,64
"'011902",35,13,64,36,10,67,22,9,60,42,15,65,43,21,71,29,10,58,27,7,58,20,7,55,35,12,59,33,14,60,17,4,44,13,2,44,15,4,48,21,5,42,12,1,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,5,45,14,2,43,17,5,47,23,7,47,12,1,37,20,7,47,.,.,.,10,3,37,30,12,57,.,.,.,23,6,48,.,.,.,22,7,44,23,5,52,.,.,.,22,7,50,15,3,38,18,6,46,28,10,58,.,.,.,28,6,46,-1,-1,-1,12,4,32,42,4,58,.,.,.,18,4,46,14,1,44,16,4,50,21,6,43,16,2,44,30,13,52,38,25,50,27,7,40,33,17,61,20,0,60,"ELGIN ISD",22,8,52,15,3,38,21,7,53,30,12,62,.,.,.,14,3,40,11,1,44,15,4,46,18,4,39,6,0,25,51,15,80,40,8,72,34,15,84,66,19,87,46,14,71
"'011904",46,20,75,39,17,77,40,16,74,54,23,77,48,26,73,43,19,73,37,16,74,37,15,71,51,21,74,46,25,72,16,5,44,11,3,36,15,4,46,19,6,44,17,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,5,45,11,3,34,14,4,46,19,6,46,17,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,5,49,7,0,33,26,8,54,23,5,50,.,.,.,14,4,42,14,5,38,7,2,41,18,7,41,17,0,50,0,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,"SMITHVILLE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,32,94,50,30,100,48,29,95,83,29,96,50,50,80
"'011905",46,24,74,54,20,85,36,18,66,54,29,81,38,31,58,37,16,66,41,11,75,30,11,60,41,20,71,35,23,52,13,2,46,10,0,62,20,0,47,11,6,44,7,0,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,2,44,11,0,63,18,0,45,9,4,42,7,0,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,6,50,10,0,40,31,0,54,23,15,54,.,.,.,10,1,44,9,0,82,16,0,44,7,2,41,7,0,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MCDADE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,9,69,45,0,55,26,0,57,44,11,81,86,43,86
"'012901",63,33,87,59,30,89,66,37,92,64,29,88,50,36,66,63,33,87,60,31,89,66,37,92,65,29,88,51,37,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SEYMOUR ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,83,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'013801",42,19,75,67,23,85,25,8,68,51,29,80,.,.,.,42,19,76,67,23,85,26,7,69,52,29,80,.,.,.,67,17,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,17,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ST MARY'S ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'013901",39,15,70,39,14,73,27,9,65,48,20,74,39,17,69,38,15,70,38,13,73,27,9,65,47,19,74,40,18,70,24,10,63,18,9,64,15,8,62,33,15,63,20,0,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,8,63,14,5,64,13,5,63,29,13,63,20,0,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,10,63,19,10,62,15,8,62,33,15,63,20,0,70,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,"BEEVILLE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,50,19,84,20,20,80,40,20,80,67,8,92,50,30,80
"'013902",46,22,68,35,17,57,39,15,63,57,30,78,56,33,67,46,22,69,35,17,57,38,14,64,57,30,78,56,33,67,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PAWNEE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'013903",42,17,75,32,12,76,42,16,75,48,22,77,38,15,69,42,17,75,33,12,76,43,16,75,48,22,77,37,15,70,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,86,29,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86,29,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PETTUS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,86,29,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'013905",54,22,84,53,18,87,47,15,79,60,26,88,56,34,86,53,22,84,52,17,86,47,15,78,59,26,86,55,33,87,27,3,60,40,0,80,31,8,62,17,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,9,63,40,0,80,36,14,64,23,8,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,24,6,59,-1,-1,-1,29,14,57,17,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SKIDMORE-TYNAN ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,0,50,.,.,.,20,0,60,0,0,40,.,.,.,75,33,100,-1,-1,-1,-1,-1,-1,100,40,100,-1,-1,-1
"'014801",23,4,54,14,6,58,8,3,34,20,2,45,41,7,80,12,2,41,8,1,47,3,1,29,12,1,31,25,5,67,4,0,25,0,0,34,2,0,28,3,0,14,10,0,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,27,0,0,35,2,0,29,3,0,16,9,0,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,3,0,25,0,0,33,0,0,27,3,0,14,10,0,45,0,0,64,-1,-1,-1,-1,-1,-1,0,0,60,-1,-1,-1,"RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,0,58,20,0,80,10,0,60,12,0,35,36,0,82
"'014803",40,17,66,34,14,55,28,9,58,54,24,76,38,20,67,40,17,65,32,14,54,28,10,58,52,23,75,36,19,67,25,9,59,0,0,57,29,21,64,33,6,56,20,0,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,9,54,0,0,50,24,18,59,27,9,50,14,0,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,12,60,-1,-1,-1,25,25,63,33,11,56,-1,-1,-1,29,6,65,-1,-1,-1,40,20,80,38,0,63,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PRIORITY CHARTER SCHOOLS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,73,55,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'014804",69,37,92,71,38,93,56,26,88,79,43,94,75,46,94,69,36,92,70,38,92,56,26,88,78,43,94,74,46,93,26,12,70,33,17,50,18,18,65,38,6,94,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,23,73,40,20,60,38,23,69,52,22,85,29,29,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,13,65,-1,-1,-1,13,13,63,25,13,88,-1,-1,-1,29,7,64,-1,-1,-1,17,17,50,60,0,100,-1,-1,-1,69,38,77,-1,-1,-1,78,33,78,73,45,73,-1,-1,-1,"ORENDA CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,17,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,100,58,100,.,.,.,100,40,100,100,60,100,-1,-1,-1
"'014901",54,25,81,60,23,88,46,20,79,60,30,82,45,24,74,52,24,80,59,22,88,44,19,78,59,29,81,43,24,74,31,11,67,50,14,86,24,3,63,34,16,66,23,15,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,10,68,46,13,83,23,3,63,36,15,68,23,15,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,13,69,55,15,90,27,4,63,35,21,67,23,15,62,25,0,67,-1,-1,-1,0,0,60,60,0,80,.,.,.,"ACADEMY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,0,61,-1,-1,-1,10,0,60,31,0,63,.,.,.,64,24,96,60,0,80,38,25,100,90,40,100,-1,-1,-1
"'014902",29,7,65,25,4,68,15,3,54,41,12,71,32,7,73,26,6,60,21,3,62,16,3,51,35,10,66,30,5,64,15,3,47,9,0,45,18,4,44,18,4,53,8,0,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,3,46,9,0,43,16,5,44,16,4,51,8,0,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,5,52,0,0,40,17,3,48,21,7,59,.,.,.,12,2,42,12,0,47,15,8,38,13,0,46,8,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BARTLETT ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,0,33,.,.,.,-1,-1,-1,20,0,40,.,.,.,26,5,47,-1,-1,-1,25,0,38,25,13,63,-1,-1,-1
"'014903",51,24,77,52,22,79,40,18,72,58,27,79,54,33,79,49,22,75,50,21,77,39,17,71,55,25,77,53,31,77,18,5,49,16,5,52,14,5,48,21,5,47,25,5,62,19,7,64,.,.,.,14,10,62,24,3,66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,5,48,12,4,43,13,4,48,20,6,48,22,6,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,1,44,.,.,.,9,0,59,9,3,29,.,.,.,16,5,56,0,0,33,14,5,63,22,5,53,.,.,.,21,9,54,20,5,35,20,8,52,23,11,61,-1,-1,-1,17,4,47,15,5,54,12,3,46,19,4,41,27,5,61,18,6,41,29,14,43,7,0,36,20,4,40,-1,-1,-1,"BELTON ISD",23,8,62,0,0,33,21,10,66,38,10,72,.,.,.,19,5,50,22,9,52,16,5,50,24,3,52,7,7,40,52,15,82,47,15,82,41,13,78,64,15,87,47,19,78
