DISTRICT,D20GI20R,D20GI21R,D20GW20R,D20GW21R,D23G420R,D23G421R,D23GG20R,D23GG21R,D2SGA20R,D2SGA21R,D30GI20R,D30GI21R,D30GW20R,D30GW21R,D33G420R,D33G421R,D33GG20R,D33GG21R,D3SGA20R,D3SGA21R,D40GI20R,D40GI21R,D40GW20R,D40GW21R,D43G420R,D43G421R,D43GG20R,D43GG21R,D4SGA20R,D4SGA21R,DA0GI20R,DA0GI21R,DA0GW20R,DA0GW21R,DA3G420R,DA3G421R,DA3GG20R,DA3GG21R,DASGA20R,DASGA21R,DB0GI20R,DB0GI21R,DB0GW20R,DB0GW21R,DB3G420R,DB3G421R,DB3GG20R,DB3GG21R,DBSGA20R,DBSGA21R,DE0GI20R,DE0GI21R,DE0GW20R,DE0GW21R,DE3G420R,DE3G421R,DE3GG20R,DE3GG21R,DESGA20R,DESGA21R,DF0GI20R,DF0GI21R,DF0GW20R,DF0GW21R,DF3G420R,DF3G421R,DF3GG20R,DF3GG21R,DFSGA20R,DFSGA21R,DH0GI20R,DH0GI21R,DH0GW20R,DH0GW21R,DH3G420R,DH3G421R,DH3GG20R,DH3GG21R,DHSGA20R,DHSGA21R,DI0GI20R,DI0GI21R,DI0GW20R,DI0GW21R,DI3G420R,DI3G421R,DI3GG20R,DI3GG21R,DISGA20R,DISGA21R,DISTNAME,DL0GI20R,DL0GI21R,DL0GW20R,DL0GW21R,DL3G420R,DL3G421R,DL3GG20R,DL3GG21R,DLSGA20R,DLSGA21R,DM0GI20R,DM0GI21R,DM0GW20R,DM0GW21R,DM3G420R,DM3G421R,DM3GG20R,DM3GG21R,DMSGA20R,DMSGA21R,DR0GI20R,DR0GI21R,DR0GW20R,DR0GW21R,DR3G420R,DR3G421R,DR3GG20R,DR3GG21R,DRSGA20R,DRSGA21R,DS0GI20R,DS0GI21R,DS0GW20R,DS0GW21R,DS3G420R,DS3G421R,DS3GG20R,DS3GG21R,DSSGA20R,DSSGA21R,DW0GI20R,DW0GI21R,DW0GW20R,DW0GW21R,DW3G420R,DW3G421R,DW3GG20R,DW3GG21R,DWSGA20R,DWSGA21R
"'214902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.1,30,0,0,0,5,28.6,45,28.6,15,.,.,.,.,.,.,.,.,.,.,-1,30,-1,0,-1,5,-1,45,-1,15,20,50,0,0,0,0,60,60,60,10,7.1,30,0,0,0,5,28.6,45,28.6,15,.,.,.,.,.,.,.,.,.,.,"SAN ISIDRO ISD",-1,.,-1,.,-1,.,-1,.,-1,.,0,10,0,0,0,10,11.1,30,11.1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.
"'214903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,11.8,4,4.6,0.3,0,19.3,18,2.1,5.3,.,.,.,.,.,.,.,.,.,.,12.5,11.6,4.6,4.7,0.4,0,18.9,17.8,2.9,5.3,13.8,13.9,1,3.8,0,0,15.9,19.7,1,4.8,14,11.8,4,4.6,0.3,0,19.3,18,2.1,5.3,.,.,.,.,.,.,.,.,.,.,"ROMA ISD",9.2,7.1,11.9,7.6,0,0,24.8,16.9,6.4,8,14.1,9.6,7.1,5.3,0.5,0,22.8,16.3,3.3,5.7,9.6,8.3,8,6.8,0.5,0,20.3,17.7,4.3,7.9,0,3.4,75,65.5,0,0,100,93.1,40,75.9,.,.,.,.,.,.,.,.,.,.
"'215901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,10.2,16.3,3.1,4.8,2,1,15.3,19.2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,15.4,6,1.9,4,0,20,17.3,0,0,12.2,16.7,6.1,1.7,0,0,18.4,18.3,0,0,16.7,7.4,2.4,3.7,2.4,0,21.4,11.1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BRECKENRIDGE ISD",-1,28.6,-1,0,-1,0,-1,28.6,-1,0,8.2,15.9,0,9.1,4.1,2.3,12.2,20.5,0,2.3,10.4,25.5,6.3,7.3,2.1,0,18.8,29.1,0,1.8,0,40,25,50,8.3,0,33.3,70,0,10,6.1,20.6,4.1,5.9,2,1.5,12.2,23.5,0,1.5
"'216901",-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21.1,66.7,0,0,0,0,21.1,70.8,0,8.3,.,.,.,.,.,.,.,.,.,.,-1,60,-1,0,-1,0,-1,60,-1,0,0,81.8,0,0,0,0,0,81.8,0,0,0,83.3,0,0,0,0,0,83.3,0,0,.,.,.,.,.,.,.,.,.,.,"STERLING CITY ISD",.,.,.,.,.,.,.,.,.,.,36.4,53.8,0,0,0,0,36.4,61.5,0,15.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,44.4,61.1,0,0,0,0,44.4,66.7,0,11.1
"'217901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,4.8,0,0,0,4.8,0,4.8,-1,.,-1,.,-1,.,-1,.,-1,.,0,0,0,11.1,0,0,0,11.1,0,11.1,-1,0,-1,8.3,-1,0,-1,8.3,-1,8.3,0,0,0,20,0,0,0,20,0,20,.,.,.,.,.,.,.,.,.,.,"ASPERMONT ISD",.,-1,.,-1,.,-1,.,-1,.,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,7.1,0,7.1,.,-1,.,-1,.,-1,.,-1,.,-1,0,0,0,0,0,0,0,0,0,0
"'218901",-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.7,16.7,1.3,0,0,0,16,22.2,8,5.6,.,.,.,.,.,.,.,.,.,.,9.8,19,2.4,0,0,0,17.1,19,4.9,0,6.3,11.5,0,0,0,0,9.4,23.1,3.1,11.5,10.2,23.7,2,0,0,0,22.4,28.9,10.2,5.3,.,.,.,.,.,.,.,.,.,.,"SONORA ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,21.4,2.3,0,0,0,20.9,21.4,11.6,0,2.9,4.5,2.9,0,0,0,23.5,18.2,17.6,13.6,0,-1,10,-1,0,-1,70,-1,60,-1,0,0,0,0,0,0,4,6.3,4,6.3
"'219901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84.6,91.7,15.4,0,0,0,92.3,91.7,7.7,0,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,"HAPPY ISD",.,.,.,.,.,.,.,.,.,.,88.9,100,11.1,0,0,0,100,100,11.1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,90.9,90.9,9.1,0,0,0,90.9,90.9,9.1,0
"'219903",.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,31.6,34.8,2.5,0,0,0,34.2,37.9,0,3,25,28.6,0,0,0,0,25,42.9,0,14.3,28.6,30.6,3.6,0,0,0,32.1,34.7,0,4.1,18.6,20,0,0,0,0,18.6,28,0,8,31.1,31.4,4.4,0,0,0,35.6,31.4,0,0,-1,.,-1,.,-1,.,-1,.,-1,.,"TULIA ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.2,43.9,5.6,0,0,0,52.8,43.9,0,0,31.4,26.9,2.9,0,0,0,34.3,30.8,0,3.8,23.5,30,11.8,0,0,0,35.3,50,0,20,37.5,41.7,0,0,0,0,37.5,45.8,0,4.2
"'219905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,28.6,12.5,28.6,12.5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,33.3,20,33.3,20,0,0,0,0,0,0,25,33.3,25,33.3,0,-1,0,-1,0,-1,27.3,-1,27.3,-1,.,.,.,.,.,.,.,.,.,.,"KRESS ISD",.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,33.3,0,33.3,0,0,-1,0,-1,0,-1,60,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,7.7,-1,7.7
"'220801",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,5.6,0,5.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,"TREETOPS SCHOOL INTERNATIONAL",.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,12.5,0,12.5,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,0,0,0,0,0,0,0,9.1,0,9.1
"'220802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ARLINGTON CLASSICS ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'220809",-1,.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,0,0,2,0,0,0,4,6.8,4,6.8,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,16.7,12.5,16.7,12.5,0,0,0,0,0,0,3.1,8.3,3.1,8.3,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,"FORT WORTH ACADEMY OF FINE ARTS",.,-1,.,-1,.,-1,.,-1,.,-1,0,0,5.6,0,0,0,5.6,0,5.6,0,.,0,.,0,.,0,.,0,.,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3.1,0,0,0,3.1,9.7,3.1,9.7
"'220810",0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,4.5,0,4.5,-1,0,-1,0,-1,0,-1,14.3,-1,14.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,"WESTLAKE ACADEMY CHARTER SCHOOL",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,8.6,0,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,2.8,0,2.8
"'220811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EAST FORT WORTH MONTESSORI ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'220814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXAS SCHOOL OF THE ARTS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'220815",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CHAPEL HILL ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'220817",-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,-1,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,4.2,3.8,4.2,3.8,0,0,0,0,0,0,5.9,4.4,5.9,4.4,0,0,0,0,0,0,6.7,5.1,6.7,5.1,0,0,0,0,0,0,3.7,3.8,3.7,3.8,0,0,0,0,0,0,0,2.6,0,2.6,-1,.,-1,.,-1,.,-1,.,-1,.,"NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,3.9,4.7,3.9,0,0,0,0,0,0,4.5,7.9,4.5,7.9,0,0,0,0,0,0,71.4,38.5,71.4,38.5,0,0,0,0,0,0,5.3,5.7,5.3,5.7
"'220819",.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,33.3,2.6,33.3,2.6,.,-1,.,-1,.,-1,.,-1,.,-1,-1,0,-1,0,-1,0,-1,16.7,-1,16.7,0,0,0,0,0,0,22.2,0,22.2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,"HIGH POINT ACADEMY",.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,50,5.3,50,5.3,0,0,0,0,0,0,40,0,40,0,0,-1,0,-1,0,-1,100,-1,100,-1,0,0,0,0,0,0,41.7,2.9,41.7,2.9
"'220901",3.4,11.6,3.4,2.1,0,0,10.2,15.8,3.4,2.1,12.5,13.5,1,0,0,0,14.4,14.7,1,1.1,0,0,0,0,0,0,0,0,0,0,9.9,9.4,1.9,2,0,0,14.2,13.7,3,2.9,6,6.2,2.5,3.1,0,0,11.5,12.5,3.6,3.8,10.9,9.7,2,2.4,0,0,15,14.9,2.7,3.2,9.1,10.9,1.2,1,0,0,12.2,14,2.2,2.5,12.7,10.7,1.3,2.1,0.1,0,16,14.6,2.6,2.5,10,11.1,5,0,0,0,25,16.7,10,5.6,"ARLINGTON ISD",11.8,8.9,1.7,3.1,0.2,0,17.7,15.3,4.9,4.4,10.7,7.9,2.5,2.9,0.1,0,16.1,13.4,3.8,3.2,8.8,7,3.7,3.4,0.1,0,16.6,14.3,5.5,4.8,4.6,4.2,26.3,27.1,0,0,64.5,63.5,42.4,39.6,8.8,8.6,2.5,1.2,0.1,0,14,12.6,3.9,3.2
"'220902",17.6,17,0,5.7,0,0,17.6,24.5,0,3.8,23.4,19.4,2.8,2,0,0,27.1,22.4,0.9,5.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.1,20.4,3.8,3.6,0,0.1,25,24.7,2.3,2.1,22.3,10.4,4.3,1.9,0,0,27.3,13,1.4,1.3,17.1,15.5,4,5,0,0.1,21.9,21.1,2.1,2.6,21.6,21.3,2.1,2.2,0,0.1,24.7,24.1,1.7,1.7,17.8,19.6,3.7,5.3,0,0.2,23.2,25.9,2.4,1.7,0,-1,0,-1,0,-1,0,-1,0,-1,"BIRDVILLE ISD",8.1,11.3,5.2,10.6,0,0,15.6,22.5,2.2,2,18.6,19.4,5.3,5,0,0,25.2,25.3,2.8,2.5,15.7,16,7.3,7.4,0,0,24.9,24.6,4.1,3.3,10.4,13.1,48,43.8,0,0,72.8,65.4,28.8,25.4,21.7,24.2,4,2.4,0,0,26.5,26.9,2.6,2.1
"'220904",-1,40,-1,0,-1,0,-1,40,-1,0,.,20,.,0,.,0,.,20,.,0,.,.,.,.,.,.,.,.,.,.,12.3,27.1,5.3,6.2,0.3,0,20.4,34.4,5,5.2,11.2,30.7,5.6,8.7,0,0,20.3,38.6,6.3,4.7,12.1,27.6,5.1,6.5,0.3,0,19.9,34.6,4.9,4.9,13.8,31.4,5.4,2.7,0,0,21.2,35.1,3.4,2.7,11.9,25.6,4.9,5.5,0.4,0,18.9,33.2,4.1,5.9,-1,.,-1,.,-1,.,-1,.,-1,.,"EVERMAN ISD",6.7,16.7,11.1,12.5,0,0,22.2,37.5,11.1,16.7,10.8,23.3,5.2,9.4,0.5,0,19.6,33.7,6.7,7.4,11.6,27.9,8.5,8.1,0,0,24.1,37.8,8.5,8.1,2.7,14.7,56.8,70.6,0,0,86.5,97.1,54.1,58.8,57.1,16.7,14.3,0,0,0,71.4,16.7,0,0
"'220905",12.5,10.9,1.8,1.8,0,0,16.1,14.5,1.8,3.6,12.9,13.3,0,2.4,0,0,19.4,15.7,6.5,0,-1,0,-1,0,-1,0,-1,0,-1,0,10.4,9.9,1.7,2.3,0,0,15.1,15.7,3.5,4.2,7,6.7,2.5,3.6,0,0,13.3,14.6,4,5.3,10.2,10.1,1.7,2.2,0,0,15.1,15.9,3.6,4.4,9.1,9.2,0.5,1.6,0,0,11.8,13.2,2.2,2.8,11.6,10.9,1.5,2.1,0,0,15.9,16.4,3.3,4,14.3,-1,0,-1,0,-1,14.3,-1,0,-1,"FORT WORTH ISD",4.7,6,0.1,1.9,0,0,10.8,16.2,6.5,9.3,11.7,10.7,2.9,3.1,0,0,18.8,18.6,4.9,5.8,6.6,7,2.7,3.5,0,0,14.5,16.2,5.9,6.7,4,3.6,23.9,27.9,0,0,73,75.9,50.9,53.2,8.5,9.7,1.7,1.5,0,0,12.8,14.5,3,3.7
"'220906",6.7,11.9,0,1.5,0,0,11.1,16.4,6.7,4.5,2.9,5.8,1,0.7,0,0,4.8,7.3,1,1.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7.7,2.4,1.9,0,0,10.5,11.3,2.7,2.9,6.8,7.6,2.3,7.6,0,0,11.4,18.2,2.3,6.1,5.8,6.2,4.8,5.7,0,0,11.6,14.5,2.9,4.7,6.8,10,1.5,1.4,0,0,10.2,12.1,2.2,1.8,3.4,6.1,5.5,3.3,0,0,10.1,11,2.9,3.3,.,0,.,0,.,0,.,0,.,0,"GRAPEVINE-COLLEYVILLE ISD",5.4,0,13.5,17.2,0,0,16.2,20.7,5.4,10.3,5.1,4.9,3.4,2.6,0,0,10.8,10.3,3.2,4.1,5.4,4.5,8.1,7.3,0,0,16.6,17,5.4,9.7,3,3.5,40.9,40.4,0,0,78.8,78.9,45.5,59.6,7.3,8.4,1.8,1.2,0,0,11.4,11.3,2.6,2.6
"'220907",13.3,16.2,2.2,1.4,0,0,17.8,19.6,4.4,2,12.6,21,0.8,1.6,0,0,13.4,22.6,0.4,0.4,-1,16.7,-1,0,-1,0,-1,16.7,-1,0,12.9,16,3.5,3.8,0,0,18.5,21.4,4.2,3.4,7.4,11.5,5.6,5.8,0,0,16,21.2,7.4,6.7,8.7,13.5,6.4,7.1,0,0,18.5,22.2,7.5,4.3,11.5,15.9,2.5,2.5,0,0,16.3,19.8,3.9,2.8,12.8,13.6,5.6,5.6,0,0,20.9,21.6,5.6,5.5,8.3,30.8,0,0,0,0,8.3,30.8,0,0,"KELLER ISD",9,6.8,9,7.4,0,0,21.9,17.6,10.1,6.1,14.3,16.1,4.5,5.1,0,0,20.6,22.9,4.6,3.9,8.6,11.4,7.3,9,0,0,19.4,24.4,8,8.6,4.4,4.4,46.1,55.2,0,0,77.7,82.3,55.8,48.6,14.1,16.5,2.9,3.5,0,0,19.1,21.2,3.8,2.7
"'220908",9.6,9.7,1.8,1.5,0,0,12.3,11.9,0.9,1.5,13,15.5,2.2,1.8,0,0,15.7,17.7,0.4,0.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,13.9,4.4,3.7,0,0,15.4,18.4,1.3,1.5,8.2,10.7,5.2,4.8,0,0,15,16.2,2.2,1.1,10.5,11.6,6.5,5.8,0,0,18.4,18.3,1.8,1.9,8.3,14,3.9,2.6,0,0.1,13,17.6,1.1,1.6,9.6,15.5,5.5,4.3,0,0,15.9,20.6,1,2.2,25,14.3,0,14.3,0,0,25,28.6,0,14.3,"MANSFIELD ISD",10.1,8.9,16.2,12.2,0,0,28.3,21.1,2,3.3,11.7,13.8,4.8,4.8,0,0,17.7,19.1,1.5,1.4,9,9.5,10.4,8.9,0,0,21.4,20,2.8,3.3,4.6,7.9,58.2,53.9,0,0,76.5,73.8,18.4,22.5,11.3,16.3,3.7,2.7,0,0.1,15.6,20.1,1,1.5
"'220910",0,.,20,.,0,.,20,.,0,.,.,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,8.9,14.8,0.6,1.1,0,0,10.6,20.2,1.7,5.5,3.4,11.4,0,2.9,0,0,3.4,17.1,3.4,5.7,9.4,14.5,0.7,0.7,0,0,10.8,19.1,1.4,5.3,5.1,9.1,1,0,0,0,7.1,14.3,1,5.2,10.1,16.7,0,0,0,0,11.8,20.8,1.7,4.2,.,.,.,.,.,.,.,.,.,.,"LAKE WORTH ISD",0,14.3,0,0,0,0,4.3,28.6,4.3,14.3,13.8,18.9,0,1.9,0,0,15,24.5,2.5,5.7,6.8,16.5,0,0,0,0,9.1,24.2,3.4,9.9,6.3,11.1,6.3,11.1,0,0,25,66.7,18.8,55.6,11.5,13,0,4.3,0,0,11.5,26.1,0,13
"'220912",2.7,21.1,0,0,0,0,2.7,21.1,0,0,4.8,21.6,2.4,2,0,0,7.1,21.6,0,2,-1,0,-1,20,-1,0,-1,20,-1,0,3.8,13.1,6,3.8,0,0,10.2,20.2,2.9,6.6,3.1,8.3,6.8,4.6,0,0,10.5,16.5,2.9,7.2,2.5,12.2,7.2,4.5,0,0,10.5,20,3.9,6.7,1.7,11.9,4.1,2.3,0,0,5.9,15.6,1.8,3.7,3.2,15.2,4.4,3.4,0,0,7.6,21.7,3.2,5.9,0,-1,0,-1,0,-1,0,-1,0,-1,"CROWLEY ISD",1.1,13.3,6.4,5.5,0,0,7.4,20.3,6.4,6.3,6,14.4,8,5.5,0,0,14.6,25.1,3.9,9.7,3.3,11.3,11.1,6.7,0,0,15,23.1,5,10.9,2.9,7.5,61.9,40.2,0,0,68.6,82.2,29.5,69.2,7.5,21.8,9.3,2.7,0,0,17.4,29.9,3.7,8.8
"'220914",0,0,0,10,0,0,0,20,0,10,30.8,25,0,0,0,0,30.8,25,0,0,.,-1,.,-1,.,-1,.,-1,.,-1,9.5,12,3.4,0.9,0,0,15.1,16.9,3.4,4,7,8.5,0,0,0,0,12.3,13.6,5.3,5.1,8,10.1,2.7,1.4,0,0,13.3,17.4,4,5.8,1.9,8.3,1.9,0.8,0,0,4.9,11.6,1.9,2.5,8,15.7,0,0,0,0,8,17.6,0,2,-1,.,-1,.,-1,.,-1,.,-1,.,"KENNEDALE ISD",0,0,0,0,0,0,0,0,0,0,15.5,16.3,4.7,1,0,0,23.3,23.1,4.7,5.8,3,1.3,6.1,0,0,0,16.7,9.3,7.6,8,0,0,38.1,13.3,0,0,61.9,73.3,38.1,60,9.5,12.1,7.6,1.1,0,0,19,17.6,4.8,4.4
"'220915",12.5,27.3,0,0,0,0,12.5,27.3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,28.5,34.9,4,4.8,0,0,33.8,39.7,2.9,4.1,42.9,33.3,28.6,0,0,0,57.1,33.3,0,0,22,30.2,6.7,5.4,0,0,30.5,36.4,4.3,3.9,31.6,40.7,3.3,4.4,0,0,35.8,46.1,2.4,5.9,25.8,41.3,3.4,6.3,0,0,29.2,48.8,0,6.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"AZLE ISD",40,0,0,14.3,0,0,40,14.3,0,0,25.8,29.2,4.6,5.2,0,0,32.1,33.5,3.3,2.4,22.1,21.7,5.8,8.5,0,0,27.9,31.1,1.9,4.7,7.1,33.3,64.3,60.6,0,0,92.9,93.9,46.4,51.5,29.9,33.4,3.9,4.8,0,0,35.8,37.9,3.9,3.8
"'220916",5.4,18.7,0,0,0,0,6.8,22.7,1.4,4,10.7,25,0,0.7,0,0,10.7,26.3,0,0.7,8.1,15.8,0,0,0,0,10.8,15.8,2.7,0,13,24.1,0.2,0.4,0,0,15.3,26.7,2.5,2.5,9.5,16.6,0.3,0.6,0,0,13.1,19.5,3.3,2.6,11.9,21.2,0.4,0.3,0,0,14.5,24.1,2.5,2.6,12.5,24.5,0.1,0.1,0,0,14.9,26.7,2.5,2.1,14.2,23.6,0.4,0,0,0,16.8,25.6,2.6,2.2,0,36.4,0,0,0,0,16.7,36.4,16.7,0,"HURST-EULESS-BEDFORD ISD",6.5,5.6,0,0,0,0,14.1,11.2,8.7,5.6,13.5,23.8,0.2,0.6,0,0,15.7,26.7,2.5,2.9,11.6,13.8,0,0.2,0,0,16,19,5.1,5.4,7.6,9.2,2.9,5.5,0,0,41.9,47.7,38.1,37.6,16.1,29.8,0,0.6,0,0,17.9,33.1,2.7,3.3
"'220917",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,10.7,23.8,2.3,4.2,0,0,14.4,28.5,1.9,2.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.5,25.9,1.9,4.9,0,0,13.6,30.8,1.9,3.2,7.2,22,3.1,1.7,0,0,12.4,26.3,2.1,3.4,11.7,23.3,1.2,4.5,0,0,13.5,27.7,1.2,3,.,-1,.,-1,.,-1,.,-1,.,-1,"CASTLEBERRY ISD",13.3,14.3,0,7.1,0,0,13.3,25,0,7.1,13.6,25.6,1.7,6.6,0,0,16.1,30.6,1.7,2.5,7.9,20,3,4.5,0,0,12.9,26.4,3,4.5,6.3,17.4,25,43.5,0,0,50,65.2,25,30.4,5.6,23.3,8.3,3.3,0,0,19.4,30,5.6,3.3
