zipcode,period_end,median_ppsf,area,year,median_ppsf_prev,median_ppsf_change_percent,DISTRICT,DISTNAME
75032,2022-12-31,200.3699136868064,2560.2646153846154,2022,191.38755980861245,4.6932799013563375,199901.0,ROCKWALL ISD
75033,2016-12-31,126.63821371251848,3040.156590284737,2016,117.80973451327434,7.493845254569676,43905.0,FRISCO ISD
75033,2017-12-31,136.06340819022458,3108.8446601941746,2017,126.63821371251848,7.442614832756755,43905.0,FRISCO ISD
75033,2018-12-31,133.45169788577297,2969.239105066819,2018,136.06340819022458,-1.919480291718316,43905.0,FRISCO ISD
75033,2019-12-31,139.02728351126927,2985.0255972696245,2019,133.45169788577297,4.177980283374652,43905.0,FRISCO ISD
75033,2020-12-31,148.50585213907013,3191.793408626866,2020,139.02728351126927,6.817775898665632,43905.0,FRISCO ISD
75033,2021-12-31,201.27337873632467,3366.068599104451,2021,148.50585213907013,35.532287675666645,43905.0,FRISCO ISD
75033,2022-12-31,213.46469622331688,3279.23076923077,2022,201.27337873632467,6.057093870801099,43905.0,FRISCO ISD
75034,2016-12-31,156.96982642560698,3089.7657915794216,2016,136.27249523400894,15.18819418111946,43905.0,FRISCO ISD
75034,2016-12-31,156.96982642560698,3089.7657915794216,2016,136.27249523400894,15.18819418111946,61804.0,LEADERSHIP PREP SCHOOL
75034,2016-12-31,156.96982642560698,3089.7657915794216,2016,136.27249523400894,15.18819418111946,61902.0,LEWISVILLE ISD
75034,2016-12-31,156.96982642560698,3089.7657915794216,2016,136.27249523400894,15.18819418111946,61914.0,LITTLE ELM ISD
75034,2017-12-31,159.30330634278005,3452.5334886429814,2017,156.96982642560698,1.4865786440039008,43905.0,FRISCO ISD
75034,2017-12-31,159.30330634278005,3452.5334886429814,2017,156.96982642560698,1.4865786440039008,61804.0,LEADERSHIP PREP SCHOOL
75034,2017-12-31,159.30330634278005,3452.5334886429814,2017,156.96982642560698,1.4865786440039008,61902.0,LEWISVILLE ISD
75034,2017-12-31,159.30330634278005,3452.5334886429814,2017,156.96982642560698,1.4865786440039008,61914.0,LITTLE ELM ISD
75034,2018-12-31,161.37336016244356,2943.8440119347547,2018,159.30330634278005,1.2994418428512,43905.0,FRISCO ISD
