DISTRICT,DD005AMA1221R,DD005AMA1321R,DD005AMA1S21R,DD005ARE1221R,DD005ARE1321R,DD005ARE1S21R,DD005ASC1221R,DD005ASC1321R,DD005ASC1S21R,DD205AMA1221R,DD205AMA1321R,DD205AMA1S21R,DD205ARE1221R,DD205ARE1321R,DD205ARE1S21R,DD205ASC1221R,DD205ASC1321R,DD205ASC1S21R,DD305AMA1221R,DD305AMA1321R,DD305AMA1S21R,DD305ARE1221R,DD305ARE1321R,DD305ARE1S21R,DD305ASC1221R,DD305ASC1321R,DD305ASC1S21R,DD405AMA1221R,DD405AMA1321R,DD405AMA1S21R,DD405ARE1221R,DD405ARE1321R,DD405ARE1S21R,DD405ASC1221R,DD405ASC1321R,DD405ASC1S21R,DDA05AMA1221R,DDA05AMA1321R,DDA05AMA1S21R,DDA05ARE1221R,DDA05ARE1321R,DDA05ARE1S21R,DDA05ASC1221R,DDA05ASC1321R,DDA05ASC1S21R,DDB05AMA1221R,DDB05AMA1321R,DDB05AMA1S21R,DDB05ARE1221R,DDB05ARE1321R,DDB05ARE1S21R,DDB05ASC1221R,DDB05ASC1321R,DDB05ASC1S21R,DDE05AMA1221R,DDE05AMA1321R,DDE05AMA1S21R,DDE05ARE1221R,DDE05ARE1321R,DDE05ARE1S21R,DDE05ASC1221R,DDE05ASC1321R,DDE05ASC1S21R,DDF05AMA1221R,DDF05AMA1321R,DDF05AMA1S21R,DDF05ARE1221R,DDF05ARE1321R,DDF05ARE1S21R,DDF05ASC1221R,DDF05ASC1321R,DDF05ASC1S21R,DDH05AMA1221R,DDH05AMA1321R,DDH05AMA1S21R,DDH05ARE1221R,DDH05ARE1321R,DDH05ARE1S21R,DDH05ASC1221R,DDH05ASC1321R,DDH05ASC1S21R,DDI05AMA1221R,DDI05AMA1321R,DDI05AMA1S21R,DDI05ARE1221R,DDI05ARE1321R,DDI05ARE1S21R,DDI05ASC1221R,DDI05ASC1321R,DDI05ASC1S21R,DDL05AMA1221R,DDL05AMA1321R,DDL05AMA1S21R,DDL05ARE1221R,DDL05ARE1321R,DDL05ARE1S21R,DDL05ASC1221R,DDL05ASC1321R,DDL05ASC1S21R,DDM05AMA1221R,DDM05AMA1321R,DDM05AMA1S21R,DDM05ARE1221R,DDM05ARE1321R,DDM05ARE1S21R,DDM05ASC1221R,DDM05ASC1321R,DDM05ASC1S21R,DDR05AMA1221R,DDR05AMA1321R,DDR05AMA1S21R,DDR05ARE1221R,DDR05ARE1321R,DDR05ARE1S21R,DDR05ASC1221R,DDR05ASC1321R,DDR05ASC1S21R,DDS05AMA1221R,DDS05AMA1321R,DDS05AMA1S21R,DDS05ARE1221R,DDS05ARE1321R,DDS05ARE1S21R,DDS05ASC1221R,DDS05ASC1321R,DDS05ASC1S21R,DDW05AMA1221R,DDW05AMA1321R,DDW05AMA1S21R,DDW05ARE1221R,DDW05ARE1321R,DDW05ARE1S21R,DDW05ASC1221R,DDW05ASC1321R,DDW05ASC1S21R,DISTNAME,DNC05AMA1221R,DNC05AMA1321R,DNC05AMA1S21R,DNC05ARE1221R,DNC05ARE1321R,DNC05ARE1S21R,DNC05ASC1221R,DNC05ASC1321R,DNC05ASC1S21R,DNM05AMA1221R,DNM05AMA1321R,DNM05AMA1S21R,DNM05ARE1221R,DNM05ARE1321R,DNM05ARE1S21R,DNM05ASC1221R,DNM05ASC1321R,DNM05ASC1S21R,DNS05AMA1221R,DNS05AMA1321R,DNS05AMA1S21R,DNS05ARE1221R,DNS05ARE1321R,DNS05ARE1S21R,DNS05ASC1221R,DNS05ASC1321R,DNS05ASC1S21R
"'032902",92,50,100,54,28,94,58,20,98,60,40,100,80,60,100,80,40,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,81,51,100,60,39,93,59,23,93,56,33,100,41,37,96,41,15,85,78,45,100,55,31,93,51,19,92,78,44,100,63,44,94,52,15,94,89,48,100,57,27,92,53,19,95,.,.,.,.,.,.,.,.,.,95,43,100,38,19,86,48,14,95,84,58,100,56,33,93,66,33,92,72,28,100,26,13,80,39,11,80,60,20,100,33,13,67,47,20,73,83,60,100,69,50,93,70,31,93,"PITTSBURG ISD",81,51,100,60,39,95,58,23,93,80,51,100,60,37,86,60,26,91,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'033901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"GROOM ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'033902",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,54,96,61,39,91,70,30,91,.,.,.,.,.,.,.,.,.,68,32,95,53,32,89,53,16,84,75,50,100,60,40,100,75,30,95,60,60,80,60,40,80,60,40,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81,58,92,62,38,85,65,31,88,36,14,86,14,0,71,36,0,71,43,14,71,43,14,57,43,0,57,80,53,98,60,38,93,70,28,90,"PANHANDLE ISD",79,55,100,61,42,95,68,26,92,75,50,75,63,25,75,75,50,88,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'033904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,25,78,47,28,88,31,6,72,.,.,.,.,.,.,.,.,.,27,27,67,13,7,93,7,0,73,44,19,88,50,44,94,25,13,63,40,20,80,40,0,100,20,0,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,31,69,44,13,81,38,0,81,33,33,67,33,17,83,17,0,83,14,0,57,14,0,57,14,0,43,48,26,78,48,33,85,33,7,74,"WHITE DEER ISD",48,26,70,43,22,83,26,0,65,44,22,100,56,44,100,44,22,89,.,.,.,.,.,.,.,.,.
"'034901",80,80,100,80,40,80,60,20,80,20,20,80,20,20,60,40,40,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,59,35,85,55,39,83,50,18,80,48,23,74,45,26,74,35,10,58,51,29,78,49,31,79,44,14,75,62,33,94,52,40,84,44,15,76,75,50,94,56,25,88,56,25,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,38,75,59,39,82,57,21,84,39,11,67,28,11,61,22,11,56,29,14,57,36,14,50,29,21,50,62,39,88,64,52,88,57,18,89,"ATLANTA ISD",60,39,85,56,41,85,47,16,77,54,23,85,54,35,77,60,24,88,40,20,80,20,20,100,20,0,80
"'034902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,0,67,33,22,89,44,11,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,0,63,38,25,88,50,13,63,40,0,60,20,20,80,20,0,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,60,60,40,100,40,20,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,0,75,38,25,88,50,13,63,"AVINGER ISD",20,0,60,60,40,100,40,20,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'034903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,36,89,45,30,70,44,15,76,29,29,57,29,14,57,29,0,43,48,24,83,35,22,59,26,9,63,52,25,86,43,27,66,27,7,68,50,50,88,50,38,63,38,38,75,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,48,93,48,33,75,63,25,85,50,32,85,32,19,60,35,15,68,11,0,56,11,0,33,22,0,56,66,34,92,46,29,72,48,15,80,"HUGHES SPRINGS ISD",64,39,91,49,32,74,47,17,79,29,0,71,0,0,29,14,0,43,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'034905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,16,87,39,16,81,39,13,81,50,0,88,38,0,75,25,0,63,60,10,80,30,10,75,30,5,75,53,7,73,33,7,93,27,0,73,67,0,67,17,0,83,17,0,83,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,25,100,44,25,69,50,25,88,60,0,80,0,0,40,0,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,25,94,44,25,81,50,19,88,"LINDEN-KILDARE CISD",64,18,86,32,18,77,36,14,82,67,11,89,56,11,89,44,11,78,.,.,.,.,.,.,.,.,.
"'034906",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,33,97,43,30,80,24,0,59,.,.,.,.,.,.,.,.,.,71,36,93,43,29,86,15,0,62,65,53,100,53,35,94,38,0,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,8,92,31,23,62,8,0,46,29,14,86,14,0,43,0,0,14,20,20,80,20,0,20,20,0,20,64,36,96,46,32,82,26,0,63,"MCLEOD ISD",65,40,95,55,35,90,35,0,75,50,20,100,20,20,60,0,0,22,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'034907",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,13,79,52,29,79,29,6,68,40,20,60,20,20,40,20,20,40,24,6,68,35,24,71,15,6,59,34,6,88,53,34,81,19,0,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,20,70,50,23,77,40,13,67,9,9,45,18,9,45,18,9,27,36,18,55,27,18,45,27,18,36,37,13,80,52,28,81,30,6,69,"QUEEN CITY ISD",35,9,83,48,24,78,24,4,70,44,25,69,63,44,81,44,13,63,.,.,.,.,.,.,.,.,.
"'034909",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,36,86,57,36,86,36,29,86,.,.,.,.,.,.,.,.,.,50,20,80,50,30,80,20,10,80,56,22,89,44,22,89,22,22,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,60,80,80,60,80,60,40,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,62,38,92,62,38,92,38,31,92,"BLOOMBURG ISD",70,50,80,80,50,90,50,40,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'035901",35,13,65,23,10,55,16,6,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,11,73,40,19,67,23,5,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,14,71,40,22,65,21,6,59,38,13,73,48,23,75,17,0,63,38,8,70,36,16,63,18,5,57,.,.,.,.,.,.,.,.,.,31,12,58,19,12,46,12,4,35,47,8,72,31,14,56,31,11,58,26,10,52,14,7,36,10,2,29,13,0,38,25,13,25,25,0,25,71,29,100,100,57,100,71,0,100,"DIMMITT ISD",41,12,72,37,20,65,21,5,60,44,0,78,67,11,78,33,0,67,.,.,.,.,.,.,.,.,.
"'035902",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,24,94,53,35,88,41,6,71,.,.,.,.,.,.,.,.,.,64,29,93,57,36,86,43,7,71,43,14,100,29,14,86,14,0,43,56,19,94,50,31,88,38,0,69,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,30,90,70,50,90,60,10,90,22,11,89,22,11,78,11,0,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"HART ISD",67,27,100,60,40,93,47,7,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'035903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93,71,100,79,64,100,86,29,93,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,86,100,100,100,100,86,43,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86,57,100,57,29,100,86,14,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,69,100,77,62,100,85,23,92,"NAZARETH ISD",92,67,100,75,58,100,83,25,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'036901",63,38,81,50,31,69,38,19,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,28,80,40,27,69,38,14,72,27,0,45,18,0,27,27,0,36,43,16,68,27,16,55,23,9,59,49,19,72,40,26,60,23,12,65,60,37,83,47,30,70,37,23,67,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,38,88,40,29,79,52,17,79,56,25,75,13,0,44,13,6,63,63,13,88,50,13,63,50,0,63,65,33,85,43,35,78,43,13,88,"ANAHUAC ISD",58,27,79,39,25,69,37,15,70,50,33,83,44,33,72,39,11,78,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'036902",73,55,94,55,36,88,50,31,75,94,69,94,88,88,94,94,56,100,100,100,100,100,100,100,100,71,100,.,.,.,.,.,.,.,.,.,83,60,96,71,54,93,67,40,90,57,36,93,36,21,93,43,14,64,71,45,92,50,30,90,48,19,75,83,60,95,73,54,95,61,33,88,82,57,97,64,43,92,53,29,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,41,91,41,27,82,33,14,62,84,59,97,69,53,92,74,47,93,58,28,88,35,20,82,38,18,69,43,17,78,33,22,61,37,20,57,84,60,95,75,58,94,73,44,94,"BARBERS HILL ISD",87,62,98,74,57,96,71,43,93,75,55,92,64,46,88,60,33,84,67,67,83,83,50,83,83,33,83
"'036903",59,32,86,48,23,82,33,12,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,59,35,85,54,34,83,52,21,80,38,13,63,38,25,63,38,13,50,54,28,84,44,18,74,40,11,75,43,23,72,40,28,77,36,6,66,61,35,85,50,26,81,40,17,75,.,.,.,.,.,.,.,.,.,55,26,87,45,21,82,29,8,74,73,45,96,66,39,89,65,33,93,50,23,85,46,19,79,29,8,75,44,33,56,33,0,33,33,33,44,57,32,89,62,43,89,68,22,92,"EAST CHAMBERS ISD",59,36,84,55,36,84,53,22,81,59,29,94,53,24,82,47,12,76,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'037901",23,8,54,8,0,33,0,0,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,18,66,19,12,44,25,9,52,25,19,69,13,6,44,19,13,63,28,11,58,14,6,34,19,3,42,42,21,79,28,17,67,21,11,58,22,11,56,12,6,41,11,0,33,.,.,.,.,.,.,.,.,.,9,0,45,0,0,20,0,0,9,28,16,56,12,8,28,28,8,48,17,4,54,4,0,22,13,0,29,25,0,38,13,0,13,25,0,25,63,38,75,38,25,50,50,25,63,"ALTO ISD",35,16,65,19,11,39,24,8,51,29,29,71,14,14,71,29,14,57,.,.,.,.,.,.,.,.,.
"'037904",30,10,64,38,15,74,20,7,52,38,23,69,38,38,69,38,15,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,32,13,62,38,21,69,25,11,58,28,10,40,18,10,64,13,3,50,28,10,60,33,16,67,20,8,55,29,16,64,40,26,74,19,9,59,27,9,62,38,17,69,18,7,52,.,.,.,.,.,.,.,.,.,29,8,64,36,13,73,19,6,51,35,11,61,36,16,65,30,13,57,27,10,59,33,16,66,20,8,55,29,9,44,25,11,43,22,7,40,46,25,72,49,32,71,45,25,72,"JACKSONVILLE ISD",31,14,61,36,20,70,24,10,56,43,13,68,48,25,63,33,20,73,33,33,56,33,0,67,33,0,33
"'037907",23,0,69,31,31,38,8,0,54,56,11,67,44,11,78,38,13,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,16,78,45,26,69,32,11,65,20,5,50,25,10,45,20,0,40,29,11,73,37,23,58,21,3,54,35,18,81,46,28,67,31,9,58,32,0,80,33,25,54,8,4,58,.,.,.,.,.,.,.,.,.,18,0,64,18,18,27,0,0,45,42,15,77,45,25,71,33,12,70,18,0,67,21,13,45,7,2,37,19,6,75,13,6,19,13,0,19,44,24,85,53,31,78,41,15,73,"RUSK ISD",38,15,77,45,29,68,32,12,63,46,23,85,44,12,72,33,4,75,22,0,89,67,22,67,25,0,63
"'037908",33,4,74,33,11,81,26,0,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,7,68,37,17,83,27,2,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,5,68,35,15,83,25,0,70,13,6,69,31,19,100,19,0,75,29,3,74,32,15,82,24,0,76,.,.,.,.,.,.,.,.,.,33,5,71,29,0,76,24,0,76,40,8,68,40,16,72,32,4,68,27,4,62,23,0,77,19,0,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NEW SUMMERFIELD ISD",32,8,70,35,19,84,30,3,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'037909",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,13,80,53,13,87,7,0,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,82,45,0,91,0,0,55,50,25,88,63,25,88,13,0,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,71,43,0,86,0,0,43,0,0,78,44,0,89,0,0,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,22,78,67,22,89,11,0,44,"WELLS ISD",23,8,85,54,15,92,8,0,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'038901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,55,19,87,52,35,88,40,17,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,18,85,51,34,87,36,15,75,55,21,89,53,32,89,32,13,76,50,7,89,43,21,82,29,14,79,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,17,85,52,37,87,48,20,83,40,4,76,36,24,68,20,0,64,25,0,63,25,19,63,25,6,44,55,24,86,53,39,92,45,16,80,"CHILDRESS ISD",54,19,86,51,33,88,38,14,77,60,20,93,60,40,87,53,27,93,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'039902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,49,25,85,49,30,82,39,20,80,.,.,.,.,.,.,.,.,.,40,15,75,35,15,80,20,0,85,45,23,77,45,23,81,23,13,74,17,0,83,50,0,67,0,0,67,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,27,93,53,37,83,57,27,87,33,10,81,29,14,81,14,5,62,23,8,54,15,0,69,8,0,54,54,26,86,48,32,84,42,20,80,"HENRIETTA ISD",51,24,88,47,29,82,39,20,80,42,25,75,58,33,83,42,17,83,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'039903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,14,83,41,28,72,34,17,62,.,.,.,.,.,.,.,.,.,45,9,77,36,23,73,32,14,59,36,9,82,45,36,73,27,18,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,17,83,39,22,72,39,17,72,50,0,83,67,17,67,33,17,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,15,81,46,31,69,35,19,65,"PETROLIA CISD",48,14,81,48,33,67,43,19,67,38,13,88,25,13,88,13,13,50,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'039904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,50,100,80,70,100,60,10,100,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,40,100,80,60,100,60,0,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,60,100,80,80,100,60,20,100,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,50,100,80,70,100,60,10,100,"BELLEVUE ISD",78,44,100,78,67,100,67,11,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'039905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,"MIDWAY ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'040901",0,0,14,14,14,43,0,0,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,3,19,16,9,38,3,0,22,.,.,.,.,.,.,.,.,.,4,0,18,14,7,36,4,0,18,0,0,20,20,13,40,7,0,20,7,3,17,14,7,34,0,0,17,.,.,.,.,.,.,.,.,.,0,0,0,0,0,33,0,0,33,12,6,18,12,6,35,0,0,24,8,0,23,15,8,38,0,0,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"MORTON ISD",9,5,18,18,9,45,0,0,23,0,0,20,10,10,20,10,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'040902",67,67,83,50,17,50,33,17,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,40,87,47,23,77,23,7,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,38,81,43,19,67,24,5,48,50,36,86,57,14,79,21,7,64,56,33,83,39,22,72,22,6,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,83,50,17,50,33,17,50,56,44,88,38,31,75,25,6,56,40,33,73,33,20,60,20,7,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,60,90,60,30,90,30,10,70,"WHITEFACE CISD",52,39,91,48,26,78,26,9,65,57,43,71,43,14,71,14,0,43,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'041901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,40,70,50,25,80,30,10,65,.,.,.,.,.,.,.,.,.,45,36,55,36,18,64,36,9,45,67,42,75,58,33,92,42,17,67,57,43,71,29,0,86,43,14,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,38,63,38,13,63,13,0,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,38,69,62,38,77,23,8,69,"BRONTE ISD",65,47,76,53,29,88,35,12,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'041902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,7,47,33,27,60,14,0,43,.,.,.,.,.,.,.,.,.,17,0,42,25,25,58,0,0,36,11,0,33,22,22,56,0,0,13,14,0,14,0,0,43,0,0,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,17,67,50,33,67,33,0,83,0,0,13,0,0,38,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,13,75,63,50,75,29,0,57,"ROBERT LEE ISD",17,0,17,0,0,67,0,0,33,33,11,67,56,44,56,25,0,50,.,.,.,.,.,.,.,.,.
"'042901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,13,75,37,21,69,31,8,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,18,64,32,25,68,29,7,50,53,21,79,37,21,79,21,5,63,23,8,54,31,15,54,8,8,38,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,9,73,36,21,64,36,9,52,13,4,63,17,13,54,21,4,25,17,17,50,17,17,33,33,0,50,51,14,80,37,20,74,37,6,63,"COLEMAN ISD",44,11,78,36,22,72,31,3,58,38,19,69,38,19,63,31,19,50,-1,-1,-1,-1,-1,-1,-1,-1,-1
