DISTRICT,DD005AMA1221R,DD005AMA1321R,DD005AMA1S21R,DD005ARE1221R,DD005ARE1321R,DD005ARE1S21R,DD005ASC1221R,DD005ASC1321R,DD005ASC1S21R,DD205AMA1221R,DD205AMA1321R,DD205AMA1S21R,DD205ARE1221R,DD205ARE1321R,DD205ARE1S21R,DD205ASC1221R,DD205ASC1321R,DD205ASC1S21R,DD305AMA1221R,DD305AMA1321R,DD305AMA1S21R,DD305ARE1221R,DD305ARE1321R,DD305ARE1S21R,DD305ASC1221R,DD305ASC1321R,DD305ASC1S21R,DD405AMA1221R,DD405AMA1321R,DD405AMA1S21R,DD405ARE1221R,DD405ARE1321R,DD405ARE1S21R,DD405ASC1221R,DD405ASC1321R,DD405ASC1S21R,DDA05AMA1221R,DDA05AMA1321R,DDA05AMA1S21R,DDA05ARE1221R,DDA05ARE1321R,DDA05ARE1S21R,DDA05ASC1221R,DDA05ASC1321R,DDA05ASC1S21R,DDB05AMA1221R,DDB05AMA1321R,DDB05AMA1S21R,DDB05ARE1221R,DDB05ARE1321R,DDB05ARE1S21R,DDB05ASC1221R,DDB05ASC1321R,DDB05ASC1S21R,DDE05AMA1221R,DDE05AMA1321R,DDE05AMA1S21R,DDE05ARE1221R,DDE05ARE1321R,DDE05ARE1S21R,DDE05ASC1221R,DDE05ASC1321R,DDE05ASC1S21R,DDF05AMA1221R,DDF05AMA1321R,DDF05AMA1S21R,DDF05ARE1221R,DDF05ARE1321R,DDF05ARE1S21R,DDF05ASC1221R,DDF05ASC1321R,DDF05ASC1S21R,DDH05AMA1221R,DDH05AMA1321R,DDH05AMA1S21R,DDH05ARE1221R,DDH05ARE1321R,DDH05ARE1S21R,DDH05ASC1221R,DDH05ASC1321R,DDH05ASC1S21R,DDI05AMA1221R,DDI05AMA1321R,DDI05AMA1S21R,DDI05ARE1221R,DDI05ARE1321R,DDI05ARE1S21R,DDI05ASC1221R,DDI05ASC1321R,DDI05ASC1S21R,DDL05AMA1221R,DDL05AMA1321R,DDL05AMA1S21R,DDL05ARE1221R,DDL05ARE1321R,DDL05ARE1S21R,DDL05ASC1221R,DDL05ASC1321R,DDL05ASC1S21R,DDM05AMA1221R,DDM05AMA1321R,DDM05AMA1S21R,DDM05ARE1221R,DDM05ARE1321R,DDM05ARE1S21R,DDM05ASC1221R,DDM05ASC1321R,DDM05ASC1S21R,DDR05AMA1221R,DDR05AMA1321R,DDR05AMA1S21R,DDR05ARE1221R,DDR05ARE1321R,DDR05ARE1S21R,DDR05ASC1221R,DDR05ASC1321R,DDR05ASC1S21R,DDS05AMA1221R,DDS05AMA1321R,DDS05AMA1S21R,DDS05ARE1221R,DDS05ARE1321R,DDS05ARE1S21R,DDS05ASC1221R,DDS05ASC1321R,DDS05ASC1S21R,DDW05AMA1221R,DDW05AMA1321R,DDW05AMA1S21R,DDW05ARE1221R,DDW05ARE1321R,DDW05ARE1S21R,DDW05ASC1221R,DDW05ASC1321R,DDW05ASC1S21R,DISTNAME,DNC05AMA1221R,DNC05AMA1321R,DNC05AMA1S21R,DNC05ARE1221R,DNC05ARE1321R,DNC05ARE1S21R,DNC05ASC1221R,DNC05ASC1321R,DNC05ASC1S21R,DNM05AMA1221R,DNM05AMA1321R,DNM05AMA1S21R,DNM05ARE1221R,DNM05ARE1321R,DNM05ARE1S21R,DNM05ASC1221R,DNM05ASC1321R,DNM05ASC1S21R,DNS05AMA1221R,DNS05AMA1321R,DNS05AMA1S21R,DNS05ARE1221R,DNS05ARE1321R,DNS05ARE1S21R,DNS05ASC1221R,DNS05ASC1321R,DNS05ASC1S21R
"'009901",28,22,67,22,8,50,28,6,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,27,64,35,15,57,37,11,62,.,.,.,.,.,.,.,.,.,35,27,61,33,15,56,35,7,60,28,23,58,28,12,60,28,7,58,35,26,62,34,15,54,35,7,61,.,.,.,.,.,.,.,.,.,26,20,66,20,6,49,26,6,57,44,32,71,41,20,54,46,15,66,16,12,50,14,3,40,17,3,48,13,13,33,7,0,13,7,0,27,40,40,80,40,20,80,50,40,70,"MULESHOE ISD",38,31,69,38,16,66,41,12,71,25,13,44,19,13,19,19,6,25,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'010901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,9,82,36,18,73,36,0,55,.,.,.,.,.,.,.,.,.,56,11,78,33,22,78,44,0,56,40,20,80,20,20,80,40,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,0,83,50,17,67,33,0,50,40,20,60,20,0,60,20,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,0,86,43,29,71,43,0,71,"MEDINA ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,43,0,71,29,14,57,29,0,29,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'010902",38,13,75,38,25,63,13,0,50,60,0,80,40,40,80,20,0,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,31,76,55,40,81,35,10,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,24,71,42,30,71,21,8,52,63,39,81,67,46,90,39,7,67,30,14,73,49,27,76,16,5,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,13,75,38,25,63,13,0,50,37,22,72,42,34,70,31,13,61,22,4,54,22,7,54,4,0,35,10,10,35,20,15,25,15,5,20,59,40,79,60,47,84,45,13,67,"BANDERA ISD",51,35,76,54,39,79,36,11,65,50,23,77,57,43,84,34,9,61,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'011901",18,7,44,21,9,44,12,3,38,17,0,44,39,22,61,22,0,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,26,11,52,30,16,55,22,8,50,8,4,28,20,8,48,20,0,36,23,9,50,27,14,53,19,6,47,25,12,51,31,17,58,17,6,48,21,9,47,24,12,49,17,5,44,.,.,.,.,.,.,.,.,.,15,5,40,17,7,40,10,2,35,26,10,53,29,15,51,27,9,52,14,5,38,17,7,39,9,2,34,12,1,21,14,3,24,16,2,23,45,21,74,50,32,74,40,19,72,"BASTROP ISD",28,12,53,30,16,53,23,8,50,19,8,49,30,16,60,20,7,50,35,17,65,45,23,55,18,14,50
"'011902",14,4,39,25,11,60,5,1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,6,33,27,12,58,11,4,33,21,21,29,42,13,67,21,4,38,13,4,31,25,11,54,10,2,28,13,4,31,30,16,62,7,1,32,14,4,35,24,11,55,8,2,32,.,.,.,.,.,.,.,.,.,10,3,33,20,6,56,5,1,24,17,8,36,23,9,54,16,7,36,7,2,24,15,5,46,4,1,18,21,12,21,24,9,33,23,6,26,14,9,27,33,24,76,20,15,45,"ELGIN ISD",15,6,31,24,12,55,10,4,31,15,5,37,32,14,65,13,4,38,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'011904",57,19,81,33,29,52,33,10,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,53,29,77,41,30,65,34,11,66,0,0,40,20,20,60,20,0,20,43,21,75,36,26,60,23,4,55,61,36,84,45,32,68,30,9,64,61,32,77,32,25,64,39,11,66,.,.,.,.,.,.,.,.,.,47,12,76,24,24,41,18,0,59,46,22,70,37,28,63,37,13,69,38,8,67,21,17,38,21,0,50,33,0,50,0,0,17,17,0,33,56,31,82,53,36,69,31,13,76,"SMITHVILLE ISD",58,31,81,47,33,72,39,16,69,44,24,68,29,24,53,24,3,62,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'011905",40,0,80,40,0,80,0,0,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,31,88,69,44,94,38,6,81,.,.,.,.,.,.,.,.,.,50,25,88,50,38,88,38,13,75,63,38,88,88,63,100,50,13,88,44,22,89,56,22,89,22,11,78,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,25,88,50,25,88,25,0,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,43,86,86,71,100,57,0,86,"MCDADE ISD",44,33,78,44,33,89,33,0,67,71,29,100,100,57,100,43,14,100,.,.,.,.,.,.,.,.,.
"'012901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,17,72,37,30,74,26,13,65,.,.,.,.,.,.,.,.,.,24,12,60,32,32,68,20,4,56,38,14,71,43,33,71,24,10,67,25,8,50,17,17,50,17,8,42,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,20,72,32,28,76,28,16,64,0,0,47,7,7,60,0,0,33,0,0,20,0,0,40,0,0,20,37,20,83,47,37,83,27,17,73,"SEYMOUR ISD",31,13,66,34,25,66,19,13,56,36,29,86,43,43,93,43,14,86,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'013801",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,56,56,32,88,9,0,50,.,.,.,.,.,.,.,.,.,0,0,48,52,28,90,4,0,48,0,0,47,47,21,84,0,0,29,0,0,50,50,29,89,4,0,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,0,67,67,47,93,20,0,73,0,0,52,52,26,87,7,0,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,80,80,40,80,40,0,80,"ST MARY'S ACADEMY CHARTER SCHOOL",0,0,52,56,30,89,8,0,50,14,0,71,57,43,86,17,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'013901",67,0,67,67,33,67,17,17,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,20,70,39,26,73,20,5,61,17,17,50,17,17,50,17,17,33,33,18,68,36,23,71,20,5,60,39,22,74,46,29,79,20,6,61,37,20,72,38,25,73,19,4,60,.,.,.,.,.,.,.,.,.,67,0,67,67,33,67,17,17,83,33,18,68,33,24,68,21,5,62,18,4,47,18,9,55,13,2,44,19,5,47,16,7,44,10,0,33,33,20,67,48,34,76,28,7,76,"BEEVILLE ISD",37,20,73,42,26,74,22,6,62,33,18,64,33,25,69,16,4,60,29,0,57,14,14,86,29,0,71
"'013902",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,18,55,27,27,73,9,0,73,.,.,.,.,.,.,.,.,.,14,14,43,14,14,86,0,0,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,11,44,22,22,78,11,0,67,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,43,14,14,57,0,0,57,0,0,43,0,0,57,0,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"PAWNEE ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,25,13,63,25,25,75,13,0,75,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'013903",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,7,66,45,31,69,28,10,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,0,53,35,24,65,18,0,59,19,13,69,44,38,63,25,19,56,30,5,60,50,30,75,30,5,80,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,0,62,46,23,77,31,0,92,20,0,40,20,0,60,20,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,13,88,38,38,50,25,25,63,"PETTUS ISD",50,14,71,57,43,86,50,21,79,7,0,60,33,20,53,7,0,67,.,.,.,.,.,.,.,.,.
"'013905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,19,72,57,45,89,34,9,72,.,.,.,.,.,.,.,.,.,34,13,56,53,44,88,28,16,66,48,19,78,59,52,96,26,4,78,45,18,67,55,42,91,30,12,70,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,19,65,54,38,81,42,15,65,9,9,27,18,9,82,9,9,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,18,76,65,53,82,41,6,71,"SKIDMORE-TYNAN ISD",50,18,71,58,47,89,42,11,74,40,20,73,53,40,87,13,7,67,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'014801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RICHARD MILBURN ALTER HIGH SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'014803",-1,-1,-1,-1,-1,-1,-1,-1,-1,60,40,80,60,60,100,20,20,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,22,69,47,36,64,22,9,58,27,18,45,36,27,45,18,0,55,26,13,52,35,26,52,9,4,43,31,19,63,44,25,69,19,6,56,27,9,55,45,18,64,9,0,55,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,24,72,48,41,62,24,10,59,22,6,44,33,17,50,0,0,22,0,0,17,0,0,33,0,0,0,44,28,89,50,44,67,33,17,67,"PRIORITY CHARTER SCHOOLS",47,35,82,59,47,71,24,12,65,32,14,61,39,29,61,21,7,54,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'014804",40,20,60,80,60,80,40,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,33,67,100,50,100,50,17,100,.,.,.,.,.,.,.,.,.,49,21,84,67,50,92,41,23,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,18,73,46,38,79,26,13,61,46,19,83,73,49,94,38,23,79,35,15,85,60,50,85,44,6,67,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,24,84,61,51,90,44,23,77,11,5,47,30,20,70,5,5,40,13,13,63,25,25,75,13,13,63,52,24,85,67,51,94,39,30,79,"ORENDA CHARTER SCHOOL",44,20,82,66,50,93,39,27,77,56,23,86,68,50,91,43,18,80,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'014901",63,38,100,25,25,75,50,25,75,57,43,100,57,29,71,57,14,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,41,93,48,35,82,50,21,83,38,13,75,25,13,75,13,13,75,55,26,90,36,26,76,38,12,71,69,37,90,55,34,84,45,16,82,72,44,94,50,39,83,61,28,89,.,.,.,.,.,.,.,.,.,57,43,100,29,29,71,57,29,71,65,46,96,40,37,79,54,26,84,59,29,94,35,29,76,41,12,82,23,0,69,8,8,38,8,0,38,70,43,94,49,37,83,50,21,81,"ACADEMY ISD",71,43,94,51,34,84,56,22,88,60,38,93,43,38,76,38,19,74,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'014902",11,0,44,0,0,33,0,0,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,4,48,36,18,64,18,5,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,0,42,28,17,56,17,6,61,0,0,45,30,10,80,0,0,80,12,0,53,31,19,56,6,0,63,.,.,.,.,.,.,.,.,.,14,0,43,0,0,43,0,0,57,33,8,50,42,25,50,33,8,58,10,0,40,22,11,56,0,0,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BARTLETT ISD",6,0,44,40,20,67,13,7,73,43,14,57,29,14,57,29,0,57,.,.,.,.,.,.,.,.,.
"'014903",31,21,61,24,13,60,16,7,49,56,41,71,51,29,76,37,15,68,85,77,85,62,54,92,62,46,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,29,77,49,34,77,38,19,70,29,9,63,34,25,63,23,5,45,35,18,63,35,20,65,25,11,55,50,28,77,52,38,80,35,16,67,42,21,70,43,26,72,27,14,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,9,51,12,7,42,9,5,35,54,31,76,47,29,74,42,23,73,20,7,53,17,7,50,12,6,39,35,16,59,32,13,54,26,13,49,59,35,83,55,39,82,47,24,78,"BELTON ISD",55,31,80,50,35,79,40,20,72,46,27,70,48,30,73,36,19,65,58,25,75,46,33,67,33,4,63
"'014905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,29,90,55,36,88,52,21,86,.,.,.,.,.,.,.,.,.,50,30,80,55,40,80,40,10,75,65,29,88,65,41,94,53,12,88,58,8,92,50,17,83,33,17,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,72,28,92,48,32,84,52,28,84,38,13,63,38,25,63,25,13,50,33,0,67,33,17,33,17,0,50,79,39,89,54,43,89,61,25,86,"HOLLAND ISD",73,30,91,48,27,88,48,15,88,56,22,89,78,67,89,67,44,78,.,.,.,.,.,.,.,.,.
"'014906",44,23,70,41,22,70,20,6,54,49,25,82,50,30,82,26,7,67,79,49,96,79,56,97,47,19,84,49,28,70,43,38,72,15,6,55,43,22,73,44,26,74,22,7,59,32,12,64,34,19,67,13,3,48,38,18,68,38,20,69,18,5,51,42,22,72,50,31,78,20,6,57,42,23,71,43,22,72,21,6,56,43,29,79,50,14,64,14,0,50,40,19,68,37,18,67,17,4,51,44,23,73,39,22,70,25,8,60,27,11,56,24,10,54,11,3,37,31,14,52,29,11,50,21,9,40,56,34,82,57,37,83,35,12,74,"KILLEEN ISD",46,24,75,45,26,75,23,6,61,38,20,69,43,26,72,21,7,54,38,21,75,30,25,74,19,4,57
"'014907",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,22,77,47,30,75,50,19,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,20,63,40,30,67,43,7,63,34,17,69,48,38,69,34,14,72,39,17,50,39,28,61,39,11,61,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,26,83,46,23,80,63,23,83,11,4,50,14,7,50,14,4,54,25,25,38,25,13,50,25,13,38,40,24,86,50,31,81,55,24,83,"ROGERS ISD",40,21,72,37,30,70,47,23,79,48,24,86,67,29,86,57,10,76,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'014908",31,31,62,31,15,85,15,8,62,57,43,71,71,29,100,43,0,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,28,77,58,34,83,42,17,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,17,60,34,11,74,23,11,71,39,29,72,62,34,84,36,16,80,29,16,58,39,16,68,22,19,62,.,.,.,.,.,.,.,.,.,0,0,38,13,0,75,0,0,38,48,27,80,55,34,82,47,19,84,0,0,36,9,0,64,0,0,27,6,6,25,6,6,44,7,0,47,48,31,83,64,40,87,49,18,88,"SALADO ISD",43,27,77,58,34,84,40,15,83,45,29,76,57,34,82,47,22,80,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'014909",36,12,61,37,16,65,15,4,46,31,17,72,38,17,66,34,21,62,75,58,100,83,67,100,83,42,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,16,63,36,20,66,26,10,61,21,9,50,29,14,55,18,7,51,27,12,60,31,16,61,21,7,57,29,16,62,38,23,67,23,7,57,35,16,66,35,18,67,21,5,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,11,60,34,15,63,12,2,43,35,16,65,34,16,64,29,12,65,22,7,50,22,9,53,14,3,48,16,7,43,16,6,28,16,8,32,33,20,66,39,26,70,39,17,70,"TEMPLE ISD",34,17,64,37,21,66,27,9,62,26,13,62,33,17,64,26,10,59,33,17,67,50,17,67,33,17,50
"'014910",50,17,100,50,17,67,0,0,83,40,40,60,40,20,80,40,20,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,29,85,41,26,76,39,11,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,19,85,33,19,70,31,9,76,55,27,87,45,27,80,40,9,78,50,25,78,36,22,69,22,11,72,.,.,.,.,.,.,.,.,.,40,20,100,40,0,60,0,0,80,59,31,83,38,25,72,38,13,81,55,15,85,30,10,60,20,5,80,45,20,65,35,15,60,45,20,65,62,32,89,43,28,78,46,11,83,"TROY ISD",62,33,86,40,24,79,44,11,81,43,18,82,46,32,64,21,11,75,57,29,86,29,29,71,14,0,57
"'015801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"POR VIDA ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'015802",13,13,63,63,0,100,13,0,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,3,47,26,3,62,12,0,36,18,0,24,6,0,41,0,0,19,26,3,47,26,3,62,12,0,36,18,0,47,12,0,65,6,0,35,38,6,69,50,6,88,25,0,50,.,.,.,.,.,.,.,.,.,13,13,63,63,0,100,13,0,13,35,6,47,41,6,59,19,0,38,26,3,47,26,3,62,12,0,36,29,14,43,29,0,71,33,0,33,.,.,.,.,.,.,.,.,.,"GEORGE GERVIN ACADEMY",29,6,41,35,6,59,6,0,19,24,0,53,18,0,65,18,0,53,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'015805",0,0,40,0,0,40,0,0,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,14,43,24,10,62,16,5,26,.,.,.,.,.,.,.,.,.,21,16,37,21,11,58,17,6,22,38,13,38,25,0,63,14,14,14,24,14,43,24,10,62,16,5,26,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,15,46,23,15,62,17,0,33,0,0,25,0,0,33,0,0,9,60,40,80,60,20,80,-1,-1,-1,.,.,.,.,.,.,.,.,.,"NEW FRONTIERS PUBLIC SCHOOLS INC",20,20,40,27,13,53,21,7,29,33,0,50,17,0,83,0,0,20,.,.,.,.,.,.,.,.,.
"'015806",22,0,56,11,0,33,11,11,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,4,46,21,13,46,21,13,42,0,0,0,0,0,50,17,0,33,21,4,46,21,13,46,21,13,42,7,0,36,29,14,50,21,14,43,29,6,59,29,18,47,24,18,47,.,.,.,.,.,.,.,.,.,25,0,50,13,0,25,0,0,25,40,10,60,10,10,40,20,10,40,17,6,44,11,6,44,17,11,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SCHOOL OF EXCELLENCE IN EDUCATION",27,0,60,20,13,53,27,13,53,11,11,22,22,11,33,11,11,22,.,.,.,.,.,.,.,.,.
"'015807",0,0,0,17,0,17,0,0,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,23,17,6,42,2,2,15,0,0,0,22,11,44,0,0,0,5,0,18,15,8,38,3,3,11,4,0,21,25,11,50,4,4,14,3,0,20,10,3,37,0,0,14,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,5,0,25,5,0,30,0,0,17,4,0,24,18,7,40,2,2,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,0,56,33,11,56,11,11,33,"SOUTHWEST PREPARATORY SCHOOL",5,0,11,11,0,32,0,0,11,3,0,31,21,10,48,4,4,19,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'015808",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,17,67,53,18,88,46,8,77,.,.,.,.,.,.,.,.,.,-1,-1,-1,43,0,100,60,0,80,20,0,60,50,13,100,29,0,86,25,0,63,50,30,90,38,0,63,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,43,29,71,56,22,78,67,17,67,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,0,86,60,20,100,"INSPIRE ACADEMIES",-1,-1,-1,-1,-1,-1,-1,-1,-1,25,13,63,46,15,85,33,0,67,.,.,.,.,.,.,.,.,.
"'015809",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,0,42,16,5,42,11,0,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,0,42,16,5,42,11,0,42,11,0,33,11,11,44,0,0,44,12,0,41,12,6,35,6,0,35,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,50,20,0,40,20,0,40,13,0,44,13,6,38,6,0,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BEXAR COUNTY ACADEMY",15,0,54,15,8,46,8,0,46,17,0,17,17,0,33,17,0,33,.,.,.,.,.,.,.,.,.
"'015814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"POSITIVE SOLUTIONS CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
