DISTRICT,DD000AA01221R,DD000AA01321R,DD000AA01S21R,DD000AA11221R,DD000AA11321R,DD000AA11S21R,DD000ABI1221R,DD000ABI1321R,DD000ABI1S21R,DD000AR11221R,DD000AR11321R,DD000AR11S21R,DD000AR21221R,DD000AR21321R,DD000AR21S21R,DD000AUS1221R,DD000AUS1321R,DD000AUS1S21R,DD200AA01221R,DD200AA01321R,DD200AA01S21R,DD200AA11221R,DD200AA11321R,DD200AA11S21R,DD200ABI1221R,DD200ABI1321R,DD200ABI1S21R,DD200AR11221R,DD200AR11321R,DD200AR11S21R,DD200AR21221R,DD200AR21321R,DD200AR21S21R,DD200AUS1221R,DD200AUS1321R,DD200AUS1S21R,DD300AA01221R,DD300AA01321R,DD300AA01S21R,DD300AA11221R,DD300AA11321R,DD300AA11S21R,DD300ABI1221R,DD300ABI1321R,DD300ABI1S21R,DD300AR11221R,DD300AR11321R,DD300AR11S21R,DD300AR21221R,DD300AR21321R,DD300AR21S21R,DD300AUS1221R,DD300AUS1321R,DD300AUS1S21R,DD400AA01221R,DD400AA01321R,DD400AA01S21R,DD400AA11221R,DD400AA11321R,DD400AA11S21R,DD400ABI1221R,DD400ABI1321R,DD400ABI1S21R,DD400AR11221R,DD400AR11321R,DD400AR11S21R,DD400AR21221R,DD400AR21321R,DD400AR21S21R,DD400AUS1221R,DD400AUS1321R,DD400AUS1S21R,DDA00AA01221R,DDA00AA01321R,DDA00AA01S21R,DDA00AA11221R,DDA00AA11321R,DDA00AA11S21R,DDA00ABI1221R,DDA00ABI1321R,DDA00ABI1S21R,DDA00AR11221R,DDA00AR11321R,DDA00AR11S21R,DDA00AR21221R,DDA00AR21321R,DDA00AR21S21R,DDA00AUS1221R,DDA00AUS1321R,DDA00AUS1S21R,DDB00AA01221R,DDB00AA01321R,DDB00AA01S21R,DDB00AA11221R,DDB00AA11321R,DDB00AA11S21R,DDB00ABI1221R,DDB00ABI1321R,DDB00ABI1S21R,DDB00AR11221R,DDB00AR11321R,DDB00AR11S21R,DDB00AR21221R,DDB00AR21321R,DDB00AR21S21R,DDB00AUS1221R,DDB00AUS1321R,DDB00AUS1S21R,DDE00AA01221R,DDE00AA01321R,DDE00AA01S21R,DDE00AA11221R,DDE00AA11321R,DDE00AA11S21R,DDE00ABI1221R,DDE00ABI1321R,DDE00ABI1S21R,DDE00AR11221R,DDE00AR11321R,DDE00AR11S21R,DDE00AR21221R,DDE00AR21321R,DDE00AR21S21R,DDE00AUS1221R,DDE00AUS1321R,DDE00AUS1S21R,DDF00AA01221R,DDF00AA01321R,DDF00AA01S21R,DDF00AA11221R,DDF00AA11321R,DDF00AA11S21R,DDF00ABI1221R,DDF00ABI1321R,DDF00ABI1S21R,DDF00AR11221R,DDF00AR11321R,DDF00AR11S21R,DDF00AR21221R,DDF00AR21321R,DDF00AR21S21R,DDF00AUS1221R,DDF00AUS1321R,DDF00AUS1S21R,DDH00AA01221R,DDH00AA01321R,DDH00AA01S21R,DDH00AA11221R,DDH00AA11321R,DDH00AA11S21R,DDH00ABI1221R,DDH00ABI1321R,DDH00ABI1S21R,DDH00AR11221R,DDH00AR11321R,DDH00AR11S21R,DDH00AR21221R,DDH00AR21321R,DDH00AR21S21R,DDH00AUS1221R,DDH00AUS1321R,DDH00AUS1S21R,DDI00AA01221R,DDI00AA01321R,DDI00AA01S21R,DDI00AA11221R,DDI00AA11321R,DDI00AA11S21R,DDI00ABI1221R,DDI00ABI1321R,DDI00ABI1S21R,DDI00AR11221R,DDI00AR11321R,DDI00AR11S21R,DDI00AR21221R,DDI00AR21321R,DDI00AR21S21R,DDI00AUS1221R,DDI00AUS1321R,DDI00AUS1S21R,DDL00AA01221R,DDL00AA01321R,DDL00AA01S21R,DDL00AA11221R,DDL00AA11321R,DDL00AA11S21R,DDL00ABI1221R,DDL00ABI1321R,DDL00ABI1S21R,DDL00AR11221R,DDL00AR11321R,DDL00AR11S21R,DDL00AR21221R,DDL00AR21321R,DDL00AR21S21R,DDL00AUS1221R,DDL00AUS1321R,DDL00AUS1S21R,DDM00AA01221R,DDM00AA01321R,DDM00AA01S21R,DDM00AA11221R,DDM00AA11321R,DDM00AA11S21R,DDM00ABI1221R,DDM00ABI1321R,DDM00ABI1S21R,DDM00AR11221R,DDM00AR11321R,DDM00AR11S21R,DDM00AR21221R,DDM00AR21321R,DDM00AR21S21R,DDM00AUS1221R,DDM00AUS1321R,DDM00AUS1S21R,DDR00AA01221R,DDR00AA01321R,DDR00AA01S21R,DDR00AA11221R,DDR00AA11321R,DDR00AA11S21R,DDR00ABI1221R,DDR00ABI1321R,DDR00ABI1S21R,DDR00AR11221R,DDR00AR11321R,DDR00AR11S21R,DDR00AR21221R,DDR00AR21321R,DDR00AR21S21R,DDR00AUS1221R,DDR00AUS1321R,DDR00AUS1S21R,DDS00AA01221R,DDS00AA01321R,DDS00AA01S21R,DDS00AA11221R,DDS00AA11321R,DDS00AA11S21R,DDS00ABI1221R,DDS00ABI1321R,DDS00ABI1S21R,DDS00AR11221R,DDS00AR11321R,DDS00AR11S21R,DDS00AR21221R,DDS00AR21321R,DDS00AR21S21R,DDS00AUS1221R,DDS00AUS1321R,DDS00AUS1S21R,DDW00AA01221R,DDW00AA01321R,DDW00AA01S21R,DDW00AA11221R,DDW00AA11321R,DDW00AA11S21R,DDW00ABI1221R,DDW00ABI1321R,DDW00ABI1S21R,DDW00AR11221R,DDW00AR11321R,DDW00AR11S21R,DDW00AR21221R,DDW00AR21321R,DDW00AR21S21R,DDW00AUS1221R,DDW00AUS1321R,DDW00AUS1S21R,DISTNAME,DNC00AA01221R,DNC00AA01321R,DNC00AA01S21R,DNC00AA11221R,DNC00AA11321R,DNC00AA11S21R,DNC00ABI1221R,DNC00ABI1321R,DNC00ABI1S21R,DNC00AR11221R,DNC00AR11321R,DNC00AR11S21R,DNC00AR21221R,DNC00AR21321R,DNC00AR21S21R,DNC00AUS1221R,DNC00AUS1321R,DNC00AUS1S21R,DNM00AA01221R,DNM00AA01321R,DNM00AA01S21R,DNM00AA11221R,DNM00AA11321R,DNM00AA11S21R,DNM00ABI1221R,DNM00ABI1321R,DNM00ABI1S21R,DNM00AR11221R,DNM00AR11321R,DNM00AR11S21R,DNM00AR21221R,DNM00AR21321R,DNM00AR21S21R,DNM00AUS1221R,DNM00AUS1321R,DNM00AUS1S21R,DNS00AA01221R,DNS00AA01321R,DNS00AA01S21R,DNS00AA11221R,DNS00AA11321R,DNS00AA11S21R,DNS00ABI1221R,DNS00ABI1321R,DNS00ABI1S21R,DNS00AR11221R,DNS00AR11321R,DNS00AR11S21R,DNS00AR21221R,DNS00AR21321R,DNS00AR21S21R,DNS00AUS1221R,DNS00AUS1321R,DNS00AUS1S21R
"'003903",-1,-1,-1,56,31,84,50,15,85,40,4,57,25,2,46,67,37,93,-1,-1,-1,33,17,75,50,10,70,33,0,53,64,27,73,71,64,93,100,33,100,-1,-1,-1,100,100,100,100,86,100,80,20,100,83,75,92,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,83,9,100,51,32,78,59,24,83,46,8,62,52,8,66,78,55,92,55,0,100,31,19,63,41,15,68,26,4,43,37,3,53,70,37,82,82,9,100,47,28,76,54,19,81,41,5,58,46,5,62,75,50,91,83,0,100,58,40,83,61,24,83,57,11,71,60,11,72,79,52,94,77,5,100,57,34,82,57,19,84,50,5,67,48,5,63,79,56,96,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,36,12,73,22,3,68,14,1,32,3,0,23,57,24,88,82,18,100,45,26,75,58,23,82,37,5,54,43,5,59,78,58,91,43,0,100,29,14,64,32,5,69,22,1,41,30,1,48,68,37,88,.,.,.,25,8,58,26,7,50,13,1,19,23,7,27,60,25,77,96,7,100,60,43,89,80,37,94,61,17,72,73,17,82,86,68,96,"LUFKIN ISD",89,10,100,54,35,80,61,25,84,48,8,64,55,9,67,80,57,94,38,0,100,42,23,72,52,19,77,40,7,53,39,6,61,72,46,86,.,.,.,40,0,60,75,50,88,63,25,63,63,13,63,-1,-1,-1
"'003904",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,20,0,80,14,0,57,20,0,40,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,31,82,53,18,81,55,10,73,53,7,65,66,30,88,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,37,19,69,37,13,74,44,3,63,49,4,56,60,31,85,.,.,.,56,31,92,54,22,86,60,14,76,73,15,81,70,30,95,.,.,.,40,20,100,60,40,100,50,13,88,83,0,92,89,22,100,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,52,32,71,52,14,75,49,5,69,41,3,54,62,30,81,.,.,.,27,12,63,24,3,63,26,1,55,30,5,44,49,10,73,.,.,.,12,6,35,16,0,32,11,0,21,14,0,27,25,0,63,.,.,.,55,33,81,55,19,80,58,10,74,53,9,65,67,33,88,"HUNTINGTON ISD",.,.,.,58,35,83,53,20,80,55,10,72,52,8,61,64,32,88,.,.,.,38,17,79,53,13,84,55,9,76,58,6,74,74,21,84,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'003905",.,.,.,44,26,85,44,15,85,36,10,62,55,0,75,45,9,91,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,0,100,52,26,88,55,21,88,48,9,71,70,6,85,61,36,90,.,.,.,41,18,68,20,0,75,24,0,48,38,0,63,48,14,76,92,0,100,52,26,88,55,21,88,48,9,70,70,6,85,61,37,90,100,0,100,63,35,98,59,19,98,57,16,87,75,5,90,54,24,93,80,0,100,53,28,91,57,23,89,47,9,69,73,4,87,51,30,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,21,86,42,15,85,36,10,62,47,0,71,37,0,89,86,0,100,44,20,81,52,23,81,42,4,60,65,7,80,68,51,86,-1,-1,-1,41,17,84,44,13,84,37,3,63,52,3,76,47,21,85,.,.,.,23,8,69,8,8,62,0,0,25,-1,-1,-1,14,14,57,100,0,100,55,25,93,64,24,91,60,10,83,82,13,92,81,58,100,"DIBOLL ISD",100,0,100,56,28,91,59,23,88,50,9,71,72,6,89,60,39,90,-1,-1,-1,29,17,75,38,12,88,39,11,71,60,5,65,62,28,90,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"'003906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,62,15,92,82,9,100,61,17,78,41,0,65,68,23,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,0,86,-1,-1,-1,40,10,60,27,0,55,60,10,80,.,.,.,67,33,100,-1,-1,-1,50,25,75,50,0,75,64,18,82,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,57,0,86,86,0,100,70,10,80,33,0,56,73,27,91,.,.,.,29,0,86,-1,-1,-1,13,0,50,33,0,60,56,6,81,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,17,92,82,9,100,59,18,76,44,0,63,72,22,89,"ZAVALLA ISD",-1,-1,-1,70,20,90,100,11,100,67,20,80,30,0,50,56,19,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,0,86,100,33,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'003907",.,.,.,40,0,80,-1,-1,-1,14,0,29,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,0,0,40,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,77,15,100,42,24,81,51,13,94,47,13,64,57,10,72,78,38,92,.,.,.,0,0,80,-1,-1,-1,0,0,40,40,0,40,-1,-1,-1,67,0,100,33,19,75,47,12,91,37,7,53,50,4,63,72,38,91,90,10,100,53,27,90,41,10,92,55,14,73,58,16,74,79,28,95,60,0,100,48,24,76,77,23,92,53,9,66,53,13,80,81,50,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,0,80,-1,-1,-1,14,0,29,-1,-1,-1,.,.,.,-1,-1,-1,33,20,73,61,16,95,40,12,57,56,6,70,77,49,88,-1,-1,-1,29,11,60,16,0,90,15,0,35,26,2,46,60,23,80,.,.,.,33,11,56,22,0,78,0,0,11,11,0,33,29,14,43,88,25,100,43,26,84,47,12,93,50,16,66,58,9,72,78,38,91,"CENTRAL ISD",82,18,100,44,26,81,51,14,97,51,11,69,59,12,73,76,38,90,-1,-1,-1,36,14,82,50,11,83,34,17,48,50,4,71,86,43,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'004901",.,.,.,36,27,45,0,0,30,6,0,29,5,0,16,10,0,60,.,.,.,80,40,80,40,0,80,80,20,80,60,20,60,-1,-1,-1,-1,-1,-1,80,80,100,40,20,80,60,20,60,60,0,80,80,40,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,72,0,100,38,19,67,42,9,70,44,9,62,51,7,67,75,47,91,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,0,100,31,16,59,34,7,61,35,5,56,42,3,57,74,40,88,71,0,100,38,21,76,43,10,72,48,12,63,56,9,68,71,42,95,60,0,100,34,15,63,33,6,63,33,7,54,39,3,55,69,37,86,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,17,17,17,0,0,21,0,0,20,6,0,17,0,0,43,73,0,100,38,18,60,41,8,68,41,7,60,45,5,65,79,51,87,-1,-1,-1,20,9,56,22,3,55,25,2,44,31,1,52,63,29,84,.,.,.,9,3,33,4,0,26,12,0,15,19,0,19,46,17,58,77,0,100,36,17,68,48,11,73,52,11,67,61,11,76,81,56,95,"ARANSAS COUNTY ISD",68,0,100,40,21,71,43,10,73,44,9,63,49,7,62,77,46,93,-1,-1,-1,34,16,61,39,6,65,44,9,59,55,9,75,71,49,85,.,.,.,-1,-1,-1,40,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'005901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,40,15,85,74,18,92,74,15,92,76,24,79,75,41,92,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,35,12,76,65,12,94,65,6,88,56,6,63,63,31,94,-1,-1,-1,28,8,80,79,17,88,71,13,96,94,25,94,65,18,100,-1,-1,-1,50,17,83,67,17,83,67,17,83,-1,-1,-1,64,27,73,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,27,93,67,20,100,80,20,87,54,23,62,79,53,88,.,.,.,40,20,80,67,11,89,33,22,78,57,7,57,53,16,84,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,20,13,0,63,.,.,.,40,13,87,79,17,97,76,14,93,87,26,87,79,46,97,"ARCHER CITY ISD",.,.,.,44,16,88,76,20,88,76,16,92,73,27,77,81,50,97,-1,-1,-1,33,13,80,71,14,100,71,14,93,-1,-1,-1,60,20,80,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"'005902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,13,100,68,38,93,67,13,92,78,29,92,76,20,86,89,52,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,40,13,80,43,7,86,53,12,71,57,7,64,83,17,100,100,0,100,73,36,88,82,14,96,78,34,88,95,27,100,85,36,100,.,.,.,63,25,88,83,0,100,75,25,100,-1,-1,-1,83,33,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,33,100,65,40,96,58,12,90,78,25,94,62,14,76,93,68,98,.,.,.,35,5,75,36,4,80,50,4,77,50,4,69,81,26,97,.,.,.,0,0,17,14,14,71,14,0,57,14,14,29,-1,-1,-1,100,13,100,69,41,93,64,14,91,78,29,90,74,21,85,90,54,100,"HOLLIDAY ISD",100,13,100,71,40,94,68,12,94,82,31,93,77,19,88,88,50,98,.,.,.,58,32,89,60,20,80,60,20,87,67,25,75,93,60,100,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.
"'005904",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,17,100,76,55,90,61,29,100,52,16,74,78,7,93,76,52,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,40,80,44,11,100,27,9,64,50,10,80,70,60,90,-1,-1,-1,72,44,94,47,12,100,42,11,79,85,0,92,69,31,92,.,.,.,71,43,86,33,0,100,25,13,50,71,14,100,75,50,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,100,20,100,82,73,82,82,55,100,67,25,67,71,14,93,81,69,88,.,.,.,45,18,73,20,10,100,17,8,42,14,0,71,43,43,57,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,17,100,77,59,91,68,36,100,61,17,83,80,5,90,76,52,90,"WINDTHORST ISD",100,17,100,77,58,92,62,31,100,54,18,79,79,8,92,75,50,92,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,60,80,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
"'006902",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,52,96,74,39,100,38,17,63,81,12,92,80,44,96,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,20,100,-1,-1,-1,20,20,40,80,0,80,60,20,80,.,.,.,57,57,86,67,50,100,43,29,57,82,18,88,69,38,94,.,.,.,83,67,100,83,33,100,50,33,67,80,0,80,60,40,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,72,50,100,76,35,100,35,12,65,78,0,100,100,56,100,.,.,.,57,36,93,54,15,100,14,14,50,88,0,88,43,14,86,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,63,47,95,71,41,100,33,11,61,80,15,95,89,47,100,"CLAUDE ISD",.,.,.,57,43,93,58,58,100,46,15,54,82,9,95,81,43,95,.,.,.,82,64,100,91,18,100,27,18,73,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'007901",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,24,85,47,17,83,38,5,59,47,7,63,68,32,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,23,81,44,15,85,32,6,48,43,9,65,60,30,90,.,.,.,64,23,95,54,19,85,52,8,76,62,0,77,60,10,70,.,.,.,48,23,84,44,15,82,38,3,59,42,4,58,63,29,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,27,27,64,30,10,80,14,0,29,35,12,53,72,44,100,.,.,.,30,10,75,26,4,74,19,4,38,29,0,52,55,20,85,.,.,.,40,20,40,14,14,29,20,20,20,20,0,20,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"CHARLOTTE ISD",.,.,.,50,29,82,42,19,81,37,6,57,42,4,58,63,25,88,.,.,.,60,0,100,80,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'007902",.,.,.,57,57,71,-1,-1,-1,25,0,50,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,64,45,86,62,29,91,56,8,77,58,7,76,86,58,94,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,55,33,83,48,16,91,40,3,69,56,6,75,82,53,89,.,.,.,71,53,88,67,27,92,60,8,79,67,11,85,91,62,95,-1,-1,-1,52,31,82,49,20,87,48,7,70,60,5,76,90,58,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,50,67,-1,-1,-1,14,0,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,39,85,58,30,91,53,8,76,51,3,69,81,56,94,.,.,.,42,24,75,40,8,83,33,2,58,23,0,55,64,34,85,.,.,.,22,22,67,29,14,57,11,0,33,13,7,27,47,27,60,.,.,.,83,69,94,83,43,98,72,8,89,60,9,77,81,60,96,"JOURDANTON ISD",.,.,.,65,48,90,64,33,91,59,10,80,61,9,83,89,61,97,-1,-1,-1,59,38,76,57,17,93,48,3,69,48,0,52,77,52,87,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'007904",.,.,.,28,6,50,30,20,60,22,6,44,24,0,47,39,6,83,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,75,0,88,23,9,61,46,10,82,33,6,58,51,3,71,53,20,87,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,57,35,6,77,32,3,54,46,1,65,41,16,85,-1,-1,-1,29,15,64,52,7,85,34,6,65,59,3,79,43,9,83,80,0,100,21,8,59,40,11,78,31,3,57,51,3,70,49,17,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,27,17,0,33,0,0,29,27,0,40,21,0,79,-1,-1,-1,17,3,57,40,12,79,32,5,53,45,3,64,61,29,90,.,.,.,8,0,47,9,3,55,16,0,45,25,0,49,35,12,79,.,.,.,8,0,25,0,0,25,20,0,20,0,0,0,-1,-1,-1,-1,-1,-1,50,20,70,85,0,100,56,33,67,56,6,81,80,40,93,"LYTLE ISD",75,0,88,22,10,65,50,10,86,30,7,62,52,3,73,53,23,87,.,.,.,27,7,47,26,11,63,43,0,49,50,3,67,52,11,85,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.
"'007905",.,.,.,91,36,100,53,13,93,71,14,79,29,0,43,64,18,82,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,40,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,2,96,60,32,85,52,16,79,52,11,70,53,6,71,77,48,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,76,0,100,50,23,79,41,7,71,41,7,61,47,4,66,70,38,91,71,0,96,69,36,90,55,17,79,61,15,75,57,8,77,72,43,94,65,0,96,53,29,83,40,9,72,43,7,64,49,4,70,72,41,93,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,91,36,100,53,13,93,71,14,79,29,0,43,60,20,80,78,6,94,51,28,80,50,14,80,43,7,65,49,5,67,81,52,94,57,0,86,41,16,76,28,2,67,31,1,53,30,1,56,61,27,89,.,.,.,39,13,71,35,5,55,32,0,34,19,5,24,58,26,74,84,5,95,76,40,90,83,33,97,75,20,83,63,12,77,85,59,95,"PLEASANTON ISD",82,3,100,61,31,87,57,17,83,55,12,74,54,6,72,81,52,95,38,0,75,57,36,79,40,13,68,42,5,54,48,7,68,65,35,90,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
