DISTRICT,DD000AA01221R,DD000AA01321R,DD000AA01S21R,DD000AA11221R,DD000AA11321R,DD000AA11S21R,DD000ABI1221R,DD000ABI1321R,DD000ABI1S21R,DD000AR11221R,DD000AR11321R,DD000AR11S21R,DD000AR21221R,DD000AR21321R,DD000AR21S21R,DD000AUS1221R,DD000AUS1321R,DD000AUS1S21R,DD200AA01221R,DD200AA01321R,DD200AA01S21R,DD200AA11221R,DD200AA11321R,DD200AA11S21R,DD200ABI1221R,DD200ABI1321R,DD200ABI1S21R,DD200AR11221R,DD200AR11321R,DD200AR11S21R,DD200AR21221R,DD200AR21321R,DD200AR21S21R,DD200AUS1221R,DD200AUS1321R,DD200AUS1S21R,DD300AA01221R,DD300AA01321R,DD300AA01S21R,DD300AA11221R,DD300AA11321R,DD300AA11S21R,DD300ABI1221R,DD300ABI1321R,DD300ABI1S21R,DD300AR11221R,DD300AR11321R,DD300AR11S21R,DD300AR21221R,DD300AR21321R,DD300AR21S21R,DD300AUS1221R,DD300AUS1321R,DD300AUS1S21R,DD400AA01221R,DD400AA01321R,DD400AA01S21R,DD400AA11221R,DD400AA11321R,DD400AA11S21R,DD400ABI1221R,DD400ABI1321R,DD400ABI1S21R,DD400AR11221R,DD400AR11321R,DD400AR11S21R,DD400AR21221R,DD400AR21321R,DD400AR21S21R,DD400AUS1221R,DD400AUS1321R,DD400AUS1S21R,DDA00AA01221R,DDA00AA01321R,DDA00AA01S21R,DDA00AA11221R,DDA00AA11321R,DDA00AA11S21R,DDA00ABI1221R,DDA00ABI1321R,DDA00ABI1S21R,DDA00AR11221R,DDA00AR11321R,DDA00AR11S21R,DDA00AR21221R,DDA00AR21321R,DDA00AR21S21R,DDA00AUS1221R,DDA00AUS1321R,DDA00AUS1S21R,DDB00AA01221R,DDB00AA01321R,DDB00AA01S21R,DDB00AA11221R,DDB00AA11321R,DDB00AA11S21R,DDB00ABI1221R,DDB00ABI1321R,DDB00ABI1S21R,DDB00AR11221R,DDB00AR11321R,DDB00AR11S21R,DDB00AR21221R,DDB00AR21321R,DDB00AR21S21R,DDB00AUS1221R,DDB00AUS1321R,DDB00AUS1S21R,DDE00AA01221R,DDE00AA01321R,DDE00AA01S21R,DDE00AA11221R,DDE00AA11321R,DDE00AA11S21R,DDE00ABI1221R,DDE00ABI1321R,DDE00ABI1S21R,DDE00AR11221R,DDE00AR11321R,DDE00AR11S21R,DDE00AR21221R,DDE00AR21321R,DDE00AR21S21R,DDE00AUS1221R,DDE00AUS1321R,DDE00AUS1S21R,DDF00AA01221R,DDF00AA01321R,DDF00AA01S21R,DDF00AA11221R,DDF00AA11321R,DDF00AA11S21R,DDF00ABI1221R,DDF00ABI1321R,DDF00ABI1S21R,DDF00AR11221R,DDF00AR11321R,DDF00AR11S21R,DDF00AR21221R,DDF00AR21321R,DDF00AR21S21R,DDF00AUS1221R,DDF00AUS1321R,DDF00AUS1S21R,DDH00AA01221R,DDH00AA01321R,DDH00AA01S21R,DDH00AA11221R,DDH00AA11321R,DDH00AA11S21R,DDH00ABI1221R,DDH00ABI1321R,DDH00ABI1S21R,DDH00AR11221R,DDH00AR11321R,DDH00AR11S21R,DDH00AR21221R,DDH00AR21321R,DDH00AR21S21R,DDH00AUS1221R,DDH00AUS1321R,DDH00AUS1S21R,DDI00AA01221R,DDI00AA01321R,DDI00AA01S21R,DDI00AA11221R,DDI00AA11321R,DDI00AA11S21R,DDI00ABI1221R,DDI00ABI1321R,DDI00ABI1S21R,DDI00AR11221R,DDI00AR11321R,DDI00AR11S21R,DDI00AR21221R,DDI00AR21321R,DDI00AR21S21R,DDI00AUS1221R,DDI00AUS1321R,DDI00AUS1S21R,DDL00AA01221R,DDL00AA01321R,DDL00AA01S21R,DDL00AA11221R,DDL00AA11321R,DDL00AA11S21R,DDL00ABI1221R,DDL00ABI1321R,DDL00ABI1S21R,DDL00AR11221R,DDL00AR11321R,DDL00AR11S21R,DDL00AR21221R,DDL00AR21321R,DDL00AR21S21R,DDL00AUS1221R,DDL00AUS1321R,DDL00AUS1S21R,DDM00AA01221R,DDM00AA01321R,DDM00AA01S21R,DDM00AA11221R,DDM00AA11321R,DDM00AA11S21R,DDM00ABI1221R,DDM00ABI1321R,DDM00ABI1S21R,DDM00AR11221R,DDM00AR11321R,DDM00AR11S21R,DDM00AR21221R,DDM00AR21321R,DDM00AR21S21R,DDM00AUS1221R,DDM00AUS1321R,DDM00AUS1S21R,DDR00AA01221R,DDR00AA01321R,DDR00AA01S21R,DDR00AA11221R,DDR00AA11321R,DDR00AA11S21R,DDR00ABI1221R,DDR00ABI1321R,DDR00ABI1S21R,DDR00AR11221R,DDR00AR11321R,DDR00AR11S21R,DDR00AR21221R,DDR00AR21321R,DDR00AR21S21R,DDR00AUS1221R,DDR00AUS1321R,DDR00AUS1S21R,DDS00AA01221R,DDS00AA01321R,DDS00AA01S21R,DDS00AA11221R,DDS00AA11321R,DDS00AA11S21R,DDS00ABI1221R,DDS00ABI1321R,DDS00ABI1S21R,DDS00AR11221R,DDS00AR11321R,DDS00AR11S21R,DDS00AR21221R,DDS00AR21321R,DDS00AR21S21R,DDS00AUS1221R,DDS00AUS1321R,DDS00AUS1S21R,DDW00AA01221R,DDW00AA01321R,DDW00AA01S21R,DDW00AA11221R,DDW00AA11321R,DDW00AA11S21R,DDW00ABI1221R,DDW00ABI1321R,DDW00ABI1S21R,DDW00AR11221R,DDW00AR11321R,DDW00AR11S21R,DDW00AR21221R,DDW00AR21321R,DDW00AR21S21R,DDW00AUS1221R,DDW00AUS1321R,DDW00AUS1S21R,DISTNAME,DNC00AA01221R,DNC00AA01321R,DNC00AA01S21R,DNC00AA11221R,DNC00AA11321R,DNC00AA11S21R,DNC00ABI1221R,DNC00ABI1321R,DNC00ABI1S21R,DNC00AR11221R,DNC00AR11321R,DNC00AR11S21R,DNC00AR21221R,DNC00AR21321R,DNC00AR21S21R,DNC00AUS1221R,DNC00AUS1321R,DNC00AUS1S21R,DNM00AA01221R,DNM00AA01321R,DNM00AA01S21R,DNM00AA11221R,DNM00AA11321R,DNM00AA11S21R,DNM00ABI1221R,DNM00ABI1321R,DNM00ABI1S21R,DNM00AR11221R,DNM00AR11321R,DNM00AR11S21R,DNM00AR21221R,DNM00AR21321R,DNM00AR21S21R,DNM00AUS1221R,DNM00AUS1321R,DNM00AUS1S21R,DNS00AA01221R,DNS00AA01321R,DNS00AA01S21R,DNS00AA11221R,DNS00AA11321R,DNS00AA11S21R,DNS00ABI1221R,DNS00ABI1321R,DNS00ABI1S21R,DNS00AR11221R,DNS00AR11321R,DNS00AR11S21R,DNS00AR21221R,DNS00AR21321R,DNS00AR21S21R,DNS00AUS1221R,DNS00AUS1321R,DNS00AUS1S21R
"'184904",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,80,0,100,47,21,89,61,15,93,57,11,71,53,6,63,68,31,91,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,41,17,83,48,3,87,44,10,54,36,0,48,58,22,81,100,0,100,55,25,93,68,18,91,67,13,80,68,11,79,72,37,93,.,.,.,33,11,89,45,0,91,22,0,44,38,8,46,73,18,91,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,60,0,100,40,18,84,56,12,95,46,8,62,38,2,48,63,23,89,.,.,.,20,5,77,44,3,90,32,2,46,34,0,42,51,17,86,.,.,.,36,27,64,-1,-1,-1,44,33,44,-1,-1,-1,36,36,64,80,0,100,47,21,88,66,16,93,60,10,74,55,6,66,65,30,90,"MILLSAP ISD",60,0,100,60,29,94,68,18,91,57,12,69,47,8,58,67,31,90,100,0,100,30,11,81,52,10,97,57,9,74,57,5,67,69,31,92,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.
"'184907",.,.,.,38,13,88,53,27,80,44,13,63,41,6,53,44,11,89,-1,-1,-1,77,64,95,90,67,95,81,48,95,94,24,100,92,83,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,43,86,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,96,25,99,67,43,90,81,44,95,75,31,85,83,31,91,91,75,97,-1,-1,-1,31,15,77,65,24,88,50,11,72,88,13,100,89,67,89,83,0,100,43,18,77,60,19,83,47,8,68,68,15,77,73,41,86,96,22,100,69,44,92,84,47,95,82,40,90,91,42,97,89,70,97,93,0,100,53,35,86,71,24,93,59,16,78,77,28,82,85,58,96,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,27,0,91,40,10,80,27,0,45,33,0,47,38,13,88,97,28,98,65,42,89,79,42,95,70,23,82,75,21,86,93,81,97,78,22,100,33,9,67,46,12,82,35,1,56,51,1,72,69,40,89,.,.,.,18,0,53,36,8,69,19,0,40,26,0,44,55,41,68,96,30,99,71,44,91,84,47,96,80,33,87,83,32,93,93,79,98,"ALEDO ISD",99,26,100,70,46,91,86,48,96,80,34,89,83,33,92,92,78,98,69,15,92,60,37,87,72,35,92,64,24,78,81,25,89,88,69,96,-1,-1,-1,57,29,86,100,60,100,75,33,92,70,0,90,33,33,67
"'184908",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,0,83,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,92,8,100,49,21,85,78,33,98,70,19,85,78,18,84,68,38,94,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,37,20,80,65,23,96,57,10,67,54,12,65,55,40,90,86,0,100,45,18,86,81,29,98,73,22,90,82,21,92,74,36,98,-1,-1,-1,42,8,92,88,13,100,57,14,71,64,7,79,50,21,86,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,20,100,52,23,84,75,36,98,68,18,81,73,15,77,59,41,89,.,.,.,24,9,71,57,14,94,41,3,72,58,0,70,44,24,88,.,.,.,38,13,63,71,14,100,67,0,83,11,0,11,17,0,67,90,10,100,49,24,85,76,35,98,72,19,87,82,20,87,73,42,97,"PEASTER ISD",91,9,100,48,23,83,76,37,97,70,23,88,77,18,85,67,36,95,-1,-1,-1,50,18,88,80,26,100,71,12,79,80,17,83,72,44,89,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"'184909",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84,9,98,52,32,86,89,42,99,80,17,89,75,13,88,94,69,98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,33,25,75,75,25,100,62,31,77,50,0,75,-1,-1,-1,89,4,100,51,29,92,87,38,100,89,25,96,75,15,94,95,63,98,-1,-1,-1,50,43,79,88,50,100,64,36,79,33,0,83,88,75,88,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,76,18,94,53,36,80,91,48,98,70,8,81,75,12,85,94,76,98,.,.,.,44,33,67,67,17,83,56,11,78,50,6,78,100,40,100,.,.,.,46,31,62,50,25,88,62,23,62,25,13,38,60,0,80,84,9,98,53,32,86,88,43,99,83,14,90,77,14,88,95,67,99,"BROCK ISD",83,10,98,57,33,87,88,42,99,82,16,89,75,14,88,95,76,99,-1,-1,-1,41,30,84,91,43,100,77,19,88,75,13,90,93,50,97,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1
"'184911",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,30,100,100,50,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,0,100,100,29,100,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88,25,100,100,50,100,.,.,.,.,.,.,.,.,.,"GARNER ISD",.,.,.,89,33,100,100,56,100,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'185901",.,.,.,50,17,83,33,0,75,42,0,100,0,0,71,29,0,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,59,20,90,35,8,86,56,0,94,52,0,90,57,21,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,59,25,88,41,11,85,68,0,92,52,0,88,52,12,80,.,.,.,62,15,85,17,0,75,64,0,91,73,0,100,50,7,79,-1,-1,-1,58,21,89,35,9,85,55,0,94,50,0,90,57,21,82,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,20,0,60,0,0,60,50,0,100,0,0,67,17,0,67,-1,-1,-1,57,21,93,44,12,92,52,0,95,31,0,81,64,36,86,.,.,.,47,5,79,13,0,69,41,0,88,33,0,83,38,13,75,.,.,.,50,0,50,-1,-1,-1,60,0,80,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,"BOVINA ISD",-1,-1,-1,64,22,94,38,9,88,57,0,93,56,0,96,54,19,81,.,.,.,20,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'185902",.,.,.,17,17,50,0,0,33,0,0,33,38,0,88,38,25,88,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,28,80,41,9,80,43,2,67,57,4,77,76,55,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,20,76,38,0,79,39,0,64,33,0,71,63,53,89,.,.,.,56,36,84,44,11,78,50,4,73,81,10,90,79,53,100,.,.,.,41,27,82,38,0,77,44,0,68,33,0,67,48,33,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,20,20,40,0,0,20,0,0,20,50,0,83,33,17,83,.,.,.,33,13,73,37,5,84,35,0,60,43,0,69,75,56,91,.,.,.,20,13,60,22,6,50,22,6,33,38,0,62,58,27,88,.,.,.,14,0,43,10,0,30,10,0,10,25,0,38,0,0,60,.,.,.,56,28,78,47,21,89,43,5,67,74,6,84,97,69,100,"FARWELL ISD",.,.,.,52,28,84,48,7,76,50,3,70,61,5,82,78,59,95,.,.,.,40,27,73,29,12,88,31,0,63,42,0,58,70,40,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'185903",.,.,.,7,7,64,25,6,63,27,0,40,16,0,26,64,14,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,0,100,56,32,91,67,32,91,56,11,74,51,1,64,70,27,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,55,30,91,66,26,87,55,4,77,47,2,60,72,30,88,-1,-1,-1,59,38,95,71,34,91,68,13,87,71,4,79,61,18,91,17,0,100,54,32,90,64,27,91,55,10,73,47,2,61,70,25,90,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,8,8,62,27,7,60,21,0,36,18,0,24,50,0,70,-1,-1,-1,54,26,87,63,29,90,48,10,64,41,0,57,80,37,90,-1,-1,-1,21,4,71,39,7,79,24,0,44,23,0,37,43,10,81,.,.,.,18,0,64,38,0,85,0,0,36,20,0,20,20,0,80,-1,-1,-1,69,31,92,100,67,100,64,18,82,78,0,89,-1,-1,-1,"FRIONA ISD",38,0,100,61,37,96,71,36,95,63,14,79,59,2,72,70,29,93,.,.,.,39,11,72,55,20,80,35,0,59,20,0,33,71,14,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'185904",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,7,87,50,0,100,35,0,65,55,9,73,43,14,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,0,90,50,0,100,33,0,67,50,0,83,50,10,80,.,.,.,17,0,83,50,0,100,14,0,43,57,0,86,44,11,67,.,.,.,0,0,100,57,0,100,14,0,43,63,13,75,56,11,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,22,11,89,-1,-1,-1,50,0,80,-1,-1,-1,40,20,80,.,.,.,0,0,80,17,0,100,0,0,14,33,17,50,17,0,50,.,.,.,0,0,80,-1,-1,-1,14,0,14,-1,-1,-1,-1,-1,-1,.,.,.,30,10,80,-1,-1,-1,50,0,80,-1,-1,-1,20,20,60,"LAZBUDDIE ISD",.,.,.,20,0,80,43,0,100,33,0,58,43,0,71,43,14,71,.,.,.,20,20,100,-1,-1,-1,40,0,80,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.
"'186901",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,0,0,64,55,23,91,62,19,76,60,15,85,62,19,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,67,38,0,85,55,0,64,58,17,92,33,11,100,-1,-1,-1,-1,-1,-1,64,27,91,89,33,100,70,30,100,42,17,100,.,.,.,0,0,67,53,26,89,61,22,72,53,13,87,61,17,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,43,45,18,91,42,8,58,50,0,70,89,22,100,.,.,.,-1,-1,-1,-1,-1,-1,20,0,20,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,20,80,-1,-1,-1,"BUENA VISTA ISD",.,.,.,0,0,70,58,26,89,68,21,79,61,17,83,63,21,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.
"'186902",.,.,.,6,0,53,10,5,55,13,0,38,10,3,31,10,0,40,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,9,64,32,8,72,29,5,58,39,6,57,51,20,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,8,65,27,7,70,27,4,56,33,5,53,49,19,76,.,.,.,30,8,78,29,7,68,33,4,68,40,5,54,45,16,79,.,.,.,28,7,63,30,7,70,27,4,56,37,5,55,47,18,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,38,0,0,44,5,0,30,4,0,21,11,0,44,.,.,.,25,10,51,34,8,76,24,5,47,39,6,60,56,24,84,.,.,.,15,1,55,18,3,63,13,1,46,26,1,47,39,10,76,.,.,.,24,18,35,32,14,64,33,17,39,33,19,33,18,9,55,.,.,.,25,25,83,50,14,100,50,17,75,65,12,76,76,35,94,"FORT STOCKTON ISD",.,.,.,28,9,69,35,9,74,28,5,59,42,6,59,52,19,83,.,.,.,24,8,40,14,3,59,31,0,50,25,3,47,38,25,63,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'186903",.,.,.,40,20,100,-1,-1,-1,40,0,40,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,22,78,60,7,93,50,21,67,71,18,94,53,12,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,9,91,38,0,88,33,25,50,56,11,89,30,0,70,.,.,.,50,40,90,64,0,91,80,40,90,73,27,91,36,0,82,.,.,.,30,15,75,45,0,91,43,14,62,62,8,92,53,13,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,31,8,69,-1,-1,-1,29,7,50,67,0,100,83,33,83,.,.,.,36,0,64,14,0,86,27,0,45,44,0,89,38,8,77,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"IRAAN-SHEFFIELD ISD",.,.,.,43,24,76,64,9,91,50,23,68,62,23,92,57,14,79,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.
"'187901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,32,8,82,69,28,94,33,5,63,69,19,75,81,42,94,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,26,5,79,62,15,92,32,5,64,54,8,62,75,33,92,-1,-1,-1,33,13,83,75,25,88,34,7,66,75,25,81,80,27,87,.,.,.,22,0,67,-1,-1,-1,40,10,80,-1,-1,-1,-1,-1,-1,.,.,.,14,14,86,60,0,80,14,0,29,60,0,60,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,0,79,63,31,100,29,0,57,63,13,69,81,56,100,.,.,.,17,6,72,11,0,78,14,0,45,11,0,33,25,13,75,.,.,.,0,0,43,-1,-1,-1,0,0,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,10,85,70,39,96,29,4,63,74,22,83,83,43,91,"BIG SANDY ISD",.,.,.,37,11,81,66,31,93,30,0,60,69,21,76,78,44,93,-1,-1,-1,18,0,82,-1,-1,-1,38,15,69,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'187903",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,39,72,28,0,67,28,0,48,50,4,69,20,0,40,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,57,43,71,29,0,64,22,0,44,50,5,73,-1,-1,-1,.,.,.,60,60,80,-1,-1,-1,40,0,60,73,9,82,-1,-1,-1,.,.,.,80,60,80,33,0,50,38,0,50,50,0,63,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,46,31,69,21,0,57,25,0,45,33,0,60,-1,-1,-1,.,.,.,38,25,63,0,0,38,8,0,31,52,5,76,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,25,13,50,14,0,57,25,0,33,50,6,69,-1,-1,-1,"GOODRICH ISD",.,.,.,70,60,90,45,0,73,27,0,47,54,0,69,-1,-1,-1,.,.,.,25,13,50,0,0,57,30,0,50,46,8,69,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
