,year,zipcode,DISTRICT,distname,area,median_ppsf,graduate_rate,Average 4yr Graduation Rate,grad_rate_change,Year-over-year change%,Rolling 4-yr Change%,Average 4yr PPSF,home_price_change_1_lag,home_price_change_2_lag,home_price_change_3_lag,scale_median_ppsf,scale_graduate_rate
6573,2021,77506,14801.0,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),1260.931539009768,118.95967017987168,20.6,26.849999999999998,-12.398042414355626,2.579726097399937,25.529332235992786,109.34934925269994,9.100002477189296,21.680270741417317,35.46988847348614,-0.04846325417735378,-5.122936374951365
6899,2019,77640,123803.0,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,1555.249197684944,112.52216060326224,58.3,,,,,,,,,-0.15139129174512098,-2.374656077851027
7092,2017,77951,235901.0,BLOOMINGTON ISD,1682.417832864885,36.75513822550297,73.9,,,-39.867389873107975,-23.920130724924615,51.484693606639595,-6.835992906739663,-12.590367613105634,,-1.3628148761125503,-1.237436644568127
7093,2018,77951,235901.0,BLOOMINGTON ISD,1680.0,69.64285714285714,74.5,82.525,,89.47788120283727,16.559204462769795,56.81759461016665,10.358226163823003,2.814145651260347,-3.5362802015048267,-0.8369797953317506,-1.1936974355957084
7143,2015,78006,130801.0,MEADOWLAND CHARTER DISTRICT,2462.989649504943,134.9965072191152,60.9,,,5.432280710717063,15.28846097803578,126.09080910753673,,,,0.20794648713642738,-2.18511950563721
7144,2016,78006,130801.0,MEADOWLAND CHARTER DISTRICT,2665.098460240805,142.97539309882413,68.8,,,5.910438754358482,15.088139475076968,132.5610193108589,5.131389233773609,,,0.3355192784157767,-1.6092199208336908
7297,2019,78041,240801.0,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,2263.715190586317,117.94769991840064,74.0,,,19.959748917008667,,,,,,-0.06464344184940284,-1.2301467764060576
7298,2020,78041,240801.0,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,2132.533339360107,123.09068991097922,74.5,75.95,,4.360398715817793,23.090689910979222,109.84027993276428,,,,0.017586784120309003,-1.1936974355957084
7326,2015,78046,240801.0,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,1095.0,85.84474885844749,63.1,,,63.45480715379159,,,,,,-0.5779310282075082,-2.024742406071673
7329,2019,78046,240801.0,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,1423.3390769230768,105.51948051948052,74.0,73.10000000000001,,6.6190640367612685,22.918969328543803,97.0182519433655,15.817631653468567,,,-0.26335572615271385,-1.2301467764060576
7330,2020,78046,240801.0,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,1453.5608748951545,116.88536953242836,74.5,75.95,3.8987688098495177,10.771365587655168,19.587939536733543,104.77840711186072,7.998654905702907,25.08148432938766,,-0.08162882735842544,-1.1936974355957084
7359,2015,78058,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,2172.0,156.5377532228361,28.1,,,-48.88563160070658,,,,,,0.5523651092047571,-4.576196262796127
7360,2018,78058,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1716.0,147.43589743589743,44.9,,,-5.814479638009051,,,,,,0.4068373793853876,-3.351498411568389
7361,2020,78058,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1663.0000000000002,261.57546602525554,32.4,,,77.4164030432168,-14.58760293052881,217.94977917099726,,,,2.2317918379264503,-4.262731931827122
7362,2021,78058,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1860.0,276.8817204301075,40.6,36.5,,5.851563465579046,76.87855787476279,210.60770927852417,-3.3686980185984594,,,2.4765204413802993,-3.664962742537393
7547,2015,78133,46802.0,TRINITY CHARTER SCHOOL,1661.1111111111113,117.39130434782608,40.0,,,6.185955963358114,30.06956521739128,103.87735816773767,,,,-0.0735395380041523,-3.7087019515098123
7610,2015,78163,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,2559.861088576314,130.86647611269905,28.1,,,3.3768537943222876,9.985363660431034,128.0767013440967,,,,0.1419122557588423,-4.576196262796127
7611,2016,78163,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,2157.60654278966,134.4371618492434,46.4,,,2.7284953661236955,-1.0496954072293008,131.93965289427368,3.0161235491212413,,,0.19900322723780028,-3.2421503891373407
7612,2017,78163,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,2432.113826684471,140.6038221764382,24.4,,,4.5870206142182735,11.068787055434992,133.12478023741946,0.8982343951559724,3.9414498033958134,,0.2976007109808016,-4.845921384792712
7613,2018,78163,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,2601.270070659493,134.31650328849523,44.9,35.949999999999996,,-4.471655742084502,2.6362956184631248,135.05599085671895,1.4506770383810652,2.3619419136584163,5.449304549054057,0.19707404193317776,-3.351498411568389
