City_1,State,Zip5,Zip4,District_N,District_1
MANSFIELD,TX,76063, ,MANSFIELD ISD,220908
SAN ANTONIO,TX,78218, ,JUDSON ISD,15916
DALLAS,TX,75211,6530,DALLAS ISD,57905
MANSFIELD,TX,76063, ,MANSFIELD ISD,220908
MASON,TX,76856, ,MASON ISD,157901
MASON,TX,76856, ,MASON ISD,157901
MASON,TX,76856, ,MASON ISD,157901
PEARLAND,TX,77584, ,PEARLAND ISD,20908
HOUSTON,TX,77099, ,ALIEF ISD,101903
MATAGORDA,TX,77457,657,MATAGORDA ISD,158904
RICHARDSON,TX,75081, ,RICHARDSON ISD,57916
PLANO,TX,75025,3669,PLANO ISD,43910
AUSTIN,TX,78703,4799,AUSTIN ISD,227901
MATHIS,TX,78368,1179,MATHIS ISD,205904
MATHIS,TX,78368,1179,MATHIS ISD,205904
MATHIS,TX,78368,1179,MATHIS ISD,205904
MATHIS,TX,78368,1179,MATHIS ISD,205904
LAREDO,TX,78045, ,UNITED ISD,240903
HUNTSVILLE,TX,77340, ,WINDHAM SCHOOL DISTRICT,236903
LUBBOCK,TX,79415, ,LUBBOCK ISD,152901
PASADENA,TX,77501,1799,PASADENA ISD,101917
HOUSTON,TX,77070,4438,CYPRESS-FAIRBANKS ISD,101907
MAUD,TX,75567,1028,MAUD ISD,19903
FORT WORTH,TX,76105,3898,FORT WORTH ISD,220905
EAGLE PASS,TX,78852,5604,EAGLE PASS ISD,159901
KILLEEN,TX,76542, ,KILLEEN ISD,14906
FORT WORTH,TX,76112,7998,FORT WORTH ISD,220905
HOUSTON,TX,77079,2309,KATY ISD,101914
ORANGE,TX,77632,9420,LITTLE CYPRESS-MAURICEVILLE CISD,181908
ORANGE,TX,77632,9420,LITTLE CYPRESS-MAURICEVILLE CISD,181908
ROCKWALL,TX,75032, ,ROCKWALL ISD,199901
FRISCO,TX,75035, ,FRISCO ISD,43905
SAN ANTONIO,TX,78201,3113,SAN ANTONIO ISD,15907
WAXAHACHIE,TX,75165, ,WAXAHACHIE ISD,70912
ALLEN,TX,75002,13,ALLEN ISD,43901
KILLEEN,TX,76549,3352,KILLEEN ISD,14906
GORMAN,TX,76454,8,GORMAN ISD,67904
MAY,TX,76857, ,MAY ISD,25905
SAN ANTONIO,TX,78256,1014,NORTHSIDE ISD,15915
MAY,TX,76857, ,MAY ISD,25905
DALLAS,TX,75204, ,DALLAS ISD,57905
HOUSTON,TX,77084,4408,KATY ISD,101914
HOUSTON,TX,77084,5627,KATY ISD,101914
HOUSTON,TX,77084,4410,KATY ISD,101914
DENISON,TX,75020,3627,DENISON ISD,91903
MAYPEARL,TX,76064,40,MAYPEARL ISD,70915
MAYPEARL,TX,76064,40,MAYPEARL ISD,70915
MAYPEARL,TX,76064,40,MAYPEARL ISD,70915
MCALLEN,TX,78501,6142,MCALLEN ISD,108906
ALEDO,TX,76008, ,ALEDO ISD,184907
SAN ANTONIO,TX,78006, ,NORTHSIDE ISD,15915
MCALLEN,TX,78501,5812,MCALLEN ISD,108906
HIGHLAND VILLAGE,TX,75077,7060,LEWISVILLE ISD,61902
AUSTIN,TX,78758, ,AUSTIN ISD,227901
PLANO,TX,75074,8988,PLANO ISD,43910
WILLOW PARK,TX,76087, ,ALEDO ISD,184907
AUSTIN,TX,78756,1598,AUSTIN ISD,227901
MCCAMEY,TX,79752,1069,MCCAMEY ISD,231901
MCCAMEY,TX,79752,1069,MCCAMEY ISD,231901
MCCAMEY,TX,79752,1069,MCCAMEY ISD,231901
DECATUR,TX,76234,3717,DECATUR ISD,249905
NEVADA,TX,75173,400,COMMUNITY ISD,43918
SAN ANTONIO,TX,78221,2799,HARLANDALE ISD,15904
BEEVILLE,TX,78102,7302,WINDHAM SCHOOL DISTRICT,236903
CARROLLTON,TX,75006,1408,CARROLLTON-FARMERS BRANCH ISD,57903
PLANO,TX,75075, ,PLANO ISD,43910
DALLAS,TX,75205,2235,HIGHLAND PARK ISD,57911
THE WOODLANDS,TX,77381, ,CONROE ISD,170902
MCDADE,TX,78650,400,MCDADE ISD,11905
MCDADE,TX,78650,400,MCDADE ISD,11905
MCDADE,TX,78650,400,MCDADE ISD,11905
SAN ANTONIO,TX,78240,5010,NORTHSIDE ISD,15915
MESQUITE,TX,75150,3935,MESQUITE ISD,57914
HOUSTON,TX,77086, ,KLEIN ISD,101915
HONDO,TX,78861, ,HONDO ISD,163904
KATY,TX,77493, ,KATY ISD,101914
KATY,TX,77449, ,CYPRESS-FAIRBANKS ISD,101907
SAN ANGELO,TX,76901,2871,SAN ANGELO ISD,226903
HOUSTON,TX,77028,5045,HOUSTON ISD,101912
MCGREGOR,TX,76657,356,MCGREGOR ISD,161909
MCGREGOR,TX,76657,356,MCGREGOR ISD,161909
MCGREGOR,TX,76657,356,MCGREGOR ISD,161909
DALLAS,TX,75287,5186,CARROLLTON-FARMERS BRANCH ISD,57903
FLOWER MOUND,TX,75022,4722,LEWISVILLE ISD,61902
MESQUITE,TX,75150,3566,MESQUITE ISD,57914
MCKINNEY,TX,75070,3211,MCKINNEY ISD,43907
MCKINNEY,TX,75069,5399,MCKINNEY ISD,43907
MCKINNEY,TX,75070, ,MCKINNEY ISD,43907
FARMERS BRANCH,TX,75234, ,CARROLLTON-FARMERS BRANCH ISD,57903
FORT WORTH,TX,76109, ,FORT WORTH ISD,220905
FORT WORTH,TX,76109,3797,FORT WORTH ISD,220905
MCLEAN,TX,79057,9701,MCLEAN ISD,90903
MOODY,TX,76557, ,MOODY ISD,161910
VALLEY MILLS,TX,76689,518,VALLEY MILLS ISD,18904
WACO,TX,76705,5019,HALLSBURG ISD,161924
WACO,TX,76706, ,GHOLSON ISD,161925
MCLEOD,TX,75565,350,MCLEOD ISD,34906
MCLEOD,TX,75565,350,MCLEOD ISD,34906
MCLEOD,TX,75565,350,MCLEOD ISD,34906
PASADENA,TX,77503,2205,PASADENA ISD,101917
DENTON,TX,76205,702,DENTON ISD,61901
NACOGDOCHES,TX,75963,1521,NACOGDOCHES ISD,174904
CHANNELVIEW,TX,77530, ,CHANNELVIEW ISD,101905
TILDEN,TX,78072,359,MCMULLEN COUNTY ISD,162904
DENTON,TX,76210, ,DENTON ISD,61901
HOUSTON,TX,77074,7308,HOUSTON ISD,101912
AUSTIN,TX,78729,6901,ROUND ROCK ISD,246909
WICHITA FALLS,TX,76310,2999,WICHITA FALLS ISD,243905
ARLINGTON,TX,76014, ,ARLINGTON ISD,220901
MCQUEENEY,TX,78123,9715,SEGUIN ISD,94901
FORT WORTH,TX,76105,3499,FORT WORTH ISD,220905
HOUSTON,TX,77020,6627,HOUSTON ISD,101912
KATY,TX,77449, ,KATY ISD,101914
FRISCO,TX,75035, ,FRISCO ISD,43905
LUBBOCK,TX,79415, ,LUBBOCK ISD,152901
DALLAS,TX,75287, ,CARROLLTON-FARMERS BRANCH ISD,57903
MESQUITE,TX,75149,6338,MESQUITE ISD,57914
FORT WORTH,TX,76106,4698,FORT WORTH ISD,220905
SAN ANTONIO,TX,78229, ,NORTHSIDE ISD,15915
HOUSTON,TX,77039, ,ALDINE ISD,101902
HOUSTON,TX,77089,1505,PASADENA ISD,101917
BEDFORD,TX,76021,3705,HURST-EULESS-BEDFORD ISD,220916
MEADOW,TX,79345,9801,MEADOW ISD,223902
SAN ANTONIO,TX,78227,1642,NORTHSIDE ISD,15915
HOUSTON,TX,77079, ,SPRING BRANCH ISD,101920
CORPUS CHRISTI,TX,78412,3375,CORPUS CHRISTI ISD,178904
FORT WORTH,TX,76103,2799,FORT WORTH ISD,220905
FORT WORTH,TX,76103,1599,FORT WORTH ISD,220905
FORT WORTH,TX,76123,1215,CROWLEY ISD,220912
PLANO,TX,75074,4603,PLANO ISD,43910
FORT HOOD,TX,76544,1347,KILLEEN ISD,14906
MEADOWS PLACE,TX,77477,1622,FORT BEND ISD,79907
MEDINA,TX,78055,1470,MEDINA ISD,10901
CASTROVILLE,TX,78009,9531,MEDINA VALLEY ISD,163908
SAN ANTONIO,TX,78253, ,MEDINA VALLEY ISD,163908
CASTROVILLE,TX,78009,5309,MEDINA VALLEY ISD,163908
SAN ANTONIO,TX,78252, ,SOUTHWEST ISD,15912
TROPHY CLUB,TX,76262,8398,NORTHWEST ISD,61911
DALLAS,TX,75241, ,ACADEMY FOR ACADEMIC EXCELLENCE,57814
ALVIN,TX,77511,3581,ALVIN ISD,20901
HOUSTON,TX,77089, ,PASADENA ISD,101917
MELISSA,TX,75454, ,MELISSA ISD,43908
MELISSA,TX,75454,127,MELISSA ISD,43908
MELISSA,TX,75454,127,MELISSA ISD,43908
HOUSTON,TX,77024,6799,SPRING BRANCH ISD,101920
NEW BRAUNFELS,TX,78130, ,COMAL ISD,46902
PLANO,TX,75074,5121,PLANO ISD,43910
WESLACO,TX,78596, ,WESLACO ISD,108913
HOUSTON,TX,77007,2007,HOUSTON ISD,101912
NEW BRAUNFELS,TX,78130,1105,NEW BRAUNFELS ISD,46901
PORT ARTHUR,TX,77642, ,PORT ARTHUR ISD,123907
FRISCO,TX,75035, ,FRISCO ISD,43905
SAN ANTONIO,TX,78228,6199,EDGEWOOD ISD,15905
MCALLEN,TX,78501,9221,MCALLEN ISD,108906
HOUSTON,TX,77024,2799,SPRING BRANCH ISD,101920
ALICE,TX,78332,4140,ALICE ISD,125901
EAGLE PASS,TX,78852,5604,EAGLE PASS ISD,159901
MISSION,TX,78572, ,LA JOYA ISD,108912
EDINBURG,TX,78540,990,EDINBURG CISD,108904
HARLINGEN,TX,78550, ,HARLINGEN CISD,31903
LAREDO,TX,78040,3959,LAREDO ISD,240901
KINGSVILLE,TX,78364,871,KINGSVILLE ISD,137901
HOUSTON,TX,77024,4185,SPRING BRANCH ISD,101920
KATY,TX,77450,3999,KATY ISD,101914
KATY,TX,77450,5399,KATY ISD,101914
GARLAND,TX,75041,7108,GARLAND ISD,57909
MEMPHIS,TX,79245,460,MEMPHIS ISD,96904
MEMPHIS,TX,79245,460,MEMPHIS ISD,96904
MENARD,TX,76859,729,MENARD ISD,164901
MENARD,TX,76859,729,MENARD ISD,164901
AUSTIN,TX,78748, ,AUSTIN ISD,227901
PLANO,TX,75074,5909,PLANO ISD,43910
SAN MARCOS,TX,78667,1087,SAN MARCOS CISD,105902
AUSTIN,TX,78744,4462,AUSTIN ISD,227901
CORPUS CHRISTI,TX,78404,2995,CORPUS CHRISTI ISD,178904
MERCEDES,TX,78570,3137,MERCEDES ISD,108907
MERCEDES,TX,78570, ,MERCEDES ISD,108907
MERCEDES,TX,78570, ,MERCEDES ISD,108907
MERCEDES,TX,78570, ,MERCEDES ISD,108907
MERCEDES,TX,78570,3999,MERCEDES ISD,108907
SEGUIN,TX,78155, ,SEGUIN ISD,94901
MERIDIAN,TX,76665,349,MERIDIAN ISD,18902
MERIDIAN,TX,76665,349,MERIDIAN ISD,18902
ROUND ROCK,TX,78664, ,MERIDIAN WORLD SCHOOL LLC,246801
ALVIN,TX,77511,3581,ALVIN ISD,20901
TEMPLE,TX,76504,5892,TEMPLE ISD,14909
MERKEL,TX,79536,430,MERKEL ISD,221904
MERKEL,TX,79536,430,MERKEL ISD,221904
MERKEL,TX,79536,430,MERKEL ISD,221904
DUNCANVILLE,TX,75137,2355,DUNCANVILLE ISD,57907
DALLAS,TX,75231,4107,RICHARDSON ISD,57916
AMARILLO,TX,79107,7309,AMARILLO ISD,188901
EL PASO,TX,79907, ,YSLETA ISD,71905
EL PASO,TX,79902,2009,EL PASO ISD,71902
MESQUITE,TX,75149,4699,MESQUITE ISD,57914
HOUSTON,TX,77084,6400,CYPRESS-FAIRBANKS ISD,101907
WACO,TX,76708, ,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,227806
FORT WORTH,TX,76106, ,FORT WORTH ISD,220905
AUSTIN,TX,78702,4598,AUSTIN ISD,227901
SPRING,TX,77389, ,KLEIN ISD,101915
MEXIA,TX,76667,2000,MEXIA ISD,147903
MEXIA,TX,76667,2000,MEXIA ISD,147903
HOUSTON,TX,77090,4717,SPRING ISD,101919
RICHMOND,TX,77469,9452,LAMAR CISD,79901
HONDO,TX,78861, ,HONDO ISD,163904
HOUSTON,TX,77096,5202,HOUSTON ISD,101912
HOUSTON,TX,77035,5616,MEYERPARK ELEMENTARY,101855
MEYERSVILLE,TX,77974,1,MEYERSVILLE ISD,62906
FT WORTH,TX,76164, ,FORT WORTH ISD,220905
NEW BRAUNFELS,TX,78130,3240,COMAL ISD,46902
MIAMI,TX,79059,368,MIAMI ISD,197902
MCALLEN,TX,78504, ,MCALLEN ISD,108906
SAN ANTONIO,TX,78245,3039,NORTHSIDE ISD,15915
DALLAS,TX,75205, ,HIGHLAND PARK ISD,57911
HOUSTON,TX,77044, ,SHELDON ISD,101924
TENNESSEE COLONY,TX,75886,4500,WINDHAM SCHOOL DISTRICT,236903
HOUSTON,TX,77020,2124,HOUSTON ISD,101912
HUMBLE,TX,77338, ,HUMBLE ISD,101913
HOUSTON,TX,77003, ,HOUSTON ISD,101912
HOUSTON,TX,77081,2803,HOUSTON ISD,101912
FORT WORTH,TX,76116, ,FORT WORTH ISD,220905
ABILENE,TX,79601,9999,WINDHAM SCHOOL DISTRICT,236903
MIDLAND,TX,79701, ,MIDLAND ACADEMY CHARTER SCHOOL,165802
MIDLAND,TX,79701,6402,MIDLAND ISD,165901
MIDLAND,TX,79701,1999,MIDLAND ISD,165901
MIDLAND,TX,79701,6198,MIDLAND ISD,165901
MIDLOTHIAN,TX,76065,3636,MIDLOTHIAN ISD,70908
MIDLOTHIAN,TX,76065,3418,MIDLOTHIAN ISD,70908
CANYON,TX,79015, ,CANYON ISD,191901
WACO,TX,76712,0,MIDWAY ISD,161903
HEWITT,TX,76643,0,MIDWAY ISD,161903
EULESS,TX,76039,7599,HURST-EULESS-BEDFORD ISD,220916
HENRIETTA,TX,76365,7210,MIDWAY ISD,39905
SAN ANTONIO,TX,78211,4298,SOUTH SAN ANTONIO ISD,15908
GRAND PRAIRIE,TX,75052, ,GRAND PRAIRIE ISD,57910
NACOGDOCHES,TX,75963,1521,NACOGDOCHES ISD,174904
MIDLAND,TX,79705,5616,MIDLAND ISD,165901
CONROE,TX,77302, ,CONROE ISD,170902
MCALLEN,TX,78501,9999,MCALLEN ISD,108906
WICHITA FALLS,TX,76308,4195,WICHITA FALLS ISD,243905
EL PASO,TX,79908,3240,EL PASO ISD,71902
MILANO,TX,76556,145,MILANO ISD,166903
MILANO,TX,76556,145,MILANO ISD,166903
MILANO,TX,76556,145,MILANO ISD,166903
HOUSTON,TX,77012,3721,HOUSTON ISD,101912
CORSICANA,TX,75109,9328,MILDRED ISD,175910
CORSICANA,TX,75109,9328,MILDRED ISD,175910
SPRING,TX,77373,6861,SPRING ISD,101919
MILES,TX,76861,308,MILES ISD,200902
MILES,TX,76861,308,MILES ISD,200902
MILFORD,TX,76670,545,MILFORD ISD,70909
LEWISVILLE,TX,75057, ,LEWISVILLE ISD,61902
RICHARDSON,TX,75082,4905,PLANO ISD,43910
LITTLE ELM,TX,75068, ,FRISCO ISD,43905
LUBBOCK,TX,79413, ,LUBBOCK ISD,152901
ARLINGTON,TX,76016,4314,ARLINGTON ISD,220901
CUMBY,TX,75433,9711,MILLER GROVE ISD,112907
BELTON,TX,76513, ,BELTON ISD,14903
HOUSTON,TX,77082, ,ALIEF ISD,101903
PASADENA,TX,77504,2904,PASADENA ISD,101917
SAN BENITO,TX,78586,5216,SAN BENITO CISD,31912
SAN MARCOS,TX,78667,1087,SAN MARCOS CISD,105902
CONVERSE,TX,78109,2756,JUDSON ISD,15916
AUSTIN,TX,78749, ,AUSTIN ISD,227901
MILLSAP,TX,76066,9444,MILLSAP ISD,184904
CYPRESS,TX,77429,3281,CYPRESS-FAIRBANKS ISD,101907
MILLSAP,TX,76066,9444,MILLSAP ISD,184904
MILLSAP,TX,76066,9444,MILLSAP ISD,184904
HOUSTON,TX,77071,1700,HOUSTON ISD,101912
SAN ANTONIO,TX,78213, ,SCHOOL OF EXCELLENCE IN EDUCATION,15806
HOUSTON,TX,77073, ,SPRING ISD,101919
LAREDO,TX,78043,1399,LAREDO ISD,240901
BOYS RANCH,TX,79010,219,BOYS RANCH ISD,180901
MISSION,TX,78572,4399,MISSION CISD,108908
BASTROP,TX,78602,3717,BASTROP ISD,11901
MINEOLA,TX,75773,1617,MINEOLA ISD,250903
MINEOLA,TX,75773,1617,MINEOLA ISD,250903
MINEOLA,TX,75773,1617,MINEOLA ISD,250903
MINEOLA,TX,75773,1617,MINEOLA ISD,250903
MINERAL WELLS,TX,76067, ,MINERAL WELLS ISD,182903
MINERAL WELLS,TX,76067,6050,MINERAL WELLS ISD,182903
MINERAL WELLS,TX,76067,8903,MINERAL WELLS ISD,182903
MINERAL WELLS,TX,76067,8445,MINERAL WELLS ISD,182903
MINERAL WELLS,TX,76067, ,STRAWN ISD,182905
SAN ANTONIO,TX,78253, ,NORTHSIDE ISD,15915
CORPUS CHRISTI,TX,78414, ,CORPUS CHRISTI ISD,178904
ROYSE CITY,TX,75189,479,ROYSE CITY ISD,199902
SAN ANTONIO,TX,78223, ,SAN ANTONIO ISD,15907
HOUSTON,TX,77083,5320,FORT BEND ISD,79907
ALTON,TX,78573, ,MISSION CISD,108908
EL PASO,TX,79998, ,SOCORRO ISD,71909
MISSION,TX,78572,4399,MISSION CISD,108908
HOUSTON,TX,77083,5375,FORT BEND ISD,79907
MISSION,TX,78572,4399,MISSION CISD,108908
MISSION,TX,78572,4399,MISSION CISD,108908
EL PASO,TX,79928, ,SOCORRO ISD,71909
VICTORIA,TX,77902, ,VICTORIA ISD,235902
EL PASO,TX,79907, ,YSLETA ISD,71905
HOUSTON,TX,77083,3625,FORT BEND ISD,79907
MISSOURI CITY,TX,77489,1199,FORT BEND ISD,79907
HOUSTON,TX,77081,6304,HOUSTON ISD,101912
FORT WORTH,TX,76105,5215,FORT WORTH ISD,220905
DALLAS,TX,75287,6604,PLANO ISD,43910
BRYAN,TX,77808, ,BRYAN ISD,21902
HOUSTON,TX,77075,4608,HOUSTON ISD,101912
THE WOODLANDS,TX,77382,1375,CONROE ISD,170902
KLEIN,TX,77379,7297,KLEIN ISD,101915
EL PASO,TX,79932,2114,EL PASO ISD,71902
COPPELL,TX,75019,4142,COPPELL ISD,57922
DALLAS,TX,75206,5424,DALLAS ISD,57905
BUDA,TX,78610, ,HAYS CISD,105906
RICHARDSON,TX,75080,2813,RICHARDSON ISD,57916
DALLAS,TX,75211,6532,DALLAS ISD,57905
HARLINGEN,TX,78550, ,HARLINGEN CISD,31903
MONAHANS,TX,79756,5005,MONAHANS-WICKETT-PYOTE ISD,238902
MONAHANS,TX,79756,5099,MONAHANS-WICKETT-PYOTE ISD,238902
HENDERSON,TX,75653,728,HENDERSON ISD,201902
FORT WORTH,TX,76116,4393,FORT WORTH ISD,220905
LEANDER,TX,78646,218,LEANDER ISD,246913
MONTAGUE,TX,76251,78,MONTAGUE ISD,169908
FORT HOOD,TX,76544,1500,KILLEEN ISD,14906
EL PASO,TX,79928, ,CLINT ISD,71901
GARLAND,TX,75043,5249,GARLAND ISD,57909
CORPUS CHRISTI,TX,78412,2699,CORPUS CHRISTI ISD,178904
MONTE ALTO,TX,78538,9719,MONTE ALTO ISD,108915
MONTE ALTO,TX,78538,9719,MONTE ALTO ISD,108915
EDINBURG,TX,78540,990,EDINBURG CISD,108904
LUBBOCK,TX,79413, ,LUBBOCK ISD,152901
DALLAS,TX,75235, ,DALLAS ISD,57905
LUBBOCK,TX,79404, ,WINDHAM SCHOOL DISTRICT,236903
CONROE,TX,77301, ,MONTGOMERY ISD,170903
SAN ANTONIO,TX,78239,3398,NORTH EAST ISD,15910
HOUSTON,TX,77045,5628,HOUSTON ISD,101912
MONTGOMERY,TX,77356, ,MONTGOMERY ISD,170903
MONTGOMERY,TX,77356,4429,MONTGOMERY ISD,170903
MONTGOMERY,TX,77356,4429,MONTGOMERY ISD,170903
EL PASO,TX,79936,4400,SOCORRO ISD,71909
EL PASO,TX,79936,802,SOCORRO ISD,71909
GALVESTON,TX,77553,660,GALVESTON ISD,84902
MOODY,TX,76557, ,MOODY ISD,161910
CORPUS CHRISTI,TX,78416,1395,CORPUS CHRISTI ISD,178904
MOODY,TX,76557,3638,MOODY ISD,161910
MOODY,TX,76557, ,MOODY ISD,161910
MOODY,TX,76557, ,MOODY ISD,161910
MCKINNEY,TX,75070, ,FRISCO ISD,43905
HOUSTON,TX,77089,1035,PASADENA ISD,101917
CORPUS CHRISTI,TX,78414,3016,CORPUS CHRISTI ISD,178904
ARLINGTON,TX,76017,4100,ARLINGTON ISD,220901
HOUSTON,TX,77070,2814,CYPRESS-FAIRBANKS ISD,101907
FORT WORTH,TX,76106,4699,FORT WORTH ISD,220905
TYLER,TX,75701, ,TYLER ISD,212905
BONHAM,TX,75418,5818,WINDHAM SCHOOL DISTRICT,236903
CONROE,TX,77306, ,CONROE ISD,170902
SAN ANTONIO,TX,78245, ,NORTHSIDE ISD,15915
PASADENA,TX,77506,3413,PASADENA ISD,101917
UVALDE,TX,78802,1909,UVALDE CISD,232903
MORAN,TX,76464,98,MORAN ISD,209902
EL PASO,TX,79912,5499,EL PASO ISD,71902
HOUSTON,TX,77037,4619,HOUSTON ISD,101912
EL PASO,TX,79930, ,EL PASO ISD,71902
BEEVILLE,TX,78102,4197,BEEVILLE ISD,13901
GALVESTON,TX,77553,4160,GALVESTON ISD,84902
MORGAN MILL,TX,76465,8,MORGAN MILL ISD,72910
MORGAN,TX,76671,300,MORGAN ISD,18903
NEW BRAUNFELS,TX,78130,3240,COMAL ISD,46902
BROWNSVILLE,TX,78521,7635,BROWNSVILLE ISD,31901
DUMAS,TX,79029, ,DUMAS ISD,171901
FORT WORTH,TX,76104,6817,FORT WORTH ISD,220905
THE COLONY,TX,75056,1846,LEWISVILLE ISD,61902
FORT WORTH,TX,76104,6899,FORT WORTH ISD,220905
SAN ANTONIO,TX,78214,1499,HARLANDALE ISD,15904
MCALLEN,TX,78504,3145,MCALLEN ISD,108906
HOUSTON,TX,77089, ,PASADENA ISD,101917
QUEEN CITY,TX,75572,128,QUEEN CITY ISD,34907
ARLINGTON,TX,76014,2128,ARLINGTON ISD,220901
KATY,TX,77449, ,KATY ISD,101914
KATY,TX,77449, ,KATY ISD,101914
KATY,TX,77449, ,KATY ISD,101914
MORTON,TX,79346,3399,MORTON ISD,40901
BIG SPRING,TX,79720,4610,BIG SPRING ISD,114901
MESQUITE,TX,75149,5710,MESQUITE ISD,57914
DALLAS,TX,75243,4107,RICHARDSON ISD,57916
MATADOR,TX,79244,310,MOTLEY COUNTY ISD,173901
MESQUITE,TX,75150,2167,MESQUITE ISD,57914
PFLUGERVILLE,TX,78660,2518,PFLUGERVILLE ISD,227904
MOULTON,TX,77975,9801,MOULTON ISD,143902
MOULTON,TX,77975,9801,MOULTON ISD,143902
BURLESON,TX,76028,3819,BURLESON ISD,126902
DALLAS,TX,75223,1423,DALLAS ISD,57905
MOUNT CALM,TX,76673,105,MOUNT CALM ISD,109910
HOUSTON,TX,77061,2611,HOUSTON ISD,101912
MOUNT PLEASANT,TX,75456,1117,MOUNT PLEASANT ISD,225902
MOUNT PLEASANT,TX,75456,1117,MOUNT PLEASANT ISD,225902
MOUNT PLEASANT,TX,75456,1117,MOUNT PLEASANT ISD,225902
HARKER HEIGHTS,TX,76548,2099,KILLEEN ISD,14906
EL PASO,TX,79928, ,CLINT ISD,71901
GATESVILLE,TX,76528,2915,WINDHAM SCHOOL DISTRICT,236903
WACO,TX,76710,2601,WACO ISD,161914
WHITEHOUSE,TX,75791, ,WHITEHOUSE ISD,212906
EL PASO,TX,79925, ,EL PASO ISD,71902
MT ENTERPRISE,TX,75681, ,MOUNT ENTERPRISE ISD,201907
MT ENTERPRISE,TX,75681, ,MOUNT ENTERPRISE ISD,201907
MIDLOTHIAN,TX,76065,6453,MIDLOTHIAN ISD,70908
NEW BRAUNFELS,TX,78130, ,COMAL ISD,46902
NEW BRAUNFELS,TX,78130,3240,COMAL ISD,46902
MOUNT VERNON,TX,75457, ,MOUNT VERNON ISD,80901
MOUNT VERNON,TX,75457, ,MOUNT VERNON ISD,80901
MOUNT VERNON,TX,75457, ,MOUNT VERNON ISD,80901
KLEIN,TX,77379, ,KLEIN ISD,101915
MUENSTER,TX,76252,608,MUENSTER ISD,49902
MUENSTER,TX,76252,608,MUENSTER ISD,49902
MULESHOE,TX,79347,3499,MULESHOE ISD,9901
MULLIN,TX,76864,128,MULLIN ISD,167902
MULLIN,TX,76864, ,MULLIN ISD,167902
MUMFORD,TX,77807,1439,MUMFORD ISD,198906
MUMFORD,TX,77807,1439,MUMFORD ISD,198906
AUSTIN,TX,78723, ,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,227806
MUNDAY,TX,76371,300,MUNDAY CISD,138903
MUNDAY,TX,76371,300,MUNDAY CISD,138903
MURCHISON,TX,75778,538,MURCHISON ISD,107908
PFLUGERVILLE,TX,78660, ,PFLUGERVILLE ISD,227904
AUSTIN,TX,78731,3092,AUSTIN ISD,227901
SAN ANTONIO,TX,78223,2239,SAN ANTONIO ISD,15907
SAN ANTONIO,TX,78251, ,NORTHSIDE ISD,15915
MURPHY,TX,75094,4302,PLANO ISD,43910
GATESVILLE,TX,76596,3,WINDHAM SCHOOL DISTRICT,236903
ODESSA,TX,79760,3912,ECTOR COUNTY ISD,68901
EL CAMPO,TX,77437,2299,EL CAMPO ISD,241903
SAN ANTONIO,TX,78251,1830,NORTHSIDE ISD,15915
RAYMONDVILLE,TX,78580,3351,RAYMONDVILLE ISD,245903
EL PASO,TX,79936,6211,SOCORRO ISD,71909
LAKE WORTH,TX,76135,2899,LAKE WORTH ISD,220910
GARLAND,TX,75042,5099,GARLAND ISD,57909
DALLAS,TX,75203, ,DALLAS ISD,57905
GARLAND,TX,75040,2732,GARLAND ISD,57909
CHIRENO,TX,75937, ,CHIRENO ISD,174901
NACOGDOCHES,TX,75963,1521,NACOGDOCHES ISD,174904
GARRISON,TX,75946, ,GARRISON ISD,174903
NACOGDOCHES,TX,75963,1521,NACOGDOCHES ISD,174904
HUTTO,TX,78634,430,HUTTO ISD,246906
DALLAS,TX,75211,6930,DALLAS ISD,57905
DALLAS,TX,75217,8241,DALLAS ISD,57905
MANSFIELD,TX,76063, ,MANSFIELD ISD,220908
ALBANY,TX,76430, ,ALBANY ISD,209901
RIVIERA,TX,78379,3500,RIVIERA ISD,137903
TAYLOR,TX,76574,2998,TAYLOR ISD,246911
MCKINNEY,TX,75070, ,MCKINNEY ISD,43907
MISSION,TX,78572, ,LA JOYA ISD,108912
NASH,TX,75569,2502,TEXARKANA ISD,19907
NATALIA,TX,78059,548,NATALIA ISD,163903
NATALIA,TX,78059,548,NATALIA ISD,163903
NATALIA,TX,78059,548,NATALIA ISD,163903
NATALIA,TX,78059,548,NATALIA ISD,163903
FORT WORTH,TX,76117,5898,FORT WORTH ISD,220905
DALLAS,TX,75244,6950,DALLAS ISD,57905
DALLAS,TX,75217,1814,DALLAS ISD,57905
FROST,TX,76641, ,FROST ISD,175905
AUSTIN,TX,78758,6699,AUSTIN ISD,227901
LOCKHART,TX,78644,3221,LOCKHART ISD,28902
SEGUIN,TX,78155, ,NAVARRO ISD,94903
BRYAN,TX,77803,428,BRYAN ISD,21902
SEGUIN,TX,78155,355,NAVARRO ISD,94903
SEGUIN,TX,78155,10,NAVARRO ISD,94903
SEGUIN,TX,78155,10,NAVARRO ISD,94903
HOUSTON,TX,77023,1420,HOUSTON ISD,101912
NAVASOTA,TX,77868,511,NAVASOTA ISD,93904
NAVASOTA,TX,77868,511,NAVASOTA ISD,93904
AUBREY,TX,76227, ,DENTON ISD,61901
NAZARETH,TX,79063,189,NAZARETH ISD,35903
