DISTRICT,DEXPAVGP,DEXPHCNT,DISTNAME,DMSTAVGP,DMSTHCNT,DPFEIERP,DPSAINHP,DPSAMIFC,DPSAMIFP,DPSATOFC,DPSBTOFC,DPSBTOPC,DPSCTOFC,DPSCTOFP,DPSCTOSA,DPSECOFC,DPSETOFC,DPSETOFP,DPSHEXPA,DPSHTENA,DPSLEXPA,DPSLTENA,DPSOTOFC,DPSPCOFC,DPSPTOFC,DPSPTOFP,DPSRTOFC,DPSRTOPC,DPSSTOFC,DPSSTOFP,DPSSTOSA,DPST00FC,DPST00FP,DPST00SA,DPST01FC,DPST01FP,DPST01SA,DPST06FC,DPST06FP,DPST06SA,DPST11FC,DPST11FP,DPST11SA,DPST21FC,DPST21FP,DPST21SA,DPST30FC,DPST30FP,DPST30SA,DPSTASFC,DPSTASFP,DPSTBAFC,DPSTBAFP,DPSTBIFC,DPSTBIFP,DPSTBLFC,DPSTBLFP,DPSTCOFC,DPSTCOFP,DPSTEXPA,DPSTFEFC,DPSTFEFP,DPSTGIFC,DPSTGIFP,DPSTHIFC,DPSTHIFP,DPSTINFC,DPSTINFP,DPSTKIDR,DPSTMAFC,DPSTMAFP,DPSTMSFC,DPSTMSFP,DPSTNOFC,DPSTNOFP,DPSTOPFC,DPSTOPFP,DPSTPHFC,DPSTPHFP,DPSTPIFC,DPSTPIFP,DPSTREFC,DPSTREFP,DPSTSPFC,DPSTSPFP,DPSTTENA,DPSTTOFC,DPSTTOFP,DPSTTOSA,DPSTTWFC,DPSTTWFP,DPSTURNR,DPSTVOFC,DPSTVOFP,DPSTWHFC,DPSTWHFP,DPSUTOFC,DPSUTOFP,DPSUTOSA,DPSXCOFC,DPSXTOFC,DPSXTOFP,DRECAVGP,DRECHCNT
"'013902",.,.,"PAWNEE ISD",.,.,49.1,61.2,61.4,56.6,108.6,0,0,2,1.8,100359,0,53,48.8,3.3,3.3,0,0,0,0,33.1,30.5,1,1,4,3.7,86651,9,38.4,56920,9,38.4,53507,1.9,8.3,69531,3.5,14.9,67837,0,0,.,0,0,.,0,0,17.9,76.5,0,0,0,0,7.6,32.5,3.7,19.5,83.2,0,0,4.9,21.1,0,0,21.2,3.9,16.8,5.5,23.5,0,0,0,0,0,0,0,0,15.2,65.1,0.6,2.4,1.4,23.4,21.6,58281,0,0,39.5,0,0,18.5,78.9,3.7,3.4,65439,0,22.5,20.7,.,.
"'013903",.,.,"PETTUS ISD",.,.,58.5,60.2,38.7,50.7,76.3,0,0,2,2.6,90604,0,11.6,15.2,10.5,6,0,0,0,0,46.6,61.1,2,0,3,3.9,84961,4,11.8,48783,7.9,23.5,46619,4,11.8,54495,13.9,41.2,57594,4,11.7,65526,0,0,.,0,0,27.7,82.3,0,0,0,0,0,0,11.3,26.7,79.4,0,0,7.9,23.5,1,3,11.2,6.9,20.6,6,17.7,0,0,0,0,0,0,0,0,28.3,83.9,2.9,8.6,4.1,33.7,44.1,54543,0,0,16.2,2.5,7.5,24.8,73.5,8,10.4,59135,0,18,23.6,.,.
"'013905",.,.,"SKIDMORE-TYNAN ISD",.,.,58.5,62.9,75.8,56.4,134.3,1,0,4,3,91986,0,17.5,13,3.3,2.7,1.5,1.5,0,0,83,61.8,2,1,5,3.7,70482,4.7,6.9,48155,15,22.1,47220,10,14.7,48170,20,29.4,52708,16.5,24.3,61752,1.7,2.6,58197,1,1.5,56,82.4,0,0,2,2.9,6,8.8,13.1,49.7,73.2,0,0,29.5,43.5,0,0,11.6,18.2,26.8,11,16.1,0,0,0,0,1,1.5,0,0,49,72.1,6.9,10.2,7.2,67.9,50.6,52851,0,0,19.5,6,8.8,35.4,52.1,6,4.5,61963,0,33.8,25.2,.,.
"'014801",.,.,"RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN",.,.,56.7,70.1,85.6,55.3,154.8,0,0,7.4,4.8,94339,0,30.7,19.9,4.3,3.3,0,0,0,0,101.3,65.5,7,1,8,5.2,81706,6.9,10.8,40066,20.3,31.8,46898,11.2,17.6,50842,25,39.1,57975,0.4,0.6,56271,0,0,.,0,0,43.4,68.1,2,3.1,11,17.2,0,0,10.5,27.7,43.4,0,0,14.9,23.4,0,0,24.9,36.1,56.6,19.4,30.4,0,0,0,0,1,1.6,0,0,49.4,77.4,7.4,11.5,3.7,63.8,41.2,51242,1.4,2.2,25.3,5,7.9,36.6,57.3,22.1,14.3,71379,0,22.7,14.7,.,.
"'014803",.,.,"PRIORITY CHARTER SCHOOLS",.,.,55.1,66.8,37.2,31.4,118.7,0,0,4,3.4,97679,0,14.5,12.2,3.5,3.5,1.5,1.5,0,0,82.2,69.3,0,0,5.4,4.5,68872,4.9,7.7,37991,23.1,36.6,42200,12.6,20,47489,15.6,24.7,50698,6,9.5,53705,1,1.6,55622,1,1.6,40.6,64.4,0,0,15.7,24.9,2,3.2,9.4,51.3,81.3,0,0,4,6.3,1,1.6,13.2,11.8,18.7,22.5,35.6,0,0,0,0,0,0,0,0,55.1,87.3,4.8,7.6,2.7,63.1,53.2,46333,1,1.6,37,1.2,1.9,40.4,64,9.8,8.2,60210,0,21.9,18.5,.,.
"'014804",.,.,"ORENDA CHARTER SCHOOL",.,.,60.2,75.4,48.3,26,185.8,0,0,5,2.7,91189,0,26.9,14.5,4,4,1.5,1.5,1.8,0,136.1,73.3,3,1,6.5,3.5,69346,12.8,11.5,50145,35.9,32.5,50624,19.9,18,52220,31.7,28.6,56618,7.3,6.6,60219,3,2.7,64271,1.8,1.6,88.9,80.4,0,0,9,8.1,4,3.6,9.4,79.3,71.8,0,0,12,10.9,0.9,0.8,17.2,31.2,28.2,21.7,19.6,0,0,0,0,0,0,0,0,94,85,10,9.1,3.3,110.5,59.5,53578,0,0,25.8,2.5,2.3,86.9,78.6,14.1,7.6,61645,0,22.7,12.2,.,.
"'014901",.,.,"ACADEMY ISD",.,.,64.5,65.1,33.7,13.4,250.8,1,0,2,0.8,133121,0,40.2,16,10,6,3,3,0,0,152.2,60.7,6,0,12.3,4.9,74917,25.8,20,47391,48,37.2,47436,11.7,9.1,53296,20.4,15.8,56764,20,15.5,58460,3,2.3,65149,0,0,98.5,76.4,0,0,4,3.1,5,3.9,8.8,99.8,77.4,0,0,3,2.3,0,0,13.6,29.1,22.6,27.4,21.3,3,2.3,0,0,0,0,0,0,106.1,82.3,10.5,8.2,4.6,128.9,51.4,51561,1,0.8,24.6,7.3,5.6,120.9,93.8,9,3.6,65077,0,58.4,23.3,.,.
"'014902",.,.,"BARTLETT ISD",.,.,54.6,59.8,23.9,34.7,68.9,0,0,1,1.5,101000,0,11.7,17,6.5,4,0,0,0,0,42.2,61.3,0,0,6,8.7,72667,0,0,.,4,12.1,39263,7,21.2,47237,12,36.4,54406,8,24.2,58114,2,6.1,56940,0,0,24,72.7,0,0,1,3,0,0,16.4,22,66.7,0,0,6,18.2,0,0,11.9,11,33.3,9,27.3,0,0,0,0,0,0,0,0,28,84.8,2,6.1,3.8,33,47.9,52102,1,3,32,3,9.1,25,75.8,2.2,3.2,55202,0,14.9,21.7,.,.
"'014903",.,.,"BELTON ISD",.,.,62.9,61.8,540.1,27.5,1960.8,0,0,21.9,1.1,118051,0,195.5,10,5.5,4.3,4.9,3.6,0,0,1200.5,61.2,33,4,56.4,2.9,80475,68.6,7.3,51706,272.9,29.2,52726,203.7,21.8,54388,267.7,28.7,58261,104.3,11.2,63113,16.5,1.8,64414,6,0.6,696.9,74.6,21.3,2.3,29.5,3.2,57.8,6.2,10.3,727.6,77.9,0,0,119.1,12.8,2,0.2,14.2,206.1,22.1,222.9,23.9,10,1.1,18.1,1.9,4,0.4,0,0,715.5,76.6,79.1,8.5,5.5,933.7,47.6,55968,20,2.1,15.5,42,4.5,757.2,81.1,188.5,9.6,67042,0,564.7,28.8,.,.
"'014905",.,.,"HOLLAND ISD",.,.,57.3,68.2,25.6,20.7,123.6,0,0,4.5,3.6,87710,3,14.9,12.1,3,3,3.7,3.7,0,6.5,73.8,59.7,0,1,2.4,1.9,73056,0,0,.,12.3,19.9,45065,12.6,20.6,46116,17.5,28.5,52697,14,22.9,61119,5,8.1,62169,0,0,55.8,90.8,0,0,0,0,1.7,2.7,16.3,48.4,78.8,0,0,7,11.4,0,0,10.7,13,21.2,4.6,7.6,0,0,0.3,0.4,1,1.6,0,0,49.2,80.1,5,8.2,9.3,61.4,49.7,52516,0,0,12.3,5.3,8.6,54.4,88.6,5.5,4.4,67710,2.2,34.9,28.3,.,.
"'014906",.,.,"KILLEEN ISD",.,.,68.4,65.6,3239.1,53.8,6025.7,44,2,38.3,0.6,105802,0,837.4,13.9,5.3,4.8,6.4,6.1,33.7,0,3543.9,58.8,134,13,187.5,3.1,79266,173.9,6.6,50779,895.8,34.1,51581,573.3,21.8,56265,641.2,24.4,61975,270.3,10.3,67393,70.9,2.7,73723,40.7,1.6,1776.3,67.7,112.6,4.3,584.3,22.3,81.7,3.1,10.1,2045.8,77.9,34.7,1.3,470.6,17.9,14,0.5,16.7,579.8,22.1,816.3,31.1,15.1,0.6,120.3,4.6,17.8,0.7,12.8,0.5,1927.2,73.4,255.9,9.7,8,2625.5,43.6,57315,120.8,4.6,18.6,93.2,3.5,1382.3,52.6,692.5,11.5,64832,0,1644.4,27.3,-1,-1
"'014907",.,.,"ROGERS ISD",.,.,60.2,63.6,18.2,13.3,137.2,0,0,4,2.9,76676,0,15.2,11,7.3,6.7,4.7,4.3,0,0,94.7,69,3,0,6,4.4,77493,4,5.4,41030,18,24.4,44336,6.3,8.5,48958,30,40.7,54919,14,19,58923,1.5,2,80322,0,0,61.5,83.3,0,0,1,1.4,5.4,7.4,13,53.8,72.9,0.2,0.3,4,5.4,0,0,12.1,20,27.1,11.3,15.3,1,1.4,0,0,0,0,0,0,56.1,76,5.4,7.4,6.2,73.8,53.8,52342,0,0,9.1,6.7,9,68.8,93.2,10.9,8,61276,0,27.3,19.9,.,.
"'014908",.,.,"SALADO ISD",.,.,61.9,65.7,35.4,12.9,274.1,1,1,3,1.1,123807,0,35.7,13,6.5,4.8,5.3,5.3,0.1,0,179.1,65.3,4,2,9.1,3.3,86248,8.9,5.9,46859,31.9,21.2,49522,24,15.9,51132,53,35.2,55042,24.9,16.6,61399,7.7,5.1,62742,0,0,119,79.1,3.1,2,0,0,7.7,5.1,13.5,110.7,73.6,1.5,1,9.9,6.6,1,0.7,14.8,39.8,26.4,31,20.6,0,0,16.5,11,0.5,0.3,0,0,102,67.8,14.2,9.5,5.8,150.5,54.9,54213,0,0,20,5.4,3.6,139.6,92.7,16.6,6,64279,0,59.3,21.6,-1,-1
"'014909",.,.,"TEMPLE ISD",.,.,64.4,71.1,440.1,35.2,1250.9,9,4,23,1.8,107202,0,169.6,13.6,4.3,3.8,4.9,3.7,0,0,841.1,67.2,19,1,37.9,3,82791,52.1,8.7,49408,199.7,33.2,52737,111,18.5,54968,159.5,26.5,58062,66,11,64258,13.1,2.2,67102,5,0.8,445.7,74.1,20.1,3.3,60.5,10.1,26.9,4.5,9.9,458.6,76.3,0,0,82.5,13.7,8,1.3,14,142.8,23.7,136.6,22.7,13.1,2.2,17,2.8,6,1,0,0,467.1,77.7,38.1,6.3,5.7,601.4,48.1,55849,4,0.7,22.8,32.2,5.4,441.5,73.4,178.8,14.3,61669,2.5,240.2,19.2,-1,-1
"'014910",.,.,"TROY ISD",.,.,62.7,68.9,24.4,11,221.9,0,0,3.7,1.7,113553,0,37.7,17,11.5,10.3,10,10,0,0,136,61.3,5,1,9,4.1,81077,5,4.4,46546,20,17.6,45859,21,18.5,49436,44.3,38.9,54137,21.3,18.8,63731,2,1.8,62000,1,0.9,96.4,84.8,0.3,0.2,1,0.9,7.5,6.6,13.1,88,77.5,0,0,3,2.6,0,0,14.4,25.6,22.5,17,15,0.2,0.2,1.1,0.9,0,0,1,0.9,90.2,79.4,9.6,8.4,5.8,113.6,51.2,53416,0,0,21.7,5.1,4.5,107.6,94.7,9.7,4.4,71163,0,48.2,21.7,.,.
"'015801",.,.,"POR VIDA ACADEMY",.,.,63.2,74.5,38.9,78.9,49.3,0,0,3,6.1,101667,0,0,0,9,9,0,0,0,0,44.3,89.9,1,0,2,4.1,80000,1,6.5,44338,4.1,27.6,46529,3.7,25.3,52081,5,33.8,57699,1,6.8,54000,0,0,.,0,0,11.8,79.7,0,0,1,6.8,0,0,9.3,8.1,54.7,0,0,9.8,66.2,0,0,8.4,6.7,45.3,3,20.3,0,0,0,0,0,0,0,0,9.4,63.6,1.9,12.8,6.4,14.8,30,52073,0,0,22.2,3.5,23.7,4,27.1,24.5,49.7,56660,0,5,10.1,.,.
"'015802",.,.,"GEORGE GERVIN ACADEMY",.,.,44.5,60.5,92.6,87.8,105.4,0,0,3,2.8,109615,0,9.4,8.9,4.3,4.3,0,0,1,0,52.3,49.6,0,0,1.3,1.2,64314,27.3,58.3,44395,14.6,31.1,45447,3,6.4,51900,2,4.3,50960,0,0,.,0,0,.,1,2.1,36.5,77.7,7.6,16.2,16.2,34.5,0,0,1.6,34.9,74.3,0,0,21.9,46.7,0,0,16.5,12,25.7,8.5,18.1,2,4.2,0,0,0,0,0,0,35.4,75.5,2.8,6,1.2,46.9,44.5,45481,1,2.1,64.9,1.1,2.3,6.9,14.6,1.1,1,50325,0,43.8,41.5,.,.
"'015805",.,.,"NEW FRONTIERS PUBLIC SCHOOLS INC",.,.,57.6,62.3,22.9,79.6,28.7,0,0,3,10.4,117920,0,0,0,1,1,0,0,0.3,0,24.8,86.3,1,0,1,3.5,90000,0.9,10.3,57152,5.9,63.8,53773,-2,3.5,65000,2.1,22.5,55784,0,0,.,0,0,.,0,0,4.9,53.8,0,0,0,0,0,0,6.5,6.2,67.4,0,0,6.3,68.1,0,0,16.2,3,32.6,4.3,46.2,0,0,0,0,0,0,0,0,8.3,89.7,0.9,10.3,4,9.2,32,54962,0,0,80,0,0,2.9,31.9,11.6,40.4,73931,0,3.9,13.7,.,.
"'015806",.,.,"LEGACY TRADITIONAL SCHOOLS - TEXAS",.,.,41.5,49.7,53.9,78.7,68.5,0,0,0.5,0.7,111703,0,6,8.8,1,1,4,1,0,0,43.4,63.4,2,0,4.3,6.2,73722,1,3.1,40000,15.1,46.2,43469,8.6,26.2,47519,6,18.3,48758,1,3.1,53124,1,3.1,48524,0,0,24.9,76.2,1,3.1,7.1,21.7,2,6,7.9,26.7,81.7,0,0,16.3,49.7,0,0,10.8,6,18.3,7.4,22.8,0,0,0,0,0.4,1.1,0,0,26.3,80.3,1,3.1,3.4,32.7,47.7,45846,0,0,46.7,2.5,7.6,9.3,28.5,6,8.8,49474,0,19.1,27.9,.,.
"'015807",.,.,"SOUTHWEST PREPARATORY SCHOOL",.,.,61.5,70.4,101.3,68.6,147.6,0,0,8.2,5.6,100243,0,16.9,11.4,5,3.3,4,2.3,0,0,110.2,74.7,2,1,4.3,2.9,70311,5,7,46415,38.9,53.7,47404,7.8,10.7,56034,20.8,28.7,56956,0,0,.,0,0,.,0,0,55.4,76.3,0,0,9.7,13.3,2.1,2.9,6.8,47.8,66,0,0,33.7,46.4,0,0,10.9,24.7,34,16.9,23.4,0,0,0,0,0.2,0.3,0,0,59.4,81.9,5.1,7,4,72.5,49.2,50998,0,0,22.7,6,8.2,29.2,40.3,25.1,17,59804,0,20.4,13.8,.,.
"'015808",.,.,"INSPIRE ACADEMIES",.,.,58.7,67.4,49.9,47.2,105.6,0,0,3,2.8,130206,0,22.6,21.3,4.4,3.3,0,0,0,0,66.1,62.6,1,0,2.7,2.5,106788,2,4.9,52500,16.8,41.4,56877,6,14.8,58852,10.8,26.6,68224,3.9,9.7,63318,1,2.5,58800,0,0,27.8,68.6,0,0,2.9,7.1,0,0,9.8,31.8,78.5,0,0,9.8,24.1,0,0,15.7,8.7,21.5,12.7,31.4,0,0,0,0,0,0,0,0,39.4,97.3,0,0,3.3,40.5,38.3,60647,1,2.5,32.9,1.1,2.7,26.8,66.3,20,18.9,74950,0,17,16.1,.,.
"'015809",.,.,"BEXAR COUNTY ACADEMY",.,.,56.4,84.5,37.3,84.3,44.2,0,0,1,2.3,42500,0,8.4,19,2,2,0,0,0,0,35.8,81,1,0,4,9,34884,4,20,39839,8.9,45,34528,2,10,39332,2,10,39532,1,5,40690,2,10,41039,1,5,18.8,95,0,0,1,5,0,0,8.2,17.8,90,0,0,14.8,75,0,0,13.2,2,10,1,5,0,0,0,0,0,0,0,0,18.8,95,1,5,2.6,19.8,44.8,37530,0,0,66.5,0,0,3,15,11,25,39828,0,0,0,.,.
"'015814",.,.,"POSITIVE SOLUTIONS CHARTER SCHOOL",.,.,57.9,64.9,15.2,83.5,18.2,0,0,1,5.5,89999,0,0,0,1,1,0,0,0,0,14,76.6,0,0,2,11,53959,1,12.3,32850,2,24.7,38843,0,0,.,1.1,13.7,41849,1,12.3,44593,3,37,44292,0,0,5.1,63,0,0,0,0,0,0,20.2,6.1,75.3,0,0,7.1,87.7,0,0,11.5,2,24.7,3,37,0,0,0,0,0,0,0,0,7.9,97.2,0,0,4.6,8.1,44.5,41240,0,0,44.7,0.2,2.8,1,12.3,2.9,15.7,40316,0,4.3,23.4,.,.
"'015815",.,.,"HERITAGE ACADEMY",.,.,61.5,72,69.3,83.2,83.3,0,0,2.5,3,114442,0,5.8,6.9,10,4,5,4.4,0,0,65.6,78.8,1,0,6.1,7.4,72907,5.7,11.5,50135,26,52.5,48815,7,14.1,54997,4,8.1,59752,3,6,60124,3.9,7.8,58521,0,0,41,82.8,4.4,8.9,7,14.1,6.2,12.6,9.2,41.5,83.9,0,0,35.7,72.1,0,0,11.6,8,16.1,8.5,17.2,0,0,0,0,0,0,0,0,33.9,68.6,2.2,4.5,3.8,49.5,59.4,52159,0,0,21.9,2.7,5.4,6.9,13.9,7.5,9,60649,0,11.9,14.3,.,.
"'015822",.,.,"JUBILEE ACADEMIES",.,.,55.7,60.9,753.9,84.3,894.7,1,0,10,1.1,122298,0,0,0,3.7,2.5,2.4,1.4,0,0,554.8,62,13,7,29.5,3.3,71704,141.5,42.3,50724,159.8,47.8,50445,23.9,7.2,53807,9.2,2.7,56090,0,0,.,0,0,.,5.6,1.7,282.2,84.4,0.3,0.1,15.6,4.7,0,0,2.2,245.6,73.4,0,0,244.1,73,0,0,17.2,88.8,26.6,48.5,14.5,3.7,1.1,0,0,0.1,0,0,0,306.4,91.6,11.9,3.6,2,334.4,37.4,50958,3.6,1.1,41,15.8,4.7,65.6,19.6,180.9,20.2,59421,0,339.9,38,.,.
"'015825",.,.,"LIGHTHOUSE PUBLIC SCHOOLS",.,.,54.8,68.9,32.6,73.3,44.4,0,0,1.5,3.4,99833,0,7.6,17.1,12,2,0,0,0,0,30.7,69.2,0,0,0.5,1.1,149500,0.7,3.1,51718,14,59,53772,6,25.3,55667,3,12.6,61761,0,0,.,0,0,.,0,0,18.7,78.9,0,0,0,0,4.7,20,5.3,17.7,74.7,0,0,17.7,74.7,0,0,17.2,6,25.3,5,21.1,0,0,0,0,0,0,0,0,17.3,73.1,1,4.2,2.1,23.7,53.5,55196,0,0,31.6,0.7,2.7,6,25.3,5,11.3,54400,0,6.1,13.7,.,.
"'015827",-1,-1,"SCHOOL OF SCIENCE AND TECHNOLOGY",-1,-1,67.3,84.3,255.5,58.3,438.1,0,0,1,0.2,65000,0,92.7,21.2,2.2,2.2,2.3,2,0,0,313.7,71.6,0,0,29.4,6.7,76286,54.1,19.1,58458,125.2,44.2,58534,56,19.8,60314,41.2,14.5,62278,6,2.1,65084,0.8,0.3,67064,16.8,5.9,213,75.2,14.8,5.2,55.1,19.4,2.1,0.8,5.1,222,78.4,8.3,2.9,71.5,25.3,0,0,14,61.3,21.6,67.3,23.8,0,0,0,0,3,1.1,0,0,226.1,79.8,25.9,9.1,1.7,283.3,64.7,59578,4,1.4,26.5,6.1,2.1,135.8,48,0,0,.,0,31.7,7.2,-1,-1
"'015828",12227,32,"HARMONY PUBLIC SCHOOLS - SOUTH TEXAS",21998,5,67.2,78,442.5,77,574.7,0,0,4,0.7,109180,0,48,8.4,4.8,4,5.8,5.3,0,0,464.4,80.8,6,1,26.9,4.7,82831,39.4,11,57479,150.1,41.9,60149,105.1,29.4,63036,53.4,14.9,65889,9,2.5,67444,1,0.3,70750,4.4,1.2,245.5,68.6,13.5,3.8,13.6,3.8,10.7,3,6.6,256.7,71.7,0.7,0.2,255,71.2,0,0,12.5,101.3,28.3,108.5,30.3,0,0,1,0.3,4,1.1,0,0,289.5,80.9,22.1,6.2,3.9,358,62.3,61773,4,1.1,11.8,20.5,5.7,81,22.6,75.6,13.1,70314,0,62.2,10.8,6213,28
"'015830",.,.,"BROOKS ACADEMIES OF TEXAS",.,.,72,77,308.1,73.5,419.3,0,0,0.1,0,155000,0,102.7,24.5,5,4.3,4,3,0,0,244.8,58.4,4,1,6,1.4,92047,37.4,19.4,53509,75.4,39.1,56251,40.4,20.9,57683,27.6,14.3,60235,9,4.7,61960,3,1.6,70433,1,0.5,159,82.5,0.4,0.2,11.7,6.1,0.4,0.2,5.9,147.2,76.4,3.6,1.9,107.1,55.6,0,0,16.3,45.5,23.6,31.7,16.4,0,0,0,0,2,1,1,0.5,166.2,86.2,12.9,6.7,1.8,192.7,45.9,57077,2.4,1.2,32,9.2,4.8,69.5,36.1,46,11,65038,0,71.8,17.1,.,.
"'015831",8820,8,"SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY",-1,-1,67.8,84.9,362,63.5,569.6,0,0,1,0.2,65000,0,125.6,22,3.8,2.4,2.8,2.4,0,0,404.5,71,0,0,39.5,6.9,74644,93.6,25.7,58381,161.4,44.4,58259,72.8,20,59898,33,9.1,62895,2,0.5,63750,1,0.3,67750,22.1,6.1,266.6,73.3,23.2,6.4,38.4,10.6,13.7,3.8,4.2,307.2,84.4,7,1.9,146.7,40.3,0.4,0.1,14.5,56.7,15.6,90.5,24.9,2,0.5,1,0.3,4.8,1.3,1,0.3,273.2,75.1,41.5,11.4,2.1,363.9,63.9,59096,4,1.1,22.5,4.4,1.2,151.2,41.6,0,0,.,0,39.6,6.9,-1,-1
"'015833",.,.,"HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN",.,.,44.2,69.9,12.5,100,12.5,0,0,0.1,0.8,105000,0,0,0,6,6,0,0,0,0,8.3,66.7,0,1,0.1,0.8,105000,2,29.4,41000,3,44.1,42420,1.8,26.5,72960,0,0,.,0,0,.,0,0,.,0,0,5.8,85.3,0,0,0,0,0,0,3.1,2.8,41.2,0,0,6.8,100,0,0,13.7,4,58.8,1,14.7,0,0,0,0,0,0,0,0,6.5,95.5,0,0,3.1,6.8,54.5,50104,0,0,33.3,0.3,4.5,0,0,1.3,10.6,49209,0,4.2,33.3,.,.
"'015834",.,.,"BASIS TEXAS",.,.,57.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'015835",-1,-1,"GREAT HEARTS TEXAS",.,.,54.9,85.6,342.3,29.4,1165.8,0,0,3,0.3,79750,0,411.3,35.3,2.4,2.4,1.6,1.4,0,0,674.1,57.8,5,0,62,5.3,68145,157.3,34,43161,249.8,53.9,44899,40.1,8.7,49411,10.9,2.4,58542,4,0.9,53910,1,0.2,68524,5,1.1,221.8,47.9,0,0,18.7,4,0,0,2.5,327.1,70.6,0,0,67.1,14.5,4,0.9,17.6,136.1,29.4,65.7,14.2,169.7,36.6,45.1,9.7,5.9,1.3,0,0,418.1,90.3,0,0,1.5,463.1,39.7,45149,4,0.9,33.1,0,0,364.3,78.7,146,12.5,45439,0,80.4,6.9,.,.
"'015836",.,.,"ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY",.,.,63.8,75.7,22.7,45.5,50,0,0,1.5,3,81628,0,5.5,11,8,8,5,5,0,0,40.5,81,0,0,2.6,5.2,72761,3.7,11,43900,18,53.2,45066,7,20.7,47150,3,8.9,47539,2.1,6.3,48252,0,0,.,1,3,26.5,78.2,1,3,0,0,1.7,5.1,5.6,29.1,86,0,0,13.7,40.5,0,0,14.4,4.7,14,7.4,21.8,0,0,0,0,0,0,0,0,29.7,87.9,1.4,4.1,2.7,33.9,67.7,45789,0,0,20.6,0,0,19.1,56.5,2.5,5,54583,0,4,8,.,.
"'015838",.,.,"COMPASS ROSE PUBLIC SCHOOLS",.,.,44.6,58.6,168.2,79.9,210.4,0,0,5,2.4,141700,0,5.4,2.6,2.4,2.1,2.1,1.7,0,0,169,80.3,2,1,24.5,11.6,77520,73.9,65,50435,31.6,27.8,55321,7.2,6.3,60906,1,0.9,58900,0,0,.,0,0,.,5.5,4.8,84.2,74,0,0,17.9,15.7,0,0,1,89.2,78.4,0,0,64.6,56.8,0,0,16.1,24.5,21.6,29.5,26,0,0,0,0,0,0,1,0.9,101.7,89.4,11.7,10.3,0.3,113.8,54.1,52529,0,0,31,0.4,0.3,24.8,21.8,25.7,12.2,69355,0,36,17.1,.,.
"'015839",-1,-1,"PROMESA ACADEMY CHARTER SCHOOL",24032,5,65.5,80.4,20,53.2,37.5,0,0,1.5,4,79583,0,3.2,8.5,2,2,0,0,0,0,33,88.1,1,0,1.5,4,76269,0,0,.,15.8,58.3,52840,5.3,19.7,56311,6,22.1,55961,0,0,.,0,0,.,0,0,20.1,74.4,0.4,1.4,5,18.4,1,3.7,5.8,20.2,74.7,0,0,7,25.8,2,7.3,9.7,6.9,25.3,6.9,25.6,0,0,0,0,0,0,0,0,23.5,86.7,2.2,8.2,1,27.1,72.2,54211,0,0,40,0,0,13.1,48.6,3,8,51139,0,1.3,3.4,.,.
"'015840",.,.,"SAN ANTONIO PREPARATORY SCHOOLS",.,.,55.5,69.5,20.5,91.1,22.5,0,0,0.5,2.2,120000,0,2,8.9,2,2,1,1,0,0,17.5,77.8,0,0,5.5,24.4,62913,8.5,74,59965,1,8.7,53232,2,17.4,57180,0,0,.,0,0,.,0,0,.,0,0,6.5,56.6,0,0,7,60.7,0,0,1.2,6.7,58,0,0,3.5,30.6,0,0,17.8,4.8,42,4,34.7,1,8.7,0,0,0,0,0,0,11.1,96.1,0,0,0,11.5,51.2,58897,0,0,81.2,0.4,3.9,1,8.7,0,0,.,0,3,13.3,.,.
"'015841",.,.,"THE GATHERING PLACE",.,.,72.8,80.4,45.5,67.7,67.1,0,0,1,1.5,115001,0,25.3,37.7,2,2,1,1,0,0,40.3,60.1,2,0,3,4.5,85000,4.9,18.2,47483,13.9,51.9,50552,6,22.5,52515,1,3.7,53925,1,3.7,53925,0,0,.,2,7.5,13,48.7,0,0,6,22.5,0,0,4.5,21.7,81.3,0,0,8.9,33.2,0,0,17.4,5,18.7,13.7,51.3,0,0,0,0,0,0,0,0,24.7,92.5,2,7.5,0.3,26.7,39.8,50688,0,0,66.1,0,0,9.9,36.9,9.6,14.3,52360,0,1.5,2.2,.,.
"'015842",.,.,"ROYAL PUBLIC SCHOOLS",.,.,.,.,7.4,30.6,24.1,0,0,1,4.2,185000,0,0,0,5,1,1,1,0,0,21.1,87.9,0,0,2,8.3,79186,15.7,100,51076,0,0,.,0,0,.,0,0,.,0,0,.,0,0,.,0,0,14.7,93.6,0,0,1,6.4,0,0,0,14.4,91.7,0,0,0,0,0,0,7.1,1.3,8.3,1,6.4,0,0,0,0,0,0,0,0,14.7,93.6,1,6.4,0,15.7,65.2,51076,0,0,.,0,0,14.7,93.6,2.5,10.2,71731,0,2.9,12.1,.,.
