DISTRICT,DD006AMA1222R,DD006AMA1322R,DD006AMA1S22R,DD006ARE1222R,DD006ARE1322R,DD006ARE1S22R,DD206AMA1222R,DD206AMA1322R,DD206AMA1S22R,DD206ARE1222R,DD206ARE1322R,DD206ARE1S22R,DD306AMA1222R,DD306AMA1322R,DD306AMA1S22R,DD306ARE1222R,DD306ARE1322R,DD306ARE1S22R,DD406AMA1222R,DD406AMA1322R,DD406AMA1S22R,DD406ARE1222R,DD406ARE1322R,DD406ARE1S22R,DDA06AMA1222R,DDA06AMA1322R,DDA06AMA1S22R,DDA06ARE1222R,DDA06ARE1322R,DDA06ARE1S22R,DDB06AMA1222R,DDB06AMA1322R,DDB06AMA1S22R,DDB06ARE1222R,DDB06ARE1322R,DDB06ARE1S22R,DDE06AMA1222R,DDE06AMA1322R,DDE06AMA1S22R,DDE06ARE1222R,DDE06ARE1322R,DDE06ARE1S22R,DDF06AMA1222R,DDF06AMA1322R,DDF06AMA1S22R,DDF06ARE1222R,DDF06ARE1322R,DDF06ARE1S22R,DDH06AMA1222R,DDH06AMA1322R,DDH06AMA1S22R,DDH06ARE1222R,DDH06ARE1322R,DDH06ARE1S22R,DDI06AMA1222R,DDI06AMA1322R,DDI06AMA1S22R,DDI06ARE1222R,DDI06ARE1322R,DDI06ARE1S22R,DDL06AMA1222R,DDL06AMA1322R,DDL06AMA1S22R,DDL06ARE1222R,DDL06ARE1322R,DDL06ARE1S22R,DDM06AMA1222R,DDM06AMA1322R,DDM06AMA1S22R,DDM06ARE1222R,DDM06ARE1322R,DDM06ARE1S22R,DDR06AMA1222R,DDR06AMA1322R,DDR06AMA1S22R,DDR06ARE1222R,DDR06ARE1322R,DDR06ARE1S22R,DDS06AMA1222R,DDS06AMA1322R,DDS06AMA1S22R,DDS06ARE1222R,DDS06ARE1322R,DDS06ARE1S22R,DDW06AMA1222R,DDW06AMA1322R,DDW06AMA1S22R,DDW06ARE1222R,DDW06ARE1322R,DDW06ARE1S22R,DISTNAME,DNC06AMA1222R,DNC06AMA1322R,DNC06AMA1S22R,DNC06ARE1222R,DNC06ARE1322R,DNC06ARE1S22R,DNM06AMA1222R,DNM06AMA1322R,DNM06AMA1S22R,DNM06ARE1222R,DNM06ARE1322R,DNM06ARE1S22R,DNS06AMA1222R,DNS06AMA1322R,DNS06AMA1S22R,DNS06ARE1222R,DNS06ARE1322R,DNS06ARE1S22R
"'039902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,40,12,85,40,20,74,.,.,.,.,.,.,26,4,70,22,9,70,32,10,77,32,26,71,17,0,67,33,17,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,15,91,47,15,76,13,0,74,19,0,52,0,0,69,0,0,38,41,11,85,37,19,72,"HENRIETTA ISD",40,10,88,44,22,74,40,20,73,27,13,73,-1,-1,-1,-1,-1,-1
"'039903",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,38,21,79,44,26,82,.,.,.,.,.,.,47,18,94,47,18,88,33,13,67,40,40,67,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,42,26,89,47,16,95,18,6,71,18,12,65,-1,-1,-1,-1,-1,-1,44,26,85,52,33,85,"PETROLIA CISD",42,21,88,46,29,88,30,20,60,40,20,70,-1,-1,-1,-1,-1,-1
"'039904",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,50,20,90,60,10,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,17,83,67,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,22,89,56,11,100,"BELLEVUE ISD",56,22,100,67,11,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'039905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,13,88,50,13,75,.,.,.,.,.,.,17,0,83,50,17,83,33,17,83,67,17,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,20,0,100,20,20,60,-1,-1,-1,-1,-1,-1,25,13,88,50,13,75,"MIDWAY ISD",-1,-1,-1,-1,-1,-1,33,17,83,67,17,83,-1,-1,-1,-1,-1,-1
"'040901",0,0,29,14,14,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,40,13,13,50,.,.,.,.,.,.,0,0,33,11,11,44,0,0,36,7,7,57,4,4,39,11,11,46,.,.,.,.,.,.,0,0,17,17,17,50,6,6,44,19,19,44,0,0,31,8,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"MORTON ISD",5,5,36,14,14,59,0,0,50,13,13,25,-1,-1,-1,-1,-1,-1
"'040902",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,4,76,52,24,76,.,.,.,.,.,.,13,0,63,44,25,69,17,8,83,58,33,92,7,0,67,47,27,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,0,69,46,15,62,9,0,64,27,27,45,0,0,20,20,20,20,33,11,89,56,22,89,"WHITEFACE CISD",21,5,74,53,26,74,0,0,83,50,17,83,.,.,.,.,.,.
"'041901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,33,93,73,40,80,.,.,.,.,.,.,71,29,86,86,43,86,78,22,100,89,56,89,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,67,50,83,50,17,67,60,40,80,60,0,60,-1,-1,-1,-1,-1,-1,67,33,92,75,42,75,"BRONTE ISD",83,42,100,75,50,83,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'041902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,17,83,50,17,83,.,.,.,.,.,.,44,11,89,44,11,78,29,14,71,43,14,71,17,0,67,17,0,83,.,.,.,.,.,.,.,.,.,.,.,.,80,20,100,60,20,100,0,0,67,17,0,67,-1,-1,-1,-1,-1,-1,83,33,100,83,33,83,"ROBERT LEE ISD",38,0,75,38,13,88,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'042901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,22,6,63,46,19,80,-1,-1,-1,-1,-1,-1,21,4,64,46,29,82,20,0,55,40,5,75,7,7,47,20,20,67,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,24,9,68,50,26,82,0,0,38,21,8,54,17,0,33,17,17,50,30,5,70,57,19,84,"COLEMAN ISD",18,5,58,42,18,74,31,6,75,56,19,94,-1,-1,-1,-1,-1,-1
"'042903",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,13,0,80,40,27,73,.,.,.,.,.,.,13,0,80,40,27,73,13,0,75,25,13,75,17,0,83,17,17,67,.,.,.,.,.,.,.,.,.,.,.,.,14,0,86,57,43,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,0,88,63,38,75,"SANTA ANNA ISD",29,0,100,57,29,57,0,0,63,25,25,88,.,.,.,.,.,.
"'042905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,0,86,14,14,57,.,.,.,.,.,.,14,0,86,14,14,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,0,0,80,20,20,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,83,17,17,50,"PANTHER CREEK CISD",20,0,100,20,20,80,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'043801",79,33,100,75,58,92,80,20,100,100,40,100,89,58,100,91,62,97,.,.,.,.,.,.,76,38,97,77,47,95,50,27,100,62,33,90,43,14,86,62,31,92,79,44,96,81,53,96,77,23,92,38,15,77,-1,-1,-1,-1,-1,-1,58,17,100,58,42,83,73,32,99,73,41,93,58,17,100,58,42,83,0,0,88,0,0,50,70,20,93,70,38,98,"IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS",77,35,97,77,47,94,74,43,98,75,45,96,-1,-1,-1,-1,-1,-1
"'043802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LONE STAR LANGUAGE ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'043901",66,33,88,50,27,78,74,44,94,67,40,94,91,69,97,83,62,94,-1,-1,-1,-1,-1,-1,72,44,92,66,42,88,54,22,81,48,28,77,51,18,82,40,19,73,70,39,92,68,45,91,55,20,88,49,24,80,71,29,86,71,57,100,51,19,81,33,15,65,74,48,92,63,40,85,43,14,80,33,13,69,37,12,67,27,11,54,73,44,94,67,43,90,"ALLEN ISD",76,47,94,70,46,90,62,34,87,54,32,82,79,39,98,70,39,97
"'043902",27,5,65,23,7,48,39,17,83,39,11,83,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,37,14,75,35,16,69,27,9,64,29,9,71,28,10,68,29,12,60,32,10,66,36,16,76,31,11,67,27,11,58,-1,-1,-1,-1,-1,-1,14,0,57,10,2,37,42,17,81,35,16,63,13,3,58,14,6,48,22,14,49,19,8,41,46,19,84,44,25,75,"ANNA ISD",39,15,79,38,17,70,34,13,68,31,15,66,20,20,87,33,27,67
"'043903",22,4,78,26,9,74,54,38,85,71,43,93,78,56,89,78,44,100,.,.,.,.,.,.,53,20,89,70,41,90,60,20,100,70,50,90,29,6,84,36,24,82,55,20,93,77,45,94,29,7,82,50,31,79,.,.,.,.,.,.,14,0,76,24,10,71,51,21,85,64,37,87,18,1,78,31,12,72,35,6,76,41,21,68,59,22,92,77,43,93,"CELINA ISD",57,19,89,70,39,88,48,22,90,70,42,93,75,25,88,75,63,88
"'043904",9,0,41,29,9,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,17,2,58,55,27,80,14,0,57,43,29,43,11,2,49,42,21,75,13,4,53,57,28,82,13,1,54,48,15,77,.,.,.,.,.,.,4,0,32,16,0,64,20,1,62,54,26,77,8,2,29,21,4,63,22,4,35,39,9,48,20,2,60,63,36,84,"FARMERSVILLE ISD",17,2,53,52,24,78,16,3,65,60,32,83,-1,-1,-1,-1,-1,-1
"'043905",60,31,87,52,29,80,58,31,91,63,39,88,90,67,98,85,61,97,-1,-1,-1,-1,-1,-1,67,40,91,69,45,90,30,10,71,39,18,71,32,12,71,39,21,69,64,36,91,72,48,92,49,20,82,53,29,80,57,29,86,45,32,77,46,18,79,34,13,68,71,44,91,66,42,88,33,13,72,32,13,66,35,13,66,35,16,59,61,27,91,66,39,90,"FRISCO ISD",69,40,92,71,46,91,64,39,88,65,41,86,67,37,91,66,40,94
"'043907",40,14,76,30,13,61,66,28,90,60,33,87,79,45,95,61,39,89,-1,-1,-1,-1,-1,-1,62,29,87,52,29,80,48,16,76,33,15,65,42,14,76,33,15,63,61,29,88,56,33,83,47,18,81,41,20,69,20,20,80,20,20,60,34,11,73,24,9,56,62,30,87,48,26,78,34,10,73,26,10,57,38,14,63,33,14,52,73,39,94,63,38,90,"MCKINNEY ISD",64,31,88,54,30,82,55,25,85,46,26,76,71,39,98,70,43,87
"'043908",32,4,88,48,11,81,56,13,100,57,38,90,22,0,89,88,50,94,.,.,.,.,.,.,46,12,92,63,36,90,29,16,92,48,27,85,44,10,98,50,17,98,43,8,92,64,40,93,39,8,85,54,23,84,-1,-1,-1,-1,-1,-1,37,5,89,42,5,74,50,16,91,62,32,89,39,4,91,39,4,74,30,16,82,38,15,67,56,14,94,70,43,95,"MELISSA ISD",46,13,93,67,40,91,47,12,90,58,31,90,64,0,91,47,13,93
"'043910",39,18,75,39,21,66,.,.,.,.,.,.,81,55,96,81,60,96,-1,-1,-1,-1,-1,-1,54,27,83,60,38,82,32,12,68,38,18,68,36,14,73,40,22,67,53,25,83,62,40,84,34,11,74,40,20,65,43,14,100,57,29,100,31,11,70,28,12,57,55,29,84,57,37,79,24,7,67,26,11,58,28,11,56,28,12,49,63,29,90,68,44,90,"PLANO ISD",59,30,87,64,42,85,41,19,75,47,27,74,63,32,94,68,39,94
"'043911",40,13,80,29,13,65,58,31,85,42,12,73,82,47,100,59,41,88,-1,-1,-1,-1,-1,-1,50,23,84,43,23,73,51,18,76,43,21,78,45,18,79,36,16,71,48,22,82,45,27,76,43,19,84,38,21,70,-1,-1,-1,-1,-1,-1,33,9,77,23,8,60,52,24,87,42,20,70,29,8,74,19,8,55,27,12,60,18,7,39,55,27,88,49,29,73,"PRINCETON ISD",51,24,84,44,23,76,50,22,85,42,24,70,50,19,81,50,38,94
"'043912",57,26,88,55,27,82,61,25,88,54,30,83,81,50,97,80,53,94,-1,-1,-1,-1,-1,-1,58,26,90,61,33,87,41,16,81,49,20,80,38,13,74,40,13,70,53,22,90,63,35,88,54,18,89,59,28,84,-1,-1,-1,-1,-1,-1,47,16,84,43,15,76,63,30,91,59,31,85,23,5,74,28,9,65,29,8,59,28,10,54,54,22,90,58,31,87,"PROSPER ISD",59,27,92,61,35,88,56,25,88,60,31,85,54,27,93,56,34,86
"'043914",58,29,90,48,24,75,64,44,91,65,43,84,87,53,97,75,45,92,.,.,.,.,.,.,67,36,93,61,39,84,61,32,92,56,38,83,49,19,87,43,22,72,65,33,93,64,43,86,56,26,89,50,31,79,-1,-1,-1,-1,-1,-1,47,19,86,32,13,66,70,39,92,58,33,83,40,15,82,30,12,62,34,14,72,28,14,52,70,37,94,65,41,86,"WYLIE ISD",72,41,95,66,44,88,54,23,89,47,25,76,79,52,98,74,52,92
"'043917",42,8,75,58,33,83,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,34,21,77,53,31,76,.,.,.,.,.,.,9,5,64,50,23,73,44,24,88,74,41,88,27,9,73,50,32,77,-1,-1,-1,-1,-1,-1,50,17,83,67,17,83,21,18,64,29,18,61,13,4,50,29,8,54,40,40,40,40,20,40,39,28,81,53,28,75,"BLUE RIDGE ISD",33,20,80,50,33,78,36,23,73,59,27,73,-1,-1,-1,-1,-1,-1
"'043918",14,2,54,29,11,61,17,0,33,50,50,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,5,58,32,16,66,15,0,52,30,15,63,15,4,51,26,12,60,13,3,57,39,16,70,12,4,58,29,10,63,-1,-1,-1,-1,-1,-1,13,2,54,26,9,59,24,6,60,25,15,62,9,1,43,18,7,51,17,0,25,8,0,38,23,7,61,34,18,69,"COMMUNITY ISD",21,4,62,35,20,71,16,5,55,28,12,62,0,0,67,17,17,50
"'043919",100,100,100,67,67,83,83,50,100,53,27,100,98,83,100,90,73,95,.,.,.,.,.,.,91,60,99,76,48,95,90,70,100,67,42,92,83,33,94,65,29,100,87,57,99,81,55,95,82,53,100,65,29,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,63,100,71,42,96,63,26,95,36,12,71,71,36,96,42,29,83,92,57,99,77,47,96,"LOVEJOY ISD",90,57,99,75,51,95,93,66,100,77,41,95,100,58,100,93,50,93
"'044902",0,0,50,17,17,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,23,84,53,30,79,-1,-1,-1,-1,-1,-1,35,13,77,42,19,71,43,14,86,57,38,76,41,14,77,36,18,73,.,.,.,.,.,.,0,0,50,17,17,50,55,32,82,50,23,82,38,19,75,38,13,69,22,22,67,22,11,44,61,39,94,78,44,89,"WELLINGTON ISD",53,26,85,53,26,82,33,11,78,56,44,67,.,.,.,.,.,.
"'045902",11,5,42,21,0,68,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,32,6,72,49,17,79,0,0,44,22,0,56,33,5,64,42,18,75,25,0,75,58,25,88,29,7,64,40,13,73,.,.,.,.,.,.,6,6,38,19,0,69,37,11,70,43,11,72,8,3,48,20,5,60,10,0,40,0,0,10,41,8,87,64,23,90,"COLUMBUS ISD",33,6,76,46,16,74,29,8,63,58,21,92,-1,-1,-1,-1,-1,-1
"'045903",7,0,14,14,7,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,24,10,58,30,11,60,18,9,36,9,0,45,20,8,48,26,8,51,13,5,46,28,8,59,24,7,55,27,7,56,.,.,.,.,.,.,0,0,10,10,0,30,34,15,68,32,15,61,2,0,35,7,0,30,22,0,33,22,0,33,27,18,82,45,36,82,"RICE CISD",25,9,55,29,9,57,20,13,67,33,20,73,.,.,.,.,.,.
"'045905",38,0,92,46,15,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,16,91,47,29,79,20,0,60,0,0,40,47,8,89,33,25,78,59,10,100,52,38,83,44,7,96,41,22,81,.,.,.,.,.,.,38,0,92,46,15,69,48,21,83,41,21,76,32,0,90,29,10,71,17,17,83,33,33,50,81,33,100,76,52,95,"WEIMAR ISD",53,18,91,49,31,78,54,8,92,38,23,85,-1,-1,-1,-1,-1,-1
"'046802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TRINITY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'046901",36,4,73,21,7,42,57,19,95,38,24,81,92,42,100,75,17,83,-1,-1,-1,-1,-1,-1,52,18,84,45,23,74,33,0,78,47,12,82,35,6,73,25,8,57,46,14,83,47,25,76,41,9,78,29,14,61,-1,-1,-1,-1,-1,-1,32,1,70,16,3,36,57,21,86,44,22,72,21,1,64,12,2,39,17,6,54,11,2,33,63,27,91,62,34,86,"NEW BRAUNFELS ISD",55,19,87,48,26,76,46,15,79,39,19,71,68,11,84,16,0,68
"'046902",36,14,75,36,13,64,56,28,87,61,40,87,62,38,92,54,31,92,-1,-1,-1,-1,-1,-1,57,26,87,60,35,84,54,12,78,51,29,75,37,12,75,42,21,69,55,23,85,64,37,87,47,18,81,53,27,79,-1,-1,-1,-1,-1,-1,26,8,68,23,3,55,60,30,88,57,33,81,24,6,67,23,9,55,22,8,59,22,9,45,66,33,91,67,41,88,"COMAL ISD",59,29,87,61,36,84,55,22,86,60,33,84,59,28,97,55,28,88
"'047901",38,19,86,38,29,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,30,85,53,36,80,.,.,.,.,.,.,43,19,81,38,26,70,68,41,89,59,49,78,38,23,78,40,28,70,.,.,.,.,.,.,17,8,75,0,0,67,42,21,81,47,26,81,25,8,67,14,8,56,20,13,47,13,13,40,70,38,93,65,45,90,"COMANCHE ISD",56,31,87,57,41,80,47,26,79,37,21,79,-1,-1,-1,-1,-1,-1
"'047902",20,0,100,20,0,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,6,87,49,19,81,.,.,.,.,.,.,19,0,90,43,10,90,39,6,94,56,22,83,25,0,83,29,4,79,.,.,.,.,.,.,20,0,100,20,0,80,34,7,83,45,17,79,20,0,73,13,0,67,-1,-1,-1,-1,-1,-1,48,13,91,70,35,83,"DE LEON ISD",33,8,86,50,19,75,45,0,91,45,18,100,-1,-1,-1,-1,-1,-1
"'047903",0,0,63,13,13,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,8,62,15,15,38,.,.,.,.,.,.,11,11,67,22,22,22,0,0,60,20,20,40,18,9,64,18,18,45,.,.,.,.,.,.,0,0,71,14,14,14,38,13,63,13,13,38,0,0,56,11,11,22,0,0,40,0,0,0,-1,-1,-1,-1,-1,-1,"GUSTINE ISD",20,10,60,20,20,30,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'047905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,8,62,31,8,85,.,.,.,.,.,.,25,13,75,25,0,75,13,0,50,50,13,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,40,20,80,0,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,11,56,44,11,78,"SIDNEY ISD",38,13,63,38,13,88,0,0,60,20,0,80,-1,-1,-1,-1,-1,-1
"'048901",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,7,47,13,7,47,-1,-1,-1,-1,-1,-1,25,8,42,8,8,42,33,11,67,11,11,56,18,0,45,18,9,45,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,17,0,17,17,0,33,17,8,42,0,0,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"EDEN CISD",27,9,55,9,9,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'048903",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,25,6,69,19,6,63,.,.,.,.,.,.,10,10,70,20,10,50,33,11,78,33,11,78,0,0,33,0,0,17,.,.,.,.,.,.,.,.,.,.,.,.,14,0,57,0,0,43,14,0,29,14,0,43,-1,-1,-1,-1,-1,-1,33,0,89,22,0,89,"PAINT ROCK ISD",0,0,57,14,0,29,44,11,78,22,11,89,.,.,.,.,.,.
"'049901",21,8,65,7,3,33,22,0,67,33,0,67,.,.,.,.,.,.,.,.,.,.,.,.,32,10,71,30,13,60,33,22,67,33,33,78,28,11,69,24,9,59,36,8,75,38,14,70,26,9,67,22,8,52,-1,-1,-1,-1,-1,-1,22,8,65,7,3,32,29,12,68,23,11,51,18,6,58,8,2,39,16,0,26,21,0,42,47,13,81,47,21,71,"GAINESVILLE ISD",33,10,71,29,12,59,30,11,76,32,16,65,40,20,100,60,20,80
"'049902",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,65,22,84,57,27,73,.,.,.,.,.,.,38,13,50,38,25,38,80,27,100,93,40,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,18,73,32,18,55,17,0,50,8,0,42,10,0,40,10,0,20,66,23,86,57,29,74,"MUENSTER ISD",64,25,82,61,29,71,67,11,89,44,22,78,-1,-1,-1,-1,-1,-1
"'049903",0,0,33,7,7,33,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,21,4,58,25,10,61,.,.,.,.,.,.,8,0,44,15,10,51,17,6,43,23,6,60,4,0,42,12,4,50,.,.,.,.,.,.,0,0,33,7,7,33,25,3,75,28,16,63,4,0,45,9,4,45,14,0,29,14,0,29,32,5,68,34,13,68,"VALLEY VIEW ISD",24,7,59,24,11,57,14,0,57,29,10,71,-1,-1,-1,-1,-1,-1
"'049905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,59,23,94,51,25,80,-1,-1,-1,-1,-1,-1,38,4,92,46,17,71,52,23,93,57,27,82,55,9,91,27,0,82,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,66,23,95,45,23,77,36,7,86,18,11,50,43,14,86,36,7,43,59,24,96,54,27,80,"CALLISBURG ISD",58,23,93,50,23,82,61,21,96,54,29,75,-1,-1,-1,-1,-1,-1
"'049906",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,36,11,83,42,19,78,.,.,.,.,.,.,22,0,67,22,0,78,25,6,81,56,13,75,0,0,80,40,20,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,15,85,30,25,80,11,6,72,17,11,61,14,0,29,14,0,29,44,15,81,41,22,78,"ERA ISD",29,13,83,38,17,71,50,8,83,50,25,92,.,.,.,.,.,.
"'049907",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,69,33,97,56,44,90,.,.,.,.,.,.,57,43,100,43,43,86,57,19,95,48,33,90,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,83,50,100,67,56,89,27,0,91,9,0,91,-1,-1,-1,-1,-1,-1,74,35,100,62,47,91,"LINDSAY ISD",72,34,100,59,44,94,57,29,86,43,43,71,-1,-1,-1,-1,-1,-1
"'049908",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,80,0,0,60,.,.,.,.,.,.,0,0,80,0,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,"WALNUT BEND ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'049909",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,11,89,22,11,89,.,.,.,.,.,.,33,0,100,17,0,100,33,17,83,33,17,83,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,13,88,13,13,88,"SIVELLS BEND ISD",50,17,100,33,17,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'050901",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,8,50,58,8,83,.,.,.,.,.,.,13,0,38,50,13,75,29,14,57,57,14,86,25,0,63,63,13,88,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,20,0,40,60,0,80,13,0,25,50,13,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"EVANT ISD",25,13,50,63,13,88,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'050902",36,14,79,36,7,50,40,0,80,53,27,67,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,51,19,83,47,26,74,-1,-1,-1,-1,-1,-1,40,11,82,37,16,69,56,25,86,53,32,82,38,9,79,36,13,62,.,.,.,.,.,.,27,0,73,27,9,36,45,13,80,40,21,65,18,3,63,16,6,49,14,11,50,18,11,36,57,25,84,50,32,79,"GATESVILLE ISD",52,21,84,48,29,73,46,11,78,41,16,76,22,11,67,44,11,67
"'050904",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,50,0,75,50,25,75,.,.,.,.,.,.,60,0,80,60,40,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,67,0,83,50,33,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,0,83,50,33,67,"OGLESBY ISD",67,0,67,33,33,67,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
