DISTRICT,DD000A00T022R,DD0NAA00T022R,DD0NOA00T022R,DD0NTA00T022R,DD0YAA00T022R,DD0YMA00T022R,DD0YXA00T022R,DD200A00T022R,DD2NAA00T022R,DD2NOA00T022R,DD2NTA00T022R,DD2YAA00T022R,DD2YMA00T022R,DD2YXA00T022R,DD300A00T022R,DD3NAA00T022R,DD3NOA00T022R,DD3NTA00T022R,DD3YAA00T022R,DD3YMA00T022R,DD3YXA00T022R,DD400A00T022R,DD4NAA00T022R,DD4NOA00T022R,DD4NTA00T022R,DD4YAA00T022R,DD4YMA00T022R,DD4YXA00T022R,DDA00A00T022R,DDANAA00T022R,DDANOA00T022R,DDANTA00T022R,DDAYAA00T022R,DDAYMA00T022R,DDAYXA00T022R,DDB00A00T022R,DDBNAA00T022R,DDBNOA00T022R,DDBNTA00T022R,DDBYAA00T022R,DDBYMA00T022R,DDBYXA00T022R,DDE00A00T022R,DDENAA00T022R,DDENOA00T022R,DDENTA00T022R,DDEYAA00T022R,DDEYMA00T022R,DDEYXA00T022R,DDF00A00T022R,DDFNAA00T022R,DDFNOA00T022R,DDFNTA00T022R,DDFYAA00T022R,DDFYMA00T022R,DDFYXA00T022R,DDH00A00T022R,DDHNAA00T022R,DDHNOA00T022R,DDHNTA00T022R,DDHYAA00T022R,DDHYMA00T022R,DDHYXA00T022R,DDI00A00T022R,DDINAA00T022R,DDINOA00T022R,DDINTA00T022R,DDIYAA00T022R,DDIYMA00T022R,DDIYXA00T022R,DDL00A00T022R,DDLNAA00T022R,DDLNOA00T022R,DDLNTA00T022R,DDLYAA00T022R,DDLYMA00T022R,DDLYXA00T022R,DDM00A00T022R,DDMNAA00T022R,DDMNOA00T022R,DDMNTA00T022R,DDMYAA00T022R,DDMYMA00T022R,DDMYXA00T022R,DDR00A00T022R,DDRNAA00T022R,DDRNOA00T022R,DDRNTA00T022R,DDRYAA00T022R,DDRYMA00T022R,DDRYXA00T022R,DDS00A00T022R,DDSNAA00T022R,DDSNOA00T022R,DDSNTA00T022R,DDSYAA00T022R,DDSYMA00T022R,DDSYXA00T022R,DDW00A00T022R,DDWNAA00T022R,DDWNOA00T022R,DDWNTA00T022R,DDWYAA00T022R,DDWYMA00T022R,DDWYXA00T022R,DISTNAME,DNC00A00T022R,DNCNAA00T022R,DNCNOA00T022R,DNCNTA00T022R,DNCYAA00T022R,DNCYMA00T022R,DNCYXA00T022R,DNM00A00T022R,DNMNAA00T022R,DNMNOA00T022R,DNMNTA00T022R,DNMYAA00T022R,DNMYMA00T022R,DNMYXA00T022R,DNS00A00T022R,DNSNAA00T022R,DNSNOA00T022R,DNSNTA00T022R,DNSYAA00T022R,DNSYMA00T022R,DNSYXA00T022R
"'057830",100,0,0,0,96,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,96,3,2,100,0,0,0,85,15,0,100,0,0,0,96,2,2,100,0,0,0,95,3,2,100,0,0,0,96,2,2,.,.,.,.,.,.,.,100,0,0,0,96,1,3,100,0,0,0,96,2,2,100,0,0,0,96,2,2,100,0,0,0,97,1,2,100,0,0,0,94,6,0,"INSPIRED VISION ACADEMY",100,0,0,0,97,1,2,100,0,0,0,93,5,1,100,0,0,0,97,0,3
"'057831",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,1,0,1,94,5,0,99,1,0,1,94,5,0,99,1,0,1,96,2,0,99,1,0,1,96,4,0,100,0,0,0,94,6,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,98,2,0,2,92,6,0,97,3,0,3,97,0,0,98,2,0,2,98,0,0,.,.,.,.,.,.,.,"GATEWAY CHARTER ACADEMY",98,2,0,2,96,3,0,99,1,0,1,92,7,0,-1,-1,-1,-1,-1,-1,-1
"'057833",100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,97,3,0,100,0,0,0,96,4,0,100,0,0,0,99,1,0,100,0,0,0,96,4,0,100,0,0,0,98,2,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,97,3,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,95,5,0,"EDUCATION CENTER INTERNATIONAL ACADEMY",100,0,0,0,97,3,0,100,0,0,0,96,4,0,100,0,0,0,100,0,0
"'057834",99,1,0,1,67,25,7,100,0,0,0,69,31,0,93,0,7,7,43,50,0,.,.,.,.,.,.,.,98,2,0,2,62,35,1,98,2,0,2,78,20,0,98,2,1,2,82,15,1,98,2,0,2,76,21,1,97,3,1,3,78,16,2,-1,-1,-1,-1,-1,-1,-1,99,1,0,1,66,26,7,98,2,1,2,71,26,1,97,2,0,3,81,15,1,99,1,0,1,69,27,2,97,3,0,3,55,41,1,"EVOLUTION ACADEMY CHARTER SCHOOL",98,2,0,2,7,91,0,98,2,0,2,73,23,1,97,3,0,3,45,53,0
"'057835",100,0,0,0,95,1,4,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,96,1,3,100,0,0,0,89,11,0,100,0,0,0,96,1,3,100,0,0,0,97,1,2,100,0,0,0,96,1,3,100,0,0,0,100,0,0,100,0,0,0,95,1,4,100,0,0,0,95,2,3,100,0,0,0,98,1,1,100,0,0,0,94,3,3,100,0,0,0,100,0,0,"GOLDEN RULE CHARTER SCHOOL",100,0,0,0,99,0,1,100,0,0,0,87,4,8,100,0,0,0,100,0,0
"'057836",.,.,.,.,.,.,.,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,98,2,0,100,0,0,0,97,2,0,100,0,0,0,100,0,0,100,0,0,0,99,1,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,0,0,1,96,3,0,100,0,0,0,100,0,0,100,0,0,0,96,4,0,.,.,.,.,.,.,.,"ST ANTHONY SCHOOL",100,0,0,0,100,0,0,99,1,1,1,93,6,0,100,0,0,0,100,0,0
"'057839",100,0,0,0,99,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,99,1,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,99,0,0,100,0,0,0,99,0,0,100,0,0,0,99,1,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,99,1,0,100,0,0,0,99,1,0,100,0,0,0,99,1,0,100,0,0,0,98,1,0,100,0,0,0,100,0,0,"LA ACADEMIA DE ESTRELLAS",100,0,0,0,99,1,0,100,0,0,0,99,0,1,100,0,0,0,100,0,0
"'057840",98,2,0,2,33,2,62,88,0,13,13,88,0,0,96,2,1,4,82,4,11,.,.,.,.,.,.,.,95,1,4,5,78,8,9,96,0,4,4,72,15,9,100,0,0,0,67,17,17,93,1,6,7,78,7,9,93,0,7,7,80,2,11,-1,-1,-1,-1,-1,-1,-1,97,3,0,3,28,3,67,97,1,2,3,79,8,10,92,1,6,8,58,1,33,.,.,.,.,.,.,.,92,2,6,8,78,8,6,"RICHLAND COLLEGIATE HIGH SCHOOL",92,8,0,8,0,92,0,95,1,5,5,81,4,10,-1,-1,-1,-1,-1,-1,-1
"'057841",100,0,0,0,98,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,98,1,0,100,0,0,0,99,1,0,100,0,0,0,99,1,0,100,0,0,0,99,1,0,100,0,0,0,98,1,0,.,.,.,.,.,.,.,100,0,0,0,98,2,1,100,0,0,0,98,2,0,100,0,0,0,99,1,0,100,0,0,0,97,2,1,100,0,0,0,100,0,0,"CITYSCAPE SCHOOLS",100,0,0,0,99,0,0,100,0,0,0,97,3,1,100,0,0,0,100,0,0
"'057844",100,0,0,0,92,5,3,100,0,0,0,95,0,5,100,0,0,0,95,3,3,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,92,6,1,100,0,0,0,94,6,0,100,0,0,0,94,4,2,100,0,0,0,96,3,2,100,0,0,0,67,33,0,100,0,0,0,100,0,0,100,0,0,0,92,5,3,100,0,0,0,91,8,1,100,0,0,0,96,1,2,100,0,0,0,92,5,3,100,0,0,0,92,7,2,"MANARA ACADEMY",100,0,0,0,97,2,1,100,0,0,0,87,11,2,100,0,0,0,100,0,0
"'057845",100,0,0,0,93,3,4,100,0,0,0,97,3,0,100,0,0,0,88,13,0,.,.,.,.,.,.,.,99,0,0,1,97,2,0,100,0,0,0,97,3,0,99,1,0,1,96,2,1,99,0,0,1,97,2,0,99,1,0,1,97,1,1,100,0,0,0,100,0,0,100,0,0,0,92,3,4,99,0,0,1,97,1,0,100,0,0,0,97,1,2,96,4,0,4,94,0,2,99,1,0,1,98,2,0,"UME PREPARATORY ACADEMY",100,0,0,0,99,1,0,99,1,0,1,96,2,1,100,0,0,0,100,0,0
"'057846",100,0,0,0,92,4,4,95,5,0,5,90,5,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,100,0,0,0,93,4,2,100,0,0,0,96,4,0,99,0,0,1,96,2,2,99,0,0,1,92,5,2,100,0,0,0,92,5,2,97,3,0,3,97,0,0,100,0,0,0,92,4,4,100,0,0,0,94,3,2,100,0,0,0,96,1,3,100,0,0,0,96,3,1,99,0,1,1,96,3,0,"LEGACY PREPARATORY",99,0,0,1,92,4,3,100,0,0,0,94,4,1,100,0,0,0,81,17,1
"'057847",98,2,0,2,92,0,6,100,0,0,0,96,4,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,99,0,0,1,97,2,0,100,0,0,0,97,2,0,99,0,0,1,98,1,0,99,0,0,1,98,1,0,99,0,0,1,97,2,0,.,.,.,.,.,.,.,98,2,0,2,90,0,7,99,0,0,1,97,2,1,99,1,0,1,98,1,0,98,2,0,2,98,0,0,99,1,0,1,99,0,0,"VILLAGE TECH SCHOOLS",99,1,0,1,98,1,0,100,0,0,0,96,3,0,100,0,0,0,100,0,0
"'057848",100,0,0,0,92,5,3,100,0,0,0,93,7,0,100,0,0,0,96,3,1,100,0,0,0,100,0,0,100,0,0,0,94,5,1,99,0,0,1,94,6,0,100,0,0,0,96,3,1,100,0,0,0,93,5,1,100,0,0,0,93,4,2,100,0,0,0,88,12,0,100,0,0,0,92,5,3,100,0,0,0,94,5,1,100,0,0,0,97,1,2,99,0,0,1,94,4,1,100,0,0,0,95,4,1,"INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)",100,0,0,0,97,2,1,99,0,0,1,90,8,2,99,1,0,1,91,8,1
"'057850",100,0,0,0,97,1,2,100,0,0,0,95,5,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,96,3,1,100,0,0,0,98,2,0,100,0,0,0,98,1,1,100,0,0,0,96,3,1,100,0,0,0,96,2,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,97,1,3,100,0,0,0,96,3,1,100,0,0,0,97,1,1,99,0,1,1,96,3,0,99,0,0,1,96,3,0,"PIONEER TECHNOLOGY & ARTS ACADEMY",100,0,0,0,93,4,3,100,0,0,0,97,3,0,100,0,0,0,97,3,0
"'057851",100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,92,8,0,100,0,0,0,89,11,0,100,0,0,0,82,18,0,100,0,0,0,93,7,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,92,8,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,"BRIDGEWAY PREPARATORY ACADEMY",100,0,0,0,100,0,0,100,0,0,0,91,9,0,100,0,0,0,71,29,0
"'057903",99,1,0,1,87,6,6,99,1,0,1,93,5,0,99,1,0,1,91,6,2,89,11,0,11,79,11,0,98,2,0,2,91,5,2,98,2,0,2,90,8,0,98,2,0,2,92,4,2,98,1,0,2,91,5,3,98,2,0,2,90,5,4,97,3,0,3,93,4,0,98,2,0,2,86,6,6,98,2,0,2,90,6,2,98,2,0,2,90,4,4,98,2,0,2,94,3,1,98,2,0,2,94,3,1,"CARROLLTON-FARMERS BRANCH ISD",99,1,0,1,96,1,1,98,2,0,2,78,15,5,99,1,0,1,94,4,0
"'057904",98,2,0,2,90,3,4,97,3,0,3,89,8,0,97,3,0,3,91,3,4,100,0,0,0,90,10,0,97,3,0,3,91,6,0,98,2,0,2,91,6,0,97,3,0,3,95,2,1,98,2,0,2,91,6,0,97,2,0,3,91,5,2,89,11,0,11,89,0,0,98,2,0,2,89,4,5,97,3,0,3,91,6,0,97,3,0,3,94,2,1,94,5,0,6,91,3,0,98,2,0,2,91,7,0,"CEDAR HILL ISD",98,2,0,2,95,2,1,97,3,0,3,84,12,0,93,7,0,7,79,14,0
"'057905",97,1,2,3,88,3,6,96,2,2,4,90,5,1,97,1,2,3,88,6,3,88,6,6,12,62,9,17,97,1,2,3,90,4,3,96,2,2,4,88,7,0,97,1,2,3,90,4,3,97,1,2,3,90,4,3,97,1,2,3,90,3,4,97,2,1,3,70,12,15,97,1,2,3,88,3,6,97,2,2,3,90,4,3,96,2,2,4,91,1,4,96,2,2,4,91,3,2,98,1,1,2,94,3,1,"DALLAS ISD",97,1,1,3,95,1,2,94,2,3,6,75,12,7,95,1,4,5,87,7,1
"'057906",97,1,2,3,90,4,3,95,3,3,5,86,8,0,100,0,0,0,86,14,0,-1,-1,-1,-1,-1,-1,-1,94,1,5,6,87,6,0,95,1,4,5,89,6,0,95,1,3,5,89,6,0,95,1,3,5,89,6,0,95,1,3,5,89,5,1,97,0,3,3,97,0,0,97,0,2,3,90,4,3,95,1,4,5,88,7,0,95,1,4,5,90,4,1,94,1,4,6,87,6,1,91,1,8,9,77,11,3,"DESOTO ISD",97,1,2,3,94,3,0,89,2,9,11,78,11,1,86,2,12,14,68,18,0
"'057907",99,1,0,1,92,3,4,99,0,0,1,89,11,0,98,2,0,2,97,1,1,-1,-1,-1,-1,-1,-1,-1,98,2,0,2,93,4,1,98,2,0,2,92,6,0,98,2,0,2,95,2,1,98,1,0,2,93,5,1,98,1,0,2,93,3,2,94,4,2,6,90,4,0,99,1,0,1,90,3,5,98,2,0,2,93,4,1,98,2,0,2,94,2,1,98,2,0,2,93,4,2,97,2,1,3,93,3,1,"DUNCANVILLE ISD",98,1,0,2,96,2,1,98,2,0,2,88,8,2,97,3,0,3,83,14,0
"'057909",99,1,0,1,91,3,5,98,2,0,2,93,5,0,99,0,0,1,94,3,3,100,0,0,0,84,16,0,99,1,0,1,93,3,2,99,1,0,1,92,6,0,98,2,0,2,94,2,2,99,1,0,1,93,3,2,98,2,0,2,93,3,3,97,3,0,3,90,2,4,98,2,0,2,91,3,5,98,1,0,2,93,3,2,98,2,0,2,91,3,4,98,2,0,2,94,3,1,98,1,0,2,96,2,0,"GARLAND ISD",99,1,0,1,97,1,1,98,2,0,2,83,10,4,98,2,0,2,90,7,1
"'057910",99,1,0,1,89,3,7,99,1,0,1,93,5,1,100,0,0,0,95,2,2,100,0,0,0,100,0,0,99,1,0,1,92,4,3,98,1,0,2,92,6,0,99,1,0,1,94,2,3,99,1,0,1,92,4,3,99,1,0,1,92,3,4,99,1,0,1,95,3,2,99,1,0,1,89,3,7,99,1,0,1,92,4,2,98,2,0,2,93,2,4,98,2,0,2,95,2,1,99,1,0,1,95,3,1,"GRAND PRAIRIE ISD",99,1,0,1,95,1,2,98,2,0,2,84,10,4,99,1,0,1,88,10,1
"'057911",98,2,0,2,71,7,21,99,1,0,1,97,2,0,100,0,0,0,97,2,0,100,0,0,0,100,0,0,99,0,0,1,98,1,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,99,0,0,1,98,1,0,97,2,1,3,92,3,2,98,0,2,2,98,0,0,97,3,0,3,64,8,25,99,0,0,1,98,1,0,99,1,0,1,95,2,2,99,1,0,1,98,1,0,100,0,0,0,99,1,0,"HIGHLAND PARK ISD",100,0,0,0,99,0,0,99,1,0,1,92,6,1,100,0,0,0,99,1,0
"'057912",99,1,0,1,89,4,6,100,0,0,0,95,5,0,99,0,0,1,88,7,4,100,0,0,0,92,8,0,99,1,0,1,91,4,3,99,1,0,1,91,7,1,99,1,0,1,92,4,3,99,1,0,1,92,4,3,99,1,0,1,92,3,4,98,0,2,2,92,4,2,99,1,0,1,88,4,7,99,1,0,1,91,4,3,99,1,0,1,90,4,5,98,1,0,2,92,4,2,98,2,0,2,93,5,1,"IRVING ISD",99,1,0,1,97,1,2,98,1,1,2,77,13,8,99,1,0,1,94,4,1
"'057913",100,0,0,0,90,6,4,99,1,0,1,92,7,0,100,0,0,0,84,11,5,100,0,0,0,100,0,0,100,0,0,0,92,7,1,100,0,0,0,93,7,0,100,0,0,0,97,3,1,100,0,0,0,93,7,0,100,0,0,0,92,6,2,100,0,0,0,95,2,2,100,0,0,0,89,6,5,100,0,0,0,92,7,1,100,0,0,0,97,2,1,100,0,0,0,92,6,2,100,0,0,0,93,5,2,"LANCASTER ISD",100,0,0,0,97,3,0,100,0,0,0,87,12,1,100,0,0,0,86,14,0
"'057914",99,1,0,1,93,3,3,98,1,0,2,93,5,0,100,0,0,0,95,3,2,100,0,0,0,100,0,0,99,1,0,1,93,4,1,99,1,0,1,92,7,0,99,1,0,1,94,3,1,99,1,0,1,93,4,1,99,1,0,1,94,3,2,98,2,0,2,91,8,0,99,1,0,1,92,4,4,99,1,0,1,93,4,1,99,1,0,1,95,2,2,99,1,0,1,95,3,1,98,2,0,2,95,3,0,"MESQUITE ISD",99,1,0,1,96,2,1,98,2,0,2,86,10,2,99,1,0,1,91,7,0
"'057916",98,1,0,2,87,4,7,99,1,0,1,95,4,1,98,1,2,2,86,4,8,100,0,0,0,100,0,0,98,1,0,2,93,4,2,98,2,0,2,91,7,1,98,2,0,2,92,3,2,98,1,0,2,93,4,2,98,2,0,2,91,4,3,100,0,0,0,94,5,1,98,1,0,2,86,4,7,98,1,0,2,92,4,2,98,2,0,2,95,1,3,98,2,0,2,94,3,1,99,1,0,1,97,1,1,"RICHARDSON ISD",99,1,0,1,98,1,1,97,2,1,3,79,12,6,99,1,0,1,94,4,0
"'057919",100,0,0,0,91,6,3,100,0,0,0,98,2,0,100,0,0,0,98,1,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,97,2,0,100,0,0,0,95,5,0,100,0,0,0,98,2,0,100,0,0,0,97,3,0,100,0,0,0,95,4,1,100,0,0,0,100,0,0,100,0,0,0,88,8,4,100,0,0,0,98,2,0,100,0,0,0,97,2,1,100,0,0,0,99,1,0,100,0,0,0,98,1,0,"SUNNYVALE ISD",100,0,0,0,98,1,0,100,0,0,0,94,5,1,100,0,0,0,97,3,0
"'057922",100,0,0,0,91,5,4,100,0,0,0,98,2,0,100,0,0,0,95,4,1,100,0,0,0,100,0,0,100,0,0,0,96,3,1,99,1,0,1,91,8,0,99,1,0,1,96,2,2,100,0,0,0,96,3,1,99,1,0,1,95,3,2,100,0,0,0,92,5,3,100,0,0,0,87,7,7,100,0,0,0,95,3,1,100,0,0,0,93,4,3,100,0,0,0,96,2,1,100,0,0,0,98,1,0,"COPPELL ISD",100,0,0,0,99,0,0,100,0,0,0,88,10,2,100,0,0,0,96,4,0
"'058902",100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,93,7,0,.,.,.,.,.,.,.,100,0,0,0,91,9,0,100,0,0,0,92,8,0,100,0,0,0,90,10,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,94,6,0,100,0,0,0,92,8,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,"DAWSON ISD",100,0,0,0,100,0,0,100,0,0,0,86,14,0,100,0,0,0,100,0,0
"'058905",100,0,0,0,75,16,9,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,94,5,1,.,.,.,.,.,.,.,99,0,1,1,84,13,2,99,0,1,1,94,5,1,100,0,0,0,91,6,2,.,.,.,.,.,.,.,100,0,0,0,70,19,11,100,0,0,0,94,5,1,100,0,0,0,83,13,4,100,0,0,0,85,12,3,100,0,0,0,97,3,0,"KLONDIKE ISD",100,0,0,0,98,1,0,99,0,1,1,78,18,3,100,0,0,0,100,0,0
"'058906",99,1,0,1,92,5,2,100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,95,5,0,100,0,0,0,97,3,0,100,0,0,0,99,1,0,100,0,0,0,95,5,0,100,0,0,0,98,1,0,-1,-1,-1,-1,-1,-1,-1,99,1,0,1,90,6,3,100,0,0,0,96,4,0,100,0,0,0,99,1,0,100,0,0,0,97,2,0,100,0,0,0,96,4,0,"LAMESA ISD",100,0,0,0,98,1,0,100,0,0,0,82,18,0,100,0,0,0,77,22,2
"'058909",100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,95,5,0,.,.,.,.,.,.,.,100,0,0,0,96,4,0,100,0,0,0,92,8,0,100,0,0,0,95,5,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,96,4,0,100,0,0,0,96,4,0,100,0,0,0,95,5,0,100,0,0,0,94,6,0,"SANDS CISD",100,0,0,0,96,4,0,100,0,0,0,90,10,0,-1,-1,-1,-1,-1,-1,-1
"'059901",100,0,0,0,92,3,5,100,0,0,0,100,0,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,95,3,1,100,0,0,0,100,0,0,100,0,0,0,96,2,1,100,0,0,0,95,3,1,99,1,0,1,92,4,3,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,91,4,5,100,0,0,0,95,3,1,100,0,0,0,96,2,2,99,1,0,1,93,5,2,100,0,0,0,93,6,1,"HEREFORD ISD",100,0,0,0,98,1,1,100,0,0,0,84,13,3,100,0,0,0,97,3,0
"'059902",100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,"WALCOTT ISD",100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0
"'060902",100,0,0,0,83,8,8,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,94,6,0,100,0,0,0,90,10,0,100,0,0,0,95,5,0,100,0,0,0,94,5,0,100,0,0,0,95,3,2,100,0,0,0,100,0,0,100,0,0,0,79,10,10,100,0,0,0,94,6,0,100,0,0,0,95,5,1,100,0,0,0,95,5,0,100,0,0,0,95,5,0,"COOPER ISD",100,0,0,0,96,4,0,100,0,0,0,91,8,1,100,0,0,0,100,0,0
"'060914",100,0,0,0,83,17,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,92,8,0,100,0,0,0,95,5,0,100,0,0,0,92,8,0,100,0,0,0,95,5,0,100,0,0,0,91,9,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,83,17,0,100,0,0,0,87,13,0,100,0,0,0,95,5,0,100,0,0,0,92,8,0,100,0,0,0,90,10,0,"FANNINDEL ISD",100,0,0,0,100,0,0,100,0,0,0,83,17,0,-1,-1,-1,-1,-1,-1,-1
"'061802",100,0,0,0,98,2,0,100,0,0,0,87,13,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,93,7,0,100,0,0,0,90,10,0,100,0,0,0,95,5,0,99,0,1,1,93,6,0,100,0,0,0,96,4,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,98,2,0,100,0,0,0,92,8,0,100,0,0,0,95,5,0,100,0,0,0,100,0,0,99,0,1,1,87,11,0,"NORTH TEXAS COLLEGIATE ACADEMY",100,0,0,0,95,5,0,100,0,0,0,91,8,0,100,0,0,0,54,46,0
"'061804",99,0,1,1,90,7,2,100,0,0,0,96,4,0,100,0,0,0,95,4,0,.,.,.,.,.,.,.,100,0,0,0,93,6,0,100,0,0,0,95,5,0,100,0,0,0,96,4,0,100,0,0,0,92,8,0,100,0,0,0,94,5,1,100,0,0,0,70,30,0,100,0,0,0,86,11,3,100,0,0,0,95,4,0,100,0,0,0,96,3,1,100,0,0,0,97,3,0,99,0,0,1,91,8,0,"LEADERSHIP PREP SCHOOL",100,0,0,0,95,5,0,100,0,0,0,92,8,0,99,0,1,1,88,11,0
"'061805",100,0,0,0,85,15,0,100,0,0,0,86,14,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,93,7,0,100,0,0,0,97,3,0,100,0,0,0,100,0,0,100,0,0,0,92,8,0,100,0,0,0,89,11,0,.,.,.,.,.,.,.,100,0,0,0,86,14,0,100,0,0,0,95,5,0,100,0,0,0,94,6,0,100,0,0,0,97,3,0,100,0,0,0,94,6,0,"TRIVIUM ACADEMY",100,0,0,0,94,6,0,100,0,0,0,92,8,0,100,0,0,0,93,7,0
"'061901",99,1,0,1,90,4,6,100,0,0,0,92,8,0,100,0,0,0,89,7,3,100,0,0,0,86,14,0,99,1,0,1,93,5,1,99,1,0,1,90,9,0,99,1,0,1,91,6,2,99,1,0,1,93,5,1,99,1,0,1,92,4,3,98,2,0,2,90,8,0,99,1,0,1,89,4,7,99,1,0,1,93,5,1,99,1,0,1,92,3,3,99,1,0,1,92,5,1,99,1,0,1,96,3,0,"DENTON ISD",99,1,0,1,97,2,1,99,1,0,1,85,11,2,99,1,0,1,91,8,1
"'061902",99,1,0,1,88,4,7,99,1,0,1,95,4,0,99,0,0,1,95,2,2,95,4,1,5,91,0,4,99,1,0,1,94,3,2,99,1,0,1,92,7,0,99,1,0,1,92,4,3,99,1,0,1,94,3,2,99,1,0,1,91,4,4,99,1,0,1,91,5,3,99,1,0,1,87,4,8,99,1,0,1,94,3,2,99,1,0,1,94,2,3,99,1,0,1,95,2,1,99,1,0,1,97,2,0,"LEWISVILLE ISD",99,1,0,1,98,1,1,99,1,0,1,84,11,4,99,1,0,1,94,4,1
"'061903",100,0,0,0,92,3,5,100,0,0,0,97,3,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,93,4,2,100,0,0,0,100,0,0,100,0,0,0,96,2,1,100,0,0,0,94,4,2,100,0,0,0,94,2,4,100,0,0,0,91,0,9,100,0,0,0,91,3,6,100,0,0,0,93,5,2,100,0,0,0,95,1,3,100,0,0,0,96,2,2,99,1,0,1,94,5,0,"PILOT POINT ISD",100,0,0,0,97,2,1,100,0,0,0,85,10,4,100,0,0,0,67,33,0
"'061905",100,0,0,0,91,4,5,100,0,0,0,100,0,0,100,0,0,0,94,6,0,100,0,0,0,60,40,0,100,0,0,0,95,4,1,98,1,1,2,86,11,1,100,0,0,0,96,3,1,100,0,0,0,95,4,0,100,0,0,0,93,4,2,100,0,0,0,100,0,0,100,0,0,0,91,4,5,100,0,0,0,96,3,1,100,0,0,0,97,2,1,100,0,0,0,96,3,1,100,0,0,0,97,3,0,"KRUM ISD",100,0,0,0,98,2,0,99,0,0,1,91,8,1,98,1,1,2,96,2,0
