DISTRICT,DISTNAME,DPFEIERP,DPSAINHP,DPSAMIFC,DPSAMIFP,DPSATOFC,DPSBTOFC,DPSBTOPC,DPSCTOFC,DPSCTOFP,DPSCTOSA,DPSECOFC,DPSETOFC,DPSETOFP,DPSHEXPA,DPSHTENA,DPSLEXPA,DPSLTENA,DPSOTOFC,DPSPCOFC,DPSPTOFC,DPSPTOFP,DPSRTOFC,DPSRTOPC,DPSSTOFC,DPSSTOFP,DPSSTOSA,DPST00FC,DPST00FP,DPST00SA,DPST01FC,DPST01FP,DPST01SA,DPST06FC,DPST06FP,DPST06SA,DPST11FC,DPST11FP,DPST11SA,DPST21FC,DPST21FP,DPST21SA,DPST30FC,DPST30FP,DPST30SA,DPSTASFC,DPSTASFP,DPSTBAFC,DPSTBAFP,DPSTBIFC,DPSTBIFP,DPSTBLFC,DPSTBLFP,DPSTCOFC,DPSTCOFP,DPSTEXPA,DPSTFEFC,DPSTFEFP,DPSTGIFC,DPSTGIFP,DPSTHIFC,DPSTHIFP,DPSTINFC,DPSTINFP,DPSTKIDR,DPSTMAFC,DPSTMAFP,DPSTMSFC,DPSTMSFP,DPSTNOFC,DPSTNOFP,DPSTOPFC,DPSTOPFP,DPSTPHFC,DPSTPHFP,DPSTPIFC,DPSTPIFP,DPSTREFC,DPSTREFP,DPSTSPFC,DPSTSPFP,DPSTTENA,DPSTTOFC,DPSTTOFP,DPSTTOSA,DPSTTWFC,DPSTTWFP,DPSTURNR,DPSTVOFC,DPSTVOFP,DPSTWHFC,DPSTWHFP,DPSUTOFC,DPSUTOFP,DPSUTOSA,DPSXCOFC,DPSXTOFC,DPSXTOFP
"'013905","SKIDMORE-TYNAN ISD",60.4,64.8,74.5,57.3,130,1,0,4,3.1,89298,0,0.4,0.3,3.7,3,1.5,1,0,0,81,62.3,2,1,4,3.1,74262,9,13.5,48220,14,21.1,45559,11,16.6,47768,15.9,24.1,53192,14.4,21.7,57711,2,3,56947,1,1.5,56.9,85.8,0,0,2,3,2,3,12,46.3,69.8,0,0,29.9,45.1,0,0,12.1,20,30.2,9.4,14.2,0,0,0,0,0,0,0,0,55.3,83.4,5.3,8,6.5,66.3,51,51105,0,0,14,3.7,5.6,33.4,50.4,6.6,5.1,62035,0,48.6,37.4
"'014801","RICHARD MILBURN ALTER HIGH SCHOOL",58.4,70.5,81.2,49.4,164.4,0,0,5,3,85043,0,29.8,18.1,3.6,2.2,0,0,0,0,117.6,71.5,9,0,10.9,6.6,84448,1.9,2.7,42813,36.1,52.8,49057,6.2,9.1,54017,19,27.8,57268,4.1,6.1,58642,1,1.5,59289,0,0,44.8,65.6,3,4.4,10.1,14.8,0,0,9.6,33.9,49.6,0,0,12.7,18.6,0.3,0.4,27.2,34.4,50.4,21.3,31.2,0,0,0,0,2.1,3.1,0,0,52.3,76.5,6.4,9.4,3.9,68.3,41.5,52354,1.9,2.7,34.8,6.6,9.7,43.4,63.5,33.4,20.3,59762,0,17.1,10.4
"'014803","PRIORITY CHARTER SCHOOLS",57.3,65.6,37.7,31,121.5,0,0,4,3.3,97366,0,15.5,12.7,2.5,2.5,1,1,0,0,86.6,71.3,0,0,6.9,5.7,66592,9.1,13.2,37284,25.2,36.6,40617,15.4,22.3,44258,12.1,17.6,47474,7,10.2,54856,0,0,.,1,1.5,40,58.1,0,0,14.4,21,4.6,6.7,8,56.2,81.8,0,0,5.8,8.4,0,0,12.3,12.5,18.2,25.4,37,0,0,0,0,3.4,4.9,0,0,51.9,75.6,5,7.3,2.7,68.7,56.5,43649,1,1.5,30.1,7.2,10.5,46.5,67.7,7,5.8,66117,0,19.4,16
"'014804","ORENDA CHARTER SCHOOL",64,77.1,30.7,17.7,173.7,0,0,5.8,3.4,92434,0,18.6,10.7,4,4,1.7,1.7,1.9,0,135.7,78.1,3,2,7.9,4.6,67180,3,2.8,46169,29.6,27.3,47836,23,21.2,51420,37.1,34.1,56019,14,12.9,59093,2,1.8,66141,1,0.9,85.6,78.8,0,0,6,5.5,1.4,1.3,11.3,88.3,81.2,0,0,7,6.4,1,0.9,17,20.4,18.8,22.1,20.3,0,0,0,0,1,0.9,0,0,94.4,86.8,9.5,8.8,3.5,108.7,62.6,53125,1,0.9,13.2,3.4,3.2,92.7,85.3,13.2,7.6,57230,0,19.4,11.2
"'014901","ACADEMY ISD",65,67.4,27.5,11,250.3,1,0,2,0.8,122788,0,35.8,14.3,11.2,5.6,2,2,0,0,153,61.1,6,0,13.1,5.2,73192,10,7.9,42230,52,41.3,47343,14.9,11.8,51160,26,20.7,54964,20,15.9,58993,3,2.4,67571,0,0,102,81,0.1,0,0,0,2.2,1.7,10,92,73.1,0,0,3,2.4,0,0,13.7,33.9,26.9,23.9,19,0,0,0,0,0,0,0,0,108.7,86.3,7.7,6.2,5,125.9,50.3,51295,0,0,25.9,7.2,5.7,122.9,97.6,12,4.8,61715,0,61.5,24.6
"'014902","BARTLETT ISD",51.9,56.5,18.9,30,63.1,0,0,3,4.8,78500,0,8,12.7,5.5,3,3,3,0,0,41,65,0,0,4.1,6.5,72595,1,3.1,43455,5,15.5,38180,6,18.5,45397,14.3,44.4,55269,5,15.5,58892,1,3.1,57439,0,0,26.4,81.7,0,0,0,0,0,0,13.7,23.3,72.2,0,0,3,9.3,0,0,11.7,9,27.8,4.9,15.2,0,0,0,0,1,3.1,0,0,25,77.4,4.5,13.8,4.7,32.3,51.2,51058,0,0,23.9,2.8,8.8,29.3,90.7,1.6,2.6,58277,0,14.1,22.3
"'014903","BELTON ISD",63,61.3,498.1,26.6,1873.4,0,0,25,1.3,114277,0,178.5,9.5,4,4,4.2,3,0,0,1144.1,61.1,33,1,54.5,2.9,79409,28.2,3.3,52006,266,30.6,51992,187.9,21.6,53774,263.9,30.4,57424,101.7,11.7,63281,20.5,2.4,67780,5,0.6,656.2,75.6,15.3,1.8,25.5,2.9,44.9,5.2,10.8,670.2,77.2,0.3,0,97.1,11.2,2,0.2,14.5,197.9,22.8,197.9,22.8,9,1,19.6,2.3,5,0.6,1,0.1,697.4,80.3,54.7,6.3,5.7,868.1,46.3,55724,19,2.2,13.2,35.9,4.1,718.6,82.8,196.5,10.5,65553,0,550.7,29.4
"'014905","HOLLAND ISD",58.1,68.2,23.4,18.8,124.4,0,1,5.2,4.2,84950,2.3,12,9.6,3.7,3.7,4,4,0,10.1,73.5,59.1,0,1,1.4,1.1,79029,1,1.6,46639,11,17.7,43167,9.6,15.5,44630,17.2,27.7,51654,16.8,27.1,60520,6.4,10.4,61746,0,0,54.5,87.8,0,0,0,0,2.9,4.6,16.9,47.5,76.5,0.1,0.2,6,9.7,0,0,10.5,14.6,23.5,6.6,10.6,0,0,0.7,1.1,1,1.6,0,0,47.8,76.9,5.2,8.4,9.8,62.1,50,52428,0,0,5.7,5.5,8.8,56.1,90.3,4.8,3.9,63291,5.7,38.9,31.2
"'014906","KILLEEN ISD",68.3,66.8,3258.8,52.8,6173.4,46,2,41,0.7,103185,0,785.5,12.7,5.9,5.4,6.4,6.2,41.1,0,3686.2,59.7,115,10,194.8,3.2,78306,230.3,8.3,47345,999.2,35.9,51961,563.2,20.2,55407,653.5,23.5,60758,264.1,9.5,65882,72.7,2.6,71341,48.8,1.8,1907.8,68.6,121.2,4.4,616.8,22.2,72.7,2.6,9.7,2197.4,79,30,1.1,477.6,17.2,16,0.6,15.7,585.7,21,842.6,30.3,19.8,0.7,121,4.3,12.9,0.5,14.8,0.5,2054,73.8,291.7,10.5,7.7,2783,45.1,56170,123.7,4.4,16.5,92.4,3.3,1485.4,53.4,667.4,10.8,64231,0,1701.7,27.6
"'014907","ROGERS ISD",60.7,61.5,16.9,12.7,132.9,0,0,4,3,72910,0,15,11.3,11,10.3,5,5,0,0,90.3,67.9,3,0,5,3.8,77003,2,2.8,41630,19,27,42388,8,11.4,48280,28,39.8,53887,12.3,17.5,57848,1,1.4,58530,0,0,56.4,80.2,0.2,0.3,0,0,4.3,6.2,12.8,52.3,74.4,0.2,0.3,4,5.7,0,0,12.7,18,25.6,12.9,18.4,1,1.4,0,0,0,0,1,1.4,55.4,78.7,3.3,4.7,6.3,70.3,52.9,50554,0,0,18,6.9,9.8,65.3,92.9,10.9,8.2,59938,0,27.6,20.8
"'014908","SALADO ISD",61.2,66.8,40.1,14.9,269.4,1,1,4,1.5,117895,0,33.5,12.4,5,5,4.3,4.3,0.3,0,168,62.4,4,2,8.1,3,78931,4,2.8,46010,33,23.3,48916,23.3,16.5,49796,47,33.2,55284,28.9,20.4,59945,5.4,3.8,60173,0,0,116.1,82,2.5,1.8,1,0.7,5,3.5,13.7,108.6,76.7,1,0.7,10.5,7.4,1,0.7,14.8,33,23.3,25.5,18,0,0,18.3,12.9,0,0,0,0,98.9,69.8,10.6,7.5,6.2,141.6,52.6,53773,0,0,8.2,5.3,3.7,129.1,91.2,14.3,5.3,65574,0,67.9,25.2
"'014909","TEMPLE ISD",63.7,68.9,396.8,33.9,1168.8,9,2,22.7,1.9,92129,0,163.3,14,5.7,4.4,5,3.7,0,0,795,68,18,1,35.2,3,84081,45.2,7.6,51729,197.4,33.2,52975,126.5,21.3,54438,151.9,25.6,58178,60.4,10.2,64292,13.1,2.2,67770,7,1.2,414.5,69.7,17,2.9,65.8,11.1,31.7,5.3,9.9,460.9,77.5,0.5,0.1,73.1,12.3,10,1.7,14.1,133.6,22.5,169.8,28.6,6.2,1,19.4,3.3,4,0.7,0,0,459.4,77.3,38.3,6.4,5.8,594.5,50.9,55998,3,0.5,20.6,28.3,4.8,435.6,73.3,142.7,12.2,61673,4,210.4,18
"'014910","TROY ISD",58.9,68.8,25,11.7,213.3,0,0,3.3,1.6,110257,0,36.6,17.2,10.5,9.3,12,12,0,0,127.9,60,4,1,8.4,3.9,78589,6.9,6.5,43174,17,16.1,45128,21,19.9,48336,39.6,37.5,53274,18,17.1,58261,3,2.8,61000,0,0,89.5,84.8,0,0,0,0,3.1,3,12.8,81.9,77.6,0,0,6,5.7,0,0,14.9,23.6,22.4,16,15.2,0,0,1,1,0,0,1,0.9,88.6,84,8.1,7.7,5.9,105.5,49.5,51390,0,0,18.9,4.6,4.4,98.5,93.4,10.7,5,70140,0,48.8,22.9
"'015801","POR VIDA ACADEMY",65.1,80.2,41.3,77.6,53.2,0,0,4,7.4,85771,0,4,7.5,8,8,0,0,0,0,45.2,85,1,0,2,3.8,65000,0,0,.,5.9,39.3,47810,5.3,35,53643,2.9,19.3,55685,1,6.4,55790,0,0,.,0,0,13.1,87.1,0,0,1,6.4,0,0,8.6,11.2,74.2,0,0,9.8,65.4,0,0,9,3.9,25.8,1.9,12.9,0,0,0,0,0,0,0,0,11.3,75.2,0,0,5.6,15.1,28.3,51886,0,0,43.5,3.7,24.8,4.2,28.2,24.2,45.5,66725,0,4,7.5
"'015802","GEORGE GERVIN ACADEMY",43.1,57,90.5,83,109,0,0,3,2.8,106667,0,11,10.1,2.8,2.8,0,0,1,0,66.8,61.3,1,0,3,2.8,65000,14.3,25.1,46460,29.6,52,43436,7,12.3,45143,6,10.5,45000,0,0,.,0,0,.,1,1.8,46.9,82.4,5,8.9,15.1,26.6,0,0,3.4,43.1,75.7,0,0,28.3,49.7,1,1.8,15.3,13.8,24.3,10,17.6,0,0,0,0,0,0,0,0,45.3,79.6,3.5,6.1,2.6,56.9,52.2,44571,0,0,30.9,3.1,5.5,11.5,20.2,3.9,3.5,50541,0,31.2,28.6
"'015805","NEW FRONTIERS PUBLIC SCHOOLS INC",54.4,64.4,58.9,80.8,72.9,0,0,3,4.1,114247,0,4.8,6.5,9.5,5.5,4,4,0,0,55.8,76.5,1,1,3,4.1,93278,1.9,4.6,52005,24,60,52603,6,15,53743,7.2,18.1,55601,0.9,2.3,57173,0,0,.,0,0,30.8,77.1,1,2.5,2.2,5.6,2,5,6.5,23.8,59.6,0,0,25.7,64.4,1,2.5,12.1,16.1,40.4,9.1,22.9,0,0,0,0,0,0,0,0,33.9,84.9,2.9,7.3,3.1,40,54.9,53393,0,0,17.1,0.1,0.4,11,27.5,9.8,13.4,59357,0,12.3,16.9
"'015806","SCHOOL OF EXCELLENCE IN EDUCATION",41.1,49.8,61.5,79.2,77.6,0,0,3.5,4.5,78230,0,7,9,10.3,8.5,0,0,6,0,48,61.8,0,1,2.2,2.8,73036,1.9,6,34655,12.9,40.2,34640,3.8,11.8,33787,8.6,26.6,45075,3,9.3,50600,2,6.1,39103,0.5,1.5,27,83.8,3.2,10,11.1,34.4,2,6.1,10.8,25.4,78.8,0,0,12.8,39.6,0,0,11,6.8,21.2,4.2,13.1,0,0,0,0,1,3.1,0,0,22.8,70.8,1.3,4.1,4.8,32.2,41.5,39078,0,0,28.5,2.9,9,7.9,24.5,10,12.9,47918,0,22.6,29.2
"'015807","SOUTHWEST PREPARATORY SCHOOL",58.3,66.2,102.6,65.1,157.6,0,0,7.3,4.6,106227,0,18,11.4,5.8,3.7,5.3,3,0,0,117.7,74.7,2,2,9,5.7,75490,5.6,7.4,44585,36.5,48.3,50610,11,14.6,56611,20.9,27.7,62248,1.5,2,64666,0,0,.,0,0,64.9,85.9,0,0,11,14.5,2.1,2.8,7,48.3,64,0,0,30.1,39.8,0,0,11.2,27.2,36,10.7,14.1,0,0,0,0,0,0,0,0,61.1,80.8,4.3,5.7,4,75.6,48,54538,0,0,23.2,8.1,10.7,34.5,45.7,25.8,16.4,60546,0,21.9,13.9
"'015808","INSPIRE ACADEMIES",60.3,69.5,42.9,48.4,88.6,0,0,2,2.3,125000,0,19.6,22.2,4.6,3,0,0,0,0,57,64.3,1,0,2.2,2.5,75757,2.9,7.9,52027,12.1,32.7,53161,7.2,19.4,56066,10.8,29.2,64277,3,8.1,57534,1,2.7,56000,0,0,26,70.4,0,0,1.9,5.2,0,0,9.6,27.8,75.3,0,0,8,21.6,0,0,15.6,9.1,24.7,10.9,29.6,0,0,0,0,0,0,0,0,34.5,93.5,0.2,0.5,3.1,36.9,41.6,57310,1,2.7,61.7,2.3,6.1,26,70.5,15.8,17.9,78176,0,12,13.5
"'015809","BEXAR COUNTY ACADEMY",52,95.4,43.9,78.2,56.2,0,0,1,1.8,85919,0,9.9,17.6,1.5,1.5,0,0,0,0,46.3,82.4,0,1,4.5,7.9,35738,3.8,13,38005,6.9,23.4,34616,10.9,36.8,38529,6.9,23.4,40000,0,0,.,1,3.3,41500,1,3.3,23.6,79.9,3.1,10.6,2,6.7,4.9,16.7,8.1,24.7,83.6,0,0,19.8,66.9,0,0,9.3,4.8,16.4,4.9,16.7,1,3.3,0,0,0,0,0,0,18.3,62,3,10,2.5,29.6,52.6,37988,0,0,31.2,0.2,0.6,6.8,23.1,11.3,20.1,39967,0,0,0
"'015814","POSITIVE SOLUTIONS CHARTER SCHOOL",56.8,61.1,12.5,75.7,16.5,0,0,0.5,3,96543,0,0,0,5,5,0,0,0,0,13,78.7,0,0,1.5,9.1,66686,1,10.7,41989,0,0,.,0,0,.,4.2,46,51700,1,10.8,51418,3,32.5,44615,0,0,3.1,33.8,0,0,0,0,0,0,22,7.2,78.3,0,0,5.2,56.6,0,0,12.9,2,21.7,6.1,66.2,0,0,0,0,0,0,0,0,7.9,85.3,0,0,3.8,9.2,55.9,48330,0,0,10,1.4,14.7,4,43.4,1.8,10.7,50948,0,3.5,21.3
"'015815","HERITAGE ACADEMY",60.7,72.6,56.7,79.1,71.7,0,0,3.5,4.9,126488,0,4,5.6,9,4.2,4.8,4,0,0,57.2,79.8,1,0,2.4,3.3,70884,2.9,6.2,45325,23.9,51,46283,5,10.7,51870,8.1,17.3,58862,3,6.4,54525,3.9,8.4,55621,0,0,33.8,72.2,3.8,8.1,6.3,13.4,4.7,9.9,9.9,38,81.3,0,0,31.6,67.6,0,0,13.2,8.8,18.7,13,27.8,0,0,0,0,0,0,0,0,32.7,69.7,3.3,7.2,4,46.8,65.3,50307,1,2.1,19.3,2.4,5.1,7.9,16.9,4.5,6.3,56689,0,10.5,14.6
"'015822","JUBILEE ACADEMIES",55.2,60.8,718.7,81.3,884.4,1,0,10,1.1,113815,0,3,0.3,4.5,3.3,3.6,2.5,0,0,572.2,64.7,14,2,33.9,3.8,66755,72.2,19.4,45190,260.7,70.1,45306,31.3,8.4,45961,7.6,2.1,48281,0,0,.,0,0,.,7.9,2.1,327.7,88.1,0.5,0.1,14.7,3.9,0,0,2.4,276.6,74.4,0,0,251.3,67.6,0,0,16.6,95.2,25.6,43.7,11.8,0,0,0,0,0.4,0.1,0,0,336.7,90.5,17.6,4.7,2.3,371.8,42,45400,3.1,0.8,28.3,17,4.6,94.8,25.5,156.5,17.7,51402,0,309.2,35
"'015825","LIGHTHOUSE PUBLIC SCHOOLS",54,73.1,28.8,77.8,37,0,0,1.5,4.1,94773,0,6,16.1,11,1,0,0,0,0,26,70.3,0,0,0.5,1.4,149500,3,15.8,43000,10,52.6,44078,5,26.3,47700,1,5.3,51850,0,0,.,0,0,.,0,0,18,94.7,0,0,0,0,3,15.8,3.7,15,79,0,0,15,78.9,0,0,17,4,21,1,5.3,0,0,0,0,0,0,0,0,14.9,78.2,1,5.3,3.1,19,51.4,45270,0,0,29.6,0.1,0.7,4,21.1,5,13.5,51206,0,5,13.6
"'015827","SCHOOL OF SCIENCE AND TECHNOLOGY",66.5,84,162.8,50.6,321.5,0,0,1,0.3,65000,0,52.5,16.3,3.8,2.5,2.3,2.1,0,0,246.5,76.7,0,0,22.2,6.9,75716,29,13.3,55390,101.6,46.8,58066,49.8,22.9,59699,35.3,16.3,62138,1.5,0.7,63372,0,0,.,14.1,6.5,164.4,75.7,12.4,5.7,36.5,16.8,8.6,4,5.4,170.3,78.4,3,1.4,44.1,20.3,0,0,15.1,47,21.6,50.9,23.4,0,0,0,0,2,0.9,0,0,164.4,75.7,20.2,9.3,1.8,217.3,67.6,58782,5.6,2.6,25.7,8.6,4,117,53.9,6,1.9,62500,0,22.5,7
"'015828","HARMONY SCIENCE ACAD (SAN ANTONIO)",66,78,394.8,76.7,515,0,0,11,2.1,89484,0,43.2,8.4,4.5,3.4,5.2,4.8,0,0,415.6,80.7,2,0,29.5,5.7,81189,13.7,4.6,53997,160.4,54,54793,75.3,25.3,57182,41.6,14,60312,4.9,1.6,63841,1.5,0.5,65855,5,1.7,205.3,69,11.1,3.7,8.4,2.8,0,0,6.3,210.8,70.9,1.1,0.4,212.5,71.5,0,0,14.9,86.6,29.1,89.1,30,0,0,0,0,3,1,0,0,247.9,83.3,19.5,6.6,3.7,297.4,57.7,56336,3.7,1.3,12.9,17.9,6,67.8,22.8,77.7,15.1,61880,0,56.2,10.9
"'015830","BROOKS ACADEMIES OF TEXAS",70,73.7,288.8,72.9,396.4,0,0,0.5,0.1,155000,0,85.9,21.7,4,3.3,3,2,0,0,240.7,60.7,2,1,7,1.8,87857,22.4,11.4,51202,87.5,44.7,54488,42.3,21.6,56607,33.2,17,59693,7.6,3.9,62734,3,1.5,70433,0,0,165.6,84.5,0,0,15.4,7.9,3.8,1.9,6.5,154.4,78.8,2,1,106.4,54.3,0,0,15.7,41.5,21.2,28.3,14.5,0,0,2,1,2,1,0,0,165,84.2,12.4,6.3,2.1,195.9,49.4,56016,1,0.5,21.7,10.7,5.5,73.1,37.3,37.3,9.4,62479,0,69.7,17.6
"'015831","SCHOOL OF SCIENCE AND TECHNOLOGY D",68.1,86.1,279.2,61.2,456.2,0,0,1,0.2,65000,0,89.8,19.7,3.1,2.6,3,2.4,0,0,329.3,72.2,1,0,27.8,6.1,75984,36.7,12.6,55003,164.5,56.4,57133,59.3,20.3,58785,28.1,9.6,61602,2,0.7,63625,1,0.3,66500,18,6.2,226.1,77.5,14.9,5.1,30.2,10.4,14,4.8,4.6,242.8,83.3,6,2.1,111.4,38.2,1,0.3,16.5,48.7,16.7,63.4,21.8,0,0,0,0,2,0.7,1.1,0.4,220.2,75.5,28.6,9.8,2.1,291.5,63.9,57707,5,1.7,16.9,7.9,2.7,124.8,42.8,9,2,58173,0,37,8.1
"'015833","HENRY FORD ACADEMY ALAMEDA SCHOOL",53.2,72.3,8.6,81.2,10.6,0,0,0.5,4.3,86875,0,1,9.4,5,5,0,0,0,0,7.6,71.8,0,0,0.5,4.3,86875,5,83.3,40400,1,16.7,46203,0,0,.,0,0,.,0,0,.,0,0,.,0,0,5,83.3,0,0,0,0,0,0,0.5,2,33.3,0,0,5,83.3,0,0,17,4,66.7,1,16.7,0,0,0,0,0,0,0,0,6,100,0,0,0.5,6,56.4,41367,0,0,51,0,0,1,16.7,0.7,6.8,43689,0,2,18.8
"'015834","BASIS TEXAS",53.5,.,0,0,2,0,0,1,50,102000,0,0,0,0,0,0,0,0,0,2,100,0,0,1,50,72000,0,0,.,0,0,.,0,0,.,0,0,.,0,0,.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,.,0,0,0,0,0,0,.,0,0,0
"'015835","GREAT HEARTS TEXAS",54.2,81.6,122.7,19.3,636.2,0,0,2.5,0.4,156870,0,229.6,36.1,2.5,2.5,2.1,2,0,0,388.3,61,3,0,28.7,4.5,73906,27.4,8.4,45483,245.2,75.2,48464,33.8,10.4,51765,14.3,4.4,55477,3.7,1.1,51070,1.8,0.6,59312,3.7,1.1,226.9,69.6,0,0,12.8,3.9,0,0,3.5,217.4,66.7,0,0,34.7,10.6,2.7,0.8,20.4,108.7,33.3,83.7,25.7,8.2,2.5,49.1,15,7.3,2.2,0,0,277.1,85,0,0,1.4,326.1,51.3,48952,0.9,0.3,28,0,0,271.3,83.2,31,4.9,68493,0,18.4,2.9
"'015836","ELEANOR KOLITZ HEBREW LANGUAGE ACA",61,70,20,42.1,47.4,0,0,1.5,3.2,79251,0,5,10.5,7,7,4,4,0,0,38.7,81.6,0,0,3.2,6.6,68444,7.4,23.3,44111,16.9,53.1,45250,5,15.7,46582,1.7,5.4,48145,0.8,2.4,43310,0,0,.,1.1,3.5,23.2,72.9,0,0,0,0,0.2,0.6,4.1,28.8,90.6,0,0,11.5,36.1,0,0,14.7,3,9.4,8.6,27.1,0,0,0,0,0,0,0,0,30.1,94.6,1.5,4.8,2.3,31.8,67,45305,0,0,26.8,0,0,19.2,60.3,2.3,4.9,57549,0,3.7,7.9
"'015838","COMPASS ROSE ACADEMY",43.2,53.9,85.9,76,113,0,0,4,3.5,121750,0,12.7,11.3,2.6,1.3,1.7,1.2,0,0,87,76.9,0,0,18.5,16.3,83817,49.8,98,56551,1,2,56501,0,0,.,0,0,.,0,0,.,0,0,.,2,3.9,40.7,80.2,0,0,11,21.7,0,0,0,38.8,76.4,0,0,22.7,44.8,0,0,22.7,12,23.6,10,19.7,0,0,0,0,0.1,0.1,0,0,46.5,91.5,4.3,8.5,0,50.8,44.9,56550,0,0,37,0,0,15,29.6,13.7,12.2,76047,0,13.3,11.8
"'015839","PROMESA ACADEMY CHARTER SCHOOL",.,.,13.9,63.5,21.9,0,0,1.5,6.8,76667,0,1,4.6,1,1,0,0,0,0,20.9,95.4,1,0,1.5,6.8,77567,2,13.3,50680,7,46.7,52953,2,13.3,56800,4,26.7,55844,0,0,.,0,0,.,0,0,9,60,0.7,4.4,2,13.3,0,0,6.6,11,73.3,0,0,7,46.7,0,0,13.1,4,26.7,6,40,0,0,0,0,0,0,0,0,14.3,95.6,0,0,0,15,68.5,53934,0,0,.,0,0,6,40,2.9,13.3,46978,0,0,0
"'015840","SAN ANTONIO PREPARATORY CHARTER SC",.,.,22.3,100,22.3,0,0,1,4.3,179151,0,0,0,1,1,0,0,0,0,19.3,86.5,0,0,2.3,10.3,72954,3,18.8,53840,9,56.2,52289,3,18.8,53938,1,6.3,57000,0,0,.,0,0,.,0,0,6,37.5,0,0,11,68.8,0,0,3.6,11,68.7,0,0,5,31.2,0,0,13.5,5,31.3,10,62.5,0,0,0,0,0,0,0,0,16,100,0,0,0,16,71.9,53183,0,0,.,0,0,0,0,0,0,.,0,3,13.5
"'015841","THE GATHERING PLACE",.,.,31.4,65.4,48,0,0,1,2.1,95001,0,17.5,36.5,1,1,0,0,0,1,28.6,59.7,1,0,2,4.2,72500,17,82.4,49370,3.6,17.6,55582,0,0,.,0,0,.,0,0,.,0,0,.,0,0,7.6,37,0,0,3.8,18.4,0,0,0.8,16.6,80.6,0,0,11,53.3,0,0,16.9,4,19.4,9,43.6,4,19.4,0,0,0,0,0,0,19.6,95.2,1,4.8,0,20.6,43,50463,1,4.8,.,0,0,4.8,23.5,5,10.4,63400,0,1.8,3.8
"'015901","ALAMO HEIGHTS ISD",64.3,68.5,296.2,47,630.3,4,0,5.6,0.9,136667,0,82.2,13,8.3,4.3,6.3,3.9,0,0,421.4,66.9,13,1,15.3,2.4,94187,8.2,2.3,54048,61,17.2,53341,77,21.7,55230,126.5,35.7,58657,65.2,18.4,62208,16.6,4.7,71022,1,0.3,192,54.2,6,1.7,8,2.3,17.9,5.1,13.4,264.3,74.5,8.6,2.4,116.1,32.7,1,0.3,13.6,90.3,25.5,155.4,43.8,0.8,0.2,28.9,8.1,6.4,1.8,0,0,249.8,70.5,36.2,10.2,7.5,354.6,56.3,58123,3,0.8,10.5,7.2,2,225.5,63.6,45.9,7.3,65630,0,126.6,20.1
"'015904","HARLANDALE ISD",64,60.3,1826.5,84.1,2170.9,17,0,28,1.3,93467,0,212.6,9.8,5.9,5.5,5.7,5.5,0,0,1328.6,61.2,37,1,67,3.1,80071,49.1,5.2,55553,309.2,32.4,54827,235.2,24.7,57234,236.9,24.9,59970,96.8,10.2,64530,25.9,2.7,75032,3,0.3,681.9,71.5,29.1,3,24.8,2.6,0,0,10,660.5,69.3,9.2,1,708.6,74.3,3,0.3,13.1,292.6,30.7,260.2,27.3,6,0.6,20.3,2.1,5,0.5,1,0.1,721.6,75.7,123,12.9,7.9,953.1,43.9,58272,2,0.2,11,49.9,5.2,210.6,22.1,280.5,12.9,65751,0,629.7,29
"'015905","EDGEWOOD ISD",61.8,59.7,1171.6,87.4,1340.8,7,5,19.6,1.5,117809,0,138,10.3,5.6,3.6,5,4,0,0,803.7,59.9,22,1,42.9,3.2,78897,33.8,6.3,54335,148.6,27.8,54906,129.2,24.2,56856,140.6,26.3,59068,62.8,11.8,62737,19.7,3.7,69284,4,0.7,355.8,66.5,55.3,10.3,27.5,5.2,0,0,10.7,384.5,71.9,0.5,0.1,397.5,74.3,1,0.2,17.1,150.1,28.1,169.9,31.8,4,0.7,11.7,2.2,5,0.9,0,0,391.9,73.3,48.1,9,7.3,534.7,39.9,57884,5,0.9,25.3,27.4,5.1,99.6,18.6,206.6,15.4,68085,0,399.2,29.8
"'015906","RANDOLPH FIELD ISD",61.4,65,69.4,35.2,197.1,1,0,5,2.5,123154,0,19.3,9.8,8.7,7.7,6.7,6.7,0,0,130.4,66.2,2,1,4.2,2.1,93262,1,1,51936,12.9,12.4,55828,34.6,33.4,57517,28.6,27.6,62214,23.6,22.8,65791,3,2.9,81398,1,1,58.4,56.3,0,0,4,3.8,0,0,14.5,81.9,79,0,0,24.7,23.8,0,0,13.9,21.8,21,43.4,41.9,0,0,3.1,3,1.9,1.8,0,0,89,85.8,8.4,8.1,7.4,103.7,52.6,61122,2,1.9,10.8,3.1,3,72,69.5,17.6,8.9,71734,0,47.4,24
