DISTRICT,DISTNAME,DPFEIERP,DPSAINHP,DPSAMIFC,DPSAMIFP,DPSATOFC,DPSBTOFC,DPSBTOPC,DPSCTOFC,DPSCTOFP,DPSCTOSA,DPSECOFC,DPSETOFC,DPSETOFP,DPSHEXPA,DPSHTENA,DPSLEXPA,DPSLTENA,DPSOTOFC,DPSPCOFC,DPSPTOFC,DPSPTOFP,DPSRTOFC,DPSRTOPC,DPSSTOFC,DPSSTOFP,DPSSTOSA,DPST00FC,DPST00FP,DPST00SA,DPST01FC,DPST01FP,DPST01SA,DPST06FC,DPST06FP,DPST06SA,DPST11FC,DPST11FP,DPST11SA,DPST21FC,DPST21FP,DPST21SA,DPST30FC,DPST30FP,DPST30SA,DPSTASFC,DPSTASFP,DPSTBAFC,DPSTBAFP,DPSTBIFC,DPSTBIFP,DPSTBLFC,DPSTBLFP,DPSTCOFC,DPSTCOFP,DPSTEXPA,DPSTFEFC,DPSTFEFP,DPSTGIFC,DPSTGIFP,DPSTHIFC,DPSTHIFP,DPSTINFC,DPSTINFP,DPSTKIDR,DPSTMAFC,DPSTMAFP,DPSTMSFC,DPSTMSFP,DPSTNOFC,DPSTNOFP,DPSTOPFC,DPSTOPFP,DPSTPHFC,DPSTPHFP,DPSTPIFC,DPSTPIFP,DPSTREFC,DPSTREFP,DPSTSPFC,DPSTSPFP,DPSTTENA,DPSTTOFC,DPSTTOFP,DPSTTOSA,DPSTTWFC,DPSTTWFP,DPSTURNR,DPSTVOFC,DPSTVOFP,DPSTWHFC,DPSTWHFP,DPSUTOFC,DPSUTOFP,DPSUTOSA,DPSXCOFC,DPSXTOFC,DPSXTOFP
"'183904","GARY ISD",61.4,72.6,0,0,75.2,0,0,2,2.7,119132,0,13.7,18.1,1.5,1.5,0,0,0,0,48.1,63.9,0,0,2,2.7,65485,0.7,1.7,57506,17.5,40.7,41380,6,13.8,47611,9.9,23.1,57194,8.9,20.7,59677,0,0,.,0,0,32.1,74.6,0.5,1.2,0,0,1,2.3,10.3,35.1,81.5,0,0,0,0,0,0,10.9,8,18.5,10.9,25.4,0,0,0,0,0,0,0,0,37.5,87.1,0.5,1.2,5.7,43.1,57.3,49958,0,0,26.3,3.6,8.3,43.1,100,1,1.3,40605,0,13.5,17.9
"'184801","CROSSTIMBERS ACADEMY",54,76.1,1,5.6,17.7,0,0,0.5,2.8,130858,0,3,16.9,4,4,0,0,0,0,12.2,69,1,0,1.3,7,83269,0,0,.,1,11.1,43699,4,44.4,47968,2,22.2,50580,2,22.2,60391,0,0,.,0,0,9,100,0,0,1,11.1,0,0,12.3,6,66.7,0,0,0,0,0,0,13.3,3,33.3,0,0,0,0,0,0,0,0,0,0,6,66.2,0,0,3.1,9,50.7,50835,0,0,6.3,3,33.8,8,88.9,1.5,8.5,67963,0,2.5,14.1
"'184901","POOLVILLE ISD",60.7,65,5.7,5.7,100,0,1,4,4,85065,0,14.8,14.8,1.7,1.7,0,0,0,0,66.3,66.3,2,1,2.7,2.7,78751,2,3.7,37025,18.3,33.8,39836,8,14.8,45938,14.6,26.9,56211,10.2,18.9,61647,1,1.8,61040,0,0,42,77.7,0,0,0,0,1.1,2,12.9,44.1,81.5,0,0,1,1.8,0,0,10.3,10,18.5,11.1,20.5,1,1.8,0.4,0.8,0,0,0,0,45.5,84.2,2.3,4.3,6.2,54.1,54.1,49556,0,0,14.9,4.7,8.7,53.1,98.2,5.6,5.6,62011,0,18.9,18.9
"'184902","SPRINGTOWN ISD",64.1,66.6,50.5,9.8,517.6,4,2,7,1.4,97065,0,62.4,12.1,9.7,8,5,4.1,0,0,341,65.9,8,2,15.6,3,81726,6,2.2,52696,95,35,53340,58,21.3,55374,72.6,26.7,58978,31.8,11.7,64552,8.4,3.1,72236,1,0.4,236.2,86.9,2.8,1,1,0.4,9.1,3.3,10.6,221.4,81.5,0.1,0,12,4.4,2,0.7,13.3,50.3,18.5,34.5,12.7,1,0.4,12.6,4.7,0,0,0,0,190.7,70.2,36.6,13.5,6.9,271.7,52.5,57161,4.9,1.8,13.9,19.8,7.3,250.8,92.3,46.7,9,64204,0,114.2,22.1
"'184903","WEATHERFORD ISD",66.3,67.3,148.2,13.6,1087.7,11,0,10,0.9,135868,0,137.4,12.6,5.1,4.2,3.8,2.8,0,0,736.6,67.7,22,0,31.2,2.9,86364,17.9,3.2,53696,117.9,21,54066,137.5,24.5,57212,205.7,36.6,60826,67.9,12.1,64516,15,2.7,67731,0,0,430.2,76.6,17.7,3.1,3,0.5,42.5,7.6,11.9,449,79.9,36.9,6.6,39,6.9,2,0.4,14.2,112.8,20.1,125.6,22.4,4,0.7,3.7,0.7,2,0.4,0,0,341.4,60.8,85.8,15.3,5.7,561.8,51.7,58927,2.6,0.5,17.6,34,6.1,515.3,91.7,133.5,12.3,70562,0,213.8,19.7
"'184904","MILLSAP ISD",60.8,61.5,10.2,6.3,163.2,0,0,3,1.8,107051,0,21.8,13.4,8.3,8.3,3.3,3.3,0,0,99.1,60.7,1,3,7,4.3,70732,5.7,6.9,42844,27,32.3,44431,12.5,15,49706,24.7,29.5,56825,13.1,15.7,63190,0.5,0.6,66530,0,0,66.3,79.4,0,0,0,0,4.2,5,10.6,61.1,73.2,0,0,4.5,5.4,0,0,12.3,22.4,26.8,16.2,19.4,0,0,4.9,5.9,1,1.2,0,0,59.4,71.1,6.7,8,4.2,83.4,51.1,51855,1,1.2,18.8,8.3,9.9,78,93.4,5.7,3.5,61343,0,42.3,25.9
"'184907","ALEDO ISD",62.4,66.5,59.3,8.2,719.7,5,2,12,1.7,127283,0,44.2,6.1,7.5,7,6.2,4.5,8.9,0,525.5,73,15,6,20.6,2.9,87211,20,4.9,56577,95.4,23.4,57815,81.5,20,59174,141.6,34.8,61592,58.5,14.4,65850,10.3,2.5,72311,1,0.2,303.2,74.4,6.5,1.6,2,0.5,0.3,0.1,12.5,332.1,81.5,31,7.6,14,3.4,1,0.2,16.4,75.2,18.5,103.6,25.4,0,0,0.2,0.1,0.6,0.1,0,0,330.7,81.2,20.3,5,6,407.3,56.6,60859,4.2,1,18,18.3,4.5,385.2,94.6,85.6,11.9,71013,0,150,20.8
"'184908","PEASTER ISD",61.8,71,13.8,7.2,193.2,0,1,5,2.6,90405,0,13.8,7.1,3.3,2.3,4.3,3,0.2,14.4,136.1,70.5,4,3,5.8,3,77279,5.9,5.3,38845,16.9,15.4,41627,18.4,16.8,44493,34.1,31,54659,27.9,25.4,64203,6.8,6.2,63888,0,0,93.6,85.1,0,0,2,1.8,4.3,3.9,15.3,79,71.9,0,0,1.9,1.8,1.9,1.8,12.5,30.9,28.1,15.4,14,0,0,2.4,2.2,1,0.9,0,0,89,80.9,9,8.2,6,109.9,56.9,53098,2.9,2.6,23.6,5.2,4.8,101.2,92,15.4,8,59530,2,43.3,22.4
"'184909","BROCK ISD",61.8,65.7,18.6,8.5,217.4,0,0,6,2.8,101693,0,20.6,9.5,3.8,3.8,4,2,0,0,147.8,68,3,3,7.1,3.3,87597,4,3.1,40238,24,18.6,42917,20,15.5,45250,37.2,28.8,53526,39.2,30.4,58579,4.7,3.6,62617,0,0,100.8,78.1,0,0,0,0,1,0.8,14.9,99.7,77.2,0,0,6,4.6,1,0.8,13.6,29.4,22.8,26.3,20.4,0,0,0.1,0.1,2,1.5,0,0,106.9,82.9,12.9,10,5.3,129.1,59.4,51726,1,0.8,7.8,8.2,6.3,121.1,93.8,5.6,2.6,57321,0,48.9,22.5
"'184911","GARNER ISD",55.2,64.8,2.5,6.8,37.2,0,0,0.5,1.3,99708,0,6.6,17.8,4,4,0,0,0,0,19.3,51.8,0,1,1,2.7,66220,0,0,.,5.7,35.3,41319,1.9,11.8,46164,3.8,23.5,54592,3.8,23.5,62171,1,5.9,64433,0,0,15.3,94.1,0,0,0,0,0,0,13.8,15.3,94.1,0,0,0,0,0,0,13.3,1,5.9,1,5.9,0,0,0,0,0,0,0,0,13.1,80.4,2.9,17.6,6.9,16.3,43.8,51279,0,0,1,0.3,2,16.3,100,1.5,4,75903,0,11.3,30.3
"'185901","BOVINA ISD",60.6,69.6,48.3,55.2,87.5,0,0,2,2.3,94898,0,17.7,20.2,3,3,0,0,0,0,50.7,58,1,0,2.4,2.7,74279,1,2.2,35618,5.9,13.3,37281,3.9,8.9,44459,16,35.9,56379,14.7,33.2,62561,2.9,6.6,61446,0,0,28.1,63.3,2.3,5.1,0,0,2.9,6.6,15.9,30.3,68.2,0,0,11.3,25.4,0,0,10.5,14.2,31.8,16.1,36.2,0,0,0.9,1.9,0.2,0.5,0,0,31.7,71.3,2.4,5.5,5.2,44.5,50.8,54707,0,0,13.3,4.3,9.6,33.2,74.6,1.9,2.1,59368,0,19.1,21.8
"'185902","FARWELL ISD",65.5,69.4,28,27.2,102.9,0,0,2,1.9,85562,0,16,15.5,8.7,5.3,0,0,0,0,65,63.1,1,1,0.9,0.9,79000,2,3.4,38676,8,13.7,38953,13,22.3,46023,16.2,27.8,52442,15.1,25.9,62021,4,6.9,63270,0,0,44,75.4,1,1.7,0,0,1,1.7,16.5,44.4,76.2,0,0,5,8.6,0,0,9.3,13.9,23.8,14.3,24.6,0,0,0.5,0.8,0,0,0,0,46.9,80.4,4.1,7,6.8,58.3,56.7,51911,0,0,10.7,4.9,8.4,53.3,91.4,3.8,3.7,49786,0,21.9,21.3
"'185903","FRIONA ISD",59.4,72.4,117,54.5,214.6,1,0,3,1.4,90557,0,54.6,25.4,3,3,1.7,1.7,0,0,126.2,58.8,1,3,7.5,3.5,68021,6,5.9,38003,31.5,31.1,38452,12.9,12.7,46584,26.5,26.1,58866,16.7,16.5,60863,7.9,7.8,61121,0,0,81.8,80.6,3.6,3.6,1,1,4,3.9,12.9,75.3,74.2,0.6,0.6,39.2,38.6,0,0,10.7,26.2,25.8,19.7,19.4,0,0,1.9,1.9,0,0,0,0,77.1,75.9,8.8,8.7,7.9,101.5,47.3,50241,0,0,20.6,5.6,5.5,61.3,60.4,14.2,6.6,59534,3,33.9,15.8
"'185904","LAZBUDDIE ISD",55.6,61,10.8,29.4,36.8,0,0,1,2.7,88910,0,4.9,13.2,1,1,3,3,0,0,21.1,57.4,0,0,1.6,4.4,59138,3.9,21,34580,2,10.7,40881,2.9,15.8,42469,5.8,31.5,51878,2.9,15.8,56375,1,5.3,57560,0,0,18.5,100,0.6,3.1,0,0,0.6,3.5,11.4,13.6,73.6,0.1,0.3,1.9,10.5,0,0,9.8,4.9,26.4,0,0,0,0,0,0,0,0,0,0,14.4,77.8,0.2,1.2,5,18.5,50.3,46594,0,0,23,2.6,14.2,16.6,89.5,0,0,.,0,10.8,29.4
"'186901","BUENA VISTA ISD",50.4,61.7,23,69.7,33,0,0,2,6.1,93681,0,2,6.1,1,1,0,0,0,0,23,69.7,0,1,1,3,34862,0,0,.,9,45.1,42738,4,20.1,48850,5.9,29.8,59794,1,5,63040,0,0,.,2,10,15,75.2,0,0,0.9,4.8,1,5,8.1,14.9,74.9,0.4,2.1,8,40.1,0,0,12,5,25.1,4.9,24.8,0,0,0.4,2,0,0,0,0,15.7,78.6,0,0,4,19.9,60.4,50067,0,0,5.1,2.4,12.3,9,45.1,0.1,0.2,75252,0,8,24.2
"'186902","FORT STOCKTON ISD",56,58.4,272.3,73.3,371.7,1,0,5,1.3,111645,0,46,12.4,4.2,4.2,11.1,8.3,0,0,216.2,58.2,6,1,10.8,2.9,88266,18.2,10.3,46815,71.7,40.7,47781,17,9.7,50773,35.4,20.1,55710,23.7,13.5,65096,10,5.7,67005,2,1.1,139.9,79.5,3.8,2.1,3,1.7,9,5.1,10.4,121.2,68.8,0,0,98.9,56.2,0,0,13,54.9,31.2,33.2,18.8,0,0,10.2,5.8,3,1.7,0,0,129.3,73.5,9.9,5.6,7,176.1,47.4,52993,3,1.7,20.6,13.9,7.9,69.2,39.3,24.3,6.5,66087,0,109.5,29.5
"'186903","IRAAN-SHEFFIELD ISD",44.4,49.7,25.6,40.8,62.8,0,0,2,3.2,111350,0,7.8,12.4,3,2.3,0,0,0,0,33.2,52.8,0,1,1.5,2.3,83543,1,3.8,60000,6.7,25.2,38938,3.9,14.6,45862,10.3,39.1,63500,3.6,13.7,72804,1,3.7,58068,0,0,25.8,97.3,0,0,0,0,1.3,5,12.4,19.7,74.3,0,0,2.9,11,0,0,12.7,6.8,25.7,0.7,2.7,0,0,0.1,0.5,0,0,0,0,20.1,75.8,1.1,4.3,4.8,26.5,42.2,55665,0,0,37.8,3.8,14.4,23.6,89,3.3,5.2,56927,0,21.8,34.8
"'187901","BIG SANDY ISD",61,62.8,8.9,11.2,79.7,0,0,1,1.3,134250,0,7.6,9.5,4,4,0,0,0.7,0,48,60.2,0,1,2.5,3.1,71808,2,4.7,46800,5,11.7,45601,4,9.4,48932,9,21.1,57168,17.7,41.5,65827,5,11.7,71294,0,0,36.9,86.4,0,0,0,0,0.7,1.7,18.4,34,79.6,0.3,0.6,2,4.7,1,2.3,11.6,8.7,20.4,5.8,13.6,0,0,0.5,1.2,0,0,0,0,31.5,73.8,3.5,8.1,11,42.7,53.6,59802,1,2.3,5.8,6.2,14.5,38.7,90.6,1.8,2.3,59926,0,24.1,30.3
"'187903","GOODRICH ISD",54.9,62.8,18.7,37.5,49.8,0,0,2,4,83979,0,9.3,18.7,4,2,0,0,0,0,26.1,52.4,1,0,2,4,75003,3,15.5,38649,3.4,17.5,38463,5,25.8,45918,1,5.2,55140,4,20.6,56965,3,15.5,57536,0,0,16,82.5,0,0,2,10.3,1,5.2,14.3,15,77.3,0,0,1,5.2,0,0,13.1,4.4,22.7,3,15.5,0.4,2,0,0,0,0,0,0,13.5,69.7,2,10.3,4.2,19.4,39,48038,0,0,38.9,2.9,14.8,16.4,84.5,2.7,5.4,55461,0,14.4,28.9
"'187904","CORRIGAN-CAMDEN ISD",53.8,62.2,46.9,33.2,141.2,1,0,2.5,1.8,93178,2.2,19.8,14,6.7,6,5.8,5.3,0,9,82.2,58.2,2,2,4.2,3,71648,3.6,5.5,46288,19,28.8,51972,9,13.7,59307,17.2,26.1,66417,12.9,19.6,68013,4.2,6.3,68654,0,0,49.1,74.4,0,0,4.5,6.9,3,4.6,12.9,46.7,70.8,0.1,0.2,4.4,6.7,0.9,1.4,12,19.3,29.2,14.9,22.5,2,3,3.5,5.3,0,0,0,0,47.4,71.9,3,4.5,6.6,65.9,46.7,60637,0.9,1.4,30.5,8.9,13.6,55.2,83.7,9.6,6.8,63443,1.8,39.1,27.7
"'187906","LEGGETT ISD",58.3,59.4,8,23.6,33.9,0,0,0.3,1,100942,0,5,14.7,1,1,3,3,0,0,18,53,0,0,1.7,4.9,77576,0,0,.,9,56.2,38569,1,6.2,43900,5,31.3,54890,1,6.2,54550,0,0,.,0,0,10,62.5,0,0,1,6.2,0,0,8.3,13,81.3,0,0,1,6.2,0,0,12.7,3,18.7,5,31.3,0,0,0,0,1,6.2,0,0,13.3,82.8,0.9,5.8,4.6,16,47.1,45002,0,0,35.6,1.8,11.4,14,87.5,0,0,.,0,10.9,32.2
"'187907","LIVINGSTON ISD",60.9,71.9,69.1,13.4,517.3,1,1,8.5,1.6,106859,0,69.6,13.4,4.6,3.8,4.1,4.1,0,0,336.1,65,10,1,20.4,3.9,75706,15,5.5,57016,68.1,25.2,52352,66.1,24.4,56537,70.9,26.2,60779,39.5,14.6,63724,10.9,4,65476,0,0,223.4,82.6,4.3,1.6,11.5,4.2,6.9,2.5,11.7,205.6,76,1,0.4,13,4.8,1,0.4,14,64.9,24,43.2,16,3,1.1,0,0,0.9,0.3,0,0,213.2,78.8,23.8,8.8,6.4,270.5,52.3,58032,1,0.4,20.8,21.4,7.9,244.1,90.2,36.6,7.1,61085,0,111.7,21.6
"'187910","ONALASKA ISD",61.5,61.8,19.9,10.9,182.4,0,0,3,1.6,102884,0,32.8,18,3.5,3.5,5,4.8,1,0,103.9,57,1,0,6,3.3,82785,7.9,9.1,46437,25,28.6,47845,15,17.2,53200,26.5,30.3,57424,8,9.1,63964,5,5.7,62080,2,2.3,65.4,74.8,0,0,1,1.1,4.7,5.3,10.6,72.9,83.4,0,0,2,2.3,1,1.1,13.5,14.5,16.6,21,24,1,1.1,1.5,1.7,0,0,0,0,66.5,76.1,7.1,8.2,5.3,87.4,47.9,53829,0,0,9.4,7.6,8.7,81.4,93.1,7.5,4.1,79530,0,45.7,25
"'188901","AMARILLO ISD",69.9,70.4,1230.9,29.3,4205.3,32,3,28,0.7,117241,0,497.4,11.8,8.8,8.5,7.1,6.9,5.2,0,2780.7,66.1,82,5,107.8,2.6,94101,91,4.1,50760,523.8,23.7,54036,512,23.1,57432,657.7,29.7,60188,345.4,15.6,65034,83.5,3.8,71394,20,0.9,1827.9,82.6,106.2,4.8,49.9,2.3,176.4,8,12.1,1746.9,78.9,0.2,0,364.6,16.5,7,0.3,14.1,466.5,21.1,367.5,16.6,16.2,0.7,118.2,5.3,2,0.1,1,0,1497.4,67.6,204.7,9.2,9.8,2213.5,52.6,58886,18,0.8,10,110.4,5,1752.9,79.2,431.5,10.3,67535,0,927.2,22
"'188902","RIVER ROAD ISD",56.8,62.6,36.6,15.8,231.1,0,0,3,1.3,107614,0,37.3,16.1,5.3,5.3,3.3,3.3,0,0,132.1,57.2,5,0,7,3,75257,6.6,6.1,41069,47,43,44853,17.5,16,48379,27.1,24.8,54033,10,9.1,62566,1,0.9,61077,2,1.8,98.6,90.2,0,0,1,0.9,3,2.7,9.6,82.9,75.9,0,0,8,7.3,1,0.9,11.6,26.4,24.1,8.1,7.4,2.6,2.3,1.4,1.2,0,0,0,0,94.5,86.5,3.4,3.1,4.5,109.2,47.3,49234,1,0.9,22.1,7,6.4,96.2,88.1,12.9,5.6,58831,0,61.7,26.7
"'188903","HIGHLAND PARK ISD",63.2,71.5,24.6,19.3,127,0,0,2,1.6,112180,0,18.1,14.3,1.5,1.5,1.7,1.7,0,0,85.7,67.5,3,1,6.9,5.5,73852,2.1,3.1,36184,19.3,28.9,51247,17.4,26,56109,21.3,31.9,57998,6.7,10.1,65682,-2,0.1,-2,0,0,47.3,70.9,0,0,0,0,1,1.4,11.4,50.1,75.1,0,0,8.7,13,0,0,13.3,16.6,24.9,17.5,26.2,1,1.4,0,0,1,1.4,0,0,54.3,81.4,5.4,8,5.4,66.7,52.5,55679,2.9,4.3,13.4,6.1,9.2,55.1,82.6,10,7.9,62675,0,23.2,18.3
"'188904","BUSHLAND ISD",66.8,71.7,11.8,6.1,193.1,0,0,3.4,1.8,114460,0,22.1,11.5,3.7,3.7,5,2.7,0,0,136.2,70.5,3,0,4.2,2.2,75632,3.9,3.3,40144,19.6,16.5,42804,22.4,18.8,47376,38.9,32.7,54737,28.3,23.8,60597,5.8,4.9,68127,0,0,96.4,81.1,0.1,0.1,0,0,1,0.8,14.2,95.7,80.4,0,0,2.9,2.5,0,0,12.1,23.3,19.6,22.5,18.9,0,0,12.1,10.2,0,0,0,0,88.3,74.2,10,8.4,7.1,118.9,61.6,52961,1,0.8,11.5,7.4,6.2,115,96.7,9.6,5,60891,0,34.8,18
"'189901","MARFA ISD",52.6,63.8,38.7,63.7,60.6,0,0,1,1.6,97500,0,9,14.8,6,2.5,0,0,0,0,35.7,58.9,1,0,2,3.3,71285,4,13.3,43115,5,16.7,38500,6,20,44147,11,36.7,52807,2,6.7,56040,2,6.7,56290,0,0,18,60,1.5,5,0,0,0.3,1,12.2,22,73.4,0,0,13,43.4,0,0,9.8,8,26.6,10,33.4,2,6.7,0,0,0,0,0,0,24.2,80.7,2.1,7,4.9,30,49.4,47848,1,3.3,26.9,1.9,6.3,16,53.3,2.8,4.5,49810,0,15.9,26.2
"'189902","PRESIDIO ISD",52.5,52.4,198.1,96.1,206.1,0,0,2,1,117115,0,35,17,4.3,4,1,1,0,0,88.7,43,2,2,3,1.4,72878,4,5.3,40000,23,30.7,40417,10,13.3,46443,29.9,39.9,53834,7,9.4,62671,1,1.3,54540,19.4,25.9,56,74.7,3.9,5.2,0,0,0,0,11,51.5,68.7,0,0,50.6,67.4,0,0,14.1,23.5,31.3,17.5,23.3,1,1.3,0,0,0.5,0.6,0,0,61.7,82.4,2.6,3.5,7.7,75,36.4,48834,0,0,18.5,6.7,8.9,5,6.7,8.8,4.3,67895,0,82.4,40
"'190903","RAINS ISD",61.5,61.6,36.2,12.6,286.4,1,0,4,1.4,94743,0,47.9,16.7,8.5,5.8,7,7,4,0,160,55.8,4,0,5.1,1.8,75935,10.7,8.3,42348,34,26.5,39817,19.9,15.6,44633,39.9,31.2,51904,20.6,16.1,60726,3,2.3,60287,0,0,107.7,84.1,2,1.6,5.1,4,11.5,9,11.6,101.4,79.2,0.2,0.1,4.3,3.3,1,0.8,13.3,26.7,20.8,17.1,13.4,3.3,2.6,3.3,2.6,0,0,0,0,86,67.1,16.3,12.7,6.3,128.1,44.7,48391,1,0.8,20.6,8.9,7,116.7,91.1,22.7,7.9,57339,0,78.5,27.4
"'191901","CANYON ISD",65.6,66.3,183.6,15,1223,12,0,13,1.1,115822,0,121.6,9.9,7.9,6.8,5.4,4.4,0,0,798.1,65.3,25,2,38.3,3.1,76229,85,13.3,54385,254.5,39.8,54904,100.6,15.7,56350,109,17,58198,70.5,11,62316,20,3.1,68921,1,0.2,497,77.7,3,0.5,0,0,21,3.3,8.6,523.2,81.8,0.2,0,70.5,11,6,0.9,16.1,116.4,18.2,139.6,21.8,3,0.5,29.5,4.6,0,0,1,0.2,485.5,75.9,63.5,9.9,7.4,639.5,52.3,56879,3,0.5,12.2,36.8,5.8,558.1,87.3,107.3,8.8,64046,0,303.3,24.8
"'192901","REAGAN COUNTY ISD",57.8,62.8,74.6,44.8,166.5,1,0,5.5,3.3,96185,0,24,14.4,3.3,2.3,1,1,0,0,108.8,65.3,3,0,5,3,76556,5.8,6.8,42759,24,28.2,44404,23,27,52207,20.4,24,60651,8,9.4,65415,4,4.7,65040,0,0,67.4,79.1,2,2.3,0,0,7.6,9,10.3,60,70.4,0,0,28.8,33.8,0,0,9.8,25.3,29.6,16.8,19.7,1,1.2,2.6,3.1,0,0,0,0,61.4,72.1,5.5,6.4,5.9,85.2,51.2,53232,0,0,17.6,6.1,7.1,56.4,66.2,13,7.8,62313,0,33.8,20.3
"'193801","BIG SPRINGS CHARTER SCHOOL",48,51.1,15.7,32,49.1,0,0,2,4.1,93457,0,8,16.2,3.5,3.5,0,0,0,0,30,61.1,0,1,2,4.1,54984,4,18.3,36938,9,41.1,40795,1.9,8.7,48661,5,22.8,53970,1,4.6,57023,1,4.6,45000,1,4.6,20.9,95.4,0.1,0.2,1,4.6,0,0,7.9,12.9,58.9,0,0,4,18.3,0,0,10.6,9,41.1,1,4.6,0,0,0,0,0,0,0,0,17.6,80.4,4,18.2,3.4,21.9,44.6,44714,0,0,11.5,0.3,1.1,15.9,72.6,4.1,8.3,58195,0,11.2,22.7
"'193902","LEAKEY ISD",54.9,64,12.8,24.3,52.6,0,0,2,3.8,78221,0,0,0,7,2,0,0,0,1,34.4,65.4,0,1,2.3,4.4,68678,4,15.1,34583,4.5,17,36744,1,3.8,44438,11,41.6,52685,4,14.9,61114,2,7.6,59841,0,0,19,71.8,0.1,0.5,0,0,0.2,0.9,14.4,19,71.6,0,0,4,15.1,0,0,10.8,7.5,28.4,7.5,28.2,0,0,0,0,0,0,0,0,20,75.7,2.7,10.2,4.1,26.5,50.3,48723,1,3.8,19.3,3.4,12.7,21.5,81.1,3.6,6.8,36219,0,18.2,34.6
"'194902","AVERY ISD",56.7,63.1,4,5.8,67.9,0,0,2,2.9,89492,0,10,14.7,4,4,0,0,0,0,39.5,58.1,1,0,2,2.9,74556,2,6,34670,9,26.9,38858,3,9,49058,7,20.9,54193,8,23.9,57962,4.5,13.4,58403,0,0,30.5,91,0,0,0,0,2.9,8.7,16.2,26,77.6,0,0,0,0,0,0,9.6,7.5,22.4,3,9,0,0,2.6,7.8,0,0,0,0,22.8,68,1.5,4.5,12.9,33.5,49.3,49913,0,0,9,3.7,11.1,33.5,100,2,2.9,58451,0,18.5,27.2
"'194903","RIVERCREST ISD",62.5,64.6,9,7.1,126.2,1,0,2,1.6,98500,0,20.8,16.5,7,5.7,7,2,0,0,77.3,61.2,0,3,3.5,2.8,71439,0,0,.,16.2,23.5,39345,7,10.2,44444,20.9,30.4,54236,16.5,24,57880,8.2,11.9,58250,1,1.5,58.6,85.2,0,0,1,1.5,2,2.9,15.5,56.3,81.9,0.2,0.2,1,1.5,0,0,9.5,12.5,18.1,10.2,14.8,0,0,1.4,2,0,0,0,0,54.4,79.1,4.6,6.7,9.1,68.8,54.5,51086,0,0,5.8,6.2,9.1,65.8,95.6,3,2.4,55661,0,28.2,22.3
"'194904","CLARKSVILLE ISD",53,56.2,53.2,51.6,103,0,0,2,1.9,92483,0,20.9,20.3,2,2,0,0,0.5,0,48.8,47.4,2,0,5,4.8,74080,2.9,7.5,34847,11,28.7,39774,5.3,13.9,50014,9.7,25.3,52272,7,18.3,59788,2.4,6.3,56851,0,0,26.1,68.2,0.2,0.5,12.9,33.7,5.4,14.2,12.5,26.6,69.6,0.1,0.3,2,5.2,0,0,12.6,11.6,30.4,12.2,31.8,0,0,0.9,2.4,0,0,0,0,24.8,64.8,3.4,9,7.3,38.2,37.1,48723,0,0,34.6,3.3,8.7,23.4,61.1,3.6,3.5,59624,0,33.3,32.3
"'194905","DETROIT ISD",63.8,75.4,13,10.2,127,0,0,3,2.4,90534,0,31.4,24.7,4.3,4.3,0,0,0,0,67.7,53.3,1,0,3.1,2.5,74425,3.1,6.4,41147,9.6,19.9,39875,9,18.6,44041,10.9,22.4,52357,9.9,20.3,58807,6,12.4,55416,0,0,43.5,89.7,0,0,1,2.1,2,4.1,14.8,38.6,79.7,0,0,0,0,0,0,10.6,9.9,20.3,5,10.3,0,0,2.2,4.5,0,0,0,0,32.3,66.7,4.7,9.7,8.3,48.5,38.1,49301,0,0,17.2,7.2,14.9,47.5,97.9,13.1,10.3,54711,0.1,27.9,21.9
"'195901","PECOS-BARSTOW-TOYAH ISD",54.3,63.6,315.9,76.5,413,1,0,6,1.5,101472,0,24.8,6,6.2,4,3,3,0,0,223.5,54.1,7,1,6.1,1.5,84737,10.8,5.6,54057,68.4,35.2,55049,29.9,15.4,58733,41.6,21.4,65762,28.2,14.5,72826,15.1,7.8,74113,11,5.6,142.4,73.4,3.2,1.6,13.7,7,1.5,0.8,11.8,150.2,77.4,3.8,2,102.6,52.9,0,0,13.9,43.8,22.6,48.6,25.1,2,1,0.9,0.4,1,0.5,0,0,156.3,80.6,11.7,6,7.4,194,47,61931,2,1,19.7,16.7,8.6,64.8,33.4,17.4,4.2,70532,0,164.8,39.9
"'195902","BALMORHEA ISD",53.6,63.7,26,66.8,38.9,0,0,2,5.1,91014,0,5,12.9,4,1,0,0,0,0,22.9,58.9,0,1,1,2.6,88168,0,0,.,2,10.5,52186,3.9,20.4,51330,3.2,16.8,54824,6,31.4,68048,4,20.9,64493,0,0,14.9,78,0,0,0,0,0.5,2.6,21.2,12.1,63.4,0,0,11,57.5,0,0,8.1,7,36.6,4.2,22,0,0,1.5,7.7,0,0,0,0,14,73.1,1,5.2,10.2,19.1,49.2,60005,0,0,18.1,2.2,11.4,8.1,42.5,0.8,2,71627,0,11,28.2
