DISTRICT,DD000A00T021R,DD0NAA00T021R,DD0NOA00T021R,DD0NTA00T021R,DD0YAA00T021R,DD0YMA00T021R,DD0YXA00T021R,DD200A00T021R,DD2NAA00T021R,DD2NOA00T021R,DD2NTA00T021R,DD2YAA00T021R,DD2YMA00T021R,DD2YXA00T021R,DD300A00T021R,DD3NAA00T021R,DD3NOA00T021R,DD3NTA00T021R,DD3YAA00T021R,DD3YMA00T021R,DD3YXA00T021R,DD400A00T021R,DD4NAA00T021R,DD4NOA00T021R,DD4NTA00T021R,DD4YAA00T021R,DD4YMA00T021R,DD4YXA00T021R,DDA00A00T021R,DDANAA00T021R,DDANOA00T021R,DDANTA00T021R,DDAYAA00T021R,DDAYMA00T021R,DDAYXA00T021R,DDB00A00T021R,DDBNAA00T021R,DDBNOA00T021R,DDBNTA00T021R,DDBYAA00T021R,DDBYMA00T021R,DDBYXA00T021R,DDE00A00T021R,DDENAA00T021R,DDENOA00T021R,DDENTA00T021R,DDEYAA00T021R,DDEYMA00T021R,DDEYXA00T021R,DDF00A00T021R,DDFNAA00T021R,DDFNOA00T021R,DDFNTA00T021R,DDFYAA00T021R,DDFYMA00T021R,DDFYXA00T021R,DDH00A00T021R,DDHNAA00T021R,DDHNOA00T021R,DDHNTA00T021R,DDHYAA00T021R,DDHYMA00T021R,DDHYXA00T021R,DDI00A00T021R,DDINAA00T021R,DDINOA00T021R,DDINTA00T021R,DDIYAA00T021R,DDIYMA00T021R,DDIYXA00T021R,DDL00A00T021R,DDLNAA00T021R,DDLNOA00T021R,DDLNTA00T021R,DDLYAA00T021R,DDLYMA00T021R,DDLYXA00T021R,DDM00A00T021R,DDMNAA00T021R,DDMNOA00T021R,DDMNTA00T021R,DDMYAA00T021R,DDMYMA00T021R,DDMYXA00T021R,DDR00A00T021R,DDRNAA00T021R,DDRNOA00T021R,DDRNTA00T021R,DDRYAA00T021R,DDRYMA00T021R,DDRYXA00T021R,DDS00A00T021R,DDSNAA00T021R,DDSNOA00T021R,DDSNTA00T021R,DDSYAA00T021R,DDSYMA00T021R,DDSYXA00T021R,DDW00A00T021R,DDWNAA00T021R,DDWNOA00T021R,DDWNTA00T021R,DDWYAA00T021R,DDWYMA00T021R,DDWYXA00T021R,DISTNAME,DNC00A00T021R,DNCNAA00T021R,DNCNOA00T021R,DNCNTA00T021R,DNCYAA00T021R,DNCYMA00T021R,DNCYXA00T021R,DNM00A00T021R,DNMNAA00T021R,DNMNOA00T021R,DNMNTA00T021R,DNMYAA00T021R,DNMYMA00T021R,DNMYXA00T021R,DNS00A00T021R,DNSNAA00T021R,DNSNOA00T021R,DNSNTA00T021R,DNSYAA00T021R,DNSYMA00T021R,DNSYXA00T021R
"'027904",99,0,0,1,85,4,11,99,1,0,1,91,8,0,100,0,0,0,92,0,8,85,15,0,15,77,8,0,98,1,1,2,92,4,3,92,0,8,8,81,11,0,98,1,1,2,92,3,3,98,1,1,2,92,3,2,98,1,1,2,90,3,5,100,0,0,0,80,0,20,99,0,0,1,85,4,11,98,1,1,2,92,4,3,98,1,1,2,91,3,4,96,1,3,4,89,4,2,98,1,1,2,94,4,0,"MARBLE FALLS ISD",98,1,1,2,96,1,1,98,1,1,2,79,11,8,97,1,2,3,92,1,4
"'028902",94,0,6,6,85,4,5,91,0,9,9,91,0,0,92,0,8,8,92,0,0,-1,-1,-1,-1,-1,-1,-1,94,0,6,6,87,5,2,92,0,7,8,85,7,0,93,0,7,7,89,2,2,94,0,6,6,87,5,2,94,0,6,6,87,5,2,84,0,16,16,66,19,0,93,0,6,7,84,4,5,94,0,6,6,87,5,2,94,0,6,6,88,3,3,90,1,9,10,84,5,1,97,0,3,3,93,4,0,"LOCKHART ISD",95,0,5,5,91,2,1,92,0,7,8,77,12,3,96,0,4,4,94,0,2
"'028903",99,0,0,1,94,1,4,100,0,0,0,93,7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,1,0,1,95,3,1,99,0,1,1,95,4,0,99,1,0,1,95,3,1,98,1,1,2,95,3,1,98,1,0,2,95,3,1,.,.,.,.,.,.,.,99,0,0,1,94,1,4,99,1,0,1,94,4,1,99,1,0,1,95,2,1,99,1,0,1,92,6,1,99,1,1,1,95,4,0,"LULING ISD",99,1,0,1,96,2,1,97,2,1,3,89,8,0,100,0,0,0,100,0,0
"'028906",100,0,0,0,98,0,2,88,0,12,12,71,18,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96,1,3,4,83,12,0,100,0,0,0,100,0,0,94,1,5,6,89,5,0,94,1,4,6,80,14,0,100,0,0,0,91,8,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,98,0,2,97,0,3,3,86,11,0,96,0,4,4,80,15,1,98,2,0,2,84,13,2,88,2,10,12,74,14,0,"PRAIRIE LEA ISD",96,2,2,4,87,9,1,96,0,4,4,80,15,0,-1,-1,-1,-1,-1,-1,-1
"'029901",99,0,1,1,93,3,3,90,8,3,10,90,0,0,99,0,1,1,96,1,2,.,.,.,.,.,.,.,98,0,2,2,95,3,1,99,1,0,1,97,2,0,98,0,2,2,94,3,1,98,0,2,2,94,3,1,98,0,2,2,95,3,1,63,0,38,38,63,0,0,99,0,1,1,92,3,4,98,0,2,2,95,2,1,98,1,2,2,93,3,1,98,1,1,2,94,2,2,98,0,1,2,95,3,0,"CALHOUN COUNTY ISD",98,0,2,2,97,1,1,97,1,3,3,84,11,1,96,4,0,4,93,2,0
"'030901",100,0,0,0,100,0,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,95,5,0,.,.,.,.,.,.,.,100,0,0,0,96,4,0,100,0,0,0,96,4,0,100,0,0,0,95,5,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,100,0,0,0,94,6,0,100,0,0,0,95,5,0,100,0,0,0,100,0,0,100,0,0,0,95,5,0,"CROSS PLAINS ISD",100,0,0,0,99,1,0,100,0,0,0,88,12,0,100,0,0,0,86,14,0
"'030902",100,0,0,0,43,43,13,100,0,0,0,95,5,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,94,5,0,100,0,0,0,100,0,0,100,0,0,0,96,3,0,100,0,0,0,93,7,0,99,1,0,1,90,8,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,43,43,13,100,0,0,0,95,4,0,99,0,0,1,97,3,0,99,1,0,1,95,4,0,100,0,0,0,95,5,0,"CLYDE CISD",100,0,0,0,97,2,0,100,0,0,0,87,13,0,100,0,0,0,95,5,0
"'030903",.,.,.,.,.,.,.,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,90,10,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,87,13,0,99,1,0,1,89,10,0,100,0,0,0,96,4,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,90,10,0,100,0,0,0,87,13,0,100,0,0,0,87,13,0,100,0,0,0,88,12,0,"BAIRD ISD",100,0,0,0,92,8,0,100,0,0,0,86,14,0,-1,-1,-1,-1,-1,-1,-1
"'030906",.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,95,5,0,.,.,.,.,.,.,.,100,0,0,0,93,7,0,100,0,0,0,94,6,0,100,0,0,0,94,6,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,98,2,0,100,0,0,0,97,3,0,100,0,0,0,97,3,0,100,0,0,0,96,4,0,"EULA ISD",100,0,0,0,96,4,0,100,0,0,0,95,5,0,100,0,0,0,100,0,0
"'031901",74,0,26,26,67,1,6,100,0,0,0,100,0,0,76,0,24,24,73,0,3,45,0,55,55,27,18,0,71,0,29,29,67,1,3,77,0,23,23,69,6,2,71,0,29,29,67,1,3,71,0,29,29,67,1,3,71,0,29,29,67,1,3,-1,-1,-1,-1,-1,-1,-1,75,0,25,25,65,2,8,71,0,28,29,67,1,3,71,0,29,29,66,1,4,64,0,35,36,61,1,3,72,0,28,28,58,9,5,"BROWNSVILLE ISD",71,0,29,29,68,0,2,73,1,26,27,60,6,7,71,0,29,29,68,1,2
"'031903",91,0,9,9,83,2,6,67,0,33,33,58,8,0,95,0,5,5,90,3,2,73,0,27,27,73,0,0,85,0,15,15,81,2,1,75,2,23,25,69,6,1,84,0,15,16,81,2,1,85,0,15,15,82,2,1,85,0,15,15,82,2,1,80,4,16,20,80,0,0,91,0,9,9,82,2,7,84,0,15,16,81,2,1,85,0,14,15,81,1,2,81,0,19,19,78,2,1,85,0,14,15,80,5,1,"HARLINGEN CISD",85,0,15,15,84,0,1,83,1,16,17,72,8,3,89,0,11,11,83,5,1
"'031905",84,3,13,16,79,2,3,40,0,60,60,40,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,3,19,22,76,1,1,100,0,0,0,100,0,0,77,4,19,23,75,1,1,77,3,20,23,75,2,1,78,3,19,22,76,1,1,-1,-1,-1,-1,-1,-1,-1,85,3,12,15,78,3,4,79,4,17,21,76,1,1,77,5,18,23,74,2,1,74,5,22,26,70,2,2,71,3,26,29,66,3,1,"LA FERIA ISD",78,3,19,22,77,1,1,76,6,18,24,70,5,2,88,7,5,12,88,0,0
"'031906",86,0,14,14,80,2,3,81,0,19,19,81,0,0,83,0,17,17,83,0,0,.,.,.,.,.,.,.,81,0,19,19,78,2,1,100,0,0,0,100,0,0,81,0,19,19,78,2,1,81,0,18,19,78,2,1,81,0,19,19,78,2,1,44,0,56,56,44,0,0,87,1,12,13,79,3,5,81,0,19,19,78,2,1,81,1,19,19,77,2,2,79,1,20,21,77,1,1,83,0,16,17,79,5,0,"LOS FRESNOS CISD",81,0,18,19,80,1,1,80,0,20,20,71,6,2,94,0,6,6,92,2,1
"'031909",89,1,10,11,83,2,4,100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,83,1,17,17,78,3,2,100,0,0,0,100,0,0,82,1,17,18,77,2,2,80,1,18,20,76,2,3,83,1,16,17,79,2,2,-1,-1,-1,-1,-1,-1,-1,90,1,9,10,83,2,5,84,1,15,16,80,3,2,85,1,14,15,79,2,3,81,0,19,19,68,8,5,70,1,29,30,60,10,0,"POINT ISABEL ISD",83,1,16,17,81,0,2,79,2,19,21,61,14,4,78,0,22,22,72,0,6
"'031911",100,0,0,0,94,2,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,95,4,1,100,0,0,0,100,0,0,100,0,0,0,96,3,1,100,0,0,0,94,5,1,100,0,0,0,95,4,1,.,.,.,.,.,.,.,100,0,0,0,91,2,7,100,0,0,0,96,2,1,100,0,0,0,97,1,2,100,0,0,0,98,1,1,100,0,0,0,100,0,0,"RIO HONDO ISD",100,0,0,0,98,1,1,100,0,0,0,86,13,1,100,0,0,0,100,0,0
"'031912",91,1,9,9,84,3,3,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,1,13,14,82,3,1,58,21,21,42,47,11,0,87,1,13,13,83,2,1,86,0,13,14,82,3,1,86,1,13,14,82,3,1,.,.,.,.,.,.,.,91,1,9,9,82,4,5,87,1,13,13,82,3,1,86,1,13,14,82,2,2,82,1,16,18,77,3,2,80,0,20,20,71,9,0,"SAN BENITO CISD",87,0,13,13,85,1,1,86,1,13,14,70,12,4,87,0,13,13,83,4,1
"'031913",93,0,7,7,86,3,5,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,91,0,9,9,85,4,2,-1,-1,-1,-1,-1,-1,-1,91,0,9,9,85,3,2,92,0,8,8,86,3,2,91,0,9,9,85,4,3,.,.,.,.,.,.,.,94,0,6,6,86,3,5,90,0,10,10,83,4,3,94,0,5,6,88,3,3,88,0,12,12,79,3,7,100,0,0,0,100,0,0,"SANTA MARIA ISD",91,0,9,9,89,1,1,90,0,10,10,73,11,6,95,0,5,5,75,15,5
"'031914",95,1,5,5,88,4,3,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,94,0,6,6,89,4,1,.,.,.,.,.,.,.,93,0,7,7,88,4,1,95,0,5,5,90,5,1,93,0,6,7,88,4,1,.,.,.,.,.,.,.,94,1,5,6,88,3,3,92,0,7,8,87,3,1,94,0,6,6,89,3,1,91,1,8,9,83,5,3,100,0,0,0,100,0,0,"SANTA ROSA ISD",93,0,7,7,90,2,1,95,0,4,5,82,11,2,100,0,0,0,100,0,0
"'031916",87,1,12,13,83,1,4,72,12,16,28,70,2,0,88,1,11,12,87,1,0,-1,-1,-1,-1,-1,-1,-1,83,2,15,17,82,1,1,91,2,8,9,91,0,0,82,2,15,18,81,0,1,82,1,16,18,80,1,1,83,2,16,17,81,1,1,80,10,10,20,70,0,10,88,1,11,12,81,0,7,85,2,13,15,84,1,1,86,1,13,14,83,0,3,83,3,14,17,83,0,0,86,2,12,14,84,1,1,"SOUTH TEXAS ISD",72,0,28,28,69,2,1,86,2,12,14,85,1,1,78,2,20,22,78,0,0
"'032902",100,0,0,0,94,5,1,99,1,1,1,85,14,0,100,0,0,0,91,0,9,.,.,.,.,.,.,.,100,0,0,0,94,5,1,99,0,1,1,94,5,0,100,0,0,0,95,4,1,100,0,0,0,95,4,1,100,0,0,0,95,4,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,90,8,2,99,0,0,1,93,6,1,100,0,0,0,93,6,1,100,0,0,0,87,10,3,100,0,0,0,95,5,0,"PITTSBURG ISD",100,0,0,0,98,1,1,100,0,0,0,84,16,1,100,0,0,0,97,3,0
"'033901",100,0,0,0,100,0,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,97,3,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,94,6,0,100,0,0,0,97,3,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,97,3,0,100,0,0,0,100,0,0,100,0,0,0,94,6,0,100,0,0,0,97,3,0,"GROOM ISD",100,0,0,0,100,0,0,100,0,0,0,87,13,0,-1,-1,-1,-1,-1,-1,-1
"'033902",100,0,0,0,100,0,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,96,4,0,100,0,0,0,100,0,0,99,1,0,1,94,5,0,100,0,0,0,96,4,0,100,0,0,0,87,13,0,100,0,0,0,50,50,0,100,0,0,0,100,0,0,100,0,0,0,96,4,0,99,1,0,1,99,1,0,99,1,0,1,92,7,0,100,0,0,0,97,3,0,"PANHANDLE ISD",100,0,0,0,98,1,0,100,0,0,0,88,12,0,100,0,0,0,100,0,0
"'033904",100,0,0,0,100,0,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,96,4,0,.,.,.,.,.,.,.,100,0,0,0,95,5,0,100,0,0,0,98,2,0,100,0,0,0,93,7,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,94,6,0,100,0,0,0,93,7,0,100,0,0,0,97,3,0,100,0,0,0,96,3,0,"WHITE DEER ISD",100,0,0,0,100,0,0,100,0,0,0,87,13,0,100,0,0,0,100,0,0
"'034901",100,0,0,0,84,14,3,98,0,3,3,84,14,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,99,1,0,1,93,6,0,98,1,1,2,95,4,0,99,1,0,1,94,5,0,99,0,1,1,95,4,0,99,1,0,1,91,7,1,100,0,0,0,100,0,0,100,0,0,0,60,33,7,99,1,0,1,92,7,0,99,1,0,1,93,5,0,98,1,2,2,95,2,1,100,0,0,0,94,6,0,"ATLANTA ISD",99,0,1,1,97,2,0,99,1,0,1,86,13,0,99,0,1,1,95,3,0
"'034902",100,0,0,0,100,0,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,89,11,0,100,0,0,0,94,6,0,100,0,0,0,87,13,0,100,0,0,0,88,12,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,89,11,0,100,0,0,0,94,6,0,100,0,0,0,100,0,0,100,0,0,0,85,15,0,"AVINGER ISD",100,0,0,0,93,7,0,100,0,0,0,85,15,0,100,0,0,0,100,0,0
"'034903",100,0,0,0,95,3,2,100,0,0,0,76,24,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,94,6,0,100,0,0,0,90,10,0,100,0,0,0,94,6,0,100,0,0,0,92,8,0,100,0,0,0,99,0,1,.,.,.,.,.,.,.,100,0,0,0,96,1,2,100,0,0,0,95,4,0,100,0,0,0,95,4,0,100,0,0,0,94,6,0,100,0,0,0,95,5,0,"HUGHES SPRINGS ISD",100,0,0,0,97,3,0,100,0,0,0,82,18,0,100,0,0,0,88,12,0
"'034905",100,0,0,0,92,8,0,98,0,2,2,85,13,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,99,1,0,1,90,10,0,97,3,0,3,89,8,0,99,1,0,1,85,14,0,99,1,0,1,90,9,0,100,0,0,0,85,15,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,97,3,0,100,0,0,0,89,11,0,99,1,0,1,77,21,0,99,1,0,1,88,11,0,100,0,0,0,91,9,0,"LINDEN-KILDARE CISD",99,1,0,1,97,3,0,99,1,0,1,74,25,0,100,0,0,0,100,0,0
"'034906",.,.,.,.,.,.,.,100,0,0,0,82,18,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,1,1,1,94,4,0,100,0,0,0,57,43,0,98,1,1,2,94,4,0,99,1,0,1,99,0,0,100,0,0,0,70,30,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,98,1,1,2,90,8,0,98,1,1,2,96,2,0,99,0,1,1,91,7,0,98,1,1,2,96,2,0,"MCLEOD ISD",98,1,1,2,97,1,0,99,0,1,1,89,11,0,100,0,0,0,100,0,0
"'034907",100,0,0,0,40,60,0,100,0,0,0,83,17,0,100,0,0,0,71,29,0,.,.,.,.,.,.,.,99,1,0,1,94,6,0,99,0,0,1,90,9,0,99,0,0,1,92,7,0,98,1,0,2,91,7,0,100,0,0,0,71,29,0,100,0,0,0,100,0,0,100,0,0,0,40,60,0,100,0,0,0,96,4,0,99,0,0,1,93,7,0,98,2,0,2,90,8,0,99,1,0,1,96,3,0,"QUEEN CITY ISD",99,1,0,1,97,2,0,99,1,0,1,83,16,0,100,0,0,0,89,11,0
"'034909",100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,90,10,0,100,0,0,0,100,0,0,100,0,0,0,93,7,0,100,0,0,0,94,6,0,100,0,0,0,68,32,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,85,15,0,100,0,0,0,90,10,0,100,0,0,0,100,0,0,100,0,0,0,91,9,0,"BLOOMBURG ISD",100,0,0,0,94,6,0,100,0,0,0,76,24,0,100,0,0,0,75,25,0
"'035901",100,0,0,0,94,1,5,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,97,1,2,100,0,0,0,100,0,0,100,0,0,0,97,1,2,100,0,0,0,96,2,2,100,0,0,0,97,1,2,.,.,.,.,.,.,.,100,0,0,0,93,1,6,100,0,0,0,98,1,1,100,0,0,0,96,1,3,100,0,0,0,96,2,2,100,0,0,0,96,4,0,"DIMMITT ISD",100,0,0,0,98,0,1,100,0,0,0,88,7,5,100,0,0,0,100,0,0
"'035902",98,2,0,2,93,0,5,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,98,1,1,.,.,.,.,.,.,.,100,0,0,0,97,1,1,99,1,0,1,97,2,1,100,0,0,0,98,1,1,.,.,.,.,.,.,.,98,2,0,2,93,0,5,100,0,0,0,99,0,1,99,1,0,1,98,0,2,100,0,0,0,100,0,0,100,0,0,0,100,0,0,"HART ISD",100,0,0,0,98,1,0,100,0,0,0,96,1,3,100,0,0,0,100,0,0
"'035903",100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96,4,0,4,96,0,0,.,.,.,.,.,.,.,89,11,0,11,89,0,0,97,3,0,3,97,0,0,86,14,0,14,86,0,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,95,5,0,5,95,0,0,100,0,0,0,100,0,0,89,11,0,11,89,0,0,98,3,0,3,98,0,0,"NAZARETH ISD",99,1,0,1,99,0,0,77,23,0,23,77,0,0,100,0,0,0,100,0,0
"'036901",99,1,0,1,92,6,2,100,0,0,0,100,0,0,100,0,0,0,98,0,2,.,.,.,.,.,.,.,98,2,0,2,94,4,0,97,3,0,3,94,3,0,99,1,0,1,94,4,0,98,2,0,2,92,5,0,98,2,0,2,94,4,0,67,33,0,33,67,0,0,100,0,0,0,87,9,3,99,1,0,1,95,4,0,100,0,0,0,91,7,1,96,3,1,4,88,9,0,99,1,0,1,93,5,0,"ANAHUAC ISD",98,2,0,2,96,2,0,98,2,0,2,86,12,0,91,9,0,9,91,0,0
"'036902",99,0,0,1,94,5,1,100,0,0,0,96,4,0,100,0,0,0,97,3,1,.,.,.,.,.,.,.,99,0,0,1,96,4,0,99,0,1,1,89,10,0,99,0,1,1,93,6,0,99,0,0,1,95,4,0,99,0,0,1,94,5,0,94,6,0,6,88,6,0,99,0,0,1,94,5,1,99,0,0,1,96,3,0,99,0,0,1,96,3,0,99,1,1,1,95,2,1,99,0,0,1,97,3,0,"BARBERS HILL ISD",99,0,0,1,97,2,0,100,0,0,0,93,7,0,100,0,0,0,100,0,0
"'036903",100,0,0,0,95,0,4,100,0,0,0,90,10,0,96,4,0,4,93,0,4,.,.,.,.,.,.,.,99,0,1,1,94,4,1,98,0,2,2,91,7,0,99,0,1,1,94,4,2,99,0,1,1,93,5,2,100,0,0,0,95,2,3,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,95,0,5,99,0,1,1,95,3,1,98,0,2,2,92,3,4,98,0,2,2,91,5,2,99,0,1,1,93,5,0,"EAST CHAMBERS ISD",99,0,1,1,96,2,1,99,0,1,1,83,14,2,100,0,0,0,100,0,0
"'037901",100,0,0,0,98,1,1,100,0,0,0,84,16,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,95,4,0,100,0,0,0,97,3,0,100,0,0,0,96,4,0,100,0,0,0,96,4,0,100,0,0,0,97,2,1,.,.,.,.,.,.,.,100,0,0,0,98,1,1,100,0,0,0,95,5,0,100,0,0,0,97,3,1,100,0,0,0,96,3,1,100,0,0,0,94,6,0,"ALTO ISD",100,0,0,0,99,1,0,100,0,0,0,84,16,0,100,0,0,0,100,0,0
"'037904",100,0,0,0,96,1,2,100,0,0,0,97,3,0,100,0,0,0,95,5,0,.,.,.,.,.,.,.,100,0,0,0,95,3,1,99,0,1,1,93,6,0,100,0,0,0,96,3,1,100,0,0,0,95,3,1,100,0,0,0,96,2,2,100,0,0,0,30,30,40,100,0,0,0,96,1,3,100,0,0,0,95,3,1,100,0,0,0,97,1,1,99,0,1,1,93,4,2,100,0,0,0,95,4,0,"JACKSONVILLE ISD",100,0,0,0,98,1,1,99,0,0,1,78,18,3,99,0,1,1,90,7,2
"'037907",100,0,0,0,88,8,4,99,1,0,1,94,3,2,100,0,0,0,100,0,0,.,.,.,.,.,.,.,99,1,0,1,94,4,1,98,1,1,2,93,5,0,99,1,0,1,93,5,1,99,0,1,1,93,5,1,99,1,0,1,92,5,2,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,85,10,5,99,1,0,1,94,4,1,99,1,0,1,94,4,1,99,1,1,1,89,6,3,99,1,1,1,95,4,1,"RUSK ISD",99,0,0,1,97,2,1,98,1,1,2,84,13,1,99,1,0,1,96,3,0
"'037908",100,0,0,0,98,0,2,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,97,2,1,100,0,0,0,100,0,0,100,0,0,0,97,2,1,100,0,0,0,95,5,1,100,0,0,0,98,1,1,.,.,.,.,.,.,.,100,0,0,0,98,0,2,100,0,0,0,99,0,1,100,0,0,0,98,0,1,100,0,0,0,97,0,3,100,0,0,0,87,13,0,"NEW SUMMERFIELD ISD",100,0,0,0,99,1,1,100,0,0,0,90,8,1,100,0,0,0,100,0,0
"'037909",100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,0,1,1,93,6,0,100,0,0,0,94,6,0,99,0,1,1,91,9,0,100,0,0,0,93,7,0,100,0,0,0,91,9,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,99,0,1,1,94,6,0,99,0,1,1,95,4,0,100,0,0,0,88,12,0,99,0,1,1,94,6,0,"WELLS ISD",99,0,1,1,97,2,0,100,0,0,0,83,17,0,100,0,0,0,100,0,0
"'038901",100,0,0,0,96,0,4,100,0,0,0,100,0,0,100,0,0,0,95,0,5,.,.,.,.,.,.,.,100,0,0,0,96,4,0,99,0,1,1,99,0,0,100,0,0,0,95,4,0,100,0,0,0,96,4,0,100,0,0,0,94,6,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,96,0,4,100,0,0,0,95,4,1,100,0,0,0,94,4,1,99,1,0,1,90,8,2,99,0,0,1,96,3,0,"CHILDRESS ISD",100,0,0,0,98,1,0,99,0,1,1,83,16,1,100,0,0,0,97,0,3
"'039902",100,0,0,0,100,0,0,100,0,0,0,87,13,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,96,4,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,97,3,0,100,0,0,0,97,3,0,100,0,0,0,96,4,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,95,5,0,100,0,0,0,95,5,0,100,0,0,0,95,4,0,100,0,0,0,96,4,0,"HENRIETTA ISD",100,0,0,0,99,1,0,100,0,0,0,86,14,0,100,0,0,0,100,0,0
"'039903",100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,94,5,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,99,1,0,100,0,0,0,96,4,0,100,0,0,0,93,7,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,94,6,0,100,0,0,0,95,5,0,100,0,0,0,97,3,0,100,0,0,0,97,2,0,"PETROLIA CISD",100,0,0,0,99,1,0,100,0,0,0,86,13,0,100,0,0,0,86,14,0
"'039904",-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,93,7,0,.,.,.,.,.,.,.,100,0,0,0,93,8,0,100,0,0,0,96,4,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,91,9,0,100,0,0,0,93,7,0,100,0,0,0,95,5,0,100,0,0,0,92,8,0,"BELLEVUE ISD",100,0,0,0,93,7,0,100,0,0,0,92,8,0,100,0,0,0,100,0,0
