DISTRICT,DD004AMA1221R,DD004AMA1321R,DD004AMA1S21R,DD004ARE1221R,DD004ARE1321R,DD004ARE1S21R,DD004AWR1221R,DD004AWR1321R,DD004AWR1S21R,DD204AMA1221R,DD204AMA1321R,DD204AMA1S21R,DD204ARE1221R,DD204ARE1321R,DD204ARE1S21R,DD204AWR1221R,DD204AWR1321R,DD204AWR1S21R,DD304AMA1221R,DD304AMA1321R,DD304AMA1S21R,DD304ARE1221R,DD304ARE1321R,DD304ARE1S21R,DD304AWR1221R,DD304AWR1321R,DD304AWR1S21R,DD404AMA1221R,DD404AMA1321R,DD404AMA1S21R,DD404ARE1221R,DD404ARE1321R,DD404ARE1S21R,DD404AWR1221R,DD404AWR1321R,DD404AWR1S21R,DDA04AMA1221R,DDA04AMA1321R,DDA04AMA1S21R,DDA04ARE1221R,DDA04ARE1321R,DDA04ARE1S21R,DDA04AWR1221R,DDA04AWR1321R,DDA04AWR1S21R,DDB04AMA1221R,DDB04AMA1321R,DDB04AMA1S21R,DDB04ARE1221R,DDB04ARE1321R,DDB04ARE1S21R,DDB04AWR1221R,DDB04AWR1321R,DDB04AWR1S21R,DDE04AMA1221R,DDE04AMA1321R,DDE04AMA1S21R,DDE04ARE1221R,DDE04ARE1321R,DDE04ARE1S21R,DDE04AWR1221R,DDE04AWR1321R,DDE04AWR1S21R,DDF04AMA1221R,DDF04AMA1321R,DDF04AMA1S21R,DDF04ARE1221R,DDF04ARE1321R,DDF04ARE1S21R,DDF04AWR1221R,DDF04AWR1321R,DDF04AWR1S21R,DDH04AMA1221R,DDH04AMA1321R,DDH04AMA1S21R,DDH04ARE1221R,DDH04ARE1321R,DDH04ARE1S21R,DDH04AWR1221R,DDH04AWR1321R,DDH04AWR1S21R,DDI04AMA1221R,DDI04AMA1321R,DDI04AMA1S21R,DDI04ARE1221R,DDI04ARE1321R,DDI04ARE1S21R,DDI04AWR1221R,DDI04AWR1321R,DDI04AWR1S21R,DDL04AMA1221R,DDL04AMA1321R,DDL04AMA1S21R,DDL04ARE1221R,DDL04ARE1321R,DDL04ARE1S21R,DDL04AWR1221R,DDL04AWR1321R,DDL04AWR1S21R,DDM04AMA1221R,DDM04AMA1321R,DDM04AMA1S21R,DDM04ARE1221R,DDM04ARE1321R,DDM04ARE1S21R,DDM04AWR1221R,DDM04AWR1321R,DDM04AWR1S21R,DDR04AMA1221R,DDR04AMA1321R,DDR04AMA1S21R,DDR04ARE1221R,DDR04ARE1321R,DDR04ARE1S21R,DDR04AWR1221R,DDR04AWR1321R,DDR04AWR1S21R,DDS04AMA1221R,DDS04AMA1321R,DDS04AMA1S21R,DDS04ARE1221R,DDS04ARE1321R,DDS04ARE1S21R,DDS04AWR1221R,DDS04AWR1321R,DDS04AWR1S21R,DDW04AMA1221R,DDW04AMA1321R,DDW04AMA1S21R,DDW04ARE1221R,DDW04ARE1321R,DDW04ARE1S21R,DDW04AWR1221R,DDW04AWR1321R,DDW04AWR1S21R,DISTNAME,DNC04AMA1221R,DNC04AMA1321R,DNC04AMA1S21R,DNC04ARE1221R,DNC04ARE1321R,DNC04ARE1S21R,DNC04AWR1221R,DNC04AWR1321R,DNC04AWR1S21R,DNM04AMA1221R,DNM04AMA1321R,DNM04AMA1S21R,DNM04ARE1221R,DNM04ARE1321R,DNM04ARE1S21R,DNM04AWR1221R,DNM04AWR1321R,DNM04AWR1S21R,DNS04AMA1221R,DNS04AMA1321R,DNS04AMA1S21R,DNS04ARE1221R,DNS04ARE1321R,DNS04ARE1S21R,DNS04AWR1221R,DNS04AWR1321R,DNS04AWR1S21R
"'215901",31,23,77,23,8,62,8,0,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,22,66,24,9,46,11,5,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,16,55,22,6,39,4,2,25,17,11,57,19,4,40,13,6,32,30,26,78,26,11,44,11,11,41,.,.,.,.,.,.,.,.,.,31,23,77,23,8,62,8,0,38,45,35,75,30,15,53,10,3,38,16,12,52,12,4,36,4,0,20,14,0,29,0,0,14,0,0,0,31,20,61,24,8,47,12,2,32,"BRECKENRIDGE ISD",34,24,66,25,10,48,13,6,37,13,13,63,19,6,38,6,0,25,40,20,40,20,20,20,20,20,40
"'216901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,6,71,35,24,71,12,0,53,.,.,.,.,.,.,.,.,.,13,0,50,38,25,63,0,0,63,21,7,64,36,21,71,14,0,57,25,13,50,38,25,63,13,0,63,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,0,43,29,14,57,0,0,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,0,89,33,22,78,11,0,44,"STERLING CITY ISD",33,11,67,44,44,67,11,0,67,13,0,75,25,0,75,13,0,38,.,.,.,.,.,.,.,.,.
"'217901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,17,67,33,17,67,25,8,33,.,.,.,.,.,.,.,.,.,0,0,50,25,13,63,13,0,25,0,0,57,29,0,71,14,0,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,40,80,40,40,60,40,20,40,14,0,43,0,0,57,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,22,78,44,22,67,33,11,44,"ASPERMONT ISD",25,13,63,38,25,75,25,13,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'218901",27,9,55,9,9,27,9,0,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,28,62,40,20,62,32,4,70,.,.,.,.,.,.,.,.,.,30,15,56,26,11,52,26,0,59,33,25,58,42,21,67,46,8,67,38,21,56,31,13,54,21,0,64,.,.,.,.,.,.,.,.,.,20,0,50,0,0,20,0,0,40,50,31,65,38,19,58,19,0,73,18,12,44,15,9,44,24,0,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,55,82,73,45,91,73,18,91,"SONORA ISD",43,28,68,43,20,65,35,3,70,40,30,40,30,20,50,20,10,70,40,20,60,20,0,40,20,0,40
"'219901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,33,92,75,42,83,42,17,75,.,.,.,.,.,.,.,.,.,40,20,100,60,20,60,40,20,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,38,88,63,38,75,38,13,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,30,90,70,40,80,30,10,70,"HAPPY ISD",44,22,89,67,33,78,33,11,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'219903",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,8,31,10,2,27,8,0,17,0,0,40,0,0,20,0,0,0,12,5,27,10,2,22,7,0,12,13,8,33,8,0,29,4,0,17,13,5,26,8,3,24,5,0,16,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,8,29,13,4,25,13,0,17,17,8,33,17,8,25,17,0,25,14,0,14,14,0,14,14,0,14,40,40,60,40,0,60,40,0,40,"TULIA ISD",15,8,28,10,3,18,8,0,15,11,11,44,11,0,67,11,0,22,.,.,.,.,.,.,.,.,.
"'219905",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,25,65,20,5,50,20,0,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,50,8,8,25,17,0,42,0,0,50,13,0,25,25,0,50,11,11,33,11,11,22,22,0,44,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,42,75,25,8,67,17,0,58,17,17,50,17,8,25,17,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,30,90,20,0,70,20,0,60,"KRESS ISD",24,24,59,18,6,41,18,0,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'220801",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,8,0,40,50,17,83,29,11,61,0,0,20,40,20,80,0,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,0,44,59,24,88,37,16,68,0,0,33,29,14,100,29,14,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,0,29,29,0,71,11,0,44,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,0,0,80,25,0,50,50,17,50,44,22,44,"TREETOPS SCHOOL INTERNATIONAL",0,0,33,59,12,82,28,6,61,29,0,57,29,29,86,30,20,60,.,.,.,.,.,.,.,.,.
"'220802",50,21,86,29,14,86,38,15,62,71,43,100,71,43,86,71,29,100,71,57,90,57,24,86,55,25,90,.,.,.,.,.,.,.,.,.,53,38,83,52,26,79,48,20,73,20,10,63,39,10,66,30,8,57,50,37,80,40,13,70,30,13,60,46,32,83,54,29,79,54,22,74,39,17,81,31,14,67,24,5,57,.,.,.,.,.,.,.,.,.,55,27,82,36,18,82,30,10,50,59,43,82,49,23,79,43,17,72,32,20,52,24,8,52,13,4,30,0,0,29,0,0,14,0,0,0,78,64,93,69,43,93,70,33,84,"ARLINGTON CLASSICS ACADEMY",57,41,85,53,27,82,50,20,77,33,22,70,44,19,67,40,16,52,60,60,80,60,40,80,80,40,80
"'220809",-1,-1,-1,-1,-1,-1,-1,-1,-1,71,43,100,86,57,100,86,57,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,42,23,83,62,33,88,47,24,86,10,0,40,30,0,60,33,11,56,30,20,80,40,30,90,40,40,100,43,24,81,62,33,86,51,24,90,17,0,67,33,0,100,17,0,67,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,20,90,60,30,100,30,20,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,27,96,77,46,96,50,23,96,"FORT WORTH ACADEMY OF FINE ARTS",.,.,.,.,.,.,.,.,.,42,23,83,62,33,88,47,24,86,.,.,.,.,.,.,.,.,.
"'220810",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,100,88,63,100,88,63,100,.,.,.,.,.,.,.,.,.,78,66,90,70,40,89,68,31,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,59,90,76,48,93,80,37,87,70,70,90,78,56,100,70,40,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,72,90,64,32,86,55,24,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,57,86,60,34,83,61,22,81,"WESTLAKE ACADEMY CHARTER SCHOOL",75,64,91,67,30,91,64,31,87,86,71,86,79,71,86,79,29,86,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'220811",10,0,30,10,0,40,10,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,0,37,26,15,48,19,4,41,0,0,20,20,10,30,10,10,40,5,0,42,26,11,47,16,0,37,6,0,47,35,18,59,24,6,53,8,0,38,8,0,46,8,0,23,.,.,.,.,.,.,.,.,.,10,0,30,10,0,40,10,0,10,10,0,20,10,10,30,10,0,20,6,0,28,11,6,28,11,0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"EAST FORT WORTH MONTESSORI ACADEMY",14,0,50,29,14,50,21,0,43,0,0,23,23,15,46,15,8,38,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'220814",0,0,43,14,0,57,43,0,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,24,11,53,39,29,76,51,8,68,0,0,20,20,10,70,33,0,44,19,6,56,31,19,63,40,13,67,17,4,50,42,29,79,54,13,63,15,8,62,46,31,77,62,15,77,.,.,.,.,.,.,.,.,.,0,0,43,14,0,57,43,0,71,36,21,57,36,29,71,46,0,77,0,0,43,14,0,57,43,0,71,20,20,20,40,40,60,-1,-1,-1,55,27,73,45,36,82,55,9,64,"TEXAS SCHOOL OF THE ARTS",36,14,50,57,43,86,57,7,64,17,8,54,29,21,71,48,9,70,.,.,.,.,.,.,.,.,.
"'220815",20,10,70,40,10,70,27,0,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,12,5,47,21,8,51,11,0,34,11,6,40,15,11,45,11,0,26,7,4,38,13,7,42,11,0,24,14,6,42,28,8,50,16,0,35,6,0,44,22,0,44,5,0,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,10,70,40,10,70,27,0,45,10,5,52,14,7,52,7,0,33,18,9,64,36,9,73,25,0,42,0,0,0,0,0,17,0,0,0,17,0,67,50,0,83,17,0,67,"CHAPEL HILL ACADEMY",12,5,57,21,10,64,10,0,38,11,6,36,19,6,36,14,0,30,.,.,.,.,.,.,.,.,.
"'220817",21,13,50,22,4,52,27,4,39,20,10,40,50,0,80,20,10,70,56,11,67,22,0,56,29,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,10,46,30,10,56,24,6,50,14,5,35,26,10,49,20,4,44,16,7,42,21,7,49,21,4,45,21,7,44,38,10,66,30,8,60,12,8,41,19,5,44,17,5,38,.,.,.,.,.,.,.,.,.,13,9,46,18,4,47,20,2,32,22,13,48,23,10,48,19,5,40,19,13,47,21,5,47,21,3,35,0,0,29,0,0,8,0,0,0,44,23,72,56,23,85,44,15,74,"NEWMAN INTERNATIONAL ACADEMY OF AR",26,12,53,38,11,61,27,10,55,16,8,36,21,8,51,21,2,44,17,0,33,17,0,17,17,0,33
"'220819",6,6,41,29,12,53,12,0,47,25,0,63,63,0,75,57,14,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,11,4,40,23,6,54,14,1,43,4,0,19,19,4,44,14,0,39,7,2,20,17,2,43,15,0,38,10,4,38,25,5,56,18,1,50,9,4,31,17,4,48,7,0,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,41,29,12,53,12,0,47,13,5,42,20,7,52,8,0,33,3,3,28,19,6,44,11,0,40,16,0,37,21,5,37,11,0,11,16,8,57,27,8,59,14,0,44,"HIGH POINT ACADEMY",23,5,64,26,8,62,13,0,43,7,4,30,22,5,51,14,1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'220901",18,9,40,19,7,44,12,4,34,17,9,42,26,9,59,15,3,49,43,28,69,36,17,70,34,18,63,13,13,25,13,0,63,0,0,22,21,11,42,25,11,49,17,5,40,12,5,29,20,8,42,13,3,33,15,6,36,18,6,44,12,3,33,17,8,39,27,11,53,20,6,45,16,6,38,18,6,43,9,2,32,11,0,33,20,10,30,9,0,36,18,8,39,18,6,43,11,3,33,24,13,45,23,10,47,14,4,35,17,7,37,17,6,42,10,3,31,15,4,30,16,4,28,10,3,19,43,27,68,46,26,71,39,10,64,"ARLINGTON ISD",23,12,45,26,12,51,18,5,41,15,7,35,21,8,45,14,3,35,20,12,38,22,14,36,12,0,39
"'220902",26,16,50,23,9,51,16,4,41,38,22,74,44,19,79,25,8,68,49,29,71,44,23,70,39,13,67,33,0,33,33,0,33,33,17,50,34,19,58,36,18,64,28,9,55,15,9,38,26,13,54,20,5,42,25,13,50,27,11,55,18,4,44,28,14,52,36,19,66,28,10,58,27,13,50,26,10,55,18,5,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,14,48,21,8,48,13,2,38,40,24,64,35,17,63,28,9,52,21,12,44,21,8,48,12,2,36,19,5,31,19,6,33,14,4,24,44,26,69,47,27,74,39,14,68,"BIRDVILLE ISD",37,21,61,37,20,67,31,10,57,28,15,51,33,14,57,21,6,48,37,23,73,37,17,63,37,10,63
"'220904",30,19,56,29,12,55,25,6,49,11,0,44,22,0,50,6,6,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,15,48,27,12,53,21,5,47,11,5,35,18,7,41,13,2,36,22,12,47,24,10,52,19,5,45,20,12,44,29,14,56,24,9,49,31,20,55,33,15,59,27,6,52,.,.,.,.,.,.,.,.,.,31,19,55,27,12,53,23,5,46,28,18,53,25,9,51,18,1,45,21,13,43,22,8,47,16,3,40,15,9,23,15,4,23,12,6,16,29,21,50,7,7,50,0,0,46,"EVERMAN ISD",31,19,54,32,14,58,26,6,51,15,9,40,20,9,47,15,3,42,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'220905",18,9,41,20,9,46,11,3,32,26,15,53,32,15,61,19,8,34,46,32,65,45,26,66,33,12,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,11,41,25,11,49,15,4,36,11,4,25,18,6,37,10,2,27,16,7,36,20,7,45,11,2,30,18,9,37,28,13,53,18,5,40,18,9,40,22,8,48,12,3,34,20,20,20,40,40,60,20,0,20,18,9,40,20,8,45,11,3,32,23,13,44,22,9,45,13,4,32,18,9,40,20,8,45,11,3,31,20,8,29,20,6,32,16,4,24,49,35,70,53,34,74,40,18,61,"FORT WORTH ISD",22,12,42,25,12,51,16,5,37,16,8,33,22,9,44,12,3,31,19,8,32,19,5,42,7,1,24
"'220906",20,11,41,19,8,41,16,6,30,59,34,73,57,28,81,49,25,70,62,42,80,55,33,80,44,14,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,27,67,49,25,71,38,14,64,24,8,39,27,10,50,23,8,42,16,8,39,23,8,43,18,4,36,41,22,64,52,27,74,44,17,67,24,14,48,30,12,50,21,7,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,10,39,18,8,40,14,5,28,49,32,70,46,23,69,31,10,60,19,11,40,20,8,42,15,6,31,15,3,29,19,5,32,10,3,22,54,33,78,59,31,83,45,16,76,"GRAPEVINE-COLLEYVILLE ISD",48,29,69,51,27,73,38,14,65,36,20,61,41,17,66,37,12,59,25,25,67,30,0,70,20,0,50
"'220907",37,24,65,32,17,58,23,8,51,47,27,73,51,22,73,39,12,69,64,44,84,54,31,80,45,17,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,31,75,49,25,74,38,13,67,30,16,54,32,16,55,23,10,49,33,18,57,29,13,57,22,5,49,46,26,73,51,26,77,43,16,72,39,22,69,40,20,68,32,9,59,40,20,80,40,20,60,14,0,29,35,22,63,31,16,56,22,8,49,55,35,76,46,23,71,34,9,62,27,15,55,24,10,54,15,5,43,24,11,39,24,8,41,15,5,30,58,36,80,55,28,80,43,14,73,"KELLER ISD",53,33,77,50,26,76,40,13,69,45,26,69,45,23,70,34,12,63,55,34,82,58,36,85,46,12,74
"'220908",43,28,68,41,22,72,29,10,63,45,26,70,44,25,70,35,14,66,65,45,84,61,34,81,48,22,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,32,72,50,26,78,36,12,66,39,25,63,44,22,75,30,9,60,34,19,59,36,15,67,24,6,54,45,28,70,53,30,83,42,16,71,40,25,69,44,19,75,29,6,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,19,60,30,14,63,19,4,52,52,37,74,47,23,75,30,9,62,36,22,61,32,17,64,23,8,53,23,12,38,18,7,44,13,3,30,61,44,82,58,34,85,45,17,71,"MANSFIELD ISD",52,35,75,52,29,81,39,14,69,41,27,65,43,20,73,29,9,61,64,43,83,57,31,88,43,10,67
"'220910",8,2,20,18,6,48,14,0,41,0,0,18,18,9,36,11,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,9,6,23,18,6,37,13,3,33,4,2,17,9,2,23,9,2,21,7,5,21,17,5,35,12,3,30,7,5,15,17,7,35,13,3,35,12,7,26,20,7,42,14,2,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,19,18,6,48,14,0,42,12,7,31,20,6,39,13,3,30,7,1,16,16,5,42,12,0,38,10,10,13,10,3,16,10,3,13,14,7,25,25,7,36,17,7,31,"LAKE WORTH ISD",12,7,29,24,8,44,15,2,39,6,4,16,11,3,28,11,4,24,0,0,17,0,0,33,0,0,20
"'220912",44,23,66,36,15,63,27,4,51,26,12,52,37,20,51,29,2,46,51,34,78,45,17,76,45,10,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,15,52,30,13,53,21,4,44,17,6,38,22,7,44,15,3,35,25,12,48,27,10,50,19,3,40,25,13,51,32,13,57,25,4,50,35,20,60,36,16,59,24,4,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,23,66,35,14,63,26,4,50,30,16,53,30,13,50,18,3,39,26,13,47,24,9,47,16,2,36,16,4,29,20,4,28,14,2,22,36,26,68,35,19,63,23,5,55,"CROWLEY ISD",33,18,58,33,14,56,22,5,46,21,11,43,28,11,49,21,2,41,17,17,58,17,8,42,0,0,17
"'220914",9,4,57,9,0,43,4,0,30,10,10,30,20,20,20,10,0,50,33,0,83,17,0,33,33,0,50,.,.,.,.,.,.,.,.,.,28,11,60,32,17,59,25,7,54,13,2,38,16,4,36,13,0,36,18,5,51,19,9,49,14,1,46,28,11,63,36,23,67,28,11,59,27,8,67,31,17,71,26,9,57,.,.,.,.,.,.,.,.,.,9,4,57,9,0,43,4,0,30,29,12,57,27,12,52,22,3,49,6,3,43,6,0,34,3,0,29,30,0,50,10,10,30,20,10,50,49,26,79,53,33,84,40,14,70,"KENNEDALE ISD",33,13,68,33,21,67,26,8,55,20,7,45,29,11,45,24,4,51,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'220915",36,21,62,33,10,60,26,2,48,47,32,79,53,16,79,37,11,58,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,26,71,43,19,71,33,7,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,21,65,38,15,67,27,4,55,43,26,68,49,24,76,41,10,70,39,24,63,34,11,64,24,3,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,21,62,33,10,60,26,2,48,46,26,74,37,15,67,26,3,57,28,12,56,24,7,55,16,1,42,21,7,46,25,9,41,20,5,30,45,26,73,45,22,73,37,8,66,"AZLE ISD",48,30,75,47,22,76,39,8,69,36,17,63,34,14,62,22,3,50,35,18,59,41,6,71,24,0,47
"'220916",36,21,66,33,15,64,26,8,58,46,27,69,46,22,76,42,13,80,64,48,86,59,39,79,54,23,83,25,12,53,24,2,53,30,10,44,41,25,66,42,22,69,35,11,63,24,13,48,30,13,56,24,6,51,31,17,57,30,13,60,25,8,54,34,20,61,42,22,70,38,13,68,38,22,65,37,16,66,29,9,59,80,40,100,80,80,100,60,20,60,29,13,61,25,9,59,18,4,50,48,29,72,42,22,67,32,9,59,29,15,56,27,10,55,20,5,49,22,6,37,23,9,38,16,5,29,49,30,75,52,31,77,43,13,71,"HURST-EULESS-BEDFORD ISD",45,27,71,47,25,72,39,13,67,33,19,57,32,15,61,28,8,55,50,27,73,41,18,68,23,5,41
"'220917",19,11,43,23,10,49,12,4,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,7,41,25,8,51,14,3,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,7,40,23,7,50,13,3,30,16,8,39,26,8,57,16,4,36,16,8,40,24,7,48,13,2,30,.,.,.,.,.,.,.,.,.,15,10,40,21,9,45,9,4,28,18,6,43,23,9,45,12,2,29,14,6,37,18,6,46,11,2,29,12,2,19,14,0,28,12,0,14,22,6,53,31,16,63,22,3,50,"CASTLEBERRY ISD",19,9,46,26,11,53,17,4,36,12,4,31,23,3,46,9,0,24,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'220918",33,16,62,28,10,57,15,1,43,38,21,68,32,9,63,24,3,55,34,18,72,49,13,73,16,3,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,19,60,33,13,61,21,4,48,22,10,45,22,7,52,12,2,36,25,12,51,26,8,53,17,3,40,30,16,56,37,14,66,25,5,54,30,15,55,29,12,57,19,3,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,15,61,28,10,56,15,1,42,39,21,64,29,12,56,17,3,41,19,8,42,16,5,41,8,1,26,18,6,34,14,3,34,12,2,18,43,26,67,40,18,67,27,7,53,"EAGLE MT-SAGINAW ISD",37,20,63,35,15,61,22,4,48,31,17,55,30,10,61,19,3,47,35,27,58,35,8,54,19,4,54
"'220919",67,52,96,74,48,93,67,19,93,83,62,93,79,59,90,83,48,90,92,79,98,85,62,96,86,59,96,.,.,.,.,.,.,.,.,.,80,61,96,79,51,93,74,40,92,30,30,70,60,30,80,50,10,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,55,97,84,57,93,80,46,96,75,60,100,82,51,93,69,29,88,.,.,.,.,.,.,.,.,.,64,45,95,68,41,91,59,14,91,82,66,96,76,46,92,69,35,89,63,45,88,63,41,80,55,20,80,44,37,80,47,29,63,41,15,69,77,56,96,77,47,92,71,35,92,"CARROLL ISD",81,63,96,81,53,94,74,42,93,76,56,97,74,46,89,75,33,91,77,64,95,73,41,95,64,36,95
"'220920",32,14,65,33,19,69,28,12,53,34,9,69,34,9,66,19,6,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,44,26,73,42,21,72,36,11,66,21,7,60,24,12,62,30,8,55,40,20,67,36,19,66,30,9,59,40,22,71,42,20,74,40,13,70,43,22,72,42,21,71,33,11,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,14,65,33,19,69,28,12,53,49,30,75,42,23,69,33,9,62,27,12,63,28,10,62,23,6,53,19,10,36,18,6,32,12,1,26,54,37,79,49,27,77,45,13,72,"WHITE SETTLEMENT ISD",48,27,77,46,23,76,38,11,69,39,23,66,35,19,63,33,12,61,60,45,80,45,35,85,55,10,70
"'221801",21,10,41,27,10,52,16,2,48,36,23,53,47,25,72,29,5,60,55,32,85,57,35,88,48,18,81,.,.,.,.,.,.,.,.,.,34,19,60,43,21,70,30,8,61,15,6,42,27,10,53,18,2,44,18,7,43,27,10,54,16,2,45,31,15,57,46,23,73,34,9,65,22,10,48,32,12,60,19,3,49,60,20,80,80,20,80,40,0,80,19,8,41,24,10,49,13,1,46,37,23,64,41,19,67,26,7,57,16,7,37,24,7,52,14,2,42,19,8,29,23,11,33,14,4,35,47,28,74,56,30,82,40,12,73,"TEXAS COLLEGE PREPARATORY ACADEMIE",42,24,67,46,24,75,34,11,67,28,15,55,41,19,67,27,5,56,17,10,60,47,23,73,34,7,66
