DISTRICT,DD004AMA1221R,DD004AMA1321R,DD004AMA1S21R,DD004ARE1221R,DD004ARE1321R,DD004ARE1S21R,DD004AWR1221R,DD004AWR1321R,DD004AWR1S21R,DD204AMA1221R,DD204AMA1321R,DD204AMA1S21R,DD204ARE1221R,DD204ARE1321R,DD204ARE1S21R,DD204AWR1221R,DD204AWR1321R,DD204AWR1S21R,DD304AMA1221R,DD304AMA1321R,DD304AMA1S21R,DD304ARE1221R,DD304ARE1321R,DD304ARE1S21R,DD304AWR1221R,DD304AWR1321R,DD304AWR1S21R,DD404AMA1221R,DD404AMA1321R,DD404AMA1S21R,DD404ARE1221R,DD404ARE1321R,DD404ARE1S21R,DD404AWR1221R,DD404AWR1321R,DD404AWR1S21R,DDA04AMA1221R,DDA04AMA1321R,DDA04AMA1S21R,DDA04ARE1221R,DDA04ARE1321R,DDA04ARE1S21R,DDA04AWR1221R,DDA04AWR1321R,DDA04AWR1S21R,DDB04AMA1221R,DDB04AMA1321R,DDB04AMA1S21R,DDB04ARE1221R,DDB04ARE1321R,DDB04ARE1S21R,DDB04AWR1221R,DDB04AWR1321R,DDB04AWR1S21R,DDE04AMA1221R,DDE04AMA1321R,DDE04AMA1S21R,DDE04ARE1221R,DDE04ARE1321R,DDE04ARE1S21R,DDE04AWR1221R,DDE04AWR1321R,DDE04AWR1S21R,DDF04AMA1221R,DDF04AMA1321R,DDF04AMA1S21R,DDF04ARE1221R,DDF04ARE1321R,DDF04ARE1S21R,DDF04AWR1221R,DDF04AWR1321R,DDF04AWR1S21R,DDH04AMA1221R,DDH04AMA1321R,DDH04AMA1S21R,DDH04ARE1221R,DDH04ARE1321R,DDH04ARE1S21R,DDH04AWR1221R,DDH04AWR1321R,DDH04AWR1S21R,DDI04AMA1221R,DDI04AMA1321R,DDI04AMA1S21R,DDI04ARE1221R,DDI04ARE1321R,DDI04ARE1S21R,DDI04AWR1221R,DDI04AWR1321R,DDI04AWR1S21R,DDL04AMA1221R,DDL04AMA1321R,DDL04AMA1S21R,DDL04ARE1221R,DDL04ARE1321R,DDL04ARE1S21R,DDL04AWR1221R,DDL04AWR1321R,DDL04AWR1S21R,DDM04AMA1221R,DDM04AMA1321R,DDM04AMA1S21R,DDM04ARE1221R,DDM04ARE1321R,DDM04ARE1S21R,DDM04AWR1221R,DDM04AWR1321R,DDM04AWR1S21R,DDR04AMA1221R,DDR04AMA1321R,DDR04AMA1S21R,DDR04ARE1221R,DDR04ARE1321R,DDR04ARE1S21R,DDR04AWR1221R,DDR04AWR1321R,DDR04AWR1S21R,DDS04AMA1221R,DDS04AMA1321R,DDS04AMA1S21R,DDS04ARE1221R,DDS04ARE1321R,DDS04ARE1S21R,DDS04AWR1221R,DDS04AWR1321R,DDS04AWR1S21R,DDW04AMA1221R,DDW04AMA1321R,DDW04AMA1S21R,DDW04ARE1221R,DDW04ARE1321R,DDW04ARE1S21R,DDW04AWR1221R,DDW04AWR1321R,DDW04AWR1S21R,DISTNAME,DNC04AMA1221R,DNC04AMA1321R,DNC04AMA1S21R,DNC04ARE1221R,DNC04ARE1321R,DNC04ARE1S21R,DNC04AWR1221R,DNC04AWR1321R,DNC04AWR1S21R,DNM04AMA1221R,DNM04AMA1321R,DNM04AMA1S21R,DNM04ARE1221R,DNM04ARE1321R,DNM04ARE1S21R,DNM04AWR1221R,DNM04AWR1321R,DNM04AWR1S21R,DNS04AMA1221R,DNS04AMA1321R,DNS04AMA1S21R,DNS04ARE1221R,DNS04ARE1321R,DNS04ARE1S21R,DNS04AWR1221R,DNS04AWR1321R,DNS04AWR1S21R
"'221901",25,18,40,19,7,43,13,3,25,29,20,63,29,12,63,19,6,46,76,41,88,53,24,82,61,6,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,18,55,29,13,54,22,6,45,18,8,37,17,4,40,14,3,35,26,13,47,21,9,44,15,4,35,29,14,51,30,14,53,26,6,49,30,13,49,24,10,45,17,4,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,18,40,19,7,43,13,3,25,39,21,58,28,12,55,19,5,42,20,11,37,17,7,39,11,3,25,25,7,32,19,5,33,16,5,26,44,27,66,40,18,69,31,9,59,"ABILENE ISD",34,17,53,29,13,53,21,5,43,33,21,58,30,12,55,27,9,49,32,5,58,16,5,42,11,11,37
"'221904",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,35,77,53,27,77,37,13,63,.,.,.,.,.,.,.,.,.,49,27,78,51,16,76,27,11,59,50,31,64,53,25,72,38,14,70,47,26,79,53,21,74,32,16,74,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,42,96,54,31,85,35,12,54,38,25,50,25,25,50,25,25,50,41,18,59,29,12,59,22,6,39,60,40,77,53,30,79,39,11,59,"MERKEL ISD",56,41,80,59,32,78,36,12,57,57,24,71,43,19,76,38,14,76,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'221905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,10,40,20,20,30,20,10,40,.,.,.,.,.,.,.,.,.,29,14,43,14,14,29,14,14,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,17,17,17,17,17,0,0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,13,38,13,13,25,13,13,38,"TRENT ISD",20,20,20,20,20,20,0,0,20,20,0,60,20,20,40,40,20,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'221911",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,37,92,69,36,93,54,31,91,.,.,.,.,.,.,.,.,.,50,40,80,50,20,85,33,5,81,64,34,95,70,41,95,67,47,91,44,22,89,56,11,89,40,10,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,39,88,69,31,90,42,17,90,13,13,75,25,13,100,25,13,63,11,11,67,44,11,78,20,20,60,66,38,92,71,38,93,55,33,93,"JIM NED CISD",66,38,90,71,40,95,55,36,91,62,35,95,68,30,89,51,23,90,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'221912",-1,-1,-1,-1,-1,-1,-1,-1,-1,56,33,100,100,33,100,33,11,100,69,46,92,62,38,92,60,33,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,45,87,63,34,85,52,21,79,69,31,92,85,46,92,46,8,85,45,24,72,39,16,70,24,9,55,57,40,87,65,38,89,58,27,83,45,32,82,46,16,76,36,9,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,49,87,62,30,82,46,16,76,34,17,67,29,9,62,15,3,46,31,23,62,19,12,50,27,4,38,66,50,88,67,40,87,58,25,82,"WYLIE ISD",63,46,88,65,32,86,51,20,80,59,43,84,61,38,84,53,23,78,43,29,86,57,14,71,43,0,86
"'222901",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,60,100,40,40,100,60,20,80,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,"TERRELL COUNTY ISD",100,60,100,40,40,100,60,20,80,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'223901",9,0,36,0,0,27,0,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,10,40,20,10,45,11,3,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,7,36,19,9,38,9,2,23,14,6,30,18,10,44,16,4,30,17,6,35,19,9,39,9,3,26,.,.,.,.,.,.,.,.,.,9,0,36,0,0,27,0,0,9,33,14,52,21,10,45,5,2,26,14,0,33,5,0,24,5,0,10,25,15,25,20,5,35,5,0,25,46,23,62,15,15,69,23,8,31,"BROWNFIELD ISD",22,8,39,20,11,46,11,4,30,31,23,46,15,0,38,8,0,15,.,.,.,.,.,.,.,.,.
"'223902",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,26,74,37,11,95,21,0,74,.,.,.,.,.,.,.,.,.,33,20,67,20,0,93,7,0,67,27,27,64,36,0,91,18,0,64,43,36,71,36,7,93,14,0,64,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,25,88,38,25,100,25,0,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,80,40,20,100,40,0,100,"MEADOW ISD",25,17,67,33,17,92,25,0,67,57,43,86,43,0,100,14,0,86,.,.,.,.,.,.,.,.,.
"'223904",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,55,86,41,23,77,41,18,77,.,.,.,.,.,.,.,.,.,64,45,73,27,18,55,18,9,64,64,64,82,36,18,73,45,9,91,50,30,70,20,20,50,30,20,60,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,45,91,45,27,82,36,27,64,80,60,80,20,0,80,40,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,75,100,58,25,100,50,17,92,"WELLMAN-UNION CISD",79,57,93,43,21,79,43,29,79,63,50,75,38,25,75,38,0,75,.,.,.,.,.,.,.,.,.
"'224901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,17,0,0,17,0,0,0,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,20,0,0,20,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,20,0,0,20,0,0,0,"THROCKMORTON COLLEGIATE ISD",0,0,0,0,0,20,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'224902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,0,50,33,0,50,33,0,50,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"WOODSON ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'225902",51,30,75,46,17,71,32,10,60,57,43,100,71,14,86,71,14,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,53,31,78,46,18,75,34,10,66,35,18,65,24,9,65,32,6,53,50,27,75,42,16,72,31,7,63,49,28,80,53,22,82,39,10,74,51,29,76,45,18,72,33,10,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,30,75,46,17,71,32,10,60,58,34,76,39,14,67,30,10,57,50,28,74,43,16,69,29,8,60,33,17,50,21,8,46,15,6,25,75,48,90,60,25,90,37,14,82,"MOUNT PLEASANT ISD",53,31,80,47,18,76,35,10,68,57,33,69,37,16,71,29,12,55,63,38,81,44,25,75,19,6,56
"'225906",47,24,100,35,18,82,24,0,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,46,26,89,52,20,86,31,8,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,23,91,32,5,82,23,5,77,44,19,86,50,17,94,36,11,92,48,22,96,39,17,83,30,0,87,.,.,.,.,.,.,.,.,.,47,24,100,35,18,82,24,0,82,48,34,93,55,24,76,24,3,72,44,22,100,33,17,83,22,0,78,60,0,100,100,20,100,60,0,80,44,26,87,59,23,87,31,10,79,"CHAPEL HILL ISD",49,30,91,58,23,88,35,9,86,41,18,86,41,14,82,23,5,77,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'225907",39,17,61,33,17,56,11,0,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,21,60,30,14,54,16,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,23,54,31,17,49,17,3,40,31,22,56,34,16,56,25,3,47,36,17,56,31,14,50,14,3,33,.,.,.,.,.,.,.,.,.,39,17,61,33,17,56,11,0,33,39,19,65,26,13,52,6,0,35,35,15,55,30,15,50,10,0,30,0,0,0,0,0,20,0,0,0,35,27,69,31,15,62,19,0,54,"HARTS BLUFF ISD",35,23,65,30,12,63,14,0,40,35,15,50,30,20,35,20,5,45,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'226801",33,17,83,33,17,83,17,0,50,44,22,78,56,11,89,22,0,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,16,70,32,9,66,18,3,55,17,13,52,26,9,57,13,4,46,27,9,63,24,5,58,16,1,50,30,12,66,37,11,66,21,2,60,36,13,72,34,7,68,21,2,60,.,.,.,.,.,.,.,.,.,33,17,83,33,17,83,17,0,50,41,20,75,25,7,65,14,4,48,14,3,52,14,3,47,6,0,38,19,5,43,14,10,43,9,0,14,37,19,73,27,13,61,15,4,46,"TEXAS LEADERSHIP PUBLIC SCHOOLS",34,14,73,31,10,65,17,2,56,37,18,66,33,8,67,19,4,52,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'226901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,33,83,53,28,80,35,10,70,.,.,.,.,.,.,.,.,.,40,30,80,30,30,70,30,10,50,61,33,89,56,28,83,39,17,78,25,13,63,38,25,63,13,13,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,32,77,50,27,77,32,5,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,60,20,20,40,20,0,20,69,38,88,56,28,84,41,9,75,"CHRISTOVAL ISD",59,26,78,48,22,74,33,7,63,62,46,92,62,38,92,38,15,85,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'226903",26,17,43,16,9,42,16,4,36,50,39,67,39,22,61,28,17,67,76,65,82,71,41,76,69,19,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,20,57,31,14,56,24,6,48,10,6,26,10,6,39,17,0,43,25,12,46,22,8,45,18,5,39,32,17,54,33,16,60,27,8,51,27,13,49,25,10,51,19,5,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,14,39,10,7,34,12,3,32,38,24,59,30,13,53,22,5,46,16,6,37,9,2,31,5,1,23,21,4,32,16,2,26,13,2,19,51,32,71,42,21,67,32,8,57,"SAN ANGELO ISD",35,20,56,31,13,56,24,6,48,37,23,59,32,17,55,26,8,50,38,25,56,25,6,56,24,12,47
"'226905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,19,57,10,5,48,10,0,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,18,55,18,9,45,9,0,55,40,10,50,20,10,50,20,0,70,33,33,50,33,17,67,17,0,83,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,27,64,0,0,45,0,0,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,33,0,0,0,0,0,17,40,20,70,0,0,50,10,0,40,"WATER VALLEY ISD",46,23,62,8,8,54,15,0,62,25,13,50,13,0,38,0,0,38,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'226906",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,33,92,52,24,88,42,11,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,69,25,13,63,13,0,63,44,27,93,46,10,90,38,12,86,22,6,83,22,11,72,11,0,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,38,91,57,36,85,45,11,81,25,8,71,25,4,75,21,0,67,29,29,43,29,0,57,0,0,43,65,42,95,62,29,92,52,14,89,"WALL ISD",58,34,94,50,22,88,42,12,85,46,29,88,58,29,88,42,8,79,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'226907",0,0,40,0,0,20,0,0,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,10,55,14,3,51,14,0,39,.,.,.,.,.,.,.,.,.,24,10,57,11,3,48,10,0,33,31,7,55,17,0,69,21,0,45,17,3,47,10,0,40,13,0,37,.,.,.,.,.,.,.,.,.,0,0,40,0,0,20,0,0,20,19,12,55,12,5,38,10,0,36,0,0,29,0,0,14,0,0,14,13,0,27,7,0,20,7,0,7,29,15,61,17,5,59,15,0,41,"GRAPE CREEK ISD",29,12,59,10,2,53,12,0,37,14,5,45,23,5,45,18,0,45,.,.,.,.,.,.,.,.,.
"'226908",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,56,94,78,44,94,68,37,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,60,100,80,40,100,83,33,83,92,50,100,75,50,100,69,31,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,67,83,83,33,83,67,50,83,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,57,100,79,43,93,67,33,87,"VERIBEST ISD",85,62,100,77,62,92,69,46,92,80,40,80,80,0,100,67,17,83,.,.,.,.,.,.,.,.,.
"'227506",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"UNIVERSITY OF TEXAS AT AUSTIN H S",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'227803",19,11,41,22,5,52,6,0,25,-1,-1,-1,-1,-1,-1,40,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,21,11,43,24,8,52,9,1,25,0,0,22,0,0,33,0,0,0,13,6,34,16,5,44,4,0,17,21,13,47,30,11,62,16,1,36,17,9,39,21,4,50,6,0,21,.,.,.,.,.,.,.,.,.,19,11,41,22,5,52,6,0,25,20,9,38,19,4,42,3,0,14,19,11,39,21,5,48,5,0,20,0,0,5,5,0,14,0,0,0,55,27,82,73,36,91,31,8,62,"WAYSIDE SCHOOLS",26,14,49,25,8,55,9,0,31,10,4,31,22,8,47,10,2,15,.,.,.,.,.,.,.,.,.
"'227804",12,6,47,25,6,63,11,0,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,40,80,60,40,90,50,30,90,.,.,.,.,.,.,.,.,.,29,19,65,41,22,76,26,11,61,0,0,60,-1,-1,-1,0,0,60,6,0,39,12,0,65,6,0,56,33,24,67,52,29,81,38,8,67,12,0,47,24,12,53,9,0,41,.,.,.,.,.,.,.,.,.,6,0,44,20,0,60,6,0,50,26,16,65,33,17,73,18,12,58,5,0,42,22,0,61,4,0,43,13,13,25,25,13,25,11,0,22,44,33,78,50,28,89,44,17,67,"NYOS CHARTER SCHOOL",29,18,64,36,18,75,28,11,62,29,29,71,71,43,86,20,10,60,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'227805",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,0,24,21,14,48,3,3,23,11,0,25,22,15,52,4,4,21,9,0,23,14,9,50,0,0,17,15,0,38,29,14,79,7,7,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0,13,13,13,20,0,0,19,11,0,22,10,10,20,0,0,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,"TEXAS EMPOWERMENT ACADEMY",18,0,27,27,18,55,9,9,27,6,0,22,17,11,44,0,0,21,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'227806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,40,80,60,60,80,60,0,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,40,80,60,60,80,60,0,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,40,80,60,60,80,60,0,100,"UNIVERSITY OF TEXAS UNIVERSITY CHA",.,.,.,.,.,.,.,.,.,60,40,80,60,60,80,60,0,100,.,.,.,.,.,.,.,.,.
"'227814",40,40,100,60,0,100,0,0,100,.,.,.,.,.,.,.,.,.,57,29,100,57,14,100,0,0,100,.,.,.,.,.,.,.,.,.,62,29,95,64,9,100,23,5,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,25,100,86,14,100,50,13,100,-1,-1,-1,60,0,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,31,92,53,7,100,7,0,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,63,25,100,71,14,100,38,13,88,"CHAPARRAL STAR ACADEMY",90,50,100,64,9,100,18,9,82,36,9,91,64,9,100,27,0,100,.,.,.,-1,-1,-1,-1,-1,-1
"'227816",20,15,43,19,11,45,9,3,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,45,86,48,34,80,41,14,76,.,.,.,.,.,.,-1,-1,-1,26,18,52,29,16,54,18,6,43,22,13,56,38,19,56,19,3,52,13,7,34,19,8,39,6,2,24,23,13,44,29,16,54,21,9,45,8,4,27,12,3,36,4,1,20,.,.,.,.,.,.,.,.,.,17,13,41,16,9,43,6,1,32,30,24,59,30,15,54,16,3,40,17,13,41,16,9,43,8,2,31,6,0,17,6,0,17,6,0,6,41,28,72,48,26,70,30,13,57,"HARMONY SCIENCE ACADEMY (AUSTIN)",24,16,53,31,20,58,18,7,44,29,20,50,28,12,50,18,5,42,13,13,38,25,0,38,0,0,14
"'227817",0,0,33,17,0,50,0,0,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,20,20,0,50,9,0,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,22,11,0,44,0,0,10,0,0,17,33,0,33,17,0,17,0,0,25,25,0,63,10,0,20,.,.,.,.,.,.,.,.,.,0,0,33,17,0,50,0,0,13,-1,-1,-1,-1,-1,-1,0,0,20,0,0,33,17,0,50,0,0,13,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,"CEDARS INTERNATIONAL ACADEMY",0,0,29,14,0,29,0,0,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'227819",50,25,75,38,25,75,50,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,62,30,81,57,27,78,51,14,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,0,55,9,0,55,18,0,55,59,36,77,68,32,82,59,18,73,60,15,80,55,15,80,45,5,70,.,.,.,.,.,.,.,.,.,50,25,75,38,25,75,50,0,50,67,20,87,40,20,73,40,7,80,42,17,58,25,17,67,33,0,42,20,0,40,0,0,40,0,0,20,63,38,75,63,50,75,63,25,75,"UNIVERSITY OF TEXAS ELEMENTARY CHA",58,31,81,58,19,77,50,12,73,73,27,82,55,45,82,55,18,82,.,.,.,.,.,.,.,.,.
"'227820",22,12,46,26,11,56,14,4,38,11,0,33,33,11,56,13,0,13,71,48,86,62,57,86,64,45,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,10,42,26,11,53,15,4,36,24,15,42,32,14,56,21,5,41,19,9,40,24,10,51,13,3,34,19,9,40,28,11,58,19,4,43,18,8,41,23,9,52,12,2,34,17,17,50,17,0,67,0,0,17,17,8,40,19,7,50,9,2,31,22,12,43,23,10,48,11,3,30,18,8,40,20,7,51,10,2,32,15,5,27,14,5,24,11,3,19,14,7,48,18,11,57,14,10,31,"KIPP TEXAS PUBLIC SCHOOLS",12,4,41,21,6,51,9,2,34,22,11,42,26,12,54,16,4,37,21,4,29,7,4,32,7,0,14
"'227821",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,3,46,54,40,74,28,6,61,.,.,.,.,.,.,.,.,.,0,0,50,50,17,83,0,0,50,9,0,41,59,45,68,32,9,59,0,0,25,25,25,63,13,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,23,8,54,46,31,85,21,0,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,0,38,38,13,75,13,0,13,17,4,50,67,46,79,32,8,60,"AUSTIN DISCOVERY SCHOOL",16,5,47,58,42,79,33,6,61,13,0,44,50,38,69,22,6,61,.,.,.,.,.,.,.,.,.
